#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.302632E+04   0.542298E-01   0.000000E+00   0.165462E+01   0.130777E-07   0.355147E-02  -0.115044E-04
     3   0.299773E+04   0.817097E-01   0.000000E+00   0.916670E+00   0.143761E-07   0.393759E-02  -0.122109E-04
     4   0.294463E+04   0.868964E-01   0.000000E+00   0.103479E+01   0.156301E-07   0.415274E-02  -0.101747E-04
     5   0.288056E+04   0.751949E-01   0.000000E+00   0.207492E+01   0.168066E-07   0.427079E-02  -0.639164E-05
     6   0.280712E+04   0.582888E-01   0.000000E+00   0.374550E+01   0.178983E-07   0.432996E-02  -0.165417E-05
     7   0.272788E+04   0.456982E-01   0.000000E+00   0.563076E+01   0.189134E-07   0.435262E-02   0.333268E-05
     8   0.264456E+04   0.410923E-01   0.000000E+00   0.734811E+01   0.198576E-07   0.435036E-02   0.796178E-05
     9   0.255941E+04   0.428446E-01   0.000000E+00   0.862924E+01   0.207386E-07   0.433117E-02   0.117751E-04
    10   0.247643E+04   0.468207E-01   0.000000E+00   0.935566E+01   0.215596E-07   0.430159E-02   0.145168E-04
    11   0.240109E+04   0.491886E-01   0.000000E+00   0.953641E+01   0.223316E-07   0.426949E-02   0.161386E-04
    12   0.233499E+04   0.480016E-01   0.000000E+00   0.925539E+01   0.230528E-07   0.423683E-02   0.167129E-04
    13   0.227433E+04   0.434443E-01   0.000000E+00   0.864452E+01   0.237261E-07   0.420285E-02   0.164134E-04
    14   0.221616E+04   0.369875E-01   0.000000E+00   0.784420E+01   0.243565E-07   0.416667E-02   0.154542E-04
    15   0.216079E+04   0.302832E-01   0.000000E+00   0.699857E+01   0.249458E-07   0.412721E-02   0.141533E-04
    16   0.210914E+04   0.247605E-01   0.000000E+00   0.623711E+01   0.254958E-07   0.408400E-02   0.128196E-04
    17   0.206182E+04   0.209954E-01   0.000000E+00   0.562367E+01   0.260099E-07   0.403898E-02   0.116417E-04
    18   0.201836E+04   0.190357E-01   0.000000E+00   0.519455E+01   0.264915E-07   0.399412E-02   0.107451E-04
    19   0.197928E+04   0.185196E-01   0.000000E+00   0.493455E+01   0.269412E-07   0.394916E-02   0.101262E-04
    20   0.194249E+04   0.190378E-01   0.000000E+00   0.481005E+01   0.273595E-07   0.390350E-02   0.975255E-05
    21   0.190838E+04   0.201337E-01   0.000000E+00   0.477959E+01   0.277495E-07   0.385733E-02   0.960263E-05
    22   0.187732E+04   0.214506E-01   0.000000E+00   0.479865E+01   0.281145E-07   0.381104E-02   0.963846E-05
    23   0.184908E+04   0.227190E-01   0.000000E+00   0.482334E+01   0.284553E-07   0.376490E-02   0.974456E-05
    24   0.182366E+04   0.237044E-01   0.000000E+00   0.481539E+01   0.287724E-07   0.371917E-02   0.979747E-05
    25   0.180091E+04   0.243951E-01   0.000000E+00   0.475852E+01   0.290675E-07   0.367400E-02   0.971502E-05
    26   0.178056E+04   0.248235E-01   0.000000E+00   0.464735E+01   0.293424E-07   0.362948E-02   0.945085E-05
    27   0.176273E+04   0.251379E-01   0.000000E+00   0.449099E+01   0.295983E-07   0.358558E-02   0.905903E-05
    28   0.174710E+04   0.255376E-01   0.000000E+00   0.430423E+01   0.298362E-07   0.354226E-02   0.860861E-05
    29   0.173356E+04   0.261943E-01   0.000000E+00   0.410501E+01   0.300557E-07   0.349953E-02   0.813019E-05
    30   0.172184E+04   0.272579E-01   0.000000E+00   0.390906E+01   0.302566E-07   0.345745E-02   0.764162E-05
    31   0.171169E+04   0.287778E-01   0.000000E+00   0.372658E+01   0.304409E-07   0.341594E-02   0.714834E-05
    32   0.170324E+04   0.307590E-01   0.000000E+00   0.356513E+01   0.306108E-07   0.337493E-02   0.666202E-05
    33   0.169637E+04   0.331770E-01   0.000000E+00   0.342727E+01   0.307670E-07   0.333428E-02   0.623140E-05
    34   0.169077E+04   0.360041E-01   0.000000E+00   0.331467E+01   0.309096E-07   0.329386E-02   0.590537E-05
    35   0.168636E+04   0.391824E-01   0.000000E+00   0.322724E+01   0.310394E-07   0.325370E-02   0.569687E-05
    36   0.168303E+04   0.426516E-01   0.000000E+00   0.316020E+01   0.311571E-07   0.321393E-02   0.559466E-05
    37   0.168081E+04   0.463403E-01   0.000000E+00   0.309569E+01   0.312632E-07   0.317494E-02   0.552654E-05
    38   0.168002E+04   0.501966E-01   0.000000E+00   0.301837E+01   0.313585E-07   0.313704E-02   0.542349E-05
    39   0.168056E+04   0.542312E-01   0.000000E+00   0.292710E+01   0.314432E-07   0.310002E-02   0.528934E-05
    40   0.168206E+04   0.584763E-01   0.000000E+00   0.282409E+01   0.315176E-07   0.306355E-02   0.514599E-05
    41   0.168454E+04   0.629639E-01   0.000000E+00   0.271068E+01   0.315820E-07   0.302738E-02   0.501014E-05
    42   0.168772E+04   0.677075E-01   0.000000E+00   0.258560E+01   0.316370E-07   0.299150E-02   0.487802E-05
    43   0.169171E+04   0.727158E-01   0.000000E+00   0.244692E+01   0.316830E-07   0.295599E-02   0.474077E-05
    44   0.169632E+04   0.779823E-01   0.000000E+00   0.229359E+01   0.317204E-07   0.292092E-02   0.458955E-05
    45   0.170188E+04   0.835112E-01   0.000000E+00   0.212465E+01   0.317498E-07   0.288637E-02   0.441556E-05
    46   0.170827E+04   0.893088E-01   0.000000E+00   0.193801E+01   0.317715E-07   0.285238E-02   0.421358E-05
