#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.170273E+04   0.344448E-01   0.000000E+00  -0.269670E+00   0.209356E-07   0.434362E-02  -0.834187E-05
     3   0.176646E+04   0.583563E-01   0.000000E+00  -0.559999E+00   0.249272E-07   0.468211E-02  -0.997221E-05
     4   0.176846E+04   0.655263E-01   0.000000E+00  -0.194589E+00   0.285465E-07   0.485548E-02  -0.905488E-05
     5   0.173952E+04   0.577210E-01   0.000000E+00   0.651545E+00   0.318215E-07   0.493566E-02  -0.630800E-05
     6   0.169526E+04   0.435974E-01   0.000000E+00   0.172387E+01   0.347822E-07   0.495844E-02  -0.242110E-05
     7   0.164534E+04   0.313182E-01   0.000000E+00   0.277396E+01   0.374720E-07   0.494545E-02   0.190331E-05
     8   0.159354E+04   0.247094E-01   0.000000E+00   0.361652E+01   0.399230E-07   0.490711E-02   0.600461E-05
     9   0.154219E+04   0.232003E-01   0.000000E+00   0.414602E+01   0.421658E-07   0.485050E-02   0.935619E-05
    10   0.149373E+04   0.239581E-01   0.000000E+00   0.434706E+01   0.442176E-07   0.478226E-02   0.116580E-04
    11   0.145100E+04   0.241969E-01   0.000000E+00   0.427069E+01   0.461097E-07   0.471125E-02   0.128496E-04
    12   0.141572E+04   0.225340E-01   0.000000E+00   0.399722E+01   0.478453E-07   0.464031E-02   0.130043E-04
    13   0.138531E+04   0.190221E-01   0.000000E+00   0.360412E+01   0.494381E-07   0.456940E-02   0.122931E-04
    14   0.135781E+04   0.147736E-01   0.000000E+00   0.316400E+01   0.509055E-07   0.449825E-02   0.109361E-04
    15   0.133324E+04   0.108073E-01   0.000000E+00   0.274497E+01   0.522568E-07   0.442553E-02   0.929618E-05
    16   0.131199E+04   0.791459E-02   0.000000E+00   0.240509E+01   0.535001E-07   0.435049E-02   0.772647E-05
    17   0.129427E+04   0.628970E-02   0.000000E+00   0.216351E+01   0.546460E-07   0.427508E-02   0.642437E-05
    18   0.127940E+04   0.573755E-02   0.000000E+00   0.202559E+01   0.557040E-07   0.420135E-02   0.550900E-05
    19   0.126797E+04   0.595062E-02   0.000000E+00   0.197354E+01   0.566772E-07   0.412895E-02   0.494409E-05
