#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.304836E+04   0.633266E-01   0.000000E+00   0.327230E+01   0.151998E-07   0.323599E-02  -0.139157E-04
     3   0.287331E+04   0.923815E-01   0.000000E+00   0.240790E+01   0.166646E-07   0.368423E-02  -0.145814E-04
     4   0.273802E+04   0.964721E-01   0.000000E+00   0.205236E+01   0.180540E-07   0.394550E-02  -0.123041E-04
     5   0.263672E+04   0.819641E-01   0.000000E+00   0.253629E+01   0.193494E-07   0.409366E-02  -0.822068E-05
     6   0.255159E+04   0.615888E-01   0.000000E+00   0.369474E+01   0.205459E-07   0.417262E-02  -0.318767E-05
     7   0.247435E+04   0.456952E-01   0.000000E+00   0.516873E+01   0.216542E-07   0.420875E-02   0.205996E-05
     8   0.240030E+04   0.384585E-01   0.000000E+00   0.659445E+01   0.226813E-07   0.421607E-02   0.690284E-05
     9   0.232794E+04   0.384586E-01   0.000000E+00   0.769956E+01   0.236359E-07   0.420392E-02   0.108802E-04
    10   0.225898E+04   0.415441E-01   0.000000E+00   0.834843E+01   0.245220E-07   0.417964E-02   0.137412E-04
    11   0.219735E+04   0.437313E-01   0.000000E+00   0.852691E+01   0.253521E-07   0.415156E-02   0.154481E-04
    12   0.214409E+04   0.428648E-01   0.000000E+00   0.829630E+01   0.261240E-07   0.412204E-02   0.160833E-04
    13   0.209545E+04   0.389194E-01   0.000000E+00   0.776851E+01   0.268413E-07   0.409058E-02   0.158264E-04
    14   0.204858E+04   0.331745E-01   0.000000E+00   0.706576E+01   0.275102E-07   0.405657E-02   0.148968E-04
    15   0.200380E+04   0.271593E-01   0.000000E+00   0.631888E+01   0.281328E-07   0.401899E-02   0.136206E-04
    16   0.196204E+04   0.222134E-01   0.000000E+00   0.564681E+01   0.287112E-07   0.397745E-02   0.123136E-04
    17   0.192385E+04   0.188893E-01   0.000000E+00   0.510888E+01   0.292495E-07   0.393395E-02   0.111659E-04
    18   0.188877E+04   0.172352E-01   0.000000E+00   0.473927E+01   0.297516E-07   0.389050E-02   0.103022E-04
    19   0.185737E+04   0.169167E-01   0.000000E+00   0.452444E+01   0.302180E-07   0.384687E-02   0.971533E-05
    20   0.182766E+04   0.175583E-01   0.000000E+00   0.443347E+01   0.306495E-07   0.380247E-02   0.937038E-05
    21   0.180007E+04   0.187348E-01   0.000000E+00   0.442803E+01   0.310497E-07   0.375750E-02   0.924779E-05
    22   0.177503E+04   0.201176E-01   0.000000E+00   0.446674E+01   0.314221E-07   0.371232E-02   0.931170E-05
    23   0.175233E+04   0.214537E-01   0.000000E+00   0.450842E+01   0.317679E-07   0.366726E-02   0.944457E-05
    24   0.173201E+04   0.225193E-01   0.000000E+00   0.451717E+01   0.320877E-07   0.362260E-02   0.952020E-05
    25   0.171398E+04   0.233038E-01   0.000000E+00   0.447782E+01   0.323832E-07   0.357848E-02   0.945499E-05
    26   0.169799E+04   0.238369E-01   0.000000E+00   0.438550E+01   0.326566E-07   0.353500E-02   0.920232E-05
    27   0.168419E+04   0.242597E-01   0.000000E+00   0.424869E+01   0.329093E-07   0.349212E-02   0.881940E-05
    28   0.167231E+04   0.247636E-01   0.000000E+00   0.408130E+01   0.331425E-07   0.344978E-02   0.837844E-05
    29   0.166224E+04   0.255151E-01   0.000000E+00   0.390055E+01   0.333555E-07   0.340803E-02   0.791001E-05
    30   0.165375E+04   0.266600E-01   0.000000E+00   0.372164E+01   0.335483E-07   0.336692E-02   0.743107E-05
    31   0.164663E+04   0.282466E-01   0.000000E+00   0.355452E+01   0.337232E-07   0.332639E-02   0.694589E-05
    32   0.164100E+04   0.302797E-01   0.000000E+00   0.340657E+01   0.338826E-07   0.328634E-02   0.646544E-05
    33   0.163677E+04   0.327367E-01   0.000000E+00   0.328020E+01   0.340272E-07   0.324662E-02   0.604000E-05
    34   0.163366E+04   0.355927E-01   0.000000E+00   0.317696E+01   0.341573E-07   0.320712E-02   0.572019E-05
    35   0.163159E+04   0.387929E-01   0.000000E+00   0.309698E+01   0.342737E-07   0.316786E-02   0.551958E-05
    36   0.163046E+04   0.422800E-01   0.000000E+00   0.303590E+01   0.343771E-07   0.312900E-02   0.542681E-05
    37   0.163032E+04   0.459852E-01   0.000000E+00   0.297664E+01   0.344683E-07   0.309090E-02   0.536777E-05
    38   0.163148E+04   0.498591E-01   0.000000E+00   0.290455E+01   0.345478E-07   0.305390E-02   0.527172E-05
    39   0.163385E+04   0.539122E-01   0.000000E+00   0.281854E+01   0.346162E-07   0.301778E-02   0.514297E-05
    40   0.163708E+04   0.581760E-01   0.000000E+00   0.272068E+01   0.346737E-07   0.298221E-02   0.500447E-05
    41   0.164120E+04   0.626820E-01   0.000000E+00   0.261222E+01   0.347207E-07   0.294692E-02   0.487376E-05
    42   0.164593E+04   0.674436E-01   0.000000E+00   0.249187E+01   0.347577E-07   0.291191E-02   0.474699E-05
    43   0.165139E+04   0.724692E-01   0.000000E+00   0.235775E+01   0.347852E-07   0.287726E-02   0.461503E-05
