#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.165333E+04   0.496687E-01   0.000000E+00   0.172502E+01   0.257556E-07   0.373655E-02  -0.126618E-04
     3   0.159981E+04   0.787933E-01   0.000000E+00   0.166150E+01   0.302810E-07   0.399693E-02  -0.146142E-04
     4   0.153930E+04   0.857117E-01   0.000000E+00   0.165491E+01   0.342343E-07   0.412885E-02  -0.134735E-04
     5   0.148418E+04   0.737357E-01   0.000000E+00   0.188016E+01   0.377243E-07   0.418767E-02  -0.102385E-04
     6   0.143516E+04   0.538001E-01   0.000000E+00   0.232061E+01   0.408190E-07   0.420153E-02  -0.577270E-05
     7   0.139230E+04   0.359723E-01   0.000000E+00   0.285638E+01   0.435874E-07   0.418785E-02  -0.879325E-06
     8   0.135410E+04   0.251846E-01   0.000000E+00   0.335010E+01   0.460769E-07   0.415460E-02   0.373135E-05
     9   0.131944E+04   0.212019E-01   0.000000E+00   0.369244E+01   0.483284E-07   0.410709E-02   0.751480E-05
    10   0.128861E+04   0.209892E-01   0.000000E+00   0.383571E+01   0.503660E-07   0.405074E-02   0.101754E-04
    11   0.126303E+04   0.212980E-01   0.000000E+00   0.378740E+01   0.522275E-07   0.399317E-02   0.116685E-04
    12   0.124375E+04   0.202438E-01   0.000000E+00   0.358734E+01   0.539179E-07   0.393667E-02   0.120821E-04
    13   0.122811E+04   0.175171E-01   0.000000E+00   0.328556E+01   0.554538E-07   0.388085E-02   0.115935E-04
    14   0.121414E+04   0.139542E-01   0.000000E+00   0.293322E+01   0.568559E-07   0.382504E-02   0.104273E-04
    15   0.120199E+04   0.104944E-01   0.000000E+00   0.258857E+01   0.581348E-07   0.376774E-02   0.895329E-05
    16   0.119215E+04   0.791533E-02   0.000000E+00   0.230446E+01   0.593000E-07   0.370804E-02   0.753008E-05
    17   0.118481E+04   0.646709E-02   0.000000E+00   0.210200E+01   0.603633E-07   0.364781E-02   0.635441E-05
    18   0.117927E+04   0.602195E-02   0.000000E+00   0.199062E+01   0.613351E-07   0.358902E-02   0.554327E-05
    19   0.117621E+04   0.631727E-02   0.000000E+00   0.195789E+01   0.622193E-07   0.353129E-02   0.505904E-05
    20   0.117377E+04   0.712831E-02   0.000000E+00   0.198311E+01   0.630193E-07   0.347390E-02   0.483966E-05
    21   0.117231E+04   0.824970E-02   0.000000E+00   0.204871E+01   0.637443E-07   0.341685E-02   0.487298E-05
    22   0.117217E+04   0.957188E-02   0.000000E+00   0.213604E+01   0.644035E-07   0.336035E-02   0.513069E-05
    23   0.117318E+04   0.109899E-01   0.000000E+00   0.222393E+01   0.650002E-07   0.330480E-02   0.547004E-05
    24   0.117538E+04   0.123860E-01   0.000000E+00   0.229352E+01   0.655372E-07   0.325057E-02   0.573456E-05
    25   0.117870E+04   0.137572E-01   0.000000E+00   0.233747E+01   0.660191E-07   0.319775E-02   0.582200E-05
    26   0.118293E+04   0.151008E-01   0.000000E+00   0.235442E+01   0.664512E-07   0.314633E-02   0.567844E-05
    27   0.118826E+04   0.164643E-01   0.000000E+00   0.234807E+01   0.668372E-07   0.309613E-02   0.538719E-05
    28   0.119447E+04   0.179359E-01   0.000000E+00   0.232494E+01   0.671801E-07   0.304700E-02   0.504804E-05
    29   0.120158E+04   0.196025E-01   0.000000E+00   0.229260E+01   0.674796E-07   0.299907E-02   0.469246E-05
    30   0.120942E+04   0.215444E-01   0.000000E+00   0.225675E+01   0.677358E-07   0.295245E-02   0.433053E-05
