#    L    TT             EE             BB             TE          
     2   0.232912E+04   0.388126E-01   0.628376E-06  -0.152934E+00
     3   0.243157E+04   0.635291E-01   0.125692E-05  -0.601487E+00
     4   0.245138E+04   0.703300E-01   0.209522E-05  -0.120954E+00
     5   0.242577E+04   0.622473E-01   0.314351E-05   0.111382E+01
     6   0.237409E+04   0.488650E-01   0.440205E-05   0.276942E+01
     7   0.230927E+04   0.385377E-01   0.587115E-05   0.448090E+01
     8   0.223750E+04   0.346736E-01   0.755118E-05   0.594573E+01
     9   0.216289E+04   0.359905E-01   0.944253E-05   0.696919E+01
    10   0.208983E+04   0.389571E-01   0.115457E-04   0.748640E+01
    11   0.202356E+04   0.403215E-01   0.138610E-04   0.753687E+01
    12   0.196620E+04   0.385393E-01   0.163892E-04   0.721501E+01
    13   0.191452E+04   0.338882E-01   0.191307E-04   0.663978E+01
    14   0.186591E+04   0.278181E-01   0.220860E-04   0.593194E+01
    15   0.182049E+04   0.217902E-01   0.252558E-04   0.521029E+01
    16   0.177892E+04   0.170162E-01   0.286408E-04   0.457955E+01
    17   0.174166E+04   0.139178E-01   0.322414E-04   0.408695E+01
    18   0.170817E+04   0.124318E-01   0.360584E-04   0.375658E+01
    19   0.167895E+04   0.121941E-01   0.400923E-04   0.357076E+01
    20   0.165191E+04   0.128318E-01   0.443438E-04   0.349734E+01
    21   0.162734E+04   0.139696E-01   0.488136E-04   0.350232E+01
    22   0.160557E+04   0.153370E-01   0.535023E-04   0.354984E+01
    23   0.158634E+04   0.167267E-01   0.584103E-04   0.360350E+01
    24   0.156962E+04   0.179497E-01   0.635384E-04   0.363138E+01
    25   0.155526E+04   0.189969E-01   0.688872E-04   0.362009E+01
    26   0.154297E+04   0.198855E-01   0.744570E-04   0.356561E+01
    27   0.153285E+04   0.207200E-01   0.802485E-04   0.347569E+01
    28   0.152460E+04   0.216512E-01   0.862621E-04   0.336261E+01
    29   0.151813E+04   0.228123E-01   0.924982E-04   0.323976E+01
    30   0.151321E+04   0.243213E-01   0.989574E-04   0.311813E+01
    31   0.150960E+04   0.262111E-01   0.105640E-03   0.300419E+01
    32   0.150743E+04   0.284783E-01   0.112546E-03   0.290259E+01
    33   0.150660E+04   0.311070E-01   0.119676E-03   0.281516E+01
    34   0.150681E+04   0.340838E-01   0.127030E-03   0.274364E+01
    35   0.150799E+04   0.373715E-01   0.134609E-03   0.268907E+01
    36   0.151005E+04   0.409300E-01   0.142412E-03   0.264825E+01
    37   0.151301E+04   0.447021E-01   0.150439E-03   0.260545E+01
    38   0.151719E+04   0.486466E-01   0.158692E-03   0.254741E+01
    39   0.152249E+04   0.527761E-01   0.167169E-03   0.247435E+01
    40   0.152857E+04   0.571221E-01   0.175870E-03   0.238963E+01
    41   0.153544E+04   0.617162E-01   0.184797E-03   0.229549E+01
    42   0.154284E+04   0.665688E-01   0.193948E-03   0.219049E+01
    43   0.155089E+04   0.716852E-01   0.203323E-03   0.207228E+01
    44   0.155940E+04   0.770555E-01   0.212922E-03   0.193939E+01
    45   0.156872E+04   0.826804E-01   0.222746E-03   0.179043E+01
    46   0.157874E+04   0.885638E-01   0.232793E-03   0.162293E+01
    47   0.158929E+04   0.947082E-01   0.243064E-03   0.143987E+01
    48   0.160028E+04   0.101123E+00   0.253559E-03   0.124827E+01
    49   0.161175E+04   0.107796E+00   0.264276E-03   0.105453E+01
    50   0.162392E+04   0.114706E+00   0.275216E-03   0.858299E+00
    51   0.163655E+04   0.121828E+00   0.286379E-03   0.656987E+00
    52   0.164984E+04   0.129244E+00   0.297764E-03   0.444726E+00
    53   0.166342E+04   0.137097E+00   0.309372E-03   0.216679E+00
    54   0.167722E+04   0.145373E+00   0.321201E-03  -0.240195E-01
    55   0.169146E+04   0.154045E+00   0.333251E-03  -0.274123E+00
    56   0.170636E+04   0.162966E+00   0.345523E-03  -0.536267E+00
    57   0.172181E+04   0.172030E+00   0.358016E-03  -0.810326E+00
