#    L    TT             EE             BB             TE          
     2   0.311413E+04   0.686254E-01   0.546345E-06   0.430794E+01
     3   0.284792E+04   0.984785E-01   0.109284E-05   0.335890E+01
     4   0.265724E+04   0.101927E+00   0.182173E-05   0.271906E+01
     5   0.252873E+04   0.858849E-01   0.273322E-05   0.288031E+01
     6   0.243276E+04   0.636480E-01   0.382755E-05   0.374777E+01
     7   0.235358E+04   0.459968E-01   0.510501E-05   0.499094E+01
     8   0.228238E+04   0.373643E-01   0.656592E-05   0.625359E+01
     9   0.221530E+04   0.364312E-01   0.821067E-05   0.725938E+01
    10   0.215265E+04   0.390333E-01   0.100396E-04   0.786236E+01
    11   0.209740E+04   0.411060E-01   0.120533E-04   0.803539E+01
    12   0.205024E+04   0.403848E-01   0.142521E-04   0.782741E+01
    13   0.200739E+04   0.367362E-01   0.166366E-04   0.733965E+01
    14   0.196600E+04   0.313416E-01   0.192072E-04   0.668468E+01
    15   0.192640E+04   0.256670E-01   0.219645E-04   0.598645E+01
    16   0.188950E+04   0.210065E-01   0.249091E-04   0.535842E+01
    17   0.185582E+04   0.179006E-01   0.280416E-04   0.485759E+01
    18   0.182486E+04   0.163976E-01   0.313624E-04   0.451709E+01
    19   0.179725E+04   0.161768E-01   0.348723E-04   0.432421E+01
    20   0.177105E+04   0.168796E-01   0.385717E-04   0.424942E+01
    21   0.174670E+04   0.180968E-01   0.424613E-04   0.425596E+01
    22   0.172463E+04   0.195137E-01   0.465415E-04   0.430401E+01
    23   0.170468E+04   0.208855E-01   0.508130E-04   0.435379E+01
    24   0.168690E+04   0.219938E-01   0.552763E-04   0.437056E+01
    25   0.167120E+04   0.228284E-01   0.599318E-04   0.433970E+01
    26   0.165738E+04   0.234176E-01   0.647802E-04   0.425662E+01
    27   0.164558E+04   0.238988E-01   0.698217E-04   0.412944E+01
    28   0.163555E+04   0.244592E-01   0.750569E-04   0.397159E+01
    29   0.162721E+04   0.252629E-01   0.804862E-04   0.379995E+01
    30   0.162033E+04   0.264536E-01   0.861099E-04   0.362943E+01
    31   0.161470E+04   0.280787E-01   0.919283E-04   0.346987E+01
    32   0.161048E+04   0.301432E-01   0.979417E-04   0.332858E+01
    33   0.160757E+04   0.326255E-01   0.104150E-03   0.320785E+01
    34   0.160570E+04   0.355019E-01   0.110555E-03   0.310918E+01
    35   0.160479E+04   0.387190E-01   0.117154E-03   0.303282E+01
    36   0.160476E+04   0.422213E-01   0.123950E-03   0.297460E+01
    37   0.160565E+04   0.459414E-01   0.130941E-03   0.291785E+01
    38   0.160777E+04   0.498308E-01   0.138129E-03   0.284828E+01
    39   0.161106E+04   0.539001E-01   0.145512E-03   0.276481E+01
    40   0.161515E+04   0.581803E-01   0.153091E-03   0.266945E+01
    41   0.162008E+04   0.627030E-01   0.160866E-03   0.256337E+01
    42   0.162559E+04   0.674811E-01   0.168836E-03   0.244532E+01
    43   0.163179E+04   0.725231E-01   0.177002E-03   0.231341E+01
    44   0.163850E+04   0.778223E-01   0.185364E-03   0.216666E+01
    45   0.164605E+04   0.833828E-01   0.193921E-03   0.200416E+01
    46   0.165434E+04   0.892106E-01   0.202672E-03   0.182384E+01
    47   0.166321E+04   0.953074E-01   0.211619E-03   0.162883E+01
    48   0.167255E+04   0.101681E+00   0.220760E-03   0.142622E+01
    49   0.168242E+04   0.108316E+00   0.230095E-03   0.122250E+01
    50   0.169302E+04   0.115191E+00   0.239625E-03   0.101737E+01
    51   0.170411E+04   0.122280E+00   0.249348E-03   0.808284E+00
    52   0.171591E+04   0.129663E+00   0.259264E-03   0.589183E+00
