#    L    TT             EE             BB             TE          
     2   0.108697E+05   0.511758E-01   0.969026E-06  -0.667781E+00
     3   0.119933E+05   0.860416E-01   0.193823E-05  -0.874783E-01
     4   0.122466E+05   0.974958E-01   0.323080E-05   0.223408E+01
     5   0.121352E+05   0.865191E-01   0.484695E-05   0.425661E+01
     6   0.119016E+05   0.639987E-01   0.678699E-05   0.535558E+01
     7   0.116243E+05   0.411311E-01   0.905128E-05   0.561802E+01
     8   0.113193E+05   0.244639E-01   0.116402E-04   0.535841E+01
     9   0.110118E+05   0.152136E-01   0.145542E-04   0.487861E+01
    10   0.107087E+05   0.113475E-01   0.177939E-04   0.434529E+01
    11   0.104179E+05   0.100411E-01   0.213597E-04   0.387872E+01
    12   0.101396E+05   0.931329E-02   0.252522E-04   0.353190E+01
    13   0.987201E+04   0.832627E-02   0.294720E-04   0.329349E+01
    14   0.961503E+04   0.729124E-02   0.340199E-04   0.313651E+01
    15   0.936861E+04   0.648562E-02   0.388964E-04   0.302932E+01
    16   0.913267E+04   0.610257E-02   0.441022E-04   0.294631E+01
    17   0.890699E+04   0.615238E-02   0.496382E-04   0.288749E+01
    18   0.869045E+04   0.640595E-02   0.555050E-04   0.285405E+01
    19   0.848321E+04   0.670790E-02   0.617033E-04   0.281960E+01
    20   0.828296E+04   0.701618E-02   0.682340E-04   0.276033E+01
    21   0.809002E+04   0.740098E-02   0.750976E-04   0.270478E+01
    22   0.790466E+04   0.801871E-02   0.822951E-04   0.268067E+01
    23   0.772636E+04   0.889908E-02   0.898270E-04   0.266524E+01
    24   0.755474E+04   0.100079E-01   0.976941E-04   0.263002E+01
    25   0.738937E+04   0.113538E-01   0.105897E-03   0.257401E+01
    26   0.722974E+04   0.129141E-01   0.114437E-03   0.251042E+01
    27   0.707573E+04   0.146639E-01   0.123314E-03   0.247438E+01
    28   0.692694E+04   0.166063E-01   0.132528E-03   0.249469E+01
    29   0.678338E+04   0.187444E-01   0.142081E-03   0.254773E+01
    30   0.664495E+04   0.210840E-01   0.151973E-03   0.259909E+01
    31   0.651144E+04   0.236027E-01   0.162205E-03   0.262997E+01
    32   0.638293E+04   0.262695E-01   0.172776E-03   0.262895E+01
    33   0.625914E+04   0.290953E-01   0.183688E-03   0.259869E+01
    34   0.613964E+04   0.321115E-01   0.194940E-03   0.254692E+01
    35   0.602427E+04   0.353424E-01   0.206534E-03   0.248432E+01
    36   0.591288E+04   0.388108E-01   0.218469E-03   0.241901E+01
    37   0.580537E+04   0.425099E-01   0.230745E-03   0.234968E+01
    38   0.570190E+04   0.464359E-01   0.243364E-03   0.227523E+01
    39   0.560232E+04   0.505996E-01   0.256324E-03   0.219607E+01
    40   0.550621E+04   0.550212E-01   0.269627E-03   0.211275E+01
    41   0.541352E+04   0.597208E-01   0.283271E-03   0.202507E+01
    42   0.532390E+04   0.646998E-01   0.297259E-03   0.193073E+01
    43   0.523741E+04   0.699547E-01   0.311588E-03   0.182687E+01
    44   0.515376E+04   0.754670E-01   0.326260E-03   0.171156E+01
    45   0.507321E+04   0.812287E-01   0.341273E-03   0.158291E+01
    46   0.499561E+04   0.872364E-01   0.356630E-03   0.143779E+01
    47   0.492076E+04   0.934925E-01   0.372328E-03   0.127793E+01
    48   0.484859E+04   0.100008E+00   0.388368E-03   0.110893E+01
    49   0.477914E+04   0.106770E+00   0.404750E-03   0.935799E+00
    50   0.471264E+04   0.113762E+00   0.421473E-03   0.756752E+00
    51   0.464883E+04   0.120958E+00   0.438538E-03   0.568156E+00
    52   0.458781E+04   0.128440E+00   0.455945E-03   0.364575E+00
    53   0.452908E+04   0.136352E+00   0.473693E-03   0.141972E+00
    54   0.447245E+04   0.144683E+00   0.491782E-03  -0.957212E-01
    55   0.441799E+04   0.153404E+00   0.510212E-03  -0.344457E+00
    56   0.436582E+04   0.162369E+00   0.528983E-03  -0.606167E+00
    57   0.431581E+04   0.171472E+00   0.548094E-03  -0.880391E+00
    58   0.426793E+04   0.180725E+00   0.567547E-03  -0.116731E+01
    59   0.422200E+04   0.190169E+00   0.587340E-03  -0.146711E+01
