#    L    TT             EE             BB             TE          
     2   0.603802E+04   0.556269E-01   0.105072E-05   0.208490E+01
     3   0.630651E+04   0.880208E-01   0.210168E-05   0.245729E+01
     4   0.637096E+04   0.977411E-01   0.350333E-05   0.324515E+01
     5   0.633731E+04   0.858655E-01   0.525597E-05   0.396959E+01
     6   0.625988E+04   0.629586E-01   0.735998E-05   0.430159E+01
     7   0.615825E+04   0.399925E-01   0.981583E-05   0.422241E+01
     8   0.603565E+04   0.233582E-01   0.126240E-04   0.387697E+01
     9   0.590547E+04   0.141939E-01   0.157852E-04   0.343398E+01
    10   0.577298E+04   0.104264E-01   0.192999E-04   0.299275E+01
    11   0.564298E+04   0.921296E-02   0.231688E-04   0.263096E+01
    12   0.551700E+04   0.857167E-02   0.273928E-04   0.238182E+01
    13   0.539425E+04   0.766173E-02   0.319726E-04   0.222986E+01
    14   0.527492E+04   0.669179E-02   0.369091E-04   0.214795E+01
    15   0.515970E+04   0.594374E-02   0.422030E-04   0.210900E+01
    16   0.504924E+04   0.561500E-02   0.478553E-04   0.209119E+01
    17   0.494369E+04   0.571206E-02   0.538669E-04   0.209054E+01
    18   0.484226E+04   0.600252E-02   0.602386E-04   0.210484E+01
    19   0.474562E+04   0.633789E-02   0.669715E-04   0.211425E+01
    20   0.465189E+04   0.668212E-02   0.740665E-04   0.210091E+01
    21   0.456159E+04   0.709814E-02   0.815244E-04   0.208663E+01
    22   0.447512E+04   0.773535E-02   0.893462E-04   0.209277E+01
    23   0.439216E+04   0.863082E-02   0.975327E-04   0.210391E+01
    24   0.431259E+04   0.975930E-02   0.106085E-03   0.210037E+01
    25   0.423617E+04   0.111296E-01   0.115004E-03   0.208214E+01
    26   0.416256E+04   0.127166E-01   0.124289E-03   0.205942E+01
    27   0.409184E+04   0.144901E-01   0.133943E-03   0.205634E+01
    28   0.402376E+04   0.164485E-01   0.143966E-03   0.209256E+01
    29   0.395842E+04   0.185967E-01   0.154358E-03   0.215080E+01
    30   0.389578E+04   0.209438E-01   0.165121E-03   0.220577E+01
    31   0.383566E+04   0.234696E-01   0.176253E-03   0.224347E+01
    32   0.377824E+04   0.261446E-01   0.187757E-03   0.225515E+01
    33   0.372337E+04   0.289796E-01   0.199633E-03   0.224193E+01
    34   0.367073E+04   0.320056E-01   0.211880E-03   0.220910E+01
    35   0.362025E+04   0.352461E-01   0.224500E-03   0.216553E+01
    36   0.357182E+04   0.387234E-01   0.237493E-03   0.211787E+01
    37   0.352540E+04   0.424306E-01   0.250858E-03   0.206412E+01
    38   0.348124E+04   0.463639E-01   0.264596E-03   0.200285E+01
    39   0.343923E+04   0.505344E-01   0.278708E-03   0.193496E+01
    40   0.339902E+04   0.549623E-01   0.293192E-03   0.186171E+01
    41   0.336066E+04   0.596682E-01   0.308050E-03   0.178351E+01
    42   0.332384E+04   0.646533E-01   0.323280E-03   0.169817E+01
    43   0.328867E+04   0.699139E-01   0.338883E-03   0.160287E+01
    44   0.325492E+04   0.754316E-01   0.354860E-03   0.149567E+01
    45   0.322291E+04   0.811982E-01   0.371208E-03   0.137473E+01
