#           k/h    P           
 0.99999997E-04 0.24366467E+03
 0.10202013E-03 0.24866411E+03
 0.10408108E-03 0.25377692E+03
 0.10618366E-03 0.25900626E+03
 0.10832871E-03 0.26435541E+03
 0.11051710E-03 0.26982776E+03
 0.11274968E-03 0.27542682E+03
 0.11502737E-03 0.28115631E+03
 0.11735109E-03 0.28702002E+03
 0.11972173E-03 0.29302182E+03
 0.12214028E-03 0.29916583E+03
 0.12460767E-03 0.30545636E+03
 0.12712492E-03 0.31189780E+03
 0.12969300E-03 0.31849475E+03
 0.13231297E-03 0.32525192E+03
 0.13498588E-03 0.33217432E+03
 0.13771278E-03 0.33926712E+03
 0.14049475E-03 0.34653568E+03
 0.14333293E-03 0.35398560E+03
 0.14622846E-03 0.36162262E+03
 0.14918247E-03 0.36945279E+03
 0.15219615E-03 0.37748245E+03
 0.15527071E-03 0.38571814E+03
 0.15840739E-03 0.39416666E+03
 0.16160744E-03 0.40283508E+03
 0.16487212E-03 0.41173077E+03
 0.16820275E-03 0.42086142E+03
 0.17160067E-03 0.43023508E+03
 0.17506724E-03 0.43986005E+03
 0.17860383E-03 0.44974500E+03
 0.18221186E-03 0.45989896E+03
 0.18589280E-03 0.47033133E+03
 0.18964807E-03 0.48105194E+03
 0.19347922E-03 0.49207092E+03
 0.19738778E-03 0.50339896E+03
 0.20137527E-03 0.51504706E+03
 0.20544330E-03 0.52702673E+03
 0.20959355E-03 0.53934991E+03
 0.21382760E-03 0.55202917E+03
 0.21814722E-03 0.56507745E+03
 0.22255408E-03 0.57850818E+03
 0.22704997E-03 0.59233545E+03
 0.23163669E-03 0.60657373E+03
 0.23631606E-03 0.62123834E+03
 0.24108996E-03 0.63634503E+03
 0.24596031E-03 0.65191016E+03
 0.25092901E-03 0.66795068E+03
 0.25599814E-03 0.68448419E+03
 0.26116965E-03 0.70152917E+03
 0.26644560E-03 0.71910474E+03
 0.27182818E-03 0.73723053E+03
 0.27731949E-03 0.75592688E+03
 0.28292168E-03 0.77521503E+03
 0.28863709E-03 0.79511694E+03
 0.29446793E-03 0.81565564E+03
 0.30041661E-03 0.83685443E+03
 0.30648540E-03 0.85873743E+03
 0.31267683E-03 0.88132971E+03
 0.31899329E-03 0.90465753E+03
 0.32543740E-03 0.92874780E+03
 0.33201167E-03 0.95362799E+03
 0.33871876E-03 0.97932623E+03
 0.34556136E-03 0.10058718E+04
 0.35254212E-03 0.10332952E+04
 0.35966394E-03 0.10616277E+04
 0.36692963E-03 0.10909008E+04
 0.37434211E-03 0.11211469E+04
 0.38190430E-03 0.11523994E+04
 0.38961932E-03 0.11846930E+04
 0.39749016E-03 0.12180632E+04
 0.40552000E-03 0.12525455E+04
 0.41371203E-03 0.12881761E+04
 0.42206954E-03 0.13249926E+04
 0.43059592E-03 0.13630332E+04
 0.43929456E-03 0.14023372E+04
 0.44816890E-03 0.14429435E+04
 0.45722249E-03 0.14848916E+04
 0.46645897E-03 0.15282220E+04
 0.47588209E-03 0.15729761E+04
 0.48549555E-03 0.16191959E+04
 0.49530319E-03 0.16669225E+04
 0.50530903E-03 0.17161978E+04
 0.51551696E-03 0.17670640E+04
 0.52593107E-03 0.18195643E+04
 0.53655554E-03 0.18737418E+04
 0.54739468E-03 0.19296388E+04
 0.55845280E-03 0.19872975E+04
 0.56973431E-03 0.20467606E+04
 0.58124372E-03 0.21080708E+04
 0.59298560E-03 0.21712705E+04
 0.60496473E-03 0.22364014E+04
 0.61718578E-03 0.23035046E+04
 0.62965375E-03 0.23726213E+04
 0.64237369E-03 0.24437915E+04
 0.65535045E-03 0.25170549E+04
 0.66858943E-03 0.25924512E+04
 0.68209582E-03 0.26700176E+04
 0.69587503E-03 0.27497920E+04
 0.70993265E-03 0.28318096E+04
 0.72427420E-03 0.29161062E+04
 0.73890563E-03 0.30027166E+04
 0.75383246E-03 0.30916736E+04
 0.76906086E-03 0.31830090E+04
 0.78459689E-03 0.32767534E+04
 0.80044678E-03 0.33729355E+04
 0.81661687E-03 0.34715847E+04
 0.83311368E-03 0.35727285E+04
 0.84994361E-03 0.36763923E+04
 0.86711359E-03 0.37825989E+04
 0.88463066E-03 0.38913713E+04
 0.90250134E-03 0.40027324E+04
 0.92073303E-03 0.41167031E+04
 0.93933311E-03 0.42333022E+04
 0.95830887E-03 0.43525459E+04
 0.97766798E-03 0.44744497E+04
 0.99741819E-03 0.45990317E+04
 0.10175674E-02 0.47263062E+04
 0.10381236E-02 0.48562861E+04
 0.10590950E-02 0.49889814E+04
 0.10804901E-02 0.51244023E+04
 0.11023175E-02 0.52625620E+04
 0.11245857E-02 0.54034692E+04
 0.11473041E-02 0.55471318E+04
 0.11704812E-02 0.56935557E+04
 0.11941264E-02 0.58427461E+04
 0.12182494E-02 0.59947124E+04
 0.12428596E-02 0.61494595E+04
 0.12679670E-02 0.63069917E+04
 0.12935817E-02 0.64673110E+04
 0.13197137E-02 0.66304219E+04
 0.13463736E-02 0.67963281E+04
 0.13735722E-02 0.69650347E+04
 0.14013201E-02 0.71365430E+04
 0.14296286E-02 0.73108535E+04
 0.14585090E-02 0.74879683E+04
 0.14879731E-02 0.76678911E+04
 0.15180323E-02 0.78506235E+04
 0.15486985E-02 0.80361675E+04
 0.15799842E-02 0.82245225E+04
 0.16119020E-02 0.84156885E+04
 0.16444647E-02 0.86096680E+04
 0.16776850E-02 0.88064629E+04
 0.17115764E-02 0.90060703E+04
 0.17461524E-02 0.92084922E+04
 0.17814270E-02 0.94137256E+04
 0.18174142E-02 0.96217715E+04
 0.18541284E-02 0.98326289E+04
 0.18915841E-02 0.10046296E+05
 0.19297971E-02 0.10262771E+05
 0.19687817E-02 0.10482050E+05
 0.20085536E-02 0.10704132E+05
 0.20491290E-02 0.10929015E+05
 0.20905242E-02 0.11156694E+05
 0.21327557E-02 0.11387168E+05
 0.21758399E-02 0.11620430E+05
 0.22197948E-02 0.11856478E+05
 0.22646377E-02 0.12095307E+05
 0.23103864E-02 0.12336911E+05
 0.23570592E-02 0.12581286E+05
 0.24046749E-02 0.12828421E+05
 0.24532524E-02 0.13078303E+05
 0.25028118E-02 0.13330919E+05
 0.25533722E-02 0.13586256E+05
 0.26049537E-02 0.13844297E+05
 0.26575772E-02 0.14105027E+05
 0.27112637E-02 0.14368431E+05
 0.27660348E-02 0.14634488E+05
 0.28219123E-02 0.14903183E+05
 0.28789188E-02 0.15174494E+05
 0.29370766E-02 0.15448397E+05
 0.29964095E-02 0.15724865E+05
 0.30569409E-02 0.16003870E+05
 0.31186952E-02 0.16285381E+05
 0.31816978E-02 0.16569367E+05
 0.32459723E-02 0.16855795E+05
 0.33115451E-02 0.17144621E+05
 0.33784427E-02 0.17435807E+05
 0.34466919E-02 0.17729312E+05
 0.35163197E-02 0.18025092E+05
 0.35873537E-02 0.18323094E+05
 0.36598232E-02 0.18623266E+05
 0.37337563E-02 0.18925553E+05
 0.38091831E-02 0.19229895E+05
 0.38861334E-02 0.19536232E+05
 0.39646388E-02 0.19844500E+05
 0.40447293E-02 0.20154625E+05
 0.41264393E-02 0.20466537E+05
 0.42097992E-02 0.20780158E+05
 0.42948425E-02 0.21095412E+05
 0.43816040E-02 0.21412203E+05
 0.44701183E-02 0.21730434E+05
 0.45604203E-02 0.22050006E+05
 0.46525472E-02 0.22370812E+05
 0.47465344E-02 0.22692752E+05
 0.48424210E-02 0.23015738E+05
 0.49402444E-02 0.23339680E+05
 0.50400435E-02 0.23664484E+05
 0.51418589E-02 0.23990061E+05
 0.52457317E-02 0.24316289E+05
 0.53517036E-02 0.24642996E+05
 0.54598148E-02 0.24969994E+05
 0.55701104E-02 0.25297094E+05
 0.56826337E-02 0.25624096E+05
 0.57974309E-02 0.25950816E+05
