#           k/h    P           
 0.99999997E-04 0.37007956E+03
 0.10202013E-03 0.37800446E+03
 0.10408108E-03 0.38612592E+03
 0.10618366E-03 0.39445001E+03
 0.10832871E-03 0.40298315E+03
 0.11051710E-03 0.41173196E+03
 0.11274968E-03 0.42070328E+03
 0.11502737E-03 0.42990424E+03
 0.11735109E-03 0.43934222E+03
 0.11972173E-03 0.44902493E+03
 0.12214028E-03 0.45896030E+03
 0.12460767E-03 0.46915659E+03
 0.12712492E-03 0.47962241E+03
 0.12969300E-03 0.49036667E+03
 0.13231297E-03 0.50139859E+03
 0.13498588E-03 0.51272778E+03
 0.13771278E-03 0.52436414E+03
 0.14049475E-03 0.53631787E+03
 0.14333293E-03 0.54859973E+03
 0.14622846E-03 0.56122070E+03
 0.14918247E-03 0.57419232E+03
 0.15219615E-03 0.58752631E+03
 0.15527071E-03 0.60123486E+03
 0.15840739E-03 0.61533069E+03
 0.16160744E-03 0.62982697E+03
 0.16487212E-03 0.64473718E+03
 0.16820275E-03 0.66007520E+03
 0.17160067E-03 0.67585547E+03
 0.17506724E-03 0.69209283E+03
 0.17860383E-03 0.70880280E+03
 0.18221186E-03 0.72600104E+03
 0.18589280E-03 0.74370374E+03
 0.18964807E-03 0.76192749E+03
 0.19347922E-03 0.78068964E+03
 0.19738778E-03 0.80000800E+03
 0.20137527E-03 0.81990057E+03
 0.20544330E-03 0.84038574E+03
 0.20959355E-03 0.86148236E+03
 0.21382760E-03 0.88321014E+03
 0.21814722E-03 0.90558911E+03
 0.22255408E-03 0.92863953E+03
 0.22704997E-03 0.95238165E+03
 0.23163669E-03 0.97683655E+03
 0.23631606E-03 0.10020258E+04
 0.24108996E-03 0.10279716E+04
 0.24596031E-03 0.10546957E+04
 0.25092901E-03 0.10822201E+04
 0.25599814E-03 0.11105675E+04
 0.26116965E-03 0.11397609E+04
 0.26644560E-03 0.11698237E+04
 0.27182818E-03 0.12007788E+04
 0.27731949E-03 0.12326493E+04
 0.28292168E-03 0.12654583E+04
 0.28863709E-03 0.12992294E+04
 0.29446793E-03 0.13339865E+04
 0.30041661E-03 0.13697524E+04
 0.30648540E-03 0.14065503E+04
 0.31267683E-03 0.14444030E+04
 0.31899329E-03 0.14833335E+04
 0.32543740E-03 0.15233649E+04
 0.33201167E-03 0.15645192E+04
 0.33871876E-03 0.16068177E+04
 0.34556136E-03 0.16502823E+04
 0.35254212E-03 0.16949341E+04
 0.35966394E-03 0.17407937E+04
 0.36692963E-03 0.17878811E+04
 0.37434211E-03 0.18362157E+04
 0.38190430E-03 0.18858163E+04
 0.38961932E-03 0.19367010E+04
 0.39749016E-03 0.19888875E+04
 0.40552000E-03 0.20423927E+04
 0.41371203E-03 0.20972332E+04
 0.42206954E-03 0.21534238E+04
 0.43059592E-03 0.22109795E+04
 0.43929456E-03 0.22699138E+04
 0.44816890E-03 0.23302405E+04
 0.45722249E-03 0.23919727E+04
 0.46645897E-03 0.24551221E+04
 0.47588209E-03 0.25196995E+04
 0.48549555E-03 0.25857151E+04
 0.49530319E-03 0.26531799E+04
 0.50530903E-03 0.27221038E+04
 0.51551696E-03 0.27924958E+04
 0.52593107E-03 0.28643638E+04
 0.53655554E-03 0.29377148E+04
 0.54739468E-03 0.30125581E+04
 0.55845280E-03 0.30889023E+04
 0.56973431E-03 0.31667544E+04
 0.58124372E-03 0.32461208E+04
 0.59298560E-03 0.33270078E+04
 0.60496473E-03 0.34094241E+04
 0.61718578E-03 0.34933777E+04
 0.62965375E-03 0.35788765E+04
 0.64237369E-03 0.36659260E+04
 0.65535045E-03 0.37545344E+04
 0.66858943E-03 0.38447109E+04
 0.68209582E-03 0.39364656E+04
 0.69587503E-03 0.40298071E+04
 0.70993265E-03 0.41247446E+04
 0.72427420E-03 0.42212876E+04
 0.73890563E-03 0.43194487E+04
 0.75383246E-03 0.44192397E+04
 0.76906086E-03 0.45206733E+04
 0.78459689E-03 0.46237617E+04
 0.80044678E-03 0.47285181E+04
 0.81661687E-03 0.48349580E+04
 0.83311368E-03 0.49430981E+04
 0.84994361E-03 0.50529536E+04
 0.86711359E-03 0.51645415E+04
 0.88463066E-03 0.52778799E+04
 0.90250134E-03 0.53929873E+04
 0.92073303E-03 0.55098833E+04
 0.93933311E-03 0.56285889E+04
 0.95830887E-03 0.57491245E+04
 0.97766798E-03 0.58715117E+04
 0.99741819E-03 0.59957725E+04
 0.10175674E-02 0.61219307E+04
 0.10381236E-02 0.62500098E+04
 0.10590950E-02 0.63800337E+04
 0.10804901E-02 0.65120278E+04
 0.11023175E-02 0.66460171E+04
 0.11245857E-02 0.67820264E+04
 0.11473041E-02 0.69200825E+04
 0.11704812E-02 0.70602129E+04
 0.11941264E-02 0.72024438E+04
 0.12182494E-02 0.73468018E+04
 0.12428596E-02 0.74933145E+04
 0.12679670E-02 0.76420088E+04
 0.12935817E-02 0.77929136E+04
 0.13197137E-02 0.79460566E+04
 0.13463736E-02 0.81014639E+04
 0.13735722E-02 0.82591631E+04
 0.14013201E-02 0.84191816E+04
 0.14296286E-02 0.85815479E+04
 0.14585090E-02 0.87462891E+04
 0.14879731E-02 0.89134297E+04
 0.15180323E-02 0.90829980E+04
 0.15486985E-02 0.92550186E+04
 0.15799842E-02 0.94295205E+04
 0.16119020E-02 0.96065283E+04
 0.16444647E-02 0.97860635E+04
 0.16776850E-02 0.99681523E+04
 0.17115764E-02 0.10152816E+05
 0.17461524E-02 0.10340080E+05
 0.17814270E-02 0.10529965E+05
 0.18174142E-02 0.10722490E+05
 0.18541284E-02 0.10917677E+05
 0.18915841E-02 0.11115543E+05
 0.19297971E-02 0.11316109E+05
 0.19687817E-02 0.11519391E+05
 0.20085536E-02 0.11725403E+05
 0.20491290E-02 0.11934160E+05
 0.20905242E-02 0.12145676E+05
 0.21327557E-02 0.12359963E+05
 0.21758399E-02 0.12577032E+05
 0.22197948E-02 0.12796892E+05
 0.22646377E-02 0.13019551E+05
 0.23103864E-02 0.13245016E+05
 0.23570592E-02 0.13473294E+05
 0.24046749E-02 0.13704387E+05
 0.24532524E-02 0.13938294E+05
 0.25028118E-02 0.14175015E+05
 0.25533722E-02 0.14414547E+05
 0.26049537E-02 0.14656887E+05
 0.26575772E-02 0.14902027E+05
 0.27112637E-02 0.15149959E+05
 0.27660348E-02 0.15400673E+05
 0.28219123E-02 0.15654155E+05
 0.28789188E-02 0.15910394E+05
 0.29370766E-02 0.16169368E+05
 0.29964095E-02 0.16431059E+05
 0.30569409E-02 0.16695443E+05
 0.31186952E-02 0.16962496E+05
 0.31816978E-02 0.17232188E+05
 0.32459723E-02 0.17504488E+05
 0.33115451E-02 0.17779363E+05
 0.33784427E-02 0.18056777E+05
 0.34466919E-02 0.18336688E+05
 0.35163197E-02 0.18619055E+05
 0.35873537E-02 0.18903830E+05
 0.36598232E-02 0.19190961E+05
 0.37337563E-02 0.19480393E+05
 0.38091831E-02 0.19772072E+05
 0.38861334E-02 0.20065934E+05
 0.39646388E-02 0.20361916E+05
 0.40447293E-02 0.20659947E+05
 0.41264393E-02 0.20959959E+05
 0.42097992E-02 0.21261873E+05
 0.42948425E-02 0.21565609E+05
 0.43816040E-02 0.21871076E+05
 0.44701183E-02 0.22178174E+05
 0.45604203E-02 0.22486803E+05
 0.46525472E-02 0.22796855E+05
 0.47465344E-02 0.23108230E+05
 0.48424210E-02 0.23420840E+05
 0.49402444E-02 0.23734590E+05
 0.50400435E-02 0.24049395E+05
