#           k/h    P           
 0.99999997E-04 0.29879196E+03
 0.10202013E-03 0.30572632E+03
 0.10408108E-03 0.31286151E+03
 0.10618366E-03 0.32020511E+03
 0.10832871E-03 0.32776501E+03
 0.11051710E-03 0.33554959E+03
 0.11274968E-03 0.34356744E+03
 0.11502737E-03 0.35182767E+03
 0.11735109E-03 0.36033969E+03
 0.11972173E-03 0.36911340E+03
 0.12214028E-03 0.37815909E+03
 0.12460767E-03 0.38748749E+03
 0.12712492E-03 0.39710980E+03
 0.12969300E-03 0.40703772E+03
 0.13231297E-03 0.41728357E+03
 0.13498588E-03 0.42785999E+03
 0.13771278E-03 0.43878021E+03
 0.14049475E-03 0.45005811E+03
 0.14333293E-03 0.46170807E+03
 0.14622846E-03 0.47374521E+03
 0.14918247E-03 0.48618515E+03
 0.15219615E-03 0.49904401E+03
 0.15527071E-03 0.51233862E+03
 0.15840739E-03 0.52608661E+03
 0.16160744E-03 0.54030634E+03
 0.16487212E-03 0.55501678E+03
 0.16820275E-03 0.57023724E+03
 0.17160067E-03 0.58598810E+03
 0.17506724E-03 0.60229047E+03
 0.17860383E-03 0.61916650E+03
 0.18221186E-03 0.63663855E+03
 0.18589280E-03 0.65472968E+03
 0.18964807E-03 0.67346375E+03
 0.19347922E-03 0.69286572E+03
 0.19738778E-03 0.71296149E+03
 0.20137527E-03 0.73377710E+03
 0.20544330E-03 0.75533905E+03
 0.20959355E-03 0.77767499E+03
 0.21382760E-03 0.80081335E+03
 0.21814722E-03 0.82478375E+03
 0.22255408E-03 0.84961542E+03
 0.22704997E-03 0.87533807E+03
 0.23163669E-03 0.90198230E+03
 0.23631606E-03 0.92957959E+03
 0.24108996E-03 0.95816235E+03
 0.24596031E-03 0.98776215E+03
 0.25092901E-03 0.10184108E+04
 0.25599814E-03 0.10501409E+04
 0.26116965E-03 0.10829855E+04
 0.26644560E-03 0.11169783E+04
 0.27182818E-03 0.11521516E+04
 0.27731949E-03 0.11885380E+04
 0.28292168E-03 0.12261699E+04
 0.28863709E-03 0.12650801E+04
 0.29446793E-03 0.13053011E+04
 0.30041661E-03 0.13468644E+04
 0.30648540E-03 0.13898003E+04
 0.31267683E-03 0.14341388E+04
 0.31899329E-03 0.14799095E+04
 0.32543740E-03 0.15271415E+04
 0.33201167E-03 0.15758618E+04
 0.33871876E-03 0.16260967E+04
 0.34556136E-03 0.16778711E+04
 0.35254212E-03 0.17312086E+04
 0.35966394E-03 0.17861317E+04
 0.36692963E-03 0.18426611E+04
 0.37434211E-03 0.19008164E+04
 0.38190430E-03 0.19606147E+04
 0.38961932E-03 0.20220715E+04
 0.39749016E-03 0.20852002E+04
