#           k/h    P           
 0.99999997E-04 0.41872507E+03
 0.10202013E-03 0.42723172E+03
 0.10408108E-03 0.43592551E+03
 0.10618366E-03 0.44481131E+03
 0.10832871E-03 0.45389404E+03
 0.11051710E-03 0.46317883E+03
 0.11274968E-03 0.47267108E+03
 0.11502737E-03 0.48237619E+03
 0.11735109E-03 0.49229987E+03
 0.11972173E-03 0.50244791E+03
 0.12214028E-03 0.51282635E+03
 0.12460767E-03 0.52344147E+03
 0.12712492E-03 0.53429956E+03
 0.12969300E-03 0.54540735E+03
 0.13231297E-03 0.55677155E+03
 0.13498588E-03 0.56839935E+03
 0.13771278E-03 0.58029797E+03
 0.14049475E-03 0.59247485E+03
 0.14333293E-03 0.60493774E+03
 0.14622846E-03 0.61769470E+03
 0.14918247E-03 0.63075391E+03
 0.15219615E-03 0.64412384E+03
 0.15527071E-03 0.65781323E+03
 0.15840739E-03 0.67183118E+03
 0.16160744E-03 0.68618689E+03
 0.16487212E-03 0.70089001E+03
 0.16820275E-03 0.71595032E+03
 0.17160067E-03 0.73137799E+03
 0.17506724E-03 0.74718347E+03
 0.17860383E-03 0.76337756E+03
 0.18221186E-03 0.77997125E+03
 0.18589280E-03 0.79697589E+03
 0.18964807E-03 0.81440314E+03
 0.19347922E-03 0.83226489E+03
 0.19738778E-03 0.85057367E+03
 0.20137527E-03 0.86934198E+03
 0.20544330E-03 0.88858264E+03
 0.20959355E-03 0.90830884E+03
 0.21382760E-03 0.92853436E+03
 0.21814722E-03 0.94927307E+03
 0.22255408E-03 0.97053912E+03
 0.22704997E-03 0.99234698E+03
 0.23163669E-03 0.10147114E+04
 0.23631606E-03 0.10376476E+04
 0.24108996E-03 0.10611711E+04
 0.24596031E-03 0.10852977E+04
 0.25092901E-03 0.11100431E+04
 0.25599814E-03 0.11354235E+04
 0.26116965E-03 0.11614556E+04
 0.26644560E-03 0.11881562E+04
 0.27182818E-03 0.12155424E+04
 0.27731949E-03 0.12436311E+04
 0.28292168E-03 0.12724398E+04
 0.28863709E-03 0.13019863E+04
 0.29446793E-03 0.13322887E+04
 0.30041661E-03 0.13633647E+04
 0.30648540E-03 0.13952324E+04
 0.31267683E-03 0.14279099E+04
 0.31899329E-03 0.14614158E+04
 0.32543740E-03 0.14957687E+04
 0.33201167E-03 0.15309871E+04
 0.33871876E-03 0.15670892E+04
 0.34556136E-03 0.16040939E+04
 0.35254212E-03 0.16420195E+04
 0.35966394E-03 0.16808851E+04
 0.36692963E-03 0.17207091E+04
 0.37434211E-03 0.17615096E+04
 0.38190430E-03 0.18033053E+04
 0.38961932E-03 0.18461145E+04
 0.39749016E-03 0.18899556E+04
 0.40552000E-03 0.19348464E+04
 0.41371203E-03 0.19808053E+04
 0.42206954E-03 0.20278497E+04
 0.43059592E-03 0.20759976E+04
 0.43929456E-03 0.21252661E+04
 0.44816890E-03 0.21756729E+04
 0.45722249E-03 0.22272351E+04
 0.46645897E-03 0.22799695E+04
 0.47588209E-03 0.23338923E+04
 0.48549555E-03 0.23890208E+04
 0.49530319E-03 0.24453706E+04
 0.50530903E-03 0.25029585E+04
 0.51551696E-03 0.25618005E+04
 0.52593107E-03 0.26219121E+04
 0.53655554E-03 0.26833086E+04
 0.54739468E-03 0.27460061E+04
 0.55845280E-03 0.28100200E+04
 0.56973431E-03 0.28753655E+04
 0.58124372E-03 0.29420571E+04
 0.59298560E-03 0.30101096E+04
 0.60496473E-03 0.30795386E+04
 0.61718578E-03 0.31503591E+04
 0.62965375E-03 0.32225862E+04
 0.64237369E-03 0.32962339E+04
 0.65535045E-03 0.33713171E+04
 0.66858943E-03 0.34478511E+04
 0.68209582E-03 0.35258516E+04
 0.69587503E-03 0.36053330E+04
 0.70993265E-03 0.36863105E+04
 0.72427420E-03 0.37687991E+04
 0.73890563E-03 0.38528145E+04
 0.75383246E-03 0.39383730E+04
 0.76906086E-03 0.40254905E+04
 0.78459689E-03 0.41141821E+04
 0.80044678E-03 0.42044639E+04
 0.81661687E-03 0.42963530E+04
 0.83311368E-03 0.43898667E+04
 0.84994361E-03 0.44850220E+04
 0.86711359E-03 0.45818354E+04
 0.88463066E-03 0.46803252E+04
 0.90250134E-03 0.47805083E+04
 0.92073303E-03 0.48824048E+04
 0.93933311E-03 0.49860317E+04
 0.95830887E-03 0.50914077E+04
 0.97766798E-03 0.51985518E+04
 0.99741819E-03 0.53074834E+04
 0.10175674E-02 0.54182231E+04
 0.10381236E-02 0.55307896E+04
 0.10590950E-02 0.56452036E+04
 0.10804901E-02 0.57614849E+04
 0.11023175E-02 0.58796538E+04
 0.11245857E-02 0.59997319E+04
 0.11473041E-02 0.61217397E+04
 0.11704812E-02 0.62456982E+04
 0.11941264E-02 0.63716289E+04
 0.12182494E-02 0.64995522E+04
 0.12428596E-02 0.66294897E+04
 0.12679670E-02 0.67614639E+04
 0.12935817E-02 0.68954951E+04
 0.13197137E-02 0.70316055E+04
 0.13463736E-02 0.71698159E+04
 0.13735722E-02 0.73101479E+04
 0.14013201E-02 0.74526226E+04
 0.14296286E-02 0.75972607E+04
 0.14585090E-02 0.77440840E+04
 0.14879731E-02 0.78931123E+04
 0.15180323E-02 0.80443667E+04
 0.15486985E-02 0.81978672E+04
 0.15799842E-02 0.83536348E+04
 0.16119020E-02 0.85116885E+04
 0.16444647E-02 0.86720459E+04
 0.16776850E-02 0.88347275E+04
 0.17115764E-02 0.89997490E+04
 0.17461524E-02 0.91671299E+04
 0.17814270E-02 0.93368857E+04
 0.18174142E-02 0.95090332E+04
