#           k/h    P           
 0.99999997E-04 0.17050787E+03
 0.10202013E-03 0.17396478E+03
 0.10408108E-03 0.17749782E+03
 0.10618366E-03 0.18110901E+03
 0.10832871E-03 0.18480043E+03
 0.11051710E-03 0.18857423E+03
 0.11274968E-03 0.19243268E+03
 0.11502737E-03 0.19637808E+03
 0.11735109E-03 0.20041286E+03
 0.11972173E-03 0.20453947E+03
 0.12214028E-03 0.20876053E+03
 0.12460767E-03 0.21307870E+03
 0.12712492E-03 0.21749680E+03
 0.12969300E-03 0.22201768E+03
 0.13231297E-03 0.22664435E+03
 0.13498588E-03 0.23137993E+03
 0.13771278E-03 0.23622766E+03
 0.14049475E-03 0.24119092E+03
 0.14333293E-03 0.24627318E+03
 0.14622846E-03 0.25147806E+03
 0.14918247E-03 0.25680936E+03
 0.15219615E-03 0.26227100E+03
 0.15527071E-03 0.26786710E+03
 0.15840739E-03 0.27360190E+03
 0.16160744E-03 0.27947980E+03
 0.16487212E-03 0.28550543E+03
 0.16820275E-03 0.29168362E+03
 0.17160067E-03 0.29801935E+03
 0.17506724E-03 0.30451785E+03
 0.17860383E-03 0.31118448E+03
 0.18221186E-03 0.31802490E+03
 0.18589280E-03 0.32504507E+03
 0.18964807E-03 0.33225110E+03
 0.19347922E-03 0.33964938E+03
 0.19738778E-03 0.34724661E+03
 0.20137527E-03 0.35504971E+03
 0.20544330E-03 0.36306595E+03
 0.20959355E-03 0.37130292E+03
 0.21382760E-03 0.37976843E+03
 0.21814722E-03 0.38847076E+03
 0.22255408E-03 0.39741843E+03
 0.22704997E-03 0.40662036E+03
 0.23163669E-03 0.41608591E+03
 0.23631606E-03 0.42582480E+03
 0.24108996E-03 0.43584708E+03
 0.24596031E-03 0.44616336E+03
 0.25092901E-03 0.45678458E+03
 0.25599814E-03 0.46772223E+03
 0.26116965E-03 0.47898822E+03
 0.26644560E-03 0.49059506E+03
 0.27182818E-03 0.50255563E+03
 0.27731949E-03 0.51488342E+03
 0.28292168E-03 0.52759241E+03
 0.28863709E-03 0.54069727E+03
 0.29446793E-03 0.55421326E+03
 0.30041661E-03 0.56815607E+03
 0.30648540E-03 0.58254211E+03
 0.31267683E-03 0.59738849E+03
 0.31899329E-03 0.61271289E+03
 0.32543740E-03 0.62853400E+03
 0.33201167E-03 0.64487073E+03
 0.33871876E-03 0.66174286E+03
 0.34556136E-03 0.67917096E+03
 0.35254212E-03 0.69717639E+03
 0.35966394E-03 0.71578162E+03
 0.36692963E-03 0.73500916E+03
 0.37434211E-03 0.75488257E+03
 0.38190430E-03 0.77542627E+03
 0.38961932E-03 0.79666577E+03
 0.39749016E-03 0.81862744E+03
 0.40552000E-03 0.84133795E+03
 0.41371203E-03 0.86482477E+03
 0.42206954E-03 0.88911652E+03
 0.43059592E-03 0.91424304E+03
 0.43929456E-03 0.94023480E+03
 0.44816890E-03 0.96712262E+03
 0.45722249E-03 0.99493805E+03
 0.46645897E-03 0.10237139E+04
 0.47588209E-03 0.10534840E+04
 0.48549555E-03 0.10842831E+04
 0.49530319E-03 0.11161458E+04
 0.50530903E-03 0.11491075E+04
 0.51551696E-03 0.11832048E+04
 0.52593107E-03 0.12184753E+04
 0.53655554E-03 0.12549573E+04
 0.54739468E-03 0.12926886E+04
 0.55845280E-03 0.13317078E+04
 0.56973431E-03 0.13720544E+04
 0.58124372E-03 0.14137689E+04
 0.59298560E-03 0.14568918E+04
 0.60496473E-03 0.15014634E+04
 0.61718578E-03 0.15475240E+04
 0.62965375E-03 0.15951152E+04
 0.64237369E-03 0.16442784E+04
 0.65535045E-03 0.16950552E+04
 0.66858943E-03 0.17474865E+04
 0.68209582E-03 0.18016133E+04
 0.69587503E-03 0.18574764E+04
 0.70993265E-03 0.19151171E+04
 0.72427420E-03 0.19745757E+04
 0.73890563E-03 0.20358921E+04
 0.75383246E-03 0.20991055E+04
 0.76906086E-03 0.21642549E+04
