#           k/h    P           
 0.99999997E-04 0.15368977E+03
 0.10202013E-03 0.15691908E+03
 0.10408108E-03 0.16022612E+03
 0.10618366E-03 0.16361330E+03
 0.10832871E-03 0.16708310E+03
 0.11051710E-03 0.17063817E+03
 0.11274968E-03 0.17428123E+03
 0.11502737E-03 0.17801515E+03
 0.11735109E-03 0.18184291E+03
 0.11972173E-03 0.18576756E+03
 0.12214028E-03 0.18979236E+03
 0.12460767E-03 0.19392072E+03
 0.12712492E-03 0.19815613E+03
 0.12969300E-03 0.20250232E+03
 0.13231297E-03 0.20696309E+03
 0.13498588E-03 0.21154247E+03
 0.13771278E-03 0.21624471E+03
 0.14049475E-03 0.22107419E+03
 0.14333293E-03 0.22603555E+03
 0.14622846E-03 0.23113354E+03
 0.14918247E-03 0.23637326E+03
 0.15219615E-03 0.24175996E+03
 0.15527071E-03 0.24729921E+03
 0.15840739E-03 0.25299678E+03
 0.16160744E-03 0.25885870E+03
 0.16487212E-03 0.26489133E+03
 0.16820275E-03 0.27110132E+03
 0.17160067E-03 0.27749573E+03
 0.17506724E-03 0.28408176E+03
 0.17860383E-03 0.29086713E+03
 0.18221186E-03 0.29785980E+03
 0.18589280E-03 0.30506830E+03
 0.18964807E-03 0.31250137E+03
 0.19347922E-03 0.32016827E+03
 0.19738778E-03 0.32807877E+03
 0.20137527E-03 0.33624295E+03
 0.20544330E-03 0.34467154E+03
 0.20959355E-03 0.35337573E+03
 0.21382760E-03 0.36236722E+03
 0.21814722E-03 0.37165836E+03
 0.22255408E-03 0.38126202E+03
 0.22704997E-03 0.39119174E+03
 0.23163669E-03 0.40146164E+03
 0.23631606E-03 0.41208664E+03
 0.24108996E-03 0.42308240E+03
 0.24596031E-03 0.43446515E+03
 0.25092901E-03 0.44625198E+03
 0.25599814E-03 0.45846085E+03
 0.26116965E-03 0.47111053E+03
 0.26644560E-03 0.48422089E+03
 0.27182818E-03 0.49781235E+03
 0.27731949E-03 0.51190640E+03
 0.28292168E-03 0.52652557E+03
 0.28863709E-03 0.54169366E+03
 0.29446793E-03 0.55743542E+03
 0.30041661E-03 0.57377655E+03
 0.30648540E-03 0.59074384E+03
 0.31267683E-03 0.60836542E+03
 0.31899329E-03 0.62667084E+03
 0.32543740E-03 0.64569110E+03
 0.33201167E-03 0.66545795E+03
 0.33871876E-03 0.68600452E+03
 0.34556136E-03 0.70736554E+03
 0.35254212E-03 0.72957745E+03
 0.35966394E-03 0.75267841E+03
 0.36692963E-03 0.77670709E+03
 0.37434211E-03 0.80170404E+03
 0.38190430E-03 0.82771143E+03
 0.38961932E-03 0.85477356E+03
