#           k/h    P           
 0.99999997E-04 0.27859003E+03
 0.10202013E-03 0.28425983E+03
 0.10408108E-03 0.29005551E+03
 0.10618366E-03 0.29598047E+03
 0.10832871E-03 0.30203818E+03
 0.11051710E-03 0.30823218E+03
 0.11274968E-03 0.31456631E+03
 0.11502737E-03 0.32104440E+03
 0.11735109E-03 0.32767044E+03
 0.11972173E-03 0.33444861E+03
 0.12214028E-03 0.34138321E+03
 0.12460767E-03 0.34847870E+03
 0.12712492E-03 0.35573975E+03
 0.12969300E-03 0.36317108E+03
 0.13231297E-03 0.37077774E+03
 0.13498588E-03 0.37856485E+03
 0.13771278E-03 0.38653778E+03
 0.14049475E-03 0.39470209E+03
 0.14333293E-03 0.40306357E+03
 0.14622846E-03 0.41162817E+03
 0.14918247E-03 0.42040213E+03
 0.15219615E-03 0.42939191E+03
 0.15527071E-03 0.43860422E+03
 0.15840739E-03 0.44804605E+03
 0.16160744E-03 0.45772458E+03
 0.16487212E-03 0.46764737E+03
 0.16820275E-03 0.47782220E+03
 0.17160067E-03 0.48825723E+03
 0.17506724E-03 0.49896082E+03
 0.17860383E-03 0.50994174E+03
 0.18221186E-03 0.52120905E+03
 0.18589280E-03 0.53277228E+03
 0.18964807E-03 0.54464111E+03
 0.19347922E-03 0.55682581E+03
 0.19738778E-03 0.56933691E+03
 0.20137527E-03 0.58218549E+03
 0.20544330E-03 0.59538281E+03
 0.20959355E-03 0.60894073E+03
 0.21382760E-03 0.62287164E+03
 0.21814722E-03 0.63718823E+03
 0.22255408E-03 0.65190369E+03
 0.22704997E-03 0.66703180E+03
 0.23163669E-03 0.68258667E+03
 0.23631606E-03 0.69858313E+03
 0.24108996E-03 0.71503656E+03
 0.24596031E-03 0.73196271E+03
 0.25092901E-03 0.74937793E+03
 0.25599814E-03 0.76729913E+03
 0.26116965E-03 0.78574402E+03
 0.26644560E-03 0.80473077E+03
 0.27182818E-03 0.82427820E+03
 0.27731949E-03 0.84440552E+03
 0.28292168E-03 0.86513281E+03
 0.28863709E-03 0.88648083E+03
 0.29446793E-03 0.90847119E+03
 0.30041661E-03 0.93112579E+03
 0.30648540E-03 0.95446704E+03
 0.31267683E-03 0.97851831E+03
 0.31899329E-03 0.10033039E+04
 0.32543740E-03 0.10288488E+04
 0.33201167E-03 0.10551780E+04
 0.33871876E-03 0.10823176E+04
 0.34556136E-03 0.11102943E+04
 0.35254212E-03 0.11391357E+04
 0.35966394E-03 0.11688706E+04
 0.36692963E-03 0.11995271E+04
 0.37434211E-03 0.12311344E+04
 0.38190430E-03 0.12637225E+04
 0.38961932E-03 0.12973225E+04
 0.39749016E-03 0.13319659E+04
 0.40552000E-03 0.13676842E+04
 0.41371203E-03 0.14045094E+04
 0.42206954E-03 0.14424744E+04
 0.43059592E-03 0.14816128E+04
 0.43929456E-03 0.15219591E+04
 0.44816890E-03 0.15635469E+04
 0.45722249E-03 0.16064104E+04
 0.46645897E-03 0.16505847E+04
 0.47588209E-03 0.16961052E+04
 0.48549555E-03 0.17430079E+04
 0.49530319E-03 0.17913279E+04
 0.50530903E-03 0.18411006E+04
 0.51551696E-03 0.18923618E+04
 0.52593107E-03 0.19451478E+04
 0.53655554E-03 0.19994949E+04
 0.54739468E-03 0.20554380E+04
 0.55845280E-03 0.21130129E+04
 0.56973431E-03 0.21722546E+04
 0.58124372E-03 0.22331987E+04
 0.59298560E-03 0.22958801E+04
 0.60496473E-03 0.23603328E+04
 0.61718578E-03 0.24265908E+04
 0.62965375E-03 0.24946873E+04
 0.64237369E-03 0.25646555E+04
 0.65535045E-03 0.26365273E+04
 0.66858943E-03 0.27103347E+04
 0.68209582E-03 0.27861084E+04
 0.69587503E-03 0.28638784E+04
 0.70993265E-03 0.29436738E+04
 0.72427420E-03 0.30255229E+04
 0.73890563E-03 0.31094536E+04
 0.75383246E-03 0.31954929E+04
 0.76906086E-03 0.32836667E+04
 0.78459689E-03 0.33739988E+04
 0.80044678E-03 0.34665132E+04
 0.81661687E-03 0.35612336E+04
 0.83311368E-03 0.36581824E+04
 0.84994361E-03 0.37573806E+04
 0.86711359E-03 0.38588469E+04
 0.88463066E-03 0.39626006E+04
 0.90250134E-03 0.40686609E+04
 0.92073303E-03 0.41770454E+04
 0.93933311E-03 0.42877710E+04
 0.95830887E-03 0.44008511E+04
 0.97766798E-03 0.45163003E+04
 0.99741819E-03 0.46341343E+04
 0.10175674E-02 0.47543672E+04
 0.10381236E-02 0.48770107E+04
 0.10590950E-02 0.50020757E+04
 0.10804901E-02 0.51295728E+04
 0.11023175E-02 0.52595142E+04
 0.11245857E-02 0.53919106E+04
 0.11473041E-02 0.55267715E+04
 0.11704812E-02 0.56641040E+04
 0.11941264E-02 0.58039170E+04
 0.12182494E-02 0.59462197E+04
 0.12428596E-02 0.60910215E+04
 0.12679670E-02 0.62383291E+04
 0.12935817E-02 0.63881479E+04
 0.13197137E-02 0.65404858E+04
 0.13463736E-02 0.66953506E+04
 0.13735722E-02 0.68527500E+04
 0.14013201E-02 0.70126895E+04
 0.14296286E-02 0.71751748E+04
 0.14585090E-02 0.73402119E+04
 0.14879731E-02 0.75078081E+04
 0.15180323E-02 0.76779697E+04
 0.15486985E-02 0.78507026E+04
 0.15799842E-02 0.80260117E+04
 0.16119020E-02 0.82039023E+04
 0.16444647E-02 0.83843809E+04
 0.16776850E-02 0.85674512E+04
 0.17115764E-02 0.87531191E+04
 0.17461524E-02 0.89413887E+04
 0.17814270E-02 0.91322627E+04
 0.18174142E-02 0.93257461E+04
 0.18541284E-02 0.95218418E+04
 0.18915841E-02 0.97205537E+04
 0.19297971E-02 0.99218818E+04
 0.19687817E-02 0.10125831E+05
 0.20085536E-02 0.10332401E+05
 0.20491290E-02 0.10541595E+05
 0.20905242E-02 0.10753412E+05
 0.21327557E-02 0.10967854E+05
 0.21758399E-02 0.11184920E+05
 0.22197948E-02 0.11404608E+05
 0.22646377E-02 0.11626918E+05
 0.23103864E-02 0.11851847E+05
 0.23570592E-02 0.12079393E+05
 0.24046749E-02 0.12309548E+05
 0.24532524E-02 0.12542304E+05
 0.25028118E-02 0.12777652E+05
 0.25533722E-02 0.13015582E+05
 0.26049537E-02 0.13256082E+05
 0.26575772E-02 0.13499140E+05
 0.27112637E-02 0.13744740E+05
 0.27660348E-02 0.13992870E+05
 0.28219123E-02 0.14243513E+05
 0.28789188E-02 0.14496650E+05
 0.29370766E-02 0.14752262E+05
 0.29964095E-02 0.15010323E+05
 0.30569409E-02 0.15270809E+05
 0.31186952E-02 0.15533692E+05
 0.31816978E-02 0.15798945E+05
 0.32459723E-02 0.16066534E+05
 0.33115451E-02 0.16336424E+05
 0.33784427E-02 0.16608578E+05
 0.34466919E-02 0.16882957E+05
 0.35163197E-02 0.17159521E+05
 0.35873537E-02 0.17438221E+05
 0.36598232E-02 0.17719010E+05
 0.37337563E-02 0.18001830E+05
 0.38091831E-02 0.18286633E+05
 0.38861334E-02 0.18573357E+05
 0.39646388E-02 0.18861941E+05
 0.40447293E-02 0.19152320E+05
 0.41264393E-02 0.19444428E+05
 0.42097992E-02 0.19738189E+05
 0.42948425E-02 0.20033533E+05
 0.43816040E-02 0.20330369E+05
 0.44701183E-02 0.20628605E+05
 0.45604203E-02 0.20928148E+05
 0.46525472E-02 0.21228896E+05
 0.47465344E-02 0.21530756E+05
 0.48424210E-02 0.21833641E+05
 0.49402444E-02 0.22137469E+05
 0.50400435E-02 0.22442150E+05
 0.51418589E-02 0.22747600E+05
 0.52457317E-02 0.23053705E+05
 0.53517036E-02 0.23360303E+05
 0.54598148E-02 0.23667213E+05
 0.55701104E-02 0.23974258E+05
 0.56826337E-02 0.24281248E+05
 0.57974309E-02 0.24588008E+05
 0.59145465E-02 0.24894402E+05
 0.60340283E-02 0.25200285E+05
 0.61559235E-02 0.25505520E+05
 0.62802811E-02 0.25809959E+05
 0.64071510E-02 0.26113441E+05
 0.65365843E-02 0.26415773E+05
 0.66686315E-02 0.26716758E+05
 0.68033468E-02 0.27016189E+05
 0.69407835E-02 0.27313863E+05
 0.70809964E-02 0.27609564E+05
 0.72240415E-02 0.27903070E+05
 0.73699774E-02 0.28194152E+05
 0.75188605E-02 0.28482580E+05
 0.76707508E-02 0.28768117E+05
 0.78257136E-02 0.29050523E+05
 0.79838037E-02 0.29329543E+05
 0.81450874E-02 0.29604918E+05
 0.83096288E-02 0.29876389E+05
 0.84774951E-02 0.30143688E+05
 0.86487513E-02 0.30406543E+05
 0.88234674E-02 0.30664660E+05
 0.90017123E-02 0.30917748E+05
 0.91835596E-02 0.31165508E+05
 0.93690790E-02 0.31407643E+05
 0.95583471E-02 0.31643842E+05
 0.97514391E-02 0.31873787E+05
 0.99484306E-02 0.32097154E+05
 0.10149402E-01 0.32313623E+05
 0.10354433E-01 0.32522865E+05
 0.10563606E-01 0.32724529E+05
 0.10777006E-01 0.32918223E+05
 0.10994715E-01 0.33103555E+05
 0.11216822E-01 0.33280137E+05
 0.11443418E-01 0.33447590E+05
 0.11674589E-01 0.33605594E+05
 0.11910431E-01 0.33753898E+05
 0.12151038E-01 0.33892258E+05
 0.12396505E-01 0.34020426E+05
 0.12646930E-01 0.34138152E+05
 0.12902415E-01 0.34244836E+05
 0.13163067E-01 0.34339637E+05
 0.13428980E-01 0.34421699E+05
 0.13700262E-01 0.34490180E+05
 0.13977026E-01 0.34544359E+05
 0.14259379E-01 0.34584773E+05
 0.14547437E-01 0.34612816E+05
 0.14841316E-01 0.34629906E+05
 0.15141129E-01 0.34637473E+05
 0.15447001E-01 0.34636703E+05
 0.15759049E-01 0.34626168E+05
 0.16077405E-01 0.34602941E+05
 0.16402189E-01 0.34564090E+05
 0.16733535E-01 0.34506719E+05
 0.17071573E-01 0.34428297E+05
 0.17416442E-01 0.34329094E+05
 0.17768279E-01 0.34210816E+05
 0.18127220E-01 0.34075203E+05
 0.18493414E-01 0.33923980E+05
 0.18867005E-01 0.33758582E+05
 0.19248145E-01 0.33578137E+05
 0.19636983E-01 0.33380801E+05
 0.20033674E-01 0.33164801E+05
 0.20438381E-01 0.32928441E+05
 0.20851264E-01 0.32670490E+05
 0.21272486E-01 0.32392219E+05
 0.21702228E-01 0.32095848E+05
 0.22140643E-01 0.31783580E+05
 0.22587912E-01 0.31457568E+05
 0.23044219E-01 0.31119699E+05
 0.23509743E-01 0.30770547E+05
 0.23984671E-01 0.30410256E+05
 0.24469191E-01 0.30038998E+05
 0.24963502E-01 0.29656967E+05
 0.25467798E-01 0.29264336E+05
 0.25982281E-01 0.28861068E+05
 0.26507158E-01 0.28447094E+05
 0.27042639E-01 0.28022393E+05
 0.27588934E-01 0.27586988E+05
 0.28146267E-01 0.27141160E+05
 0.28714858E-01 0.26686061E+05
 0.29294936E-01 0.26223051E+05
 0.29886734E-01 0.25753443E+05
 0.30490484E-01 0.25278506E+05
 0.31106433E-01 0.24799625E+05
 0.31734824E-01 0.24318734E+05
 0.32375909E-01 0.23837795E+05
 0.33029947E-01 0.23358637E+05
 0.33697195E-01 0.22882969E+05
 0.34377921E-01 0.22412232E+05
