#           k/h    P           
 0.99999997E-04 0.24655891E+03
 0.10202013E-03 0.25149773E+03
 0.10408108E-03 0.25654178E+03
 0.10618366E-03 0.26169373E+03
 0.10832871E-03 0.26695624E+03
 0.11051710E-03 0.27233203E+03
 0.11274968E-03 0.27782404E+03
 0.11502737E-03 0.28343521E+03
 0.11735109E-03 0.28916855E+03
 0.11972173E-03 0.29502725E+03
 0.12214028E-03 0.30101456E+03
 0.12460767E-03 0.30713382E+03
 0.12712492E-03 0.31338858E+03
 0.12969300E-03 0.31978241E+03
 0.13231297E-03 0.32631903E+03
 0.13498588E-03 0.33300232E+03
 0.13771278E-03 0.33983624E+03
 0.14049475E-03 0.34682498E+03
 0.14333293E-03 0.35397281E+03
 0.14622846E-03 0.36128415E+03
 0.14918247E-03 0.36876358E+03
 0.15219615E-03 0.37641592E+03
 0.15527071E-03 0.38424606E+03
 0.15840739E-03 0.39225916E+03
 0.16160744E-03 0.40046048E+03
 0.16487212E-03 0.40885553E+03
 0.16820275E-03 0.41745001E+03
 0.17160067E-03 0.42624991E+03
 0.17506724E-03 0.43526132E+03
 0.17860383E-03 0.44449066E+03
 0.18221186E-03 0.45394446E+03
 0.18589280E-03 0.46362967E+03
 0.18964807E-03 0.47355341E+03
 0.19347922E-03 0.48372308E+03
 0.19738778E-03 0.49414633E+03
 0.20137527E-03 0.50483115E+03
 0.20544330E-03 0.51578583E+03
 0.20959355E-03 0.52701898E+03
 0.21382760E-03 0.53853955E+03
 0.21814722E-03 0.55035681E+03
 0.22255408E-03 0.56248041E+03
 0.22704997E-03 0.57492023E+03
 0.23163669E-03 0.58768671E+03
 0.23631606E-03 0.60079065E+03
 0.24108996E-03 0.61424316E+03
 0.24596031E-03 0.62805585E+03
 0.25092901E-03 0.64224078E+03
 0.25599814E-03 0.65681030E+03
 0.26116965E-03 0.67177753E+03
 0.26644560E-03 0.68715582E+03
 0.27182818E-03 0.70295905E+03
 0.27731949E-03 0.71920166E+03
 0.28292168E-03 0.73589850E+03
 0.28863709E-03 0.75306506E+03
 0.29446793E-03 0.77071741E+03
 0.30041661E-03 0.78887213E+03
 0.30648540E-03 0.80754614E+03
 0.31267683E-03 0.82675720E+03
 0.31899329E-03 0.84652368E+03
 0.32543740E-03 0.86686469E+03
 0.33201167E-03 0.88779944E+03
 0.33871876E-03 0.90934808E+03
 0.34556136E-03 0.93153137E+03
 0.35254212E-03 0.95437073E+03
 0.35966394E-03 0.97788849E+03
 0.36692963E-03 0.10021070E+04
 0.37434211E-03 0.10270494E+04
 0.38190430E-03 0.10527399E+04
 0.38961932E-03 0.10792029E+04
 0.39749016E-03 0.11064641E+04
 0.40552000E-03 0.11345491E+04
 0.41371203E-03 0.11634840E+04
 0.42206954E-03 0.11932960E+04
 0.43059592E-03 0.12240132E+04
 0.43929456E-03 0.12556639E+04
 0.44816890E-03 0.12882769E+04
 0.45722249E-03 0.13218810E+04
 0.46645897E-03 0.13565061E+04
 0.47588209E-03 0.13921833E+04
 0.48549555E-03 0.14289435E+04
 0.49530319E-03 0.14668177E+04
 0.50530903E-03 0.15058373E+04
 0.51551696E-03 0.15460343E+04
 0.52593107E-03 0.15874414E+04
 0.53655554E-03 0.16300919E+04
 0.54739468E-03 0.16740181E+04
 0.55845280E-03 0.17192526E+04
 0.56973431E-03 0.17658287E+04
 0.58124372E-03 0.18137802E+04
 0.59298560E-03 0.18631406E+04
 0.60496473E-03 0.19139429E+04
 0.61718578E-03 0.19662197E+04
 0.62965375E-03 0.20200045E+04
 0.64237369E-03 0.20753303E+04
 0.65535045E-03 0.21322300E+04
 0.66858943E-03 0.21907354E+04
 0.68209582E-03 0.22508782E+04
 0.69587503E-03 0.23126899E+04
 0.70993265E-03 0.23762019E+04
 0.72427420E-03 0.24414443E+04
 0.73890563E-03 0.25084470E+04
 0.75383246E-03 0.25772390E+04
 0.76906086E-03 0.26478489E+04
 0.78459689E-03 0.27203042E+04
 0.80044678E-03 0.27946318E+04
 0.81661687E-03 0.28708579E+04
 0.83311368E-03 0.29490081E+04
 0.84994361E-03 0.30291062E+04
 0.86711359E-03 0.31111750E+04
 0.88463066E-03 0.31952375E+04
 0.90250134E-03 0.32813152E+04
 0.92073303E-03 0.33694292E+04
 0.93933311E-03 0.34595989E+04
 0.95830887E-03 0.35518416E+04
 0.97766798E-03 0.36461748E+04
 0.99741819E-03 0.37426162E+04
 0.10175674E-02 0.38411821E+04
 0.10381236E-02 0.39418862E+04
 0.10590950E-02 0.40447412E+04
 0.10804901E-02 0.41497598E+04
 0.11023175E-02 0.42569556E+04
 0.11245857E-02 0.43663394E+04
 0.11473041E-02 0.44779209E+04
 0.11704812E-02 0.45917085E+04
 0.11941264E-02 0.47077104E+04
 0.12182494E-02 0.48259360E+04
 0.12428596E-02 0.49463936E+04
 0.12679670E-02 0.50690889E+04
 0.12935817E-02 0.51940259E+04
 0.13197137E-02 0.53212109E+04
 0.13463736E-02 0.54506494E+04
 0.13735722E-02 0.55823467E+04
 0.14013201E-02 0.57163066E+04
 0.14296286E-02 0.58525303E+04
 0.14585090E-02 0.59910210E+04
 0.14879731E-02 0.61317832E+04
 0.15180323E-02 0.62748193E+04
 0.15486985E-02 0.64201309E+04
 0.15799842E-02 0.65677183E+04
 0.16119020E-02 0.67175825E+04
 0.16444647E-02 0.68697251E+04
 0.16776850E-02 0.70241475E+04
 0.17115764E-02 0.71808486E+04
 0.17461524E-02 0.73398276E+04
 0.17814270E-02 0.75010835E+04
 0.18174142E-02 0.76646157E+04
 0.18541284E-02 0.78304243E+04
 0.18915841E-02 0.79985068E+04
 0.19297971E-02 0.81688599E+04
 0.19687817E-02 0.83414824E+04
 0.20085536E-02 0.85163721E+04
 0.20491290E-02 0.86935264E+04
 0.20905242E-02 0.88729404E+04
 0.21327557E-02 0.90546123E+04
 0.21758399E-02 0.92385391E+04
