#           k/h    P           
 0.99999997E-04 0.39751215E+03
 0.10202013E-03 0.40577719E+03
 0.10408108E-03 0.41423431E+03
 0.10618366E-03 0.42288901E+03
 0.10832871E-03 0.43174689E+03
 0.11051710E-03 0.44081378E+03
 0.11274968E-03 0.45009573E+03
 0.11502737E-03 0.45959900E+03
 0.11735109E-03 0.46933002E+03
 0.11972173E-03 0.47929550E+03
 0.12214028E-03 0.48950238E+03
 0.12460767E-03 0.49995779E+03
 0.12712492E-03 0.51066922E+03
 0.12969300E-03 0.52164429E+03
 0.13231297E-03 0.53289099E+03
 0.13498588E-03 0.54441760E+03
 0.13771278E-03 0.55623248E+03
 0.14049475E-03 0.56834442E+03
 0.14333293E-03 0.58076263E+03
 0.14622846E-03 0.59349640E+03
 0.14918247E-03 0.60655548E+03
 0.15219615E-03 0.61994983E+03
 0.15527071E-03 0.63368988E+03
 0.15840739E-03 0.64778619E+03
 0.16160744E-03 0.66225000E+03
 0.16487212E-03 0.67709253E+03
 0.16820275E-03 0.69232556E+03
 0.17160067E-03 0.70796112E+03
 0.17506724E-03 0.72401166E+03
 0.17860383E-03 0.74049017E+03
 0.18221186E-03 0.75740979E+03
 0.18589280E-03 0.77478400E+03
 0.18964807E-03 0.79262665E+03
 0.19347922E-03 0.81095227E+03
 0.19738778E-03 0.82977557E+03
 0.20137527E-03 0.84911176E+03
 0.20544330E-03 0.86897595E+03
 0.20959355E-03 0.88938409E+03
 0.21382760E-03 0.91035248E+03
 0.21814722E-03 0.93189789E+03
 0.22255408E-03 0.95403711E+03
 0.22704997E-03 0.97678729E+03
 0.23163669E-03 0.10001660E+04
 0.23631606E-03 0.10241914E+04
 0.24108996E-03 0.10488820E+04
 0.24596031E-03 0.10742560E+04
 0.25092901E-03 0.11003323E+04
 0.25599814E-03 0.11271298E+04
 0.26116965E-03 0.11546680E+04
 0.26644560E-03 0.11829668E+04
 0.27182818E-03 0.12120459E+04
 0.27731949E-03 0.12419249E+04
 0.28292168E-03 0.12726240E+04
 0.28863709E-03 0.13041636E+04
 0.29446793E-03 0.13365645E+04
 0.30041661E-03 0.13698468E+04
 0.30648540E-03 0.14040306E+04
 0.31267683E-03 0.14391365E+04
 0.31899329E-03 0.14751851E+04
 0.32543740E-03 0.15121968E+04
 0.33201167E-03 0.15501920E+04
 0.33871876E-03 0.15891906E+04
 0.34556136E-03 0.16292124E+04
 0.35254212E-03 0.16702777E+04
 0.35966394E-03 0.17124061E+04
 0.36692963E-03 0.17556171E+04
 0.37434211E-03 0.17999296E+04
 0.38190430E-03 0.18453622E+04
 0.38961932E-03 0.18919337E+04
 0.39749016E-03 0.19396622E+04
 0.40552000E-03 0.19885656E+04
 0.41371203E-03 0.20386614E+04
 0.42206954E-03 0.20899666E+04
 0.43059592E-03 0.21424973E+04
 0.43929456E-03 0.21962703E+04
 0.44816890E-03 0.22513015E+04
 0.45722249E-03 0.23076062E+04
 0.46645897E-03 0.23651997E+04
 0.47588209E-03 0.24240962E+04
 0.48549555E-03 0.24843098E+04
 0.49530319E-03 0.25458545E+04
 0.50530903E-03 0.26087446E+04
 0.51551696E-03 0.26729932E+04
 0.52593107E-03 0.27386123E+04
 0.53655554E-03 0.28056145E+04
 0.54739468E-03 0.28740127E+04
 0.55845280E-03 0.29438196E+04
 0.56973431E-03 0.30150471E+04
 0.58124372E-03 0.30877065E+04
 0.59298560E-03 0.31618086E+04
 0.60496473E-03 0.32373667E+04
 0.61718578E-03 0.33143928E+04
 0.62965375E-03 0.33928987E+04
 0.64237369E-03 0.34728955E+04
 0.65535045E-03 0.35543945E+04
 0.66858943E-03 0.36374092E+04
 0.68209582E-03 0.37219521E+04
 0.69587503E-03 0.38080356E+04
 0.70993265E-03 0.38956719E+04
 0.72427420E-03 0.39848730E+04
 0.73890563E-03 0.40756543E+04
 0.75383246E-03 0.41680298E+04
 0.76906086E-03 0.42620137E+04
 0.78459689E-03 0.43576201E+04
 0.80044678E-03 0.44548638E+04
 0.81661687E-03 0.45537617E+04
 0.83311368E-03 0.46543296E+04
 0.84994361E-03 0.47565845E+04
 0.86711359E-03 0.48605425E+04
