#           k/h    P           
 0.99999997E-04 0.43398831E+03
 0.10202013E-03 0.44264828E+03
 0.10408108E-03 0.45149033E+03
 0.10618366E-03 0.46051868E+03
 0.10832871E-03 0.46973782E+03
 0.11051710E-03 0.47915225E+03
 0.11274968E-03 0.48876669E+03
 0.11502737E-03 0.49858600E+03
 0.11735109E-03 0.50861508E+03
 0.11972173E-03 0.51885907E+03
 0.12214028E-03 0.52932324E+03
 0.12460767E-03 0.54001294E+03
 0.12712492E-03 0.55093378E+03
 0.12969300E-03 0.56209149E+03
 0.13231297E-03 0.57349182E+03
 0.13498588E-03 0.58514099E+03
 0.13771278E-03 0.59704517E+03
 0.14049475E-03 0.60921082E+03
 0.14333293E-03 0.62164447E+03
 0.14622846E-03 0.63435303E+03
 0.14918247E-03 0.64734344E+03
 0.15219615E-03 0.66062292E+03
 0.15527071E-03 0.67419885E+03
 0.15840739E-03 0.68807886E+03
 0.16160744E-03 0.70227081E+03
 0.16487212E-03 0.71678271E+03
 0.16820275E-03 0.73162292E+03
 0.17160067E-03 0.74679993E+03
 0.17506724E-03 0.76232251E+03
 0.17860383E-03 0.77819971E+03
 0.18221186E-03 0.79444073E+03
 0.18589280E-03 0.81105518E+03
 0.18964807E-03 0.82805267E+03
 0.19347922E-03 0.84544336E+03
 0.19738778E-03 0.86323749E+03
 0.20137527E-03 0.88144562E+03
 0.20544330E-03 0.90007855E+03
 0.20959355E-03 0.91914734E+03
 0.21382760E-03 0.93866339E+03
 0.21814722E-03 0.95863855E+03
 0.22255408E-03 0.97908453E+03
 0.22704997E-03 0.10000136E+04
 0.23163669E-03 0.10214382E+04
 0.23631606E-03 0.10433712E+04
 0.24108996E-03 0.10658257E+04
 0.24596031E-03 0.10888149E+04
 0.25092901E-03 0.11123524E+04
 0.25599814E-03 0.11364520E+04
 0.26116965E-03 0.11611279E+04
 0.26644560E-03 0.11863947E+04
 0.27182818E-03 0.12122668E+04
 0.27731949E-03 0.12387593E+04
 0.28292168E-03 0.12658871E+04
 0.28863709E-03 0.12936659E+04
 0.29446793E-03 0.13221113E+04
 0.30041661E-03 0.13512393E+04
 0.30648540E-03 0.13810657E+04
 0.31267683E-03 0.14116068E+04
 0.31899329E-03 0.14428792E+04
 0.32543740E-03 0.14748997E+04
 0.33201167E-03 0.15076851E+04
 0.33871876E-03 0.15412522E+04
 0.34556136E-03 0.15756183E+04
 0.35254212E-03 0.16108007E+04
 0.35966394E-03 0.16468169E+04
 0.36692963E-03 0.16836846E+04
 0.37434211E-03 0.17214210E+04
 0.38190430E-03 0.17600442E+04
 0.38961932E-03 0.17995718E+04
 0.39749016E-03 0.18400221E+04
 0.40552000E-03 0.18814127E+04
 0.41371203E-03 0.19237616E+04
 0.42206954E-03 0.19670865E+04
 0.43059592E-03 0.20114058E+04
 0.43929456E-03 0.20567373E+04
 0.44816890E-03 0.21030991E+04
 0.45722249E-03 0.21505088E+04
 0.46645897E-03 0.21989846E+04
 0.47588209E-03 0.22485444E+04
 0.48549555E-03 0.22992061E+04
 0.49530319E-03 0.23509873E+04
 0.50530903E-03 0.24039060E+04
 0.51551696E-03 0.24579795E+04
 0.52593107E-03 0.25132253E+04
 0.53655554E-03 0.25696611E+04
 0.54739468E-03 0.26273044E+04
 0.55845280E-03 0.26861726E+04
 0.56973431E-03 0.27462830E+04
 0.58124372E-03 0.28076528E+04
 0.59298560E-03 0.28702988E+04
 0.60496473E-03 0.29342388E+04
 0.61718578E-03 0.29994895E+04
 0.62965375E-03 0.30660684E+04
 0.64237369E-03 0.31339915E+04
 0.65535045E-03 0.32032761E+04
 0.66858943E-03 0.32739392E+04
 0.68209582E-03 0.33459980E+04
 0.69587503E-03 0.34194692E+04
 0.70993265E-03 0.34943696E+04
 0.72427420E-03 0.35707156E+04
 0.73890563E-03 0.36485249E+04
 0.75383246E-03 0.37278147E+04
 0.76906086E-03 0.38086018E+04
 0.78459689E-03 0.38909028E+04
 0.80044678E-03 0.39747351E+04
 0.81661687E-03 0.40601162E+04
 0.83311368E-03 0.41470640E+04
 0.84994361E-03 0.42355952E+04
 0.86711359E-03 0.43257275E+04
 0.88463066E-03 0.44174780E+04
 0.90250134E-03 0.45108652E+04
 0.92073303E-03 0.46059072E+04
 0.93933311E-03 0.47026221E+04
 0.95830887E-03 0.48010273E+04
 0.97766798E-03 0.49011406E+04
 0.99741819E-03 0.50029819E+04
 0.10175674E-02 0.51065693E+04
 0.10381236E-02 0.52119214E+04
 0.10590950E-02 0.53190566E+04
 0.10804901E-02 0.54279937E+04
 0.11023175E-02 0.55387524E+04
 0.11245857E-02 0.56513511E+04
 0.11473041E-02 0.57658096E+04
 0.11704812E-02 0.58821460E+04
 0.11941264E-02 0.60003799E+04
 0.12182494E-02 0.61205308E+04
 0.12428596E-02 0.62426182E+04
 0.12679670E-02 0.63666616E+04
 0.12935817E-02 0.64926807E+04
 0.13197137E-02 0.66206943E+04
 0.13463736E-02 0.67507212E+04
 0.13735722E-02 0.68827812E+04
 0.14013201E-02 0.70168931E+04
 0.14296286E-02 0.71530752E+04
 0.14585090E-02 0.72913462E+04
 0.14879731E-02 0.74317246E+04
 0.15180323E-02 0.75742285E+04
 0.15486985E-02 0.77188765E+04
 0.15799842E-02 0.78656865E+04
 0.16119020E-02 0.80146753E+04
 0.16444647E-02 0.81658594E+04
 0.16776850E-02 0.83192549E+04
 0.17115764E-02 0.84748789E+04
 0.17461524E-02 0.86327471E+04
 0.17814270E-02 0.87928730E+04
 0.18174142E-02 0.89552705E+04
 0.18541284E-02 0.91199551E+04
 0.18915841E-02 0.92869375E+04
 0.19297971E-02 0.94562314E+04
 0.19687817E-02 0.96278486E+04
 0.20085536E-02 0.98017979E+04
 0.20491290E-02 0.99780898E+04
 0.20905242E-02 0.10156732E+05
 0.21327557E-02 0.10337734E+05
 0.21758399E-02 0.10521101E+05
 0.22197948E-02 0.10706839E+05
 0.22646377E-02 0.10894952E+05
 0.23103864E-02 0.11085444E+05
 0.23570592E-02 0.11278318E+05
 0.24046749E-02 0.11473574E+05
 0.24532524E-02 0.11671211E+05
 0.25028118E-02 0.11871226E+05
 0.25533722E-02 0.12073616E+05
 0.26049537E-02 0.12278376E+05
 0.26575772E-02 0.12485499E+05
 0.27112637E-02 0.12694977E+05
 0.27660348E-02 0.12906798E+05
 0.28219123E-02 0.13120951E+05
 0.28789188E-02 0.13337424E+05
 0.29370766E-02 0.13556198E+05
 0.29964095E-02 0.13777257E+05
 0.30569409E-02 0.14000579E+05
 0.31186952E-02 0.14226144E+05
 0.31816978E-02 0.14453926E+05
 0.32459723E-02 0.14683899E+05
 0.33115451E-02 0.14916034E+05
 0.33784427E-02 0.15150298E+05
 0.34466919E-02 0.15386657E+05
 0.35163197E-02 0.15625076E+05
 0.35873537E-02 0.15865514E+05
 0.36598232E-02 0.16107926E+05
 0.37337563E-02 0.16352266E+05
 0.38091831E-02 0.16598484E+05
 0.38861334E-02 0.16846533E+05
 0.39646388E-02 0.17096355E+05
 0.40447293E-02 0.17347893E+05
 0.41264393E-02 0.17601084E+05
 0.42097992E-02 0.17855867E+05
 0.42948425E-02 0.18112174E+05
 0.43816040E-02 0.18369926E+05
 0.44701183E-02 0.18629041E+05
 0.45604203E-02 0.18889432E+05
 0.46525472E-02 0.19151012E+05
 0.47465344E-02 0.19413691E+05
 0.48424210E-02 0.19677396E+05
 0.49402444E-02 0.19942051E+05
 0.50400435E-02 0.20207580E+05
 0.51418589E-02 0.20473902E+05
 0.52457317E-02 0.20740918E+05
 0.53517036E-02 0.21008479E+05
 0.54598148E-02 0.21276426E+05
 0.55701104E-02 0.21544596E+05
 0.56826337E-02 0.21812820E+05
 0.57974309E-02 0.22080943E+05
 0.59145465E-02 0.22348838E+05
 0.60340283E-02 0.22616381E+05
 0.61559235E-02 0.22883443E+05
 0.62802811E-02 0.23149898E+05
 0.64071510E-02 0.23415596E+05
 0.65365843E-02 0.23680367E+05
 0.66686315E-02 0.23944033E+05
 0.68033468E-02 0.24206410E+05
 0.69407835E-02 0.24467311E+05
 0.70809964E-02 0.24726545E+05
 0.72240415E-02 0.24983910E+05
 0.73699774E-02 0.25239207E+05
 0.75188605E-02 0.25492227E+05
 0.76707508E-02 0.25742758E+05
 0.78257136E-02 0.25990582E+05
 0.79838037E-02 0.26235475E+05
 0.81450874E-02 0.26477205E+05
 0.83096288E-02 0.26715535E+05
 0.84774951E-02 0.26950234E+05
 0.86487513E-02 0.27181049E+05
 0.88234674E-02 0.27407725E+05
 0.90017123E-02 0.27629992E+05
 0.91835596E-02 0.27847592E+05
 0.93690790E-02 0.28060254E+05
 0.95583471E-02 0.28267701E+05
 0.97514391E-02 0.28469646E+05
 0.99484306E-02 0.28665807E+05
 0.10149402E-01 0.28855891E+05
 0.10354433E-01 0.29039607E+05
 0.10563606E-01 0.29216641E+05
 0.10777006E-01 0.29386639E+05
 0.10994715E-01 0.29549258E+05
 0.11216822E-01 0.29704145E+05
 0.11443418E-01 0.29850959E+05
 0.11674589E-01 0.29989420E+05
 0.11910431E-01 0.30119301E+05
 0.12151038E-01 0.30240381E+05
 0.12396505E-01 0.30352447E+05
 0.12646930E-01 0.30455271E+05
 0.12902415E-01 0.30548318E+05
 0.13163067E-01 0.30630834E+05
 0.13428980E-01 0.30702061E+05
 0.13700262E-01 0.30761242E+05
 0.13977026E-01 0.30807732E+05
 0.14259379E-01 0.30842018E+05
 0.14547437E-01 0.30865334E+05
 0.14841316E-01 0.30878945E+05
 0.15141129E-01 0.30884133E+05
 0.15447001E-01 0.30881949E+05
 0.15759049E-01 0.30871121E+05
 0.16077405E-01 0.30849035E+05
 0.16402189E-01 0.30813080E+05
 0.16733535E-01 0.30760670E+05
 0.17071573E-01 0.30689547E+05
