#           k/h    P           
 0.99999997E-04 0.44390488E+03
 0.10202013E-03 0.45264172E+03
 0.10408108E-03 0.46155560E+03
 0.10618366E-03 0.47065036E+03
 0.10832871E-03 0.47992996E+03
 0.11051710E-03 0.48939847E+03
 0.11274968E-03 0.49906003E+03
 0.11502737E-03 0.50891895E+03
 0.11735109E-03 0.51897955E+03
 0.11972173E-03 0.52924634E+03
 0.12214028E-03 0.53972394E+03
 0.12460767E-03 0.55041699E+03
 0.12712492E-03 0.56133051E+03
 0.12969300E-03 0.57246930E+03
 0.13231297E-03 0.58383862E+03
 0.13498588E-03 0.59544360E+03
 0.13771278E-03 0.60728967E+03
 0.14049475E-03 0.61938239E+03
 0.14333293E-03 0.63172736E+03
 0.14622846E-03 0.64433044E+03
 0.14918247E-03 0.65719763E+03
 0.15219615E-03 0.67033502E+03
 0.15527071E-03 0.68374896E+03
 0.15840739E-03 0.69744586E+03
 0.16160744E-03 0.71143243E+03
 0.16487212E-03 0.72571545E+03
 0.16820275E-03 0.74030188E+03
 0.17160067E-03 0.75519897E+03
 0.17506724E-03 0.77041406E+03
 0.17860383E-03 0.78595477E+03
 0.18221186E-03 0.80182886E+03
 0.18589280E-03 0.81804425E+03
 0.18964807E-03 0.83460925E+03
 0.19347922E-03 0.85153217E+03
 0.19738778E-03 0.86882172E+03
 0.20137527E-03 0.88648669E+03
 0.20544330E-03 0.90453625E+03
 0.20959355E-03 0.92297961E+03
 0.21382760E-03 0.94182635E+03
 0.21814722E-03 0.96108630E+03
 0.22255408E-03 0.98076947E+03
 0.22704997E-03 0.10008861E+04
 0.23163669E-03 0.10214468E+04
 0.23631606E-03 0.10424624E+04
 0.24108996E-03 0.10639438E+04
 0.24596031E-03 0.10859026E+04
 0.25092901E-03 0.11083500E+04
 0.25599814E-03 0.11312981E+04
 0.26116965E-03 0.11547588E+04
 0.26644560E-03 0.11787446E+04
 0.27182818E-03 0.12032682E+04
 0.27731949E-03 0.12283424E+04
 0.28292168E-03 0.12539805E+04
 0.28863709E-03 0.12801957E+04
 0.29446793E-03 0.13070022E+04
 0.30041661E-03 0.13344137E+04
 0.30648540E-03 0.13624443E+04
 0.31267683E-03 0.13911088E+04
 0.31899329E-03 0.14204215E+04
 0.32543740E-03 0.14503979E+04
 0.33201167E-03 0.14810531E+04
 0.33871876E-03 0.15124025E+04
 0.34556136E-03 0.15444617E+04
 0.35254212E-03 0.15772469E+04
 0.35966394E-03 0.16107747E+04
 0.36692963E-03 0.16450609E+04
 0.37434211E-03 0.16801223E+04
 0.38190430E-03 0.17159757E+04
 0.38961932E-03 0.17526382E+04
 0.39749016E-03 0.17901271E+04
 0.40552000E-03 0.18284595E+04
 0.41371203E-03 0.18676530E+04
 0.42206954E-03 0.19077251E+04
 0.43059592E-03 0.19486938E+04
 0.43929456E-03 0.19905773E+04
 0.44816890E-03 0.20333933E+04
 0.45722249E-03 0.20771599E+04
 0.46645897E-03 0.21218955E+04
 0.47588209E-03 0.21676184E+04
 0.48549555E-03 0.22143472E+04
 0.49530319E-03 0.22621001E+04
 0.50530903E-03 0.23108955E+04
 0.51551696E-03 0.23607522E+04
 0.52593107E-03 0.24116885E+04
 0.53655554E-03 0.24637231E+04
 0.54739468E-03 0.25168745E+04
 0.55845280E-03 0.25711614E+04
 0.56973431E-03 0.26266021E+04
 0.58124372E-03 0.26832153E+04
 0.59298560E-03 0.27410195E+04
 0.60496473E-03 0.28000334E+04
 0.61718578E-03 0.28602751E+04
 0.62965375E-03 0.29217629E+04
 0.64237369E-03 0.29845156E+04
 0.65535045E-03 0.30485508E+04
 0.66858943E-03 0.31138875E+04
 0.68209582E-03 0.31805432E+04
 0.69587503E-03 0.32485366E+04
 0.70993265E-03 0.33178853E+04
 0.72427420E-03 0.33886072E+04
 0.73890563E-03 0.34607209E+04
 0.75383246E-03 0.35342441E+04
 0.76906086E-03 0.36091948E+04
 0.78459689E-03 0.36855908E+04
 0.80044678E-03 0.37634497E+04
 0.81661687E-03 0.38427896E+04
 0.83311368E-03 0.39236282E+04
 0.84994361E-03 0.40059836E+04
 0.86711359E-03 0.40898730E+04
 0.88463066E-03 0.41753140E+04
 0.90250134E-03 0.42623252E+04
 0.92073303E-03 0.43509238E+04
 0.93933311E-03 0.44411279E+04
 0.95830887E-03 0.45329546E+04
 0.97766798E-03 0.46264219E+04
 0.99741819E-03 0.47215479E+04
 0.10175674E-02 0.48183506E+04
 0.10381236E-02 0.49168472E+04
 0.10590950E-02 0.50170557E+04
 0.10804901E-02 0.51189941E+04
 0.11023175E-02 0.52226802E+04
 0.11245857E-02 0.53281318E+04
 0.11473041E-02 0.54353667E+04
 0.11704812E-02 0.55444023E+04
 0.11941264E-02 0.56552563E+04
 0.12182494E-02 0.57679473E+04
 0.12428596E-02 0.58824927E+04
 0.12679670E-02 0.59989106E+04
 0.12935817E-02 0.61172178E+04
 0.13197137E-02 0.62374326E+04
 0.13463736E-02 0.63595718E+04
 0.13735722E-02 0.64836533E+04
 0.14013201E-02 0.66096943E+04
 0.14296286E-02 0.67377114E+04
 0.14585090E-02 0.68677212E+04
 0.14879731E-02 0.69997407E+04
 0.15180323E-02 0.71337861E+04
 0.15486985E-02 0.72698740E+04
 0.15799842E-02 0.74080195E+04
 0.16119020E-02 0.75482383E+04
 0.16444647E-02 0.76905454E+04
 0.16776850E-02 0.78349561E+04
 0.17115764E-02 0.79814844E+04
 0.17461524E-02 0.81301440E+04
 0.17814270E-02 0.82809482E+04
 0.18174142E-02 0.84339092E+04
 0.18541284E-02 0.85890400E+04
 0.18915841E-02 0.87463506E+04
 0.19297971E-02 0.89058535E+04
 0.19687817E-02 0.90675566E+04
 0.20085536E-02 0.92314707E+04
 0.20491290E-02 0.93976045E+04
 0.20905242E-02 0.95659639E+04
 0.21327557E-02 0.97365566E+04
 0.21758399E-02 0.99093887E+04
 0.22197948E-02 0.10084465E+05
 0.22646377E-02 0.10261788E+05
 0.23103864E-02 0.10441362E+05
 0.23570592E-02 0.10623188E+05
 0.24046749E-02 0.10807266E+05
 0.24532524E-02 0.10993594E+05
 0.25028118E-02 0.11182170E+05
 0.25533722E-02 0.11372989E+05
 0.26049537E-02 0.11566048E+05
 0.26575772E-02 0.11761337E+05
 0.27112637E-02 0.11958851E+05
 0.27660348E-02 0.12158576E+05
 0.28219123E-02 0.12360504E+05
