#           k/h    P           
 0.99999997E-04 0.32159882E+03
 0.10202013E-03 0.32808270E+03
 0.10408108E-03 0.33470700E+03
 0.10618366E-03 0.34147531E+03
 0.10832871E-03 0.34839130E+03
 0.11051710E-03 0.35545871E+03
 0.11274968E-03 0.36268158E+03
 0.11502737E-03 0.37006390E+03
 0.11735109E-03 0.37760995E+03
 0.11972173E-03 0.38532397E+03
 0.12214028E-03 0.39321051E+03
 0.12460767E-03 0.40127420E+03
 0.12712492E-03 0.40951984E+03
 0.12969300E-03 0.41795239E+03
 0.13231297E-03 0.42657697E+03
 0.13498588E-03 0.43539890E+03
 0.13771278E-03 0.44442365E+03
 0.14049475E-03 0.45365698E+03
 0.14333293E-03 0.46310474E+03
 0.14622846E-03 0.47277304E+03
 0.14918247E-03 0.48266815E+03
 0.15219615E-03 0.49279666E+03
 0.15527071E-03 0.50316534E+03
 0.15840739E-03 0.51378119E+03
 0.16160744E-03 0.52465149E+03
 0.16487212E-03 0.53578369E+03
 0.16820275E-03 0.54718567E+03
 0.17160067E-03 0.55886548E+03
 0.17506724E-03 0.57083148E+03
 0.17860383E-03 0.58309235E+03
 0.18221186E-03 0.59565698E+03
 0.18589280E-03 0.60853479E+03
 0.18964807E-03 0.62173523E+03
 0.19347922E-03 0.63526837E+03
 0.19738778E-03 0.64914453E+03
 0.20137527E-03 0.66337427E+03
 0.20544330E-03 0.67796875E+03
 0.20959355E-03 0.69293927E+03
 0.21382760E-03 0.70829779E+03
 0.21814722E-03 0.72405652E+03
 0.22255408E-03 0.74022803E+03
 0.22704997E-03 0.75682550E+03
 0.23163669E-03 0.77386230E+03
 0.23631606E-03 0.79135254E+03
 0.24108996E-03 0.80931061E+03
 0.24596031E-03 0.82775146E+03
 0.25092901E-03 0.84669031E+03
 0.25599814E-03 0.86614307E+03
 0.26116965E-03 0.88612610E+03
 0.26644560E-03 0.90665643E+03
 0.27182818E-03 0.92775140E+03
 0.27731949E-03 0.94942865E+03
 0.28292168E-03 0.97170660E+03
 0.28863709E-03 0.99460431E+03
 0.29446793E-03 0.10181414E+04
 0.30041661E-03 0.10423378E+04
 0.30648540E-03 0.10672136E+04
 0.31267683E-03 0.10927903E+04
 0.31899329E-03 0.11190892E+04
 0.32543740E-03 0.11461331E+04
 0.33201167E-03 0.11739442E+04
 0.33871876E-03 0.12025454E+04
 0.34556136E-03 0.12319606E+04
 0.35254212E-03 0.12622140E+04
 0.35966394E-03 0.12933307E+04
 0.36692963E-03 0.13253354E+04
 0.37434211E-03 0.13582537E+04
 0.38190430E-03 0.13921113E+04
 0.38961932E-03 0.14269353E+04
 0.39749016E-03 0.14627528E+04
 0.40552000E-03 0.14995908E+04
 0.41371203E-03 0.15374766E+04
 0.42206954E-03 0.15764381E+04
 0.43059592E-03 0.16165040E+04
 0.43929456E-03 0.16577032E+04
