#           k/h    P           
 0.99999997E-04 0.37539291E+03
 0.10202013E-03 0.38287854E+03
 0.10408108E-03 0.39052148E+03
 0.10618366E-03 0.39832550E+03
 0.10832871E-03 0.40629446E+03
 0.11051710E-03 0.41443228E+03
 0.11274968E-03 0.42274310E+03
 0.11502737E-03 0.43123114E+03
 0.11735109E-03 0.43990073E+03
 0.11972173E-03 0.44875632E+03
 0.12214028E-03 0.45780252E+03
 0.12460767E-03 0.46704410E+03
 0.12712492E-03 0.47648593E+03
 0.12969300E-03 0.48613309E+03
 0.13231297E-03 0.49599069E+03
 0.13498588E-03 0.50606418E+03
 0.13771278E-03 0.51635907E+03
 0.14049475E-03 0.52688110E+03
 0.14333293E-03 0.53763611E+03
 0.14622846E-03 0.54863019E+03
 0.14918247E-03 0.55986963E+03
 0.15219615E-03 0.57136084E+03
 0.15527071E-03 0.58311060E+03
 0.15840739E-03 0.59512561E+03
 0.16160744E-03 0.60741315E+03
 0.16487212E-03 0.61998041E+03
 0.16820275E-03 0.63283502E+03
 0.17160067E-03 0.64598480E+03
 0.17506724E-03 0.65943781E+03
 0.17860383E-03 0.67320233E+03
 0.18221186E-03 0.68728693E+03
 0.18589280E-03 0.70170050E+03
 0.18964807E-03 0.71645215E+03
 0.19347922E-03 0.73155127E+03
 0.19738778E-03 0.74700763E+03
 0.20137527E-03 0.76283118E+03
 0.20544330E-03 0.77903229E+03
 0.20959355E-03 0.79562158E+03
 0.21382760E-03 0.81260999E+03
 0.21814722E-03 0.83000897E+03
 0.22255408E-03 0.84783008E+03
 0.22704997E-03 0.86608521E+03
 0.23163669E-03 0.88478680E+03
 0.23631606E-03 0.90394745E+03
 0.24108996E-03 0.92358044E+03
 0.24596031E-03 0.94369904E+03
 0.25092901E-03 0.96431702E+03
 0.25599814E-03 0.98544861E+03
 0.26116965E-03 0.10071084E+04
 0.26644560E-03 0.10293115E+04
 0.27182818E-03 0.10520732E+04
 0.27731949E-03 0.10754092E+04
 0.28292168E-03 0.10993356E+04
 0.28863709E-03 0.11238690E+04
 0.29446793E-03 0.11490266E+04
 0.30041661E-03 0.11748256E+04
 0.30648540E-03 0.12012834E+04
 0.31267683E-03 0.12284185E+04
 0.31899329E-03 0.12562493E+04
 0.32543740E-03 0.12847948E+04
 0.33201167E-03 0.13140741E+04
 0.33871876E-03 0.13441069E+04
 0.34556136E-03 0.13749131E+04
 0.35254212E-03 0.14065131E+04
 0.35966394E-03 0.14389279E+04
 0.36692963E-03 0.14721781E+04
 0.37434211E-03 0.15062852E+04
 0.38190430E-03 0.15412703E+04
 0.38961932E-03 0.15771558E+04
 0.39749016E-03 0.16139640E+04
 0.40552000E-03 0.16517169E+04
 0.41371203E-03 0.16904371E+04
 0.42206954E-03 0.17301475E+04
 0.43059592E-03 0.17708711E+04
 0.43929456E-03 0.18126315E+04
 0.44816890E-03 0.18554517E+04
 0.45722249E-03 0.18993546E+04
 0.46645897E-03 0.19443641E+04
 0.47588209E-03 0.19905038E+04
 0.48549555E-03 0.20377974E+04
 0.49530319E-03 0.20862681E+04
 0.50530903E-03 0.21359397E+04
 0.51551696E-03 0.21868354E+04
 0.52593107E-03 0.22389790E+04
 0.53655554E-03 0.22923940E+04
 0.54739468E-03 0.23471035E+04
 0.55845280E-03 0.24031304E+04
 0.56973431E-03 0.24604978E+04
 0.58124372E-03 0.25192285E+04
 0.59298560E-03 0.25793450E+04
 0.60496473E-03 0.26408696E+04
 0.61718578E-03 0.27038242E+04
 0.62965375E-03 0.27682307E+04
 0.64237369E-03 0.28341106E+04
 0.65535045E-03 0.29014846E+04
 0.66858943E-03 0.29703743E+04
 0.68209582E-03 0.30408000E+04
 0.69587503E-03 0.31127825E+04
 0.70993265E-03 0.31863408E+04
 0.72427420E-03 0.32614951E+04
 0.73890563E-03 0.33382646E+04
 0.75383246E-03 0.34166689E+04
 0.76906086E-03 0.34967261E+04
 0.78459689E-03 0.35784541E+04
 0.80044678E-03 0.36618706E+04
 0.81661687E-03 0.37469944E+04
