#           k/h    P           
 0.99999997E-04 0.17081583E+03
 0.10202013E-03 0.17438728E+03
 0.10408108E-03 0.17804367E+03
 0.10618366E-03 0.18178757E+03
 0.10832871E-03 0.18562164E+03
 0.11051710E-03 0.18954869E+03
 0.11274968E-03 0.19357166E+03
 0.11502737E-03 0.19769359E+03
 0.11735109E-03 0.20191762E+03
 0.11972173E-03 0.20624704E+03
 0.12214028E-03 0.21068529E+03
 0.12460767E-03 0.21523598E+03
 0.12712492E-03 0.21990286E+03
 0.12969300E-03 0.22468982E+03
 0.13231297E-03 0.22960092E+03
 0.13498588E-03 0.23464043E+03
 0.13771278E-03 0.23981281E+03
 0.14049475E-03 0.24512271E+03
 0.14333293E-03 0.25057500E+03
 0.14622846E-03 0.25617471E+03
 0.14918247E-03 0.26192715E+03
 0.15219615E-03 0.26783789E+03
 0.15527071E-03 0.27391272E+03
 0.15840739E-03 0.28015771E+03
 0.16160744E-03 0.28657919E+03
 0.16487212E-03 0.29318378E+03
 0.16820275E-03 0.29997842E+03
 0.17160067E-03 0.30697046E+03
 0.17506724E-03 0.31416745E+03
 0.17860383E-03 0.32157733E+03
 0.18221186E-03 0.32920850E+03
 0.18589280E-03 0.33706961E+03
 0.18964807E-03 0.34516989E+03
 0.19347922E-03 0.35351886E+03
 0.19738778E-03 0.36212656E+03
 0.20137527E-03 0.37100345E+03
 0.20544330E-03 0.38016052E+03
 0.20959355E-03 0.38960928E+03
 0.21382760E-03 0.39936179E+03
 0.21814722E-03 0.40943063E+03
 0.22255408E-03 0.41982904E+03
 0.22704997E-03 0.43057074E+03
 0.23163669E-03 0.44167026E+03
 0.23631606E-03 0.45314273E+03
 0.24108996E-03 0.46500400E+03
 0.24596031E-03 0.47727063E+03
 0.25092901E-03 0.48995987E+03
 0.25599814E-03 0.50308984E+03
 0.26116965E-03 0.51667957E+03
 0.26644560E-03 0.53074890E+03
 0.27182818E-03 0.54531848E+03
 0.27731949E-03 0.56040973E+03
 0.28292168E-03 0.57604535E+03
 0.28863709E-03 0.59224890E+03
 0.29446793E-03 0.60904510E+03
 0.30041661E-03 0.62645953E+03
 0.30648540E-03 0.64451868E+03
 0.31267683E-03 0.66325049E+03
 0.31899329E-03 0.68268402E+03
 0.32543740E-03 0.70284985E+03
