#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.418963E+08   0.418963E+08   0.558413E+08   0.558408E+08   0.418996E+08   0.418963E+08   0.418963E+08   0.419112E+08  -0.450212E+00   0.110881E+08   0.110881E+08   0.818739E+01   0.122861E+07   0.451866E+00  -0.111479E+15
   0.109829E-04   0.418923E+08   0.418923E+08   0.558315E+08   0.558309E+08   0.418955E+08   0.418923E+08   0.418923E+08   0.419072E+08  -0.450169E+00   0.110874E+08   0.110874E+08   0.904000E+01   0.100768E+07   0.451821E+00  -0.100955E+15
   0.121272E-04   0.418874E+08   0.418874E+08   0.558196E+08   0.558188E+08   0.418906E+08   0.418874E+08   0.418874E+08   0.419023E+08  -0.450117E+00   0.110867E+08   0.110867E+08   0.998130E+01   0.826468E+06   0.451767E+00  -0.914237E+14
   0.133906E-04   0.418814E+08   0.418814E+08   0.558050E+08   0.558041E+08   0.418847E+08   0.418814E+08   0.418814E+08   0.418963E+08  -0.450053E+00   0.110858E+08   0.110858E+08   0.110205E+02   0.677840E+06   0.451702E+00  -0.827909E+14
   0.147857E-04   0.418742E+08   0.418742E+08   0.557872E+08   0.557862E+08   0.418774E+08   0.418742E+08   0.418742E+08   0.418891E+08  -0.449975E+00   0.110847E+08   0.110847E+08   0.121677E+02   0.555935E+06   0.451622E+00  -0.749719E+14
   0.163261E-04   0.418653E+08   0.418653E+08   0.557656E+08   0.557643E+08   0.418685E+08   0.418653E+08   0.418653E+08   0.418802E+08  -0.449880E+00   0.110834E+08   0.110834E+08   0.134341E+02   0.455949E+06   0.451524E+00  -0.678899E+14
   0.180270E-04   0.418546E+08   0.418546E+08   0.557392E+08   0.557376E+08   0.418577E+08   0.418546E+08   0.418546E+08   0.418695E+08  -0.449764E+00   0.110817E+08   0.110817E+08   0.148321E+02   0.373940E+06   0.451406E+00  -0.614753E+14
   0.199051E-04   0.418415E+08   0.418414E+08   0.557071E+08   0.557052E+08   0.418446E+08   0.418415E+08   0.418415E+08   0.418563E+08  -0.449623E+00   0.110797E+08   0.110797E+08   0.163751E+02   0.306677E+06   0.451261E+00  -0.556649E+14
   0.219788E-04   0.418255E+08   0.418255E+08   0.556680E+08   0.556656E+08   0.418286E+08   0.418255E+08   0.418255E+08   0.418404E+08  -0.449451E+00   0.110773E+08   0.110773E+08   0.180781E+02   0.251508E+06   0.451086E+00  -0.504017E+14
   0.242687E-04   0.418061E+08   0.418061E+08   0.556204E+08   0.556175E+08   0.418091E+08   0.418061E+08   0.418061E+08   0.418209E+08  -0.449243E+00   0.110744E+08   0.110744E+08   0.199574E+02   0.206259E+06   0.450872E+00  -0.456341E+14
