#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.229705E+08   0.229705E+08   0.306125E+08   0.306120E+08   0.229730E+08   0.229706E+08   0.229705E+08   0.229787E+08  -0.458494E+00   0.992967E+07   0.992967E+07   0.660920E+01   0.112833E+07   0.498708E+00  -0.998327E+14
   0.109829E-04   0.229702E+08   0.229702E+08   0.306088E+08   0.306083E+08   0.229727E+08   0.229703E+08   0.229702E+08   0.229784E+08  -0.458488E+00   0.992960E+07   0.992960E+07   0.729753E+01   0.925454E+06   0.498699E+00  -0.904126E+14
   0.121272E-04   0.229699E+08   0.229699E+08   0.306044E+08   0.306037E+08   0.229724E+08   0.229699E+08   0.229699E+08   0.229781E+08  -0.458481E+00   0.992951E+07   0.992951E+07   0.805750E+01   0.759059E+06   0.498688E+00  -0.818812E+14
   0.133906E-04   0.229694E+08   0.229694E+08   0.305989E+08   0.305981E+08   0.229719E+08   0.229695E+08   0.229694E+08   0.229776E+08  -0.458472E+00   0.992941E+07   0.992941E+07   0.889653E+01   0.622583E+06   0.498675E+00  -0.741547E+14
   0.147857E-04   0.229689E+08   0.229689E+08   0.305923E+08   0.305913E+08   0.229714E+08   0.229689E+08   0.229689E+08   0.229771E+08  -0.458462E+00   0.992928E+07   0.992928E+07   0.982284E+01   0.510645E+06   0.498658E+00  -0.671571E+14
   0.163261E-04   0.229683E+08   0.229683E+08   0.305842E+08   0.305830E+08   0.229707E+08   0.229683E+08   0.229683E+08   0.229764E+08  -0.458449E+00   0.992912E+07   0.992912E+07   0.108455E+02   0.418834E+06   0.498639E+00  -0.608197E+14
   0.180270E-04   0.229675E+08   0.229675E+08   0.305743E+08   0.305729E+08   0.229699E+08   0.229675E+08   0.229675E+08   0.229757E+08  -0.458433E+00   0.992893E+07   0.992893E+07   0.119743E+02   0.343531E+06   0.498614E+00  -0.550802E+14
   0.199051E-04   0.229665E+08   0.229665E+08   0.305623E+08   0.305606E+08   0.229689E+08   0.229665E+08   0.229665E+08   0.229747E+08  -0.458413E+00   0.992869E+07   0.992869E+07   0.132205E+02   0.281767E+06   0.498585E+00  -0.498820E+14
   0.219788E-04   0.229653E+08   0.229653E+08   0.305477E+08   0.305456E+08   0.229677E+08   0.229653E+08   0.229653E+08   0.229735E+08  -0.458390E+00   0.992841E+07   0.992841E+07   0.145960E+02   0.231109E+06   0.498549E+00  -0.451742E+14
   0.242687E-04   0.229639E+08   0.229639E+08   0.305298E+08   0.305273E+08   0.229662E+08   0.229639E+08   0.229639E+08   0.229721E+08  -0.458361E+00   0.992806E+07   0.992806E+07   0.161142E+02   0.189559E+06   0.498506E+00  -0.409105E+14
   0.267970E-04   0.229621E+08   0.229621E+08   0.305081E+08   0.305050E+08   0.229644E+08   0.229622E+08   0.229621E+08   0.229703E+08  -0.458326E+00   0.992764E+07   0.992764E+07   0.177897E+02   0.155480E+06   0.498453E+00  -0.370489E+14
   0.295888E-04   0.229600E+08   0.229600E+08   0.304816E+08   0.304778E+08   0.229622E+08   0.229600E+08   0.229600E+08   0.229682E+08  -0.458283E+00   0.992712E+07   0.992712E+07   0.196386E+02   0.127529E+06   0.498388E+00  -0.335515E+14
   0.326714E-04   0.229574E+08   0.229574E+08   0.304494E+08   0.304447E+08   0.229595E+08   0.229574E+08   0.229574E+08   0.229656E+08  -0.458231E+00   0.992649E+07   0.992649E+07   0.216786E+02   0.104603E+06   0.498310E+00  -0.303839E+14
