#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.391907E+08   0.391907E+08   0.522327E+08   0.522322E+08   0.391940E+08   0.391907E+08   0.391907E+08   0.392047E+08  -0.421162E+00   0.134492E+08   0.134492E+08   0.856229E+01   0.131034E+07   0.140949E+00  -0.135218E+15
   0.109829E-04   0.391887E+08   0.391887E+08   0.522253E+08   0.522247E+08   0.391919E+08   0.391887E+08   0.391887E+08   0.392027E+08  -0.421140E+00   0.134485E+08   0.134485E+08   0.945394E+01   0.107457E+07   0.141058E+00  -0.122454E+15
   0.121272E-04   0.391863E+08   0.391863E+08   0.522162E+08   0.522155E+08   0.391895E+08   0.391863E+08   0.391863E+08   0.392002E+08  -0.421113E+00   0.134477E+08   0.134477E+08   0.104383E+02   0.881188E+06   0.141191E+00  -0.110893E+15
   0.133906E-04   0.391833E+08   0.391833E+08   0.522052E+08   0.522043E+08   0.391864E+08   0.391833E+08   0.391833E+08   0.391972E+08  -0.421081E+00   0.134468E+08   0.134468E+08   0.115251E+02   0.722578E+06   0.141353E+00  -0.100423E+15
   0.147857E-04   0.391796E+08   0.391796E+08   0.521918E+08   0.521907E+08   0.391828E+08   0.391796E+08   0.391796E+08   0.391936E+08  -0.421042E+00   0.134456E+08   0.134456E+08   0.127248E+02   0.592487E+06   0.141550E+00  -0.909401E+14
   0.163261E-04   0.391752E+08   0.391752E+08   0.521754E+08   0.521740E+08   0.391783E+08   0.391752E+08   0.391752E+08   0.391891E+08  -0.420994E+00   0.134442E+08   0.134442E+08   0.140492E+02   0.485787E+06   0.141790E+00  -0.823509E+14
   0.180270E-04   0.391697E+08   0.391697E+08   0.521554E+08   0.521538E+08   0.391728E+08   0.391697E+08   0.391697E+08   0.391837E+08  -0.420936E+00   0.134425E+08   0.134425E+08   0.155112E+02   0.398272E+06   0.142081E+00  -0.745713E+14
   0.199051E-04   0.391631E+08   0.391631E+08   0.521311E+08   0.521291E+08   0.391662E+08   0.391631E+08   0.391631E+08   0.391771E+08  -0.420864E+00   0.134403E+08   0.134403E+08   0.171248E+02   0.326493E+06   0.142436E+00  -0.675247E+14
   0.219788E-04   0.391551E+08   0.391551E+08   0.521014E+08   0.520990E+08   0.391581E+08   0.391551E+08   0.391551E+08   0.391690E+08  -0.420778E+00   0.134378E+08   0.134378E+08   0.189057E+02   0.267620E+06   0.142867E+00  -0.611418E+14
   0.242687E-04   0.391452E+08   0.391452E+08   0.520652E+08   0.520623E+08   0.391482E+08   0.391452E+08   0.391452E+08   0.391592E+08  -0.420672E+00   0.134346E+08   0.134346E+08   0.208711E+02   0.219334E+06   0.143390E+00  -0.553600E+14
   0.267970E-04   0.391333E+08   0.391333E+08   0.520212E+08   0.520176E+08   0.391362E+08   0.391333E+08   0.391333E+08   0.391472E+08  -0.420543E+00   0.134308E+08   0.134308E+08   0.230397E+02   0.179730E+06   0.144025E+00  -0.501224E+14
   0.295888E-04   0.391187E+08   0.391187E+08   0.519676E+08   0.519632E+08   0.391215E+08   0.391187E+08   0.391187E+08   0.391326E+08  -0.420386E+00   0.134262E+08   0.134262E+08   0.254323E+02   0.147248E+06   0.144794E+00  -0.453776E+14
   0.326714E-04   0.391009E+08   0.391009E+08   0.519022E+08   0.518969E+08   0.391036E+08   0.391009E+08   0.391009E+08   0.391148E+08  -0.420195E+00   0.134205E+08   0.134205E+08   0.280714E+02   0.120607E+06   0.145724E+00  -0.410788E+14
   0.360752E-04   0.390793E+08   0.390792E+08   0.518226E+08   0.518161E+08   0.390819E+08   0.390793E+08   0.390793E+08   0.390931E+08  -0.419962E+00   0.134137E+08   0.134137E+08   0.309819E+02   0.987574E+05   0.146848E+00  -0.371838E+14
   0.398336E-04   0.390529E+08   0.390529E+08   0.517258E+08   0.517179E+08   0.390554E+08   0.390529E+08   0.390529E+08   0.390667E+08  -0.419679E+00   0.134053E+08   0.134053E+08   0.341908E+02   0.808379E+05   0.148203E+00  -0.336545E+14
   0.439836E-04   0.390208E+08   0.390208E+08   0.516079E+08   0.515983E+08   0.390231E+08   0.390208E+08   0.390208E+08   0.390346E+08  -0.419334E+00   0.133952E+08   0.133951E+08   0.377275E+02   0.661420E+05   0.149834E+00  -0.304560E+14
   0.485659E-04   0.389818E+08   0.389818E+08   0.514646E+08   0.514529E+08   0.389839E+08   0.389818E+08   0.389818E+08   0.389956E+08  -0.418914E+00   0.133828E+08   0.133828E+08   0.416239E+02   0.540906E+05   0.151789E+00  -0.275570E+14
   0.536256E-04   0.389343E+08   0.389343E+08   0.512903E+08   0.512760E+08   0.389362E+08   0.389343E+08   0.389343E+08   0.389480E+08  -0.418403E+00   0.133679E+08   0.133679E+08   0.459145E+02   0.442084E+05   0.154126E+00  -0.249291E+14
   0.592125E-04   0.388766E+08   0.388766E+08   0.510786E+08   0.510612E+08   0.388782E+08   0.388766E+08   0.388766E+08   0.388903E+08  -0.417783E+00   0.133498E+08   0.133497E+08   0.506364E+02   0.361060E+05   0.156909E+00  -0.225463E+14
   0.653814E-04   0.388066E+08   0.388066E+08   0.508216E+08   0.508005E+08   0.388078E+08   0.388066E+08   0.388066E+08   0.388202E+08  -0.417029E+00   0.133278E+08   0.133278E+08   0.558291E+02   0.294637E+05   0.160205E+00  -0.203855E+14
   0.721930E-04   0.387216E+08   0.387216E+08   0.505099E+08   0.504844E+08   0.387223E+08   0.387216E+08   0.387216E+08   0.387351E+08  -0.416115E+00   0.133014E+08   0.133013E+08   0.615347E+02   0.240197E+05   0.164089E+00  -0.184254E+14
