#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.311951E+08   0.311951E+08   0.415764E+08   0.415760E+08   0.311980E+08   0.311951E+08   0.311951E+08   0.312063E+08  -0.458397E+00   0.992929E+07   0.992929E+07   0.726702E+01   0.112836E+07   0.526775E+00  -0.998289E+14
   0.109829E-04   0.311935E+08   0.311935E+08   0.415705E+08   0.415699E+08   0.311964E+08   0.311935E+08   0.311935E+08   0.312046E+08  -0.458373E+00   0.992901E+07   0.992901E+07   0.802383E+01   0.925499E+06   0.526736E+00  -0.904072E+14
   0.121272E-04   0.311915E+08   0.311915E+08   0.415633E+08   0.415626E+08   0.311944E+08   0.311916E+08   0.311915E+08   0.312027E+08  -0.458344E+00   0.992867E+07   0.992867E+07   0.885940E+01   0.759113E+06   0.526690E+00  -0.818743E+14
   0.133906E-04   0.311891E+08   0.311891E+08   0.415545E+08   0.415537E+08   0.311920E+08   0.311892E+08   0.311891E+08   0.312003E+08  -0.458309E+00   0.992826E+07   0.992826E+07   0.978188E+01   0.622644E+06   0.526632E+00  -0.741461E+14
   0.147857E-04   0.311862E+08   0.311862E+08   0.415438E+08   0.415428E+08   0.311890E+08   0.311862E+08   0.311862E+08   0.311973E+08  -0.458266E+00   0.992776E+07   0.992776E+07   0.108003E+02   0.510713E+06   0.526563E+00  -0.671469E+14
   0.163261E-04   0.311826E+08   0.311826E+08   0.415308E+08   0.415296E+08   0.311854E+08   0.311827E+08   0.311826E+08   0.311938E+08  -0.458214E+00   0.992714E+07   0.992714E+07   0.119246E+02   0.418907E+06   0.526478E+00  -0.608076E+14
   0.180270E-04   0.311783E+08   0.311783E+08   0.415149E+08   0.415134E+08   0.311810E+08   0.311783E+08   0.311783E+08   0.311894E+08  -0.458150E+00   0.992640E+07   0.992640E+07   0.131657E+02   0.343608E+06   0.526374E+00  -0.550661E+14
   0.199051E-04   0.311730E+08   0.311730E+08   0.414956E+08   0.414938E+08   0.311757E+08   0.311730E+08   0.311730E+08   0.311841E+08  -0.458072E+00   0.992549E+07   0.992549E+07   0.145356E+02   0.281848E+06   0.526249E+00  -0.498659E+14
   0.219788E-04   0.311666E+08   0.311666E+08   0.414720E+08   0.414698E+08   0.311692E+08   0.311666E+08   0.311666E+08   0.311777E+08  -0.457977E+00   0.992438E+07   0.992438E+07   0.160477E+02   0.231192E+06   0.526096E+00  -0.451559E+14
   0.242687E-04   0.311587E+08   0.311587E+08   0.414433E+08   0.414406E+08   0.311613E+08   0.311587E+08   0.311587E+08   0.311698E+08  -0.457862E+00   0.992303E+07   0.992303E+07   0.177165E+02   0.189644E+06   0.525909E+00  -0.408898E+14
   0.267970E-04   0.311492E+08   0.311491E+08   0.414083E+08   0.414050E+08   0.311517E+08   0.311492E+08   0.311492E+08   0.311602E+08  -0.457721E+00   0.992138E+07   0.992138E+07   0.195582E+02   0.155567E+06   0.525683E+00  -0.370256E+14
   0.295888E-04   0.311375E+08   0.311375E+08   0.413657E+08   0.413617E+08   0.311400E+08   0.311375E+08   0.311375E+08   0.311486E+08  -0.457550E+00   0.991938E+07   0.991938E+07   0.215903E+02   0.127616E+06   0.525408E+00  -0.335253E+14
   0.326714E-04   0.311234E+08   0.311234E+08   0.413138E+08   0.413090E+08   0.311258E+08   0.311234E+08   0.311234E+08   0.311344E+08  -0.457342E+00   0.991694E+07   0.991694E+07   0.238323E+02   0.104691E+06   0.525073E+00  -0.303547E+14
