#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.237965E+08   0.237965E+08   0.317155E+08   0.317151E+08   0.237990E+08   0.237965E+08   0.237965E+08   0.238050E+08  -0.474946E+00   0.560574E+07   0.560574E+07   0.603736E+01   0.622992E+06   0.798463E+00  -0.563600E+14
   0.109829E-04   0.237955E+08   0.237955E+08   0.317113E+08   0.317108E+08   0.237979E+08   0.237955E+08   0.237955E+08   0.238039E+08  -0.474925E+00   0.560565E+07   0.560565E+07   0.666613E+01   0.511128E+06   0.798399E+00  -0.510414E+14
   0.121272E-04   0.237942E+08   0.237942E+08   0.317061E+08   0.317055E+08   0.237966E+08   0.237942E+08   0.237942E+08   0.238027E+08  -0.474900E+00   0.560553E+07   0.560553E+07   0.736033E+01   0.419378E+06   0.798322E+00  -0.462246E+14
   0.133906E-04   0.237927E+08   0.237927E+08   0.316998E+08   0.316990E+08   0.237951E+08   0.237927E+08   0.237927E+08   0.238011E+08  -0.474869E+00   0.560539E+07   0.560539E+07   0.812675E+01   0.344124E+06   0.798228E+00  -0.418621E+14
   0.147857E-04   0.237908E+08   0.237908E+08   0.316921E+08   0.316912E+08   0.237932E+08   0.237908E+08   0.237908E+08   0.237993E+08  -0.474832E+00   0.560522E+07   0.560522E+07   0.897288E+01   0.282401E+06   0.798113E+00  -0.379112E+14
   0.163261E-04   0.237885E+08   0.237885E+08   0.316827E+08   0.316816E+08   0.237909E+08   0.237885E+08   0.237885E+08   0.237970E+08  -0.474787E+00   0.560501E+07   0.560501E+07   0.990698E+01   0.231776E+06   0.797973E+00  -0.343329E+14
   0.180270E-04   0.237857E+08   0.237857E+08   0.316712E+08   0.316699E+08   0.237881E+08   0.237858E+08   0.237857E+08   0.237942E+08  -0.474731E+00   0.560476E+07   0.560476E+07   0.109381E+02   0.190254E+06   0.797802E+00  -0.310921E+14
   0.199051E-04   0.237824E+08   0.237824E+08   0.316573E+08   0.316557E+08   0.237847E+08   0.237824E+08   0.237824E+08   0.237908E+08  -0.474663E+00   0.560445E+07   0.560444E+07   0.120764E+02   0.156197E+06   0.797594E+00  -0.281569E+14
   0.219788E-04   0.237782E+08   0.237782E+08   0.316403E+08   0.316384E+08   0.237805E+08   0.237782E+08   0.237782E+08   0.237867E+08  -0.474581E+00   0.560407E+07   0.560407E+07   0.133328E+02   0.128263E+06   0.797341E+00  -0.254985E+14
   0.242687E-04   0.237732E+08   0.237732E+08   0.316196E+08   0.316172E+08   0.237755E+08   0.237732E+08   0.237732E+08   0.237817E+08  -0.474481E+00   0.560361E+07   0.560361E+07   0.147195E+02   0.105352E+06   0.797032E+00  -0.230907E+14
   0.267970E-04   0.237671E+08   0.237671E+08   0.315944E+08   0.315915E+08   0.237693E+08   0.237671E+08   0.237671E+08   0.237755E+08  -0.474358E+00   0.560305E+07   0.560304E+07   0.162498E+02   0.865599E+05   0.796657E+00  -0.209100E+14
   0.295888E-04   0.237596E+08   0.237596E+08   0.315637E+08   0.315601E+08   0.237618E+08   0.237597E+08   0.237596E+08   0.237681E+08  -0.474210E+00   0.560236E+07   0.560236E+07   0.179385E+02   0.711463E+05   0.796200E+00  -0.189348E+14
   0.326714E-04   0.237506E+08   0.237506E+08   0.315263E+08   0.315219E+08   0.237526E+08   0.237506E+08   0.237506E+08   0.237590E+08  -0.474029E+00   0.560153E+07   0.560153E+07   0.198016E+02   0.585037E+05   0.795643E+00  -0.171457E+14
   0.360752E-04   0.237396E+08   0.237395E+08   0.314807E+08   0.314755E+08   0.237415E+08   0.237396E+08   0.237396E+08   0.237480E+08  -0.473808E+00   0.560052E+07   0.560051E+07   0.218569E+02   0.481338E+05   0.794967E+00  -0.155251E+14
   0.398336E-04   0.237261E+08   0.237261E+08   0.314253E+08   0.314189E+08   0.237280E+08   0.237262E+08   0.237261E+08   0.237345E+08  -0.473540E+00   0.559928E+07   0.559928E+07   0.241236E+02   0.396277E+05   0.794145E+00  -0.140572E+14
   0.439836E-04   0.237098E+08   0.237098E+08   0.313578E+08   0.313500E+08   0.237115E+08   0.237098E+08   0.237098E+08   0.237182E+08  -0.473214E+00   0.559778E+07   0.559778E+07   0.266229E+02   0.326503E+05   0.793146E+00  -0.127274E+14
   0.485659E-04   0.236900E+08   0.236900E+08   0.312758E+08   0.312663E+08   0.236916E+08   0.236900E+08   0.236900E+08   0.236984E+08  -0.472819E+00   0.559595E+07   0.559595E+07   0.293777E+02   0.269265E+05   0.791933E+00  -0.115228E+14
   0.536256E-04   0.236660E+08   0.236660E+08   0.311761E+08   0.311646E+08   0.236673E+08   0.236660E+08   0.236660E+08   0.236743E+08  -0.472338E+00   0.559373E+07   0.559373E+07   0.324130E+02   0.222307E+05   0.790463E+00  -0.104315E+14
   0.592125E-04   0.236368E+08   0.236368E+08   0.310551E+08   0.310410E+08   0.236379E+08   0.236368E+08   0.236368E+08   0.236451E+08  -0.471755E+00   0.559104E+07   0.559103E+07   0.357559E+02   0.183779E+05   0.788683E+00  -0.944268E+13
   0.653814E-04   0.236015E+08   0.236015E+08   0.309082E+08   0.308911E+08   0.236022E+08   0.236015E+08   0.236015E+08   0.236097E+08  -0.471049E+00   0.558777E+07   0.558776E+07   0.394353E+02   0.152161E+05   0.786529E+00  -0.854673E+13
   0.721930E-04   0.235587E+08   0.235587E+08   0.307301E+08   0.307093E+08   0.235591E+08   0.235587E+08   0.235587E+08   0.235670E+08  -0.470195E+00   0.558380E+07   0.558379E+07   0.434823E+02   0.126209E+05   0.783930E+00  -0.773483E+13
   0.797142E-04   0.235071E+08   0.235071E+08   0.305144E+08   0.304892E+08   0.235070E+08   0.235071E+08   0.235071E+08   0.235153E+08  -0.469164E+00   0.557900E+07   0.557899E+07   0.479298E+02   0.104899E+05   0.780797E+00  -0.699901E+13
   0.880190E-04   0.234449E+08   0.234449E+08   0.302537E+08   0.302231E+08   0.234442E+08   0.234449E+08   0.234449E+08   0.234530E+08  -0.467921E+00   0.557319E+07   0.557318E+07   0.528125E+02   0.873933E+04   0.777033E+00  -0.633203E+13
   0.971891E-04   0.233701E+08   0.233701E+08   0.299390E+08   0.299020E+08   0.233687E+08   0.233701E+08   0.233701E+08   0.233781E+08  -0.466426E+00   0.556618E+07   0.556616E+07   0.581660E+02   0.730014E+04   0.772523E+00  -0.572738E+13
   0.107314E-03   0.232804E+08   0.232804E+08   0.295602E+08   0.295154E+08   0.232782E+08   0.232804E+08   0.232804E+08   0.232883E+08  -0.464634E+00   0.555774E+07   0.555772E+07   0.640266E+02   0.611581E+04   0.767138E+00  -0.517912E+13
   0.118495E-03   0.231733E+08   0.231732E+08   0.291051E+08   0.290510E+08   0.231700E+08   0.231733E+08   0.231733E+08   0.231810E+08  -0.462493E+00   0.554759E+07   0.554757E+07   0.704301E+02   0.513984E+04   0.760738E+00  -0.468189E+13
   0.130840E-03   0.230458E+08   0.230457E+08   0.285604E+08   0.284952E+08   0.230413E+08   0.230458E+08   0.230458E+08   0.230534E+08  -0.459945E+00   0.553544E+07   0.553541E+07   0.774107E+02   0.433404E+04   0.753169E+00  -0.423085E+13
   0.144471E-03   0.228948E+08   0.228947E+08   0.279107E+08   0.278324E+08   0.228888E+08   0.228948E+08   0.228948E+08   0.229022E+08  -0.456928E+00   0.552093E+07   0.552090E+07   0.849985E+02   0.366705E+04   0.744273E+00  -0.382162E+13
   0.159522E-03   0.227171E+08   0.227169E+08   0.271396E+08   0.270457E+08   0.227092E+08   0.227170E+08   0.227171E+08   0.227243E+08  -0.453376E+00   0.550369E+07   0.550364E+07   0.932175E+02   0.311310E+04   0.733892E+00  -0.345023E+13
   0.176142E-03   0.225093E+08   0.225091E+08   0.262294E+08   0.261174E+08   0.224991E+08   0.225092E+08   0.225092E+08   0.225162E+08  -0.449222E+00   0.548329E+07   0.548324E+07   0.102082E+03   0.265106E+04   0.721880E+00  -0.311311E+13
   0.194493E-03   0.222681E+08   0.222679E+08   0.251623E+08   0.250291E+08   0.222551E+08   0.222680E+08   0.222681E+08   0.222747E+08  -0.444402E+00   0.545931E+07   0.545924E+07   0.111592E+03   0.226366E+04   0.708115E+00  -0.280705E+13
   0.214755E-03   0.219908E+08   0.219905E+08   0.239213E+08   0.237639E+08   0.219744E+08   0.219907E+08   0.219907E+08   0.219970E+08  -0.438859E+00   0.543130E+07   0.543122E+07   0.121729E+03   0.193683E+04   0.692517E+00  -0.252915E+13
