#    L    TT             EE             BB             TE          
     2   0.302127E+04   0.585478E-01   0.519249E-06   0.239472E+01
     3   0.292482E+04   0.868095E-01   0.103864E-05   0.159957E+01
     4   0.283478E+04   0.914766E-01   0.173137E-05   0.149494E+01
     5   0.275460E+04   0.784131E-01   0.259763E-05   0.227048E+01
     6   0.267678E+04   0.598135E-01   0.363764E-05   0.369573E+01
     7   0.259940E+04   0.456064E-01   0.485167E-05   0.538317E+01
     8   0.252123E+04   0.397126E-01   0.624002E-05   0.696009E+01
     9   0.244280E+04   0.406091E-01   0.780304E-05   0.815674E+01
    10   0.236704E+04   0.441543E-01   0.954111E-05   0.884661E+01
    11   0.229869E+04   0.464422E-01   0.114546E-04   0.902756E+01
    12   0.223911E+04   0.454229E-01   0.135440E-04   0.877253E+01
    13   0.218452E+04   0.411775E-01   0.158098E-04   0.820366E+01
    14   0.213205E+04   0.350817E-01   0.182524E-04   0.745242E+01
    15   0.208201E+04   0.287267E-01   0.208723E-04   0.665638E+01
    16   0.203534E+04   0.234971E-01   0.236701E-04   0.593980E+01
    17   0.199261E+04   0.199572E-01   0.266462E-04   0.536431E+01
    18   0.195335E+04   0.181551E-01   0.298013E-04   0.496514E+01
    19   0.191813E+04   0.177426E-01   0.331358E-04   0.472791E+01
    20   0.188490E+04   0.183273E-01   0.366503E-04   0.462036E+01
    21   0.185407E+04   0.194684E-01   0.403453E-04   0.460256E+01
    22   0.182603E+04   0.208231E-01   0.442213E-04   0.463159E+01
    23   0.180058E+04   0.221301E-01   0.482789E-04   0.466489E+01
    24   0.177772E+04   0.231604E-01   0.525185E-04   0.466538E+01
    25   0.175734E+04   0.239029E-01   0.569407E-04   0.461733E+01
    26   0.173919E+04   0.243886E-01   0.615458E-04   0.451563E+01
    27   0.172338E+04   0.247622E-01   0.663343E-04   0.436907E+01
    28   0.170964E+04   0.252192E-01   0.713066E-04   0.419202E+01
    29   0.169784E+04   0.259286E-01   0.764630E-04   0.400205E+01
    30   0.168775E+04   0.270383E-01   0.818040E-04   0.381464E+01
    31   0.167913E+04   0.285972E-01   0.873298E-04   0.363985E+01
    32   0.167210E+04   0.306101E-01   0.930407E-04   0.348515E+01
    33   0.166656E+04   0.330536E-01   0.989369E-04   0.335304E+01
    34   0.166222E+04   0.359013E-01   0.105019E-03   0.324513E+01
    35   0.165899E+04   0.390968E-01   0.111286E-03   0.316143E+01
    36   0.165677E+04   0.425815E-01   0.117739E-03   0.309737E+01
    37   0.165561E+04   0.462850E-01   0.124379E-03   0.303549E+01
    38   0.165580E+04   0.501569E-01   0.131204E-03   0.296078E+01
    39   0.165727E+04   0.542077E-01   0.138215E-03   0.287213E+01
    40   0.165964E+04   0.584692E-01   0.145412E-03   0.277168E+01
    41   0.166296E+04   0.629733E-01   0.152795E-03   0.266073E+01
    42   0.166692E+04   0.677333E-01   0.160363E-03   0.253801E+01
    43   0.167166E+04   0.727577E-01   0.168118E-03   0.240159E+01
    44   0.167698E+04   0.780402E-01   0.176058E-03   0.225046E+01
    45   0.168321E+04   0.835848E-01   0.184183E-03   0.208368E+01
    46   0.169025E+04   0.893977E-01   0.192494E-03   0.189914E+01
    47   0.169793E+04   0.954806E-01   0.200989E-03   0.170004E+01
    48   0.170613E+04   0.101841E+00   0.209670E-03   0.149351E+01
    49   0.171491E+04   0.108465E+00   0.218535E-03   0.128611E+01
    50   0.172447E+04   0.115329E+00   0.227584E-03   0.107763E+01
    51   0.173456E+04   0.122408E+00   0.236818E-03   0.865538E+00
    52   0.174541E+04   0.129782E+00   0.246235E-03   0.643759E+00
    53   0.175662E+04   0.137595E+00   0.255837E-03   0.407175E+00
    54   0.176814E+04   0.145835E+00   0.265621E-03   0.158639E+00
    55   0.178017E+04   0.154473E+00   0.275589E-03  -0.988826E-01
    56   0.179293E+04   0.163364E+00   0.285740E-03  -0.368251E+00
    57   0.180633E+04   0.172401E+00   0.296074E-03  -0.649337E+00
    58   0.182033E+04   0.181597E+00   0.306591E-03  -0.942493E+00
    59   0.183477E+04   0.190994E+00   0.317290E-03  -0.124810E+01
    60   0.184962E+04   0.200650E+00   0.328172E-03  -0.156509E+01
    61   0.186516E+04   0.210660E+00   0.339236E-03  -0.189236E+01
    62   0.188077E+04   0.221006E+00   0.350483E-03  -0.223094E+01
    63   0.189667E+04   0.231642E+00   0.361912E-03  -0.258203E+01
    64   0.191315E+04   0.242573E+00   0.373524E-03  -0.294707E+01
    65   0.192984E+04   0.253767E+00   0.385318E-03  -0.332688E+01
    66   0.194701E+04   0.265152E+00   0.397295E-03  -0.371987E+01
    67   0.196452E+04   0.276727E+00   0.409456E-03  -0.412385E+01
    68   0.198262E+04   0.288535E+00   0.421799E-03  -0.453777E+01
    69   0.200109E+04   0.300534E+00   0.434326E-03  -0.496052E+01
    70   0.202005E+04   0.312765E+00   0.447036E-03  -0.539440E+01
    71   0.203935E+04   0.325219E+00   0.459931E-03  -0.584208E+01
    72   0.205900E+04   0.337876E+00   0.473010E-03  -0.630385E+01
    73   0.207897E+04   0.350709E+00   0.486274E-03  -0.677891E+01
    74   0.209928E+04   0.363714E+00   0.499724E-03  -0.726495E+01
    75   0.212004E+04   0.376910E+00   0.513360E-03  -0.775908E+01
    76   0.214119E+04   0.390303E+00   0.527183E-03  -0.825966E+01
    77   0.216278E+04   0.403878E+00   0.541193E-03  -0.876719E+01
    78   0.218484E+04   0.417656E+00   0.555392E-03  -0.928413E+01
    79   0.220716E+04   0.431573E+00   0.569779E-03  -0.980777E+01
    80   0.222986E+04   0.445625E+00   0.584356E-03  -0.103406E+02
    81   0.225281E+04   0.459757E+00   0.599123E-03  -0.108840E+02
    82   0.227610E+04   0.473989E+00   0.614082E-03  -0.114373E+02
    83   0.229967E+04   0.488296E+00   0.629232E-03  -0.120002E+02
    84   0.232359E+04   0.502678E+00   0.644576E-03  -0.125709E+02
    85   0.234773E+04   0.517110E+00   0.660114E-03  -0.131505E+02
    86   0.237217E+04   0.531605E+00   0.675847E-03  -0.137381E+02
    87   0.239712E+04   0.546134E+00   0.691776E-03  -0.143324E+02
    88   0.242215E+04   0.560716E+00   0.707902E-03  -0.149330E+02
    89   0.244761E+04   0.575337E+00   0.724226E-03  -0.155409E+02
    90   0.247336E+04   0.589962E+00   0.740749E-03  -0.161527E+02
    91   0.249931E+04   0.604586E+00   0.757473E-03  -0.167688E+02
    92   0.252562E+04   0.619194E+00   0.774397E-03  -0.173884E+02
    93   0.255228E+04   0.633781E+00   0.791524E-03  -0.180116E+02
    94   0.257906E+04   0.648308E+00   0.808855E-03  -0.186371E+02
    95   0.260620E+04   0.662776E+00   0.826390E-03  -0.192657E+02
    96   0.263339E+04   0.677172E+00   0.844131E-03  -0.198969E+02
    97   0.266107E+04   0.691480E+00   0.862079E-03  -0.205299E+02
    98   0.268903E+04   0.705694E+00   0.880234E-03  -0.211626E+02
    99   0.271711E+04   0.719777E+00   0.898599E-03  -0.217982E+02
