#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.283568E+04   0.537247E-01   0.000000E+00   0.105428E+01   0.297129E-07   0.585902E-02  -0.135527E-04
     3   0.255879E+04   0.875940E-01   0.000000E+00   0.255215E+01   0.368993E-07   0.585199E-02  -0.174150E-04
     4   0.232596E+04   0.973959E-01   0.000000E+00   0.340657E+01   0.431360E-07   0.579401E-02  -0.176622E-04
     5   0.215279E+04   0.852563E-01   0.000000E+00   0.366056E+01   0.486435E-07   0.570371E-02  -0.153390E-04
     6   0.202744E+04   0.621308E-01   0.000000E+00   0.351557E+01   0.535433E-07   0.559225E-02  -0.114111E-04
     7   0.193439E+04   0.390724E-01   0.000000E+00   0.314354E+01   0.579401E-07   0.546925E-02  -0.679958E-05
     8   0.186048E+04   0.224363E-01   0.000000E+00   0.268279E+01   0.619061E-07   0.533657E-02  -0.233311E-05
     9   0.180076E+04   0.133215E-01   0.000000E+00   0.223244E+01   0.655020E-07   0.519678E-02   0.134963E-05
    10   0.175193E+04   0.962196E-02   0.000000E+00   0.184728E+01   0.687633E-07   0.505269E-02   0.389875E-05
    11   0.171130E+04   0.847624E-02   0.000000E+00   0.156313E+01   0.717447E-07   0.491316E-02   0.525236E-05
    12   0.167790E+04   0.790219E-02   0.000000E+00   0.139082E+01   0.744554E-07   0.478001E-02   0.550704E-05
    13   0.164929E+04   0.705320E-02   0.000000E+00   0.130844E+01   0.769214E-07   0.465281E-02   0.485329E-05
    14   0.162404E+04   0.613243E-02   0.000000E+00   0.128700E+01   0.791735E-07   0.453108E-02   0.353215E-05
    15   0.160211E+04   0.542756E-02   0.000000E+00   0.130502E+01   0.812291E-07   0.441262E-02   0.194657E-05
    16   0.158364E+04   0.514157E-02   0.000000E+00   0.134527E+01   0.831032E-07   0.429583E-02   0.485771E-06
    17   0.156839E+04   0.527455E-02   0.000000E+00   0.139699E+01   0.848137E-07   0.418215E-02  -0.648280E-06
    18   0.155526E+04   0.558849E-02   0.000000E+00   0.145191E+01   0.863767E-07   0.407330E-02  -0.134300E-05
    19   0.154492E+04   0.594427E-02   0.000000E+00   0.149867E+01   0.877983E-07   0.396861E-02  -0.165447E-05
    20   0.153555E+04   0.631424E-02   0.000000E+00   0.152721E+01   0.890848E-07   0.386707E-02  -0.166422E-05
    21   0.152747E+04   0.675062E-02   0.000000E+00   0.155017E+01   0.902502E-07   0.376852E-02  -0.139472E-05
    22   0.152095E+04   0.739252E-02   0.000000E+00   0.158019E+01   0.913084E-07   0.367308E-02  -0.883946E-06
    23   0.151573E+04   0.828758E-02   0.000000E+00   0.161202E+01   0.922653E-07   0.358112E-02  -0.290793E-06
    24   0.151175E+04   0.942319E-02   0.000000E+00   0.163814E+01   0.931258E-07   0.349300E-02   0.211099E-06
    25   0.150887E+04   0.108085E-01   0.000000E+00   0.165962E+01   0.938976E-07   0.340876E-02   0.504492E-06
    26   0.150683E+04   0.124146E-01   0.000000E+00   0.168210E+01   0.945890E-07   0.332832E-02   0.528131E-06
    27   0.150581E+04   0.142029E-01   0.000000E+00   0.171352E+01   0.952066E-07   0.325137E-02   0.386488E-06
    28   0.150559E+04   0.161653E-01   0.000000E+00   0.176012E+01   0.957555E-07   0.317764E-02   0.202009E-06
    29   0.150627E+04   0.183092E-01   0.000000E+00   0.181385E+01   0.962361E-07   0.310723E-02   0.723343E-08
    30   0.150779E+04   0.206485E-01   0.000000E+00   0.186274E+01   0.966497E-07   0.304022E-02  -0.193356E-06
    31   0.150998E+04   0.231659E-01   0.000000E+00   0.189981E+01   0.970045E-07   0.297627E-02  -0.417784E-06
    32   0.151305E+04   0.258344E-01   0.000000E+00   0.192020E+01   0.973092E-07   0.291492E-02  -0.669037E-06
    33   0.151695E+04   0.286644E-01   0.000000E+00   0.192275E+01   0.975666E-07   0.285570E-02  -0.868050E-06
    34   0.152146E+04   0.316863E-01   0.000000E+00   0.190912E+01   0.977790E-07   0.279822E-02  -0.930806E-06
    35   0.152654E+04   0.349225E-01   0.000000E+00   0.188542E+01   0.979493E-07   0.274234E-02  -0.834052E-06
    36   0.153210E+04   0.383945E-01   0.000000E+00   0.185607E+01   0.980807E-07   0.268812E-02  -0.595525E-06
    37   0.153814E+04   0.420950E-01   0.000000E+00   0.181795E+01   0.981757E-07   0.263593E-02  -0.336166E-06
    38   0.154496E+04   0.460204E-01   0.000000E+00   0.176915E+01   0.982368E-07   0.258604E-02  -0.169865E-06
    39   0.155250E+04   0.501820E-01   0.000000E+00   0.171128E+01   0.982656E-07   0.253805E-02  -0.809396E-07
    40   0.156048E+04   0.546005E-01   0.000000E+00   0.164664E+01   0.982633E-07   0.249139E-02  -0.215448E-07
    41   0.156898E+04   0.592965E-01   0.000000E+00   0.157649E+01   0.982316E-07   0.244562E-02   0.454700E-07
    42   0.157776E+04   0.642713E-01   0.000000E+00   0.149882E+01   0.981720E-07   0.240067E-02   0.115161E-06
    43   0.158695E+04   0.695211E-01   0.000000E+00   0.141081E+01   0.980862E-07   0.235660E-02   0.172120E-06
    44   0.159638E+04   0.750272E-01   0.000000E+00   0.131053E+01   0.979759E-07   0.231347E-02   0.200987E-06
    45   0.160641E+04   0.807813E-01   0.000000E+00   0.119613E+01   0.978428E-07   0.227134E-02   0.186443E-06
    46   0.161696E+04   0.867800E-01   0.000000E+00   0.106451E+01   0.976886E-07   0.223023E-02   0.118950E-06
    47   0.162789E+04   0.930259E-01   0.000000E+00   0.917442E+00   0.975144E-07   0.219005E-02   0.119353E-07
    48   0.163913E+04   0.995300E-01   0.000000E+00   0.760570E+00   0.973215E-07   0.215070E-02  -0.115482E-06
    49   0.165078E+04   0.106281E+00   0.000000E+00   0.598946E+00   0.971108E-07   0.211205E-02  -0.244236E-06
    50   0.166307E+04   0.113261E+00   0.000000E+00   0.430840E+00   0.968836E-07   0.207399E-02  -0.355311E-06
    51   0.167579E+04   0.120445E+00   0.000000E+00   0.252686E+00   0.966410E-07   0.203645E-02  -0.433841E-06
    52   0.168914E+04   0.127915E+00   0.000000E+00   0.592102E-01   0.963837E-07   0.199954E-02  -0.481414E-06
    53   0.170271E+04   0.135816E+00   0.000000E+00  -0.153442E+00   0.961126E-07   0.196345E-02  -0.503716E-06
    54   0.171638E+04   0.144134E+00   0.000000E+00  -0.381156E+00   0.958285E-07   0.192833E-02  -0.506416E-06
    55   0.173036E+04   0.152842E+00   0.000000E+00  -0.619700E+00   0.955320E-07   0.189436E-02  -0.495169E-06
    56   0.174483E+04   0.161794E+00   0.000000E+00  -0.870901E+00   0.952241E-07   0.186163E-02  -0.475020E-06
    57   0.175972E+04   0.170884E+00   0.000000E+00  -0.113450E+01   0.949051E-07   0.183001E-02  -0.448612E-06
    58   0.177507E+04   0.180123E+00   0.000000E+00  -0.141096E+01   0.945754E-07   0.179930E-02  -0.417986E-06
    59   0.179074E+04   0.189552E+00   0.000000E+00  -0.170075E+01   0.942355E-07   0.176930E-02  -0.385180E-06
    60   0.180674E+04   0.199229E+00   0.000000E+00  -0.200293E+01   0.938858E-07   0.173982E-02  -0.352226E-06
    61   0.182338E+04   0.209249E+00   0.000000E+00  -0.231644E+01   0.935268E-07   0.171068E-02  -0.321053E-06
    62   0.184008E+04   0.219597E+00   0.000000E+00  -0.264227E+01   0.931591E-07   0.168186E-02  -0.293180E-06
    63   0.185702E+04   0.230231E+00   0.000000E+00  -0.298155E+01   0.927836E-07   0.165336E-02  -0.270022E-06
    64   0.187451E+04   0.241161E+00   0.000000E+00  -0.333561E+01   0.924009E-07   0.162517E-02  -0.252991E-06
    65   0.189215E+04   0.252359E+00   0.000000E+00  -0.370521E+01   0.920118E-07   0.159730E-02  -0.243499E-06
