#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.603802E+04   0.556259E-01   0.000000E+00   0.208490E+01   0.157912E-07   0.529838E-02  -0.126891E-04
     3   0.630651E+04   0.880187E-01   0.000000E+00   0.245729E+01   0.189447E-07   0.601717E-02  -0.158406E-04
     4   0.637096E+04   0.977376E-01   0.000000E+00   0.324515E+01   0.219582E-07   0.645347E-02  -0.160156E-04
     5   0.633730E+04   0.858603E-01   0.000000E+00   0.396959E+01   0.248199E-07   0.667788E-02  -0.138719E-04
     6   0.625987E+04   0.629512E-01   0.000000E+00   0.430159E+01   0.275074E-07   0.677583E-02  -0.101547E-04
     7   0.615825E+04   0.399827E-01   0.000000E+00   0.422241E+01   0.300268E-07   0.680051E-02  -0.571403E-05
     8   0.603564E+04   0.233455E-01   0.000000E+00   0.387698E+01   0.323869E-07   0.677512E-02  -0.136790E-05
     9   0.590545E+04   0.141782E-01   0.000000E+00   0.343398E+01   0.346007E-07   0.671548E-02   0.224343E-05
    10   0.577296E+04   0.104071E-01   0.000000E+00   0.299276E+01   0.366735E-07   0.663071E-02   0.474956E-05
    11   0.564296E+04   0.918979E-02   0.000000E+00   0.263097E+01   0.386249E-07   0.653694E-02   0.605600E-05
    12   0.551698E+04   0.854428E-02   0.000000E+00   0.238183E+01   0.404526E-07   0.643844E-02   0.625010E-05
    13   0.539423E+04   0.762976E-02   0.000000E+00   0.222987E+01   0.421650E-07   0.633704E-02   0.554745E-05
    14   0.527489E+04   0.665488E-02   0.000000E+00   0.214797E+01   0.437736E-07   0.623464E-02   0.420967E-05
    15   0.515967E+04   0.590155E-02   0.000000E+00   0.210903E+01   0.452843E-07   0.613042E-02   0.261568E-05
    16   0.504921E+04   0.556716E-02   0.000000E+00   0.209122E+01   0.467028E-07   0.602377E-02   0.112734E-05
    17   0.494365E+04   0.565821E-02   0.000000E+00   0.209058E+01   0.480368E-07   0.591671E-02  -0.526898E-07
    18   0.484222E+04   0.594231E-02   0.000000E+00   0.210489E+01   0.492936E-07   0.581136E-02  -0.800309E-06
    19   0.474557E+04   0.627095E-02   0.000000E+00   0.211431E+01   0.504749E-07   0.570732E-02  -0.114423E-05
    20   0.465184E+04   0.660811E-02   0.000000E+00   0.210098E+01   0.515828E-07   0.560390E-02  -0.114842E-05
    21   0.456153E+04   0.701669E-02   0.000000E+00   0.208671E+01   0.526240E-07   0.550140E-02  -0.871469E-06
