#           k/h    P           
 0.99999997E-04 0.29499624E+04
 0.10202013E-03 0.29932859E+04
 0.10408108E-03 0.30367563E+04
 0.10618366E-03 0.30803472E+04
 0.10832871E-03 0.31240315E+04
 0.11051710E-03 0.31677805E+04
 0.11274968E-03 0.32115642E+04
 0.11502737E-03 0.32553516E+04
 0.11735109E-03 0.32991101E+04
 0.11972173E-03 0.33428066E+04
 0.12214028E-03 0.33864070E+04
 0.12460767E-03 0.34298748E+04
 0.12712492E-03 0.34731736E+04
 0.12969300E-03 0.35162656E+04
 0.13231297E-03 0.35591116E+04
 0.13498588E-03 0.36016726E+04
 0.13771278E-03 0.36439080E+04
 0.14049475E-03 0.36857769E+04
 0.14333293E-03 0.37272375E+04
 0.14622846E-03 0.37682471E+04
 0.14918247E-03 0.38087629E+04
 0.15219615E-03 0.38487429E+04
 0.15527071E-03 0.38881433E+04
 0.15840739E-03 0.39269204E+04
 0.16160744E-03 0.39650305E+04
 0.16487212E-03 0.40024304E+04
 0.16820275E-03 0.40390786E+04
 0.17160067E-03 0.40749333E+04
 0.17506724E-03 0.41099521E+04
 0.17860383E-03 0.41440933E+04
 0.18221186E-03 0.41773184E+04
 0.18589280E-03 0.42095889E+04
 0.18964807E-03 0.42408691E+04
 0.19347922E-03 0.42711221E+04
 0.19738778E-03 0.43003120E+04
 0.20137527E-03 0.43284077E+04
 0.20544330E-03 0.43553813E+04
 0.20959355E-03 0.43812056E+04
 0.21382760E-03 0.44058540E+04
 0.21814722E-03 0.44293008E+04
 0.22255408E-03 0.44515273E+04
 0.22704997E-03 0.44725190E+04
 0.23163669E-03 0.44922617E+04
 0.23631606E-03 0.45107417E+04
 0.24108996E-03 0.45279492E+04
 0.24596031E-03 0.45438809E+04
 0.25092901E-03 0.45585371E+04
 0.25599814E-03 0.45719209E+04
 0.26116965E-03 0.45840356E+04
 0.26644560E-03 0.45948867E+04
 0.27182818E-03 0.46044893E+04
 0.27731949E-03 0.46128618E+04
 0.28292168E-03 0.46200239E+04
 0.28863709E-03 0.46259966E+04
