#           k/h    P           
 0.99999997E-04 0.13593658E+05
 0.10202013E-03 0.13830800E+05
 0.10408108E-03 0.14066841E+05
 0.10618366E-03 0.14301341E+05
 0.10832871E-03 0.14533840E+05
 0.11051710E-03 0.14763792E+05
 0.11274968E-03 0.14990553E+05
 0.11502737E-03 0.15213451E+05
 0.11735109E-03 0.15431793E+05
 0.11972173E-03 0.15644858E+05
 0.12214028E-03 0.15851867E+05
 0.12460767E-03 0.16051976E+05
 0.12712492E-03 0.16244320E+05
 0.12969300E-03 0.16428023E+05
 0.13231297E-03 0.16602193E+05
 0.13498588E-03 0.16765965E+05
 0.13771278E-03 0.16918488E+05
 0.14049475E-03 0.17058924E+05
 0.14333293E-03 0.17186434E+05
 0.14622846E-03 0.17300207E+05
 0.14918247E-03 0.17399547E+05
 0.15219615E-03 0.17483865E+05
 0.15527071E-03 0.17552605E+05
 0.15840739E-03 0.17605244E+05
 0.16160744E-03 0.17641314E+05
 0.16487212E-03 0.17660533E+05
 0.16820275E-03 0.17662758E+05
 0.17160067E-03 0.17647898E+05
 0.17506724E-03 0.17615920E+05
 0.17860383E-03 0.17566842E+05
 0.18221186E-03 0.17500883E+05
 0.18589280E-03 0.17418391E+05
 0.18964807E-03 0.17319764E+05
 0.19347922E-03 0.17205434E+05
 0.19738778E-03 0.17075893E+05
 0.20137527E-03 0.16931777E+05
 0.20544330E-03 0.16773811E+05
 0.20959355E-03 0.16602742E+05
 0.21382760E-03 0.16419338E+05
 0.21814722E-03 0.16224384E+05
 0.22255408E-03 0.16018754E+05
 0.22704997E-03 0.15803354E+05
 0.23163669E-03 0.15579088E+05
 0.23631606E-03 0.15346844E+05
 0.24108996E-03 0.15107505E+05
 0.24596031E-03 0.14861977E+05
 0.25092901E-03 0.14611159E+05
 0.25599814E-03 0.14355922E+05
 0.26116965E-03 0.14097104E+05
 0.26644560E-03 0.13835513E+05
 0.27182818E-03 0.13571938E+05
 0.27731949E-03 0.13307136E+05
 0.28292168E-03 0.13041824E+05
 0.28863709E-03 0.12776679E+05
 0.29446793E-03 0.12512336E+05
 0.30041661E-03 0.12249391E+05
 0.30648540E-03 0.11988395E+05
 0.31267683E-03 0.11729863E+05
 0.31899329E-03 0.11474271E+05
 0.32543740E-03 0.11222050E+05
 0.33201167E-03 0.10973586E+05
 0.33871876E-03 0.10729227E+05
 0.34556136E-03 0.10489287E+05
 0.35254212E-03 0.10254048E+05
 0.35966394E-03 0.10023759E+05
 0.36692963E-03 0.97986211E+04
 0.37434211E-03 0.95788086E+04
 0.38190430E-03 0.93644717E+04
 0.38961932E-03 0.91557393E+04
 0.39749016E-03 0.89527119E+04
 0.40552000E-03 0.87554551E+04
 0.41371203E-03 0.85640127E+04
 0.42206954E-03 0.83784160E+04
 0.43059592E-03 0.81986846E+04
 0.43929456E-03 0.80248193E+04
 0.44816890E-03 0.78567905E+04
 0.45722249E-03 0.76945596E+04
 0.46645897E-03 0.75380815E+04
 0.47588209E-03 0.73873081E+04
 0.48549555E-03 0.72421782E+04
 0.49530319E-03 0.71026094E+04
 0.50530903E-03 0.69685146E+04
 0.51551696E-03 0.68398081E+04
 0.52593107E-03 0.67164053E+04
 0.53655554E-03 0.65982148E+04
 0.54739468E-03 0.64851279E+04
 0.55845280E-03 0.63770381E+04
 0.56973431E-03 0.62738428E+04
 0.58124372E-03 0.61754434E+04
 0.59298560E-03 0.60817383E+04
 0.60496473E-03 0.59926138E+04
 0.61718578E-03 0.59079590E+04
 0.62965375E-03 0.58276714E+04
 0.64237369E-03 0.57516528E+04
 0.65535045E-03 0.56798052E+04
 0.66858943E-03 0.56120195E+04
 0.68209582E-03 0.55481934E+04
 0.69587503E-03 0.54882314E+04
 0.70993265E-03 0.54320449E+04
 0.72427420E-03 0.53795444E+04
 0.73890563E-03 0.53306343E+04
 0.75383246E-03 0.52852236E+04
 0.76906086E-03 0.52432305E+04
 0.78459689E-03 0.52045776E+04
 0.80044678E-03 0.51691880E+04
 0.81661687E-03 0.51369805E+04
 0.83311368E-03 0.51078799E+04
 0.84994361E-03 0.50818159E+04
 0.86711359E-03 0.50587261E+04
 0.88463066E-03 0.50385454E+04
 0.90250134E-03 0.50212080E+04
 0.92073303E-03 0.50066523E+04
 0.93933311E-03 0.49948228E+04
 0.95830887E-03 0.49856670E+04
 0.97766798E-03 0.49791343E+04
 0.99741819E-03 0.49751714E+04
 0.10175674E-02 0.49737305E+04
 0.10381236E-02 0.49747671E+04
 0.10590950E-02 0.49782397E+04
 0.10804901E-02 0.49841084E+04
 0.11023175E-02 0.49923330E+04
 0.11245857E-02 0.50028755E+04
 0.11473041E-02 0.50157021E+04
 0.11704812E-02 0.50307798E+04
 0.11941264E-02 0.50480786E+04
 0.12182494E-02 0.50675679E+04
 0.12428596E-02 0.50892192E+04
 0.12679670E-02 0.51130068E+04
 0.12935817E-02 0.51389053E+04
 0.13197137E-02 0.51668916E+04
 0.13463736E-02 0.51969434E+04
 0.13735722E-02 0.52290396E+04
 0.14013201E-02 0.52631602E+04
 0.14296286E-02 0.52992861E+04
 0.14585090E-02 0.53374004E+04
 0.14879731E-02 0.53774858E+04
 0.15180323E-02 0.54195278E+04
 0.15486985E-02 0.54635103E+04
 0.15799842E-02 0.55094185E+04
 0.16119020E-02 0.55572397E+04
 0.16444647E-02 0.56069609E+04
 0.16776850E-02 0.56585708E+04
 0.17115764E-02 0.57120566E+04
 0.17461524E-02 0.57674058E+04
 0.17814270E-02 0.58246084E+04
 0.18174142E-02 0.58836553E+04
 0.18541284E-02 0.59445361E+04
 0.18915841E-02 0.60072407E+04
 0.19297971E-02 0.60717588E+04
 0.19687817E-02 0.61380801E+04
 0.20085536E-02 0.62061973E+04
 0.20491290E-02 0.62760996E+04
 0.20905242E-02 0.63477769E+04
 0.21327557E-02 0.64212178E+04
 0.21758399E-02 0.64964146E+04
 0.22197948E-02 0.65733604E+04
 0.22646377E-02 0.66520459E+04
 0.23103864E-02 0.67324629E+04
 0.23570592E-02 0.68146006E+04
 0.24046749E-02 0.68984473E+04
 0.24532524E-02 0.69839907E+04
 0.25028118E-02 0.70712173E+04
 0.25533722E-02 0.71601118E+04
 0.26049537E-02 0.72506577E+04
 0.26575772E-02 0.73428442E+04
 0.27112637E-02 0.74366602E+04
 0.27660348E-02 0.75320923E+04
 0.28219123E-02 0.76291279E+04
 0.28789188E-02 0.77277510E+04
 0.29370766E-02 0.78279458E+04
 0.29964095E-02 0.79296953E+04
 0.30569409E-02 0.80329819E+04
 0.31186952E-02 0.81377837E+04
 0.31816978E-02 0.82440801E+04
 0.32459723E-02 0.83518496E+04
 0.33115451E-02 0.84610723E+04
 0.33784427E-02 0.85717236E+04
 0.34466919E-02 0.86837793E+04
 0.35163197E-02 0.87972119E+04
