#           k/h    P           
 0.99999997E-04 0.47119883E+04
 0.10202013E-03 0.47698618E+04
 0.10408108E-03 0.48272852E+04
 0.10618366E-03 0.48841929E+04
 0.10832871E-03 0.49405176E+04
 0.11051710E-03 0.49961914E+04
 0.11274968E-03 0.50511421E+04
 0.11502737E-03 0.51052983E+04
 0.11735109E-03 0.51585869E+04
 0.11972173E-03 0.52109321E+04
 0.12214028E-03 0.52622593E+04
 0.12460767E-03 0.53124922E+04
 0.12712492E-03 0.53615537E+04
 0.12969300E-03 0.54093667E+04
 0.13231297E-03 0.54558525E+04
 0.13498588E-03 0.55009346E+04
 0.13771278E-03 0.55445371E+04
 0.14049475E-03 0.55865835E+04
 0.14333293E-03 0.56269980E+04
 0.14622846E-03 0.56657061E+04
 0.14918247E-03 0.57026348E+04
 0.15219615E-03 0.57377163E+04
 0.15527071E-03 0.57708833E+04
 0.15840739E-03 0.58020684E+04
 0.16160744E-03 0.58312075E+04
 0.16487212E-03 0.58582432E+04
 0.16820275E-03 0.58831216E+04
 0.17160067E-03 0.59057925E+04
 0.17506724E-03 0.59262075E+04
 0.17860383E-03 0.59443208E+04
 0.18221186E-03 0.59600972E+04
 0.18589280E-03 0.59735068E+04
 0.18964807E-03 0.59845249E+04
 0.19347922E-03 0.59931279E+04
 0.19738778E-03 0.59992969E+04
 0.20137527E-03 0.60030249E+04
 0.20544330E-03 0.60043149E+04
 0.20959355E-03 0.60031709E+04
 0.21382760E-03 0.59996011E+04
 0.21814722E-03 0.59936182E+04
 0.22255408E-03 0.59852490E+04
 0.22704997E-03 0.59745288E+04
 0.23163669E-03 0.59614956E+04
 0.23631606E-03 0.59461895E+04
 0.24108996E-03 0.59286562E+04
 0.24596031E-03 0.59089551E+04
 0.25092901E-03 0.58871528E+04
 0.25599814E-03 0.58633188E+04
 0.26116965E-03 0.58375229E+04
 0.26644560E-03 0.58098384E+04
 0.27182818E-03 0.57803525E+04
 0.27731949E-03 0.57491582E+04
 0.28292168E-03 0.57163472E+04
 0.28863709E-03 0.56820122E+04
 0.29446793E-03 0.56462480E+04
 0.30041661E-03 0.56091597E+04
 0.30648540E-03 0.55708550E+04
 0.31267683E-03 0.55314409E+04
 0.31899329E-03 0.54910220E+04
