#           k/h    P           
 0.99999997E-04 0.10824347E+04
 0.10202013E-03 0.11104982E+04
 0.10408108E-03 0.11394152E+04
 0.10618366E-03 0.11692109E+04
 0.10832871E-03 0.11999109E+04
 0.11051710E-03 0.12315404E+04
 0.11274968E-03 0.12641238E+04
 0.11502737E-03 0.12976860E+04
 0.11735109E-03 0.13322522E+04
 0.11972173E-03 0.13678480E+04
 0.12214028E-03 0.14044980E+04
 0.12460767E-03 0.14422253E+04
 0.12712492E-03 0.14810532E+04
 0.12969300E-03 0.15210050E+04
 0.13231297E-03 0.15621036E+04
 0.13498588E-03 0.16043705E+04
 0.13771278E-03 0.16478250E+04
 0.14049475E-03 0.16924858E+04
 0.14333293E-03 0.17383715E+04
 0.14622846E-03 0.17854989E+04
 0.14918247E-03 0.18338832E+04
 0.15219615E-03 0.18835365E+04
 0.15527071E-03 0.19344700E+04
 0.15840739E-03 0.19866930E+04
 0.16160744E-03 0.20402133E+04
 0.16487212E-03 0.20950356E+04
 0.16820275E-03 0.21511619E+04
 0.17160067E-03 0.22085911E+04
 0.17506724E-03 0.22673208E+04
 0.17860383E-03 0.23273452E+04
 0.18221186E-03 0.23886555E+04
 0.18589280E-03 0.24512395E+04
 0.18964807E-03 0.25150820E+04
 0.19347922E-03 0.25801643E+04
 0.19738778E-03 0.26464646E+04
 0.20137527E-03 0.27139580E+04
 0.20544330E-03 0.27826162E+04
 0.20959355E-03 0.28524075E+04
 0.21382760E-03 0.29232959E+04
 0.21814722E-03 0.29952417E+04
 0.22255408E-03 0.30682031E+04
 0.22704997E-03 0.31421360E+04
 0.23163669E-03 0.32169915E+04
 0.23631606E-03 0.32927168E+04
 0.24108996E-03 0.33692551E+04
 0.24596031E-03 0.34465498E+04
 0.25092901E-03 0.35245422E+04
 0.25599814E-03 0.36031694E+04
 0.26116965E-03 0.36823645E+04
 0.26644560E-03 0.37620576E+04
 0.27182818E-03 0.38421814E+04
 0.27731949E-03 0.39226665E+04
 0.28292168E-03 0.40034409E+04
 0.28863709E-03 0.40844294E+04
 0.29446793E-03 0.41655547E+04
 0.30041661E-03 0.42467437E+04
 0.30648540E-03 0.43279243E+04
 0.31267683E-03 0.44090210E+04
 0.31899329E-03 0.44899570E+04
 0.32543740E-03 0.45706558E+04
 0.33201167E-03 0.46510454E+04
 0.33871876E-03 0.47310576E+04
 0.34556136E-03 0.48106221E+04
 0.35254212E-03 0.48896670E+04
 0.35966394E-03 0.49681235E+04
 0.36692963E-03 0.50459302E+04
 0.37434211E-03 0.51230273E+04
 0.38190430E-03 0.51993569E+04
 0.38961932E-03 0.52748608E+04
 0.39749016E-03 0.53494834E+04
 0.40552000E-03 0.54231777E+04
 0.41371203E-03 0.54959014E+04
 0.42206954E-03 0.55676118E+04
 0.43059592E-03 0.56382695E+04
 0.43929456E-03 0.57078369E+04
 0.44816890E-03 0.57762871E+04
 0.45722249E-03 0.58435957E+04
 0.46645897E-03 0.59097412E+04
 0.47588209E-03 0.59747036E+04
 0.48549555E-03 0.60384678E+04
 0.49530319E-03 0.61010264E+04
 0.50530903E-03 0.61623760E+04
 0.51551696E-03 0.62225146E+04
 0.52593107E-03 0.62814438E+04
 0.53655554E-03 0.63391694E+04
 0.54739468E-03 0.63957036E+04
 0.55845280E-03 0.64510625E+04
 0.56973431E-03 0.65052637E+04
 0.58124372E-03 0.65583281E+04
 0.59298560E-03 0.66102803E+04
 0.60496473E-03 0.66611499E+04
 0.61718578E-03 0.67109683E+04
 0.62965375E-03 0.67597710E+04
 0.64237369E-03 0.68075942E+04
 0.65535045E-03 0.68544780E+04
 0.66858943E-03 0.69004653E+04
 0.68209582E-03 0.69456016E+04
 0.69587503E-03 0.69899341E+04
 0.70993265E-03 0.70335127E+04
 0.72427420E-03 0.70763887E+04
 0.73890563E-03 0.71186143E+04
 0.75383246E-03 0.71602437E+04
 0.76906086E-03 0.72013340E+04
 0.78459689E-03 0.72419419E+04
 0.80044678E-03 0.72821270E+04
 0.81661687E-03 0.73219473E+04
 0.83311368E-03 0.73614624E+04
 0.84994361E-03 0.74007339E+04
 0.86711359E-03 0.74398247E+04
 0.88463066E-03 0.74787964E+04
 0.90250134E-03 0.75177109E+04
 0.92073303E-03 0.75566289E+04
 0.93933311E-03 0.75956143E+04
 0.95830887E-03 0.76347310E+04
 0.97766798E-03 0.76740425E+04
 0.99741819E-03 0.77136084E+04
 0.10175674E-02 0.77534907E+04
 0.10381236E-02 0.77937515E+04
 0.10590950E-02 0.78344551E+04
 0.10804901E-02 0.78756621E+04
 0.11023175E-02 0.79174302E+04
 0.11245857E-02 0.79598188E+04
 0.11473041E-02 0.80028877E+04
 0.11704812E-02 0.80466982E+04
 0.11941264E-02 0.80913081E+04
 0.12182494E-02 0.81367705E+04
 0.12428596E-02 0.81831411E+04
 0.12679670E-02 0.82304766E+04
 0.12935817E-02 0.82788340E+04
 0.13197137E-02 0.83282656E+04
 0.13463736E-02 0.83788213E+04
 0.13735722E-02 0.84305508E+04
 0.14013201E-02 0.84835049E+04
 0.14296286E-02 0.85377363E+04
 0.14585090E-02 0.85932920E+04
 0.14879731E-02 0.86502158E+04
 0.15180323E-02 0.87085518E+04
 0.15486985E-02 0.87683467E+04
 0.15799842E-02 0.88296475E+04
 0.16119020E-02 0.88924932E+04
 0.16444647E-02 0.89569238E+04
 0.16776850E-02 0.90229756E+04
 0.17115764E-02 0.90906904E+04
 0.17461524E-02 0.91601064E+04
 0.17814270E-02 0.92312578E+04
 0.18174142E-02 0.93041777E+04
 0.18541284E-02 0.93788955E+04
 0.18915841E-02 0.94554463E+04
 0.19297971E-02 0.95338623E+04
 0.19687817E-02 0.96141709E+04
 0.20085536E-02 0.96963955E+04
 0.20491290E-02 0.97805625E+04
 0.20905242E-02 0.98666953E+04
 0.21327557E-02 0.99548213E+04
 0.21758399E-02 0.10044959E+05
 0.22197948E-02 0.10137126E+05
 0.22646377E-02 0.10231339E+05
 0.23103864E-02 0.10327616E+05
 0.23570592E-02 0.10425974E+05
 0.24046749E-02 0.10526423E+05
 0.24532524E-02 0.10628975E+05
 0.25028118E-02 0.10733637E+05
 0.25533722E-02 0.10840419E+05
 0.26049537E-02 0.10949330E+05
 0.26575772E-02 0.11060371E+05
 0.27112637E-02 0.11173544E+05
 0.27660348E-02 0.11288849E+05
 0.28219123E-02 0.11406285E+05
 0.28789188E-02 0.11525851E+05
 0.29370766E-02 0.11647539E+05
 0.29964095E-02 0.11771343E+05
 0.30569409E-02 0.11897252E+05
 0.31186952E-02 0.12025255E+05
 0.31816978E-02 0.12155340E+05
 0.32459723E-02 0.12287489E+05
 0.33115451E-02 0.12421686E+05
 0.33784427E-02 0.12557908E+05
 0.34466919E-02 0.12696135E+05
 0.35163197E-02 0.12836341E+05
 0.35873537E-02 0.12978499E+05
 0.36598232E-02 0.13122577E+05
 0.37337563E-02 0.13268543E+05
 0.38091831E-02 0.13416361E+05
 0.38861334E-02 0.13565995E+05
 0.39646388E-02 0.13717403E+05
 0.40447293E-02 0.13870544E+05
 0.41264393E-02 0.14025373E+05
 0.42097992E-02 0.14181842E+05
 0.42948425E-02 0.14339899E+05
 0.43816040E-02 0.14499486E+05
 0.44701183E-02 0.14660542E+05
 0.45604203E-02 0.14823000E+05
 0.46525472E-02 0.14986793E+05
 0.47465344E-02 0.15151853E+05
 0.48424210E-02 0.15318125E+05
 0.49402444E-02 0.15485554E+05
 0.50400435E-02 0.15654078E+05
 0.51418589E-02 0.15823639E+05
 0.52457317E-02 0.15994156E+05
 0.53517036E-02 0.16165520E+05
 0.54598148E-02 0.16337607E+05
 0.55701104E-02 0.16510297E+05
 0.56826337E-02 0.16683455E+05
 0.57974309E-02 0.16856965E+05
 0.59145465E-02 0.17030732E+05
 0.60340283E-02 0.17204662E+05
 0.61559235E-02 0.17378660E+05
 0.62802811E-02 0.17552623E+05
 0.64071510E-02 0.17726443E+05
 0.65365843E-02 0.17899992E+05
 0.66686315E-02 0.18073133E+05
 0.68033468E-02 0.18245729E+05
 0.69407835E-02 0.18417637E+05
 0.70809964E-02 0.18588713E+05
 0.72240415E-02 0.18758809E+05
 0.73699774E-02 0.18927771E+05
 0.75188605E-02 0.19095443E+05
 0.76707508E-02 0.19261666E+05
 0.78257136E-02 0.19426275E+05
 0.79838037E-02 0.19589102E+05
 0.81450874E-02 0.19749973E+05
 0.83096288E-02 0.19908715E+05
 0.84774951E-02 0.20065148E+05
 0.86487513E-02 0.20219088E+05
 0.88234674E-02 0.20370340E+05
 0.90017123E-02 0.20518711E+05
 0.91835596E-02 0.20664000E+05
 0.93690790E-02 0.20806006E+05
 0.95583471E-02 0.20944525E+05
 0.97514391E-02 0.21079346E+05
 0.99484306E-02 0.21210252E+05
 0.10149402E-01 0.21337027E+05
 0.10354433E-01 0.21459459E+05
