#           k/h    P           
 0.99999997E-04 0.10626827E+04
 0.10202013E-03 0.10810033E+04
 0.10408108E-03 0.10995536E+04
 0.10618366E-03 0.11183318E+04
 0.10832871E-03 0.11373358E+04
 0.11051710E-03 0.11565631E+04
 0.11274968E-03 0.11760110E+04
 0.11502737E-03 0.11956760E+04
 0.11735109E-03 0.12155547E+04
 0.11972173E-03 0.12356433E+04
 0.12214028E-03 0.12559377E+04
 0.12460767E-03 0.12764330E+04
 0.12712492E-03 0.12971239E+04
 0.12969300E-03 0.13180052E+04
 0.13231297E-03 0.13390710E+04
 0.13498588E-03 0.13603151E+04
 0.13771278E-03 0.13817305E+04
 0.14049475E-03 0.14033101E+04
 0.14333293E-03 0.14250461E+04
 0.14622846E-03 0.14469308E+04
 0.14918247E-03 0.14689556E+04
 0.15219615E-03 0.14911113E+04
 0.15527071E-03 0.15133885E+04
 0.15840739E-03 0.15357776E+04
 0.16160744E-03 0.15582679E+04
 0.16487212E-03 0.15808490E+04
 0.16820275E-03 0.16035095E+04
 0.17160067E-03 0.16262380E+04
 0.17506724E-03 0.16490223E+04
 0.17860383E-03 0.16718500E+04
 0.18221186E-03 0.16947085E+04
 0.18589280E-03 0.17175847E+04
 0.18964807E-03 0.17404655E+04
 0.19347922E-03 0.17633367E+04
 0.19738778E-03 0.17861846E+04
 0.20137527E-03 0.18089948E+04
 0.20544330E-03 0.18317534E+04
 0.20959355E-03 0.18544458E+04
 0.21382760E-03 0.18770573E+04
 0.21814722E-03 0.18995725E+04
 0.22255408E-03 0.19219773E+04
 0.22704997E-03 0.19442573E+04
 0.23163669E-03 0.19663978E+04
 0.23631606E-03 0.19883840E+04
 0.24108996E-03 0.20102014E+04
 0.24596031E-03 0.20318359E+04
 0.25092901E-03 0.20532744E+04
 0.25599814E-03 0.20745034E+04
 0.26116965E-03 0.20955095E+04
 0.26644560E-03 0.21162795E+04
 0.27182818E-03 0.21368015E+04
 0.27731949E-03 0.21570652E+04
 0.28292168E-03 0.21770596E+04
 0.28863709E-03 0.21967739E+04
 0.29446793E-03 0.22161982E+04
 0.30041661E-03 0.22353245E+04
 0.30648540E-03 0.22541455E+04
 0.31267683E-03 0.22726548E+04
 0.31899329E-03 0.22908455E+04
 0.32543740E-03 0.23087119E+04
 0.33201167E-03 0.23262507E+04
 0.33871876E-03 0.23434597E+04
 0.34556136E-03 0.23603374E+04
 0.35254212E-03 0.23768821E+04
 0.35966394E-03 0.23930930E+04
 0.36692963E-03 0.24089729E+04
 0.37434211E-03 0.24245247E+04
 0.38190430E-03 0.24397520E+04
 0.38961932E-03 0.24546594E+04
 0.39749016E-03 0.24692517E+04
 0.40552000E-03 0.24835369E+04
 0.41371203E-03 0.24975232E+04
 0.42206954E-03 0.25112202E+04
 0.43059592E-03 0.25246375E+04
 0.43929456E-03 0.25377852E+04
 0.44816890E-03 0.25506765E+04
 0.45722249E-03 0.25633247E+04
 0.46645897E-03 0.25757439E+04
 0.47588209E-03 0.25879487E+04
 0.48549555E-03 0.25999541E+04
 0.49530319E-03 0.26117771E+04
 0.50530903E-03 0.26234348E+04
 0.51551696E-03 0.26349453E+04
 0.52593107E-03 0.26463264E+04
 0.53655554E-03 0.26575969E+04
 0.54739468E-03 0.26687766E+04
 0.55845280E-03 0.26798853E+04
 0.56973431E-03 0.26909431E+04
 0.58124372E-03 0.27019714E+04
 0.59298560E-03 0.27129905E+04
 0.60496473E-03 0.27240217E+04
 0.61718578E-03 0.27350864E+04
 0.62965375E-03 0.27462063E+04
 0.64237369E-03 0.27574031E+04
 0.65535045E-03 0.27686987E+04
 0.66858943E-03 0.27801150E+04
 0.68209582E-03 0.27916733E+04
 0.69587503E-03 0.28033960E+04
 0.70993265E-03 0.28153052E+04
 0.72427420E-03 0.28274231E+04
 0.73890563E-03 0.28397703E+04
 0.75383246E-03 0.28523679E+04
 0.76906086E-03 0.28652375E+04
 0.78459689E-03 0.28784011E+04
 0.80044678E-03 0.28918794E+04
 0.81661687E-03 0.29056926E+04
 0.83311368E-03 0.29198608E+04
 0.84994361E-03 0.29344045E+04
 0.86711359E-03 0.29493450E+04
 0.88463066E-03 0.29647017E+04
 0.90250134E-03 0.29804932E+04
 0.92073303E-03 0.29967385E+04
 0.93933311E-03 0.30134565E+04
 0.95830887E-03 0.30306670E+04
 0.97766798E-03 0.30483884E+04
 0.99741819E-03 0.30666377E+04
 0.10175674E-02 0.30854319E+04
 0.10381236E-02 0.31047893E+04
 0.10590950E-02 0.31247275E+04
 0.10804901E-02 0.31452639E+04
 0.11023175E-02 0.31664138E+04
 0.11245857E-02 0.31881926E+04
 0.11473041E-02 0.32106169E+04
 0.11704812E-02 0.32337036E+04
 0.11941264E-02 0.32574675E+04
 0.12182494E-02 0.32819229E+04
 0.12428596E-02 0.33070835E+04
 0.12679670E-02 0.33329648E+04
 0.12935817E-02 0.33595818E+04
 0.13197137E-02 0.33869480E+04
 0.13463736E-02 0.34150759E+04
 0.13735722E-02 0.34439783E+04
 0.14013201E-02 0.34736685E+04
 0.14296286E-02 0.35041599E+04
 0.14585090E-02 0.35354644E+04
 0.14879731E-02 0.35675930E+04
 0.15180323E-02 0.36005566E+04
 0.15486985E-02 0.36343672E+04
 0.15799842E-02 0.36690356E+04
 0.16119020E-02 0.37045728E+04
 0.16444647E-02 0.37409875E+04
 0.16776850E-02 0.37782898E+04
 0.17115764E-02 0.38164893E+04
 0.17461524E-02 0.38555957E+04
 0.17814270E-02 0.38956174E+04
 0.18174142E-02 0.39365618E+04
 0.18541284E-02 0.39784368E+04
 0.18915841E-02 0.40212495E+04
 0.19297971E-02 0.40650081E+04
 0.19687817E-02 0.41097183E+04
 0.20085536E-02 0.41553853E+04
 0.20491290E-02 0.42020156E+04
 0.20905242E-02 0.42496133E+04
 0.21327557E-02 0.42981841E+04
 0.21758399E-02 0.43477314E+04
 0.22197948E-02 0.43982583E+04
 0.22646377E-02 0.44497686E+04
 0.23103864E-02 0.45022637E+04
 0.23570592E-02 0.45557466E+04
 0.24046749E-02 0.46102173E+04
 0.24532524E-02 0.46656777E+04
 0.25028118E-02 0.47221265E+04
 0.25533722E-02 0.47795640E+04
 0.26049537E-02 0.48379888E+04
 0.26575772E-02 0.48973984E+04
 0.27112637E-02 0.49577910E+04
 0.27660348E-02 0.50191631E+04
 0.28219123E-02 0.50815098E+04
 0.28789188E-02 0.51448271E+04
 0.29370766E-02 0.52091094E+04
 0.29964095E-02 0.52743506E+04
 0.30569409E-02 0.53405430E+04
 0.31186952E-02 0.54076787E+04
 0.31816978E-02 0.54757490E+04
 0.32459723E-02 0.55447441E+04
 0.33115451E-02 0.56146533E+04
 0.33784427E-02 0.56854648E+04
 0.34466919E-02 0.57571655E+04
 0.35163197E-02 0.58297427E+04
 0.35873537E-02 0.59031807E+04
 0.36598232E-02 0.59774644E+04
 0.37337563E-02 0.60525767E+04
 0.38091831E-02 0.61285000E+04
 0.38861334E-02 0.62052153E+04
 0.39646388E-02 0.62827026E+04
 0.40447293E-02 0.63609409E+04
 0.41264393E-02 0.64399082E+04
 0.42097992E-02 0.65195806E+04
 0.42948425E-02 0.65999331E+04
 0.43816040E-02 0.66809370E+04
 0.44701183E-02 0.67625640E+04
 0.45604203E-02 0.68447817E+04
 0.46525472E-02 0.69275576E+04
 0.47465344E-02 0.70108613E+04
 0.48424210E-02 0.70946646E+04
 0.49402444E-02 0.71789419E+04
 0.50400435E-02 0.72636646E+04
 0.51418589E-02 0.73488037E+04
 0.52457317E-02 0.74343218E+04
 0.53517036E-02 0.75201675E+04
 0.54598148E-02 0.76062827E+04
 0.55701104E-02 0.76926094E+04
 0.56826337E-02 0.77790864E+04
 0.57974309E-02 0.78656577E+04
 0.59145465E-02 0.79522783E+04
 0.60340283E-02 0.80389048E+04
 0.61559235E-02 0.81254912E+04
 0.62802811E-02 0.82119912E+04
 0.64071510E-02 0.82983525E+04
 0.65365843E-02 0.83845146E+04
 0.66686315E-02 0.84704141E+04
 0.68033468E-02 0.85559863E+04
 0.69407835E-02 0.86411650E+04
 0.70809964E-02 0.87258818E+04
 0.72240415E-02 0.88100674E+04
 0.73699774E-02 0.88936484E+04
 0.75188605E-02 0.89765537E+04
 0.76707508E-02 0.90587070E+04
 0.78257136E-02 0.91400312E+04
 0.79838037E-02 0.92204473E+04
 0.81450874E-02 0.92998730E+04
 0.83096288E-02 0.93782266E+04
 0.84774951E-02 0.94554219E+04
 0.86487513E-02 0.95313740E+04
 0.88234674E-02 0.96059902E+04
 0.90017123E-02 0.96791787E+04
 0.91835596E-02 0.97508467E+04
 0.93690790E-02 0.98208975E+04
 0.95583471E-02 0.98892363E+04
 0.97514391E-02 0.99557627E+04
 0.99484306E-02 0.10020375E+05
 0.10149402E-01 0.10082974E+05
 0.10354433E-01 0.10143456E+05
 0.10563606E-01 0.10201711E+05
 0.10777006E-01 0.10257616E+05
 0.10994715E-01 0.10311051E+05
 0.11216822E-01 0.10361891E+05
 0.11443418E-01 0.10410018E+05
 0.11674589E-01 0.10455333E+05
 0.11910431E-01 0.10497756E+05
 0.12151038E-01 0.10537210E+05
 0.12396505E-01 0.10573621E+05
 0.12646930E-01 0.10606906E+05
 0.12902415E-01 0.10636880E+05
 0.13163067E-01 0.10663278E+05
 0.13428980E-01 0.10685838E+05
 0.13700262E-01 0.10704295E+05
 0.13977026E-01 0.10718423E+05
 0.14259379E-01 0.10728391E+05
 0.14547437E-01 0.10734629E+05
 0.14841316E-01 0.10737576E+05
 0.15141129E-01 0.10737676E+05
 0.15447001E-01 0.10735293E+05
 0.15759049E-01 0.10729983E+05
 0.16077405E-01 0.10720837E+05
 0.16402189E-01 0.10706944E+05
 0.16733535E-01 0.10687406E+05
 0.17071573E-01 0.10661437E+05
 0.17416442E-01 0.10629120E+05
 0.17768279E-01 0.10590984E+05
 0.18127220E-01 0.10547565E+05
 0.18493414E-01 0.10499399E+05
 0.18867005E-01 0.10446925E+05
 0.19248145E-01 0.10389874E+05
 0.19636983E-01 0.10327673E+05
 0.20033674E-01 0.10259770E+05
 0.20438381E-01 0.10185639E+05
 0.20851264E-01 0.10104898E+05
 0.21272486E-01 0.10017939E+05
 0.21702228E-01 0.99254473E+04
 0.22140643E-01 0.98281016E+04
 0.22587912E-01 0.97265674E+04
 0.23044219E-01 0.96214238E+04
 0.23509743E-01 0.95128477E+04
 0.23984671E-01 0.94008809E+04
 0.24469191E-01 0.92855742E+04
 0.24963502E-01 0.91669863E+04
 0.25467798E-01 0.90451680E+04
 0.25982281E-01 0.89201045E+04
 0.26507158E-01 0.87917734E+04
 0.27042639E-01 0.86601631E+04
 0.27588934E-01 0.85252812E+04
 0.28146267E-01 0.83872100E+04
 0.28714858E-01 0.82463076E+04
 0.29294936E-01 0.81029927E+04
 0.29886734E-01 0.79576724E+04
 0.30490484E-01 0.78107383E+04
 0.31106433E-01 0.76626172E+04
 0.31734824E-01 0.75138979E+04
 0.32375909E-01 0.73651777E+04
 0.33029947E-01 0.72170137E+04
 0.33697195E-01 0.70699253E+04
 0.34377921E-01 0.69243579E+04
 0.35072401E-01 0.67806060E+04
 0.35780910E-01 0.66389185E+04
 0.36503751E-01 0.64995220E+04
 0.37241172E-01 0.63626235E+04
 0.37993494E-01 0.62284897E+04
 0.38761012E-01 0.60975845E+04
 0.39544035E-01 0.59703682E+04
 0.40342879E-01 0.58472598E+04
 0.41157857E-01 0.57286362E+04
 0.41989300E-01 0.56147427E+04
 0.42837542E-01 0.55055547E+04
 0.43702915E-01 0.54010093E+04
 0.44585772E-01 0.53010415E+04
 0.45486465E-01 0.52055889E+04
 0.46405349E-01 0.51145513E+04
 0.47342800E-01 0.50277837E+04
 0.48299186E-01 0.49451475E+04
 0.49274895E-01 0.48665098E+04
 0.50270312E-01 0.47916836E+04
 0.51285837E-01 0.47202710E+04
 0.52321881E-01 0.46518496E+04
 0.53378850E-01 0.45860205E+04
 0.54457176E-01 0.45223672E+04
 0.55557281E-01 0.44603623E+04
 0.56679614E-01 0.43994736E+04
 0.57824615E-01 0.43391982E+04
 0.58992747E-01 0.42790132E+04
 0.60184479E-01 0.42183560E+04
 0.61400317E-01 0.41566904E+04
 0.62640682E-01 0.40934351E+04
 0.63906111E-01 0.40276045E+04
 0.65197095E-01 0.39581304E+04
 0.66514164E-01 0.38841248E+04
 0.67857832E-01 0.38058230E+04
 0.69228657E-01 0.37241494E+04
 0.70627168E-01 0.36398848E+04
 0.72053924E-01 0.35522939E+04
 0.73509507E-01 0.34597048E+04
 0.74994497E-01 0.33609128E+04
 0.76509491E-01 0.32570403E+04
 0.78055084E-01 0.31501750E+04
 0.79631895E-01 0.30420024E+04
 0.81240565E-01 0.29333303E+04
 0.82881734E-01 0.28247668E+04
 0.84556051E-01 0.27171833E+04
 0.86264193E-01 0.26116526E+04
 0.88006847E-01 0.25091772E+04
 0.89784704E-01 0.24108230E+04
 0.91598473E-01 0.23175234E+04
 0.93448877E-01 0.22301028E+04
 0.95336676E-01 0.21493606E+04
 0.97262599E-01 0.20759690E+04
 0.99227436E-01 0.20102159E+04
 0.10123201E+00 0.19520365E+04
 0.10327702E+00 0.19012556E+04
 0.10536335E+00 0.18570679E+04
 0.10749183E+00 0.18185081E+04
 0.10966332E+00 0.17844160E+04
