#           k/h    P           
 0.99999997E-04 0.88330829E+03
 0.10202013E-03 0.89952496E+03
 0.10408108E-03 0.91600507E+03
 0.10618366E-03 0.93275104E+03
 0.10832871E-03 0.94976526E+03
 0.11051710E-03 0.96705005E+03
 0.11274968E-03 0.98460748E+03
 0.11502737E-03 0.10024396E+04
 0.11735109E-03 0.10205486E+04
 0.11972173E-03 0.10389362E+04
 0.12214028E-03 0.10576041E+04
 0.12460767E-03 0.10765541E+04
 0.12712492E-03 0.10957876E+04
 0.12969300E-03 0.11153059E+04
 0.13231297E-03 0.11351104E+04
 0.13498588E-03 0.11552019E+04
 0.13771278E-03 0.11755815E+04
 0.14049475E-03 0.11962501E+04
 0.14333293E-03 0.12172083E+04
 0.14622846E-03 0.12384564E+04
 0.14918247E-03 0.12599949E+04
 0.15219615E-03 0.12818236E+04
 0.15527071E-03 0.13039425E+04
 0.15840739E-03 0.13263514E+04
 0.16160744E-03 0.13490499E+04
 0.16487212E-03 0.13720371E+04
 0.16820275E-03 0.13953123E+04
 0.17160067E-03 0.14188744E+04
 0.17506724E-03 0.14427222E+04
 0.17860383E-03 0.14668541E+04
 0.18221186E-03 0.14912686E+04
 0.18589280E-03 0.15159637E+04
 0.18964807E-03 0.15409376E+04
 0.19347922E-03 0.15661877E+04
 0.19738778E-03 0.15917117E+04
 0.20137527E-03 0.16175068E+04
 0.20544330E-03 0.16435704E+04
 0.20959355E-03 0.16698995E+04
 0.21382760E-03 0.16964910E+04
 0.21814722E-03 0.17233411E+04
 0.22255408E-03 0.17504467E+04
 0.22704997E-03 0.17778041E+04
 0.23163669E-03 0.18054097E+04
 0.23631606E-03 0.18332594E+04
 0.24108996E-03 0.18613492E+04
 0.24596031E-03 0.18896750E+04
 0.25092901E-03 0.19182332E+04
 0.25599814E-03 0.19470190E+04
 0.26116965E-03 0.19760286E+04
 0.26644560E-03 0.20052571E+04
 0.27182818E-03 0.20347006E+04
 0.27731949E-03 0.20643552E+04
 0.28292168E-03 0.20942166E+04
 0.28863709E-03 0.21242805E+04
 0.29446793E-03 0.21545427E+04
 0.30041661E-03 0.21849995E+04
 0.30648540E-03 0.22156475E+04
 0.31267683E-03 0.22464829E+04
 0.31899329E-03 0.22775022E+04
 0.32543740E-03 0.23087017E+04
 0.33201167E-03 0.23400786E+04
 0.33871876E-03 0.23716306E+04
 0.34556136E-03 0.24033550E+04
 0.35254212E-03 0.24352495E+04
 0.35966394E-03 0.24673120E+04
 0.36692963E-03 0.24995408E+04
 0.37434211E-03 0.25319355E+04
 0.38190430E-03 0.25644954E+04
 0.38961932E-03 0.25972195E+04
 0.39749016E-03 0.26301074E+04
 0.40552000E-03 0.26631602E+04
 0.41371203E-03 0.26963792E+04
 0.42206954E-03 0.27297651E+04
 0.43059592E-03 0.27633201E+04
 0.43929456E-03 0.27970459E+04
 0.44816890E-03 0.28309458E+04
 0.45722249E-03 0.28650234E+04
 0.46645897E-03 0.28992830E+04
 0.47588209E-03 0.29337280E+04
 0.48549555E-03 0.29683640E+04
 0.49530319E-03 0.30031963E+04
 0.50530903E-03 0.30382312E+04
 0.51551696E-03 0.30734756E+04
 0.52593107E-03 0.31089360E+04
