#           k/h    P           
 0.99999997E-04 0.17380068E+04
 0.10202013E-03 0.17667195E+04
 0.10408108E-03 0.17957251E+04
 0.10618366E-03 0.18250170E+04
 0.10832871E-03 0.18545881E+04
 0.11051710E-03 0.18844304E+04
 0.11274968E-03 0.19145353E+04
 0.11502737E-03 0.19448934E+04
 0.11735109E-03 0.19754951E+04
 0.11972173E-03 0.20063300E+04
 0.12214028E-03 0.20373868E+04
 0.12460767E-03 0.20686541E+04
 0.12712492E-03 0.21001189E+04
 0.12969300E-03 0.21317686E+04
 0.13231297E-03 0.21635894E+04
 0.13498588E-03 0.21955669E+04
 0.13771278E-03 0.22276860E+04
 0.14049475E-03 0.22599307E+04
 0.14333293E-03 0.22922847E+04
 0.14622846E-03 0.23247305E+04
 0.14918247E-03 0.23572510E+04
 0.15219615E-03 0.23898279E+04
 0.15527071E-03 0.24224419E+04
 0.15840739E-03 0.24550737E+04
 0.16160744E-03 0.24877036E+04
 0.16487212E-03 0.25203105E+04
 0.16820275E-03 0.25528743E+04
 0.17160067E-03 0.25853730E+04
 0.17506724E-03 0.26177849E+04
 0.17860383E-03 0.26500876E+04
 0.18221186E-03 0.26822588E+04
 0.18589280E-03 0.27142761E+04
 0.18964807E-03 0.27461167E+04
 0.19347922E-03 0.27777576E+04
 0.19738778E-03 0.28091750E+04
 0.20137527E-03 0.28403464E+04
 0.20544330E-03 0.28712493E+04
 0.20959355E-03 0.29018608E+04
 0.21382760E-03 0.29321582E+04
 0.21814722E-03 0.29621184E+04
 0.22255408E-03 0.29917200E+04
 0.22704997E-03 0.30209421E+04
 0.23163669E-03 0.30497637E+04
 0.23631606E-03 0.30781641E+04
 0.24108996E-03 0.31061223E+04
 0.24596031E-03 0.31336204E+04
 0.25092901E-03 0.31606406E+04
 0.25599814E-03 0.31871663E+04
 0.26116965E-03 0.32131802E+04
 0.26644560E-03 0.32386660E+04
 0.27182818E-03 0.32636104E+04
 0.27731949E-03 0.32880010E+04
 0.28292168E-03 0.33118262E+04
 0.28863709E-03 0.33350742E+04
 0.29446793E-03 0.33577351E+04
 0.30041661E-03 0.33798013E+04
 0.30648540E-03 0.34012673E+04
 0.31267683E-03 0.34221284E+04
 0.31899329E-03 0.34423796E+04
 0.32543740E-03 0.34620176E+04
 0.33201167E-03 0.34810425E+04
 0.33871876E-03 0.34994561E+04
 0.34556136E-03 0.35172600E+04
 0.35254212E-03 0.35344575E+04
 0.35966394E-03 0.35510522E+04
 0.36692963E-03 0.35670518E+04
 0.37434211E-03 0.35824648E+04
 0.38190430E-03 0.35973008E+04
 0.38961932E-03 0.36115696E+04
 0.39749016E-03 0.36252825E+04
 0.40552000E-03 0.36384536E+04
 0.41371203E-03 0.36510981E+04
 0.42206954E-03 0.36632322E+04
 0.43059592E-03 0.36748718E+04
 0.43929456E-03 0.36860344E+04
 0.44816890E-03 0.36967400E+04
 0.45722249E-03 0.37070088E+04
 0.46645897E-03 0.37168623E+04
 0.47588209E-03 0.37263218E+04
 0.48549555E-03 0.37354094E+04
 0.49530319E-03 0.37441494E+04
 0.50530903E-03 0.37525662E+04
 0.51551696E-03 0.37606846E+04
 0.52593107E-03 0.37685298E+04
 0.53655554E-03 0.37761277E+04
 0.54739468E-03 0.37835044E+04
 0.55845280E-03 0.37906870E+04
 0.56973431E-03 0.37977026E+04
 0.58124372E-03 0.38045786E+04
 0.59298560E-03 0.38113425E+04
 0.60496473E-03 0.38180220E+04
 0.61718578E-03 0.38246450E+04
 0.62965375E-03 0.38312395E+04
 0.64237369E-03 0.38378340E+04
 0.65535045E-03 0.38444565E+04
 0.66858943E-03 0.38511350E+04
 0.68209582E-03 0.38578967E+04
 0.69587503E-03 0.38647698E+04
 0.70993265E-03 0.38717822E+04
 0.72427420E-03 0.38789619E+04
 0.73890563E-03 0.38863357E+04
 0.75383246E-03 0.38939302E+04
 0.76906086E-03 0.39017725E+04
 0.78459689E-03 0.39098901E+04
 0.80044678E-03 0.39183096E+04
 0.81661687E-03 0.39270557E+04
 0.83311368E-03 0.39361543E+04
 0.84994361E-03 0.39456309E+04
 0.86711359E-03 0.39555112E+04
 0.88463066E-03 0.39658206E+04
 0.90250134E-03 0.39765818E+04
 0.92073303E-03 0.39878191E+04
 0.93933311E-03 0.39995566E+04
 0.95830887E-03 0.40118186E+04
 0.97766798E-03 0.40246279E+04
 0.99741819E-03 0.40380066E+04
 0.10175674E-02 0.40519758E+04
 0.10381236E-02 0.40665581E+04
 0.10590950E-02 0.40817761E+04
 0.10804901E-02 0.40976509E+04
 0.11023175E-02 0.41142021E+04
 0.11245857E-02 0.41314497E+04
 0.11473041E-02 0.41494136E+04
 0.11704812E-02 0.41681157E+04
 0.11941264E-02 0.41875742E+04
 0.12182494E-02 0.42078076E+04
 0.12428596E-02 0.42288340E+04
 0.12679670E-02 0.42506709E+04
 0.12935817E-02 0.42733389E+04
 0.13197137E-02 0.42968545E+04
 0.13463736E-02 0.43212334E+04
 0.13735722E-02 0.43464922E+04
 0.14013201E-02 0.43726470E+04
 0.14296286E-02 0.43997163E+04
 0.14585090E-02 0.44277139E+04
 0.14879731E-02 0.44566548E+04
 0.15180323E-02 0.44865527E+04
 0.15486985E-02 0.45174219E+04
 0.15799842E-02 0.45492783E+04
 0.16119020E-02 0.45821348E+04
 0.16444647E-02 0.46160034E+04
 0.16776850E-02 0.46508955E+04
 0.17115764E-02 0.46868247E+04
 0.17461524E-02 0.47238037E+04
 0.17814270E-02 0.47618428E+04
 0.18174142E-02 0.48009526E+04
 0.18541284E-02 0.48411416E+04
 0.18915841E-02 0.48824214E+04
 0.19297971E-02 0.49248018E+04
 0.19687817E-02 0.49682905E+04
 0.20085536E-02 0.50128950E+04
 0.20491290E-02 0.50586230E+04
 0.20905242E-02 0.51054814E+04
 0.21327557E-02 0.51534780E+04
 0.21758399E-02 0.52026177E+04
 0.22197948E-02 0.52529043E+04
 0.22646377E-02 0.53043433E+04
 0.23103864E-02 0.53569380E+04
 0.23570592E-02 0.54106924E+04
 0.24046749E-02 0.54656084E+04
 0.24532524E-02 0.55216875E+04
 0.25028118E-02 0.55789307E+04
 0.25533722E-02 0.56373384E+04
 0.26049537E-02 0.56969102E+04
 0.26575772E-02 0.57576450E+04
 0.27112637E-02 0.58195405E+04
 0.27660348E-02 0.58825928E+04
 0.28219123E-02 0.59467988E+04
 0.28789188E-02 0.60121538E+04
 0.29370766E-02 0.60786519E+04
 0.29964095E-02 0.61462861E+04
 0.30569409E-02 0.62150498E+04
 0.31186952E-02 0.62849336E+04
 0.31816978E-02 0.63559292E+04
 0.32459723E-02 0.64280249E+04
 0.33115451E-02 0.65012095E+04
 0.33784427E-02 0.65754702E+04
 0.34466919E-02 0.66507935E+04
 0.35163197E-02 0.67271641E+04
 0.35873537E-02 0.68045654E+04
 0.36598232E-02 0.68829805E+04
 0.37337563E-02 0.69623901E+04
 0.38091831E-02 0.70427739E+04
 0.38861334E-02 0.71241108E+04
 0.39646388E-02 0.72063779E+04
 0.40447293E-02 0.72895522E+04
 0.41264393E-02 0.73736094E+04
 0.42097992E-02 0.74585225E+04
 0.42948425E-02 0.75442627E+04
 0.43816040E-02 0.76307993E+04
 0.44701183E-02 0.77180986E+04
 0.45604203E-02 0.78061250E+04
 0.46525472E-02 0.78948418E+04
 0.47465344E-02 0.79842134E+04
 0.48424210E-02 0.80742095E+04
 0.49402444E-02 0.81647993E+04
 0.50400435E-02 0.82559521E+04
 0.51418589E-02 0.83476348E+04
 0.52457317E-02 0.84398047E+04
 0.53517036E-02 0.85324033E+04
 0.54598148E-02 0.86253662E+04
 0.55701104E-02 0.87186270E+04
 0.56826337E-02 0.88121162E+04
 0.57974309E-02 0.89057715E+04
 0.59145465E-02 0.89995420E+04
 0.60340283E-02 0.90933770E+04
 0.61559235E-02 0.91872266E+04
 0.62802811E-02 0.92810371E+04
 0.64071510E-02 0.93747500E+04
 0.65365843E-02 0.94682959E+04
 0.66686315E-02 0.95616045E+04
 0.68033468E-02 0.96546035E+04
 0.69407835E-02 0.97472168E+04
 0.70809964E-02 0.98393682E+04
 0.72240415E-02 0.99309785E+04
 0.73699774E-02 0.10021967E+05
 0.75188605E-02 0.10112250E+05
 0.76707508E-02 0.10201744E+05
 0.78257136E-02 0.10290361E+05
 0.79838037E-02 0.10378013E+05
 0.81450874E-02 0.10464605E+05
