#    L    TT             EE             BB             TE          
     2   0.116987E+04   0.553344E-01   0.176458E-05   0.402431E+01
     3   0.144785E+04   0.891881E-01   0.352986E-05   0.551670E+01
     4   0.166709E+04   0.985952E-01   0.588466E-05   0.565021E+01
     5   0.182502E+04   0.859802E-01   0.882990E-05   0.501265E+01
     6   0.193340E+04   0.624768E-01   0.123667E-04   0.412535E+01
     7   0.200521E+04   0.391988E-01   0.164965E-04   0.327400E+01
     8   0.205222E+04   0.224589E-01   0.212207E-04   0.257055E+01
     9   0.208230E+04   0.133144E-01   0.265411E-04   0.202588E+01
    10   0.209893E+04   0.961926E-02   0.324596E-04   0.163894E+01
    11   0.210660E+04   0.848688E-02   0.389782E-04   0.138529E+01
    12   0.210866E+04   0.793600E-02   0.460992E-04   0.124518E+01
    13   0.210576E+04   0.711082E-02   0.538247E-04   0.119030E+01
    14   0.209914E+04   0.620542E-02   0.621572E-04   0.119108E+01
    15   0.209029E+04   0.551556E-02   0.710992E-04   0.123232E+01
    16   0.208049E+04   0.525192E-02   0.806532E-04   0.130103E+01
    17   0.207039E+04   0.540351E-02   0.908218E-04   0.137541E+01
    18   0.205966E+04   0.572274E-02   0.101607E-03   0.143819E+01
    19   0.204954E+04   0.608556E-02   0.113013E-03   0.149232E+01
    20   0.203867E+04   0.647763E-02   0.125040E-03   0.154053E+01
    21   0.202761E+04   0.693260E-02   0.137693E-03   0.157897E+01
    22   0.201681E+04   0.757185E-02   0.150972E-03   0.160459E+01
    23   0.200624E+04   0.846019E-02   0.164881E-03   0.162908E+01
    24   0.199612E+04   0.960577E-02   0.179422E-03   0.166532E+01
    25   0.198652E+04   0.110180E-01   0.194597E-03   0.171622E+01
    26   0.197739E+04   0.126614E-01   0.210408E-03   0.177966E+01
    27   0.196907E+04   0.144838E-01   0.226856E-03   0.183643E+01
    28   0.196148E+04   0.164651E-01   0.243944E-03   0.187019E+01
    29   0.195459E+04   0.186173E-01   0.261672E-03   0.188801E+01
    30   0.194821E+04   0.209615E-01   0.280042E-03   0.189991E+01
    31   0.194225E+04   0.234859E-01   0.299056E-03   0.191045E+01
    32   0.193703E+04   0.261666E-01   0.318714E-03   0.192117E+01
    33   0.193258E+04   0.290140E-01   0.339017E-03   0.192704E+01
    34   0.192877E+04   0.320569E-01   0.359964E-03   0.192361E+01
    35   0.192556E+04   0.353160E-01   0.381558E-03   0.191235E+01
    36   0.192286E+04   0.388110E-01   0.403796E-03   0.189387E+01
    37   0.192067E+04   0.425343E-01   0.426681E-03   0.186314E+01
    38   0.191931E+04   0.464824E-01   0.450210E-03   0.181735E+01
    39   0.191876E+04   0.506670E-01   0.474383E-03   0.175927E+01
    40   0.191874E+04   0.551090E-01   0.499201E-03   0.169283E+01
    41   0.191937E+04   0.598296E-01   0.524661E-03   0.162066E+01
    42   0.192041E+04   0.648299E-01   0.550763E-03   0.154101E+01
    43   0.192202E+04   0.701058E-01   0.577505E-03   0.145104E+01
    44   0.192403E+04   0.756382E-01   0.604886E-03   0.134878E+01
    45   0.192683E+04   0.814187E-01   0.632905E-03   0.123238E+01
    46   0.193033E+04   0.874435E-01   0.661560E-03   0.109870E+01
    47   0.193436E+04   0.937154E-01   0.690849E-03   0.949524E+00
    48   0.193884E+04   0.100246E+00   0.720771E-03   0.790523E+00
    49   0.194382E+04   0.107024E+00   0.751323E-03   0.626764E+00
    50   0.194951E+04   0.114031E+00   0.782505E-03   0.456534E+00
    51   0.195567E+04   0.121244E+00   0.814314E-03   0.276310E+00
    52   0.196252E+04   0.128744E+00   0.846748E-03   0.809507E-01
    53   0.196973E+04   0.136675E+00   0.879806E-03  -0.133238E+00
    54   0.197721E+04   0.145024E+00   0.913485E-03  -0.361982E+00
    55   0.198521E+04   0.153764E+00   0.947785E-03  -0.600892E+00
    56   0.199395E+04   0.162748E+00   0.982704E-03  -0.851713E+00
    57   0.200334E+04   0.171870E+00   0.101824E-02  -0.111441E+01
    58   0.201334E+04   0.181141E+00   0.105439E-02  -0.138976E+01
    59   0.202376E+04   0.190602E+00   0.109116E-02  -0.167853E+01
    60   0.203457E+04   0.200312E+00   0.112854E-02  -0.198007E+01
    61   0.204604E+04   0.210364E+00   0.116654E-02  -0.229358E+01
    62   0.205759E+04   0.220745E+00   0.120514E-02  -0.262001E+01
    63   0.206946E+04   0.231411E+00   0.124436E-02  -0.296039E+01
    64   0.208198E+04   0.242373E+00   0.128420E-02  -0.331597E+01
    65   0.209480E+04   0.253604E+00   0.132464E-02  -0.368738E+01
    66   0.210822E+04   0.265033E+00   0.136570E-02  -0.407276E+01
    67   0.212206E+04   0.276663E+00   0.140737E-02  -0.446920E+01
    68   0.213659E+04   0.288534E+00   0.144965E-02  -0.487483E+01
    69   0.215152E+04   0.300608E+00   0.149255E-02  -0.528770E+01
    70   0.216697E+04   0.312925E+00   0.153606E-02  -0.570927E+01
    71   0.218275E+04   0.325475E+00   0.158020E-02  -0.614181E+01
    72   0.219890E+04   0.338231E+00   0.162495E-02  -0.658675E+01
    73   0.221539E+04   0.351159E+00   0.167032E-02  -0.704482E+01
    74   0.223227E+04   0.364248E+00   0.171631E-02  -0.751526E+01
    75   0.224965E+04   0.377509E+00   0.176293E-02  -0.799673E+01
    76   0.226750E+04   0.390941E+00   0.181018E-02  -0.848871E+01
    77   0.228586E+04   0.404537E+00   0.185806E-02  -0.899106E+01
    78   0.230476E+04   0.418323E+00   0.190658E-02  -0.950523E+01
    79   0.232402E+04   0.432243E+00   0.195573E-02  -0.100275E+02
    80   0.234374E+04   0.446301E+00   0.200552E-02  -0.105592E+02
    81   0.236381E+04   0.460447E+00   0.205595E-02  -0.111009E+02
    82   0.238430E+04   0.474703E+00   0.210703E-02  -0.116516E+02
    83   0.240514E+04   0.489043E+00   0.215877E-02  -0.122107E+02
    84   0.242641E+04   0.503465E+00   0.221115E-02  -0.127762E+02
    85   0.244794E+04   0.517943E+00   0.226420E-02  -0.133491E+02
    86   0.246983E+04   0.532490E+00   0.231790E-02  -0.139282E+02
    87   0.249229E+04   0.547075E+00   0.237228E-02  -0.145128E+02
    88   0.251487E+04   0.561714E+00   0.242732E-02  -0.151030E+02
    89   0.253794E+04   0.576392E+00   0.248303E-02  -0.157005E+02
