#    L    TT             EE             BB             TE          
     2   0.125034E+04   0.580831E-01   0.155172E-05   0.665826E+01
     3   0.112676E+04   0.903261E-01   0.310401E-05   0.706089E+01
     4   0.102683E+04   0.988366E-01   0.517462E-05   0.615768E+01
     5   0.970079E+03   0.858595E-01   0.776432E-05   0.498190E+01
     6   0.939139E+03   0.622539E-01   0.108740E-04   0.391495E+01
     7   0.922052E+03   0.389718E-01   0.145048E-04   0.304333E+01
     8   0.913398E+03   0.222522E-01   0.186580E-04   0.236193E+01
     9   0.909970E+03   0.131267E-01   0.233350E-04   0.184169E+01
    10   0.909615E+03   0.944598E-02   0.285373E-04   0.146597E+01
    11   0.911351E+03   0.832574E-02   0.342666E-04   0.121607E+01
    12   0.915623E+03   0.778185E-02   0.405247E-04   0.107752E+01
    13   0.920943E+03   0.696238E-02   0.473135E-04   0.102509E+01
    14   0.926671E+03   0.606548E-02   0.546349E-04   0.103070E+01
    15   0.933262E+03   0.538328E-02   0.624910E-04   0.107531E+01
    16   0.941236E+03   0.512295E-02   0.708838E-04   0.114275E+01
    17   0.950581E+03   0.527819E-02   0.798155E-04   0.121616E+01
    18   0.960410E+03   0.560565E-02   0.892881E-04   0.128298E+01
    19   0.971623E+03   0.597582E-02   0.993038E-04   0.134177E+01
    20   0.982607E+03   0.636938E-02   0.109865E-03   0.139095E+01
    21   0.993740E+03   0.682684E-02   0.120973E-03   0.143161E+01
    22   0.100531E+04   0.747608E-02   0.132630E-03   0.146535E+01
    23   0.101716E+04   0.837541E-02   0.144839E-03   0.149788E+01
    24   0.102936E+04   0.952521E-02   0.157600E-03   0.153513E+01
    25   0.104189E+04   0.109349E-01   0.170916E-03   0.157953E+01
    26   0.105459E+04   0.125716E-01   0.184789E-03   0.163204E+01
    27   0.106773E+04   0.143884E-01   0.199220E-03   0.168385E+01
    28   0.108118E+04   0.163701E-01   0.214210E-03   0.172721E+01
    29   0.109496E+04   0.185267E-01   0.229760E-03   0.176333E+01
    30   0.110896E+04   0.208765E-01   0.245873E-03   0.179372E+01
    31   0.112304E+04   0.234057E-01   0.262548E-03   0.181845E+01
    32   0.113749E+04   0.260891E-01   0.279786E-03   0.183655E+01
    33   0.115231E+04   0.289372E-01   0.297588E-03   0.184448E+01
    34   0.116735E+04   0.319793E-01   0.315955E-03   0.184020E+01
    35   0.118256E+04   0.352369E-01   0.334886E-03   0.182703E+01
    36   0.119788E+04   0.387304E-01   0.354382E-03   0.180711E+01
    37   0.121332E+04   0.424523E-01   0.374443E-03   0.177618E+01
    38   0.122919E+04   0.463991E-01   0.395069E-03   0.173181E+01
    39   0.124547E+04   0.505823E-01   0.416258E-03   0.167630E+01
    40   0.126189E+04   0.550229E-01   0.438011E-03   0.161292E+01
    41   0.127857E+04   0.597416E-01   0.460326E-03   0.154377E+01
    42   0.129527E+04   0.647397E-01   0.483204E-03   0.146698E+01
    43   0.131215E+04   0.700133E-01   0.506642E-03   0.137975E+01
    44   0.132906E+04   0.755434E-01   0.530641E-03   0.128016E+01
    45   0.134636E+04   0.813216E-01   0.555198E-03   0.116634E+01
    46   0.136399E+04   0.873443E-01   0.580313E-03   0.103520E+01
    47   0.138180E+04   0.936143E-01   0.605985E-03   0.888536E+00
