#    L    TT             EE             BB             TE          
     2   0.228886E+04   0.581050E-01   0.209912E-05   0.697637E+01
     3   0.326639E+04   0.914941E-01   0.419920E-05   0.865449E+01
     4   0.394001E+04   0.100308E+00   0.700079E-05   0.822304E+01
     5   0.437209E+04   0.872156E-01   0.105051E-04   0.689838E+01
     6   0.463760E+04   0.633856E-01   0.147138E-04   0.546853E+01
     7   0.478938E+04   0.399112E-01   0.196285E-04   0.426598E+01
     8   0.486609E+04   0.230537E-01   0.252515E-04   0.336267E+01
     9   0.489468E+04   0.138376E-01   0.315850E-04   0.270950E+01
    10   0.488756E+04   0.100931E-01   0.386316E-04   0.226663E+01
    11   0.485855E+04   0.892040E-02   0.463940E-04   0.197646E+01
    12   0.481518E+04   0.833695E-02   0.548752E-04   0.180364E+01
    13   0.476095E+04   0.748347E-02   0.640783E-04   0.171854E+01
    14   0.469973E+04   0.655071E-02   0.740066E-04   0.169260E+01
    15   0.463430E+04   0.583660E-02   0.846632E-04   0.171099E+01
    16   0.456689E+04   0.555376E-02   0.960516E-04   0.176003E+01
    17   0.449879E+04   0.568673E-02   0.108175E-03   0.181368E+01
    18   0.443026E+04   0.598429E-02   0.121038E-03   0.185196E+01
    19   0.436278E+04   0.632865E-02   0.134642E-03   0.188479E+01
    20   0.429520E+04   0.671075E-02   0.148992E-03   0.192067E+01
    21   0.422827E+04   0.715593E-02   0.164091E-03   0.194691E+01
    22   0.416261E+04   0.777753E-02   0.179942E-03   0.195197E+01
    23   0.409826E+04   0.864738E-02   0.196549E-03   0.195504E+01
    24   0.403547E+04   0.978228E-02   0.213913E-03   0.197839E+01
    25   0.397438E+04   0.111918E-01   0.232038E-03   0.202587E+01
    26   0.391501E+04   0.128375E-01   0.250927E-03   0.209219E+01
    27   0.385774E+04   0.146616E-01   0.270581E-03   0.214665E+01
    28   0.380252E+04   0.166394E-01   0.291004E-03   0.216329E+01
    29   0.374919E+04   0.187841E-01   0.312196E-03   0.215526E+01
    30   0.369745E+04   0.211200E-01   0.334160E-03   0.214152E+01
    31   0.364722E+04   0.236372E-01   0.356896E-03   0.213132E+01
    32   0.359884E+04   0.263133E-01   0.380406E-03   0.212873E+01
    33   0.355236E+04   0.291584E-01   0.404691E-03   0.212709E+01
    34   0.350763E+04   0.322009E-01   0.429751E-03   0.211942E+01
    35   0.346458E+04   0.354604E-01   0.455586E-03   0.210528E+01
    36   0.342306E+04   0.389561E-01   0.482195E-03   0.208371E+01
    37   0.338307E+04   0.426803E-01   0.509580E-03   0.204890E+01
    38   0.334488E+04   0.466294E-01   0.537738E-03   0.199768E+01
    39   0.330845E+04   0.508151E-01   0.566670E-03   0.193321E+01
    40   0.327350E+04   0.552587E-01   0.596373E-03   0.186004E+01
    41   0.324012E+04   0.599814E-01   0.626846E-03   0.178131E+01
    42   0.320805E+04   0.649842E-01   0.658089E-03   0.169535E+01
    43   0.317742E+04   0.702628E-01   0.690097E-03   0.159931E+01
    44   0.314805E+04   0.757982E-01   0.722871E-03   0.149122E+01
    45   0.312031E+04   0.815816E-01   0.756407E-03   0.136921E+01
    46   0.309408E+04   0.876094E-01   0.790702E-03   0.123013E+01
    47   0.306917E+04   0.938842E-01   0.825756E-03   0.107576E+01
    48   0.304546E+04   0.100418E+00   0.861564E-03   0.911785E+00
    49   0.302297E+04   0.107199E+00   0.898125E-03   0.743263E+00
    50   0.300189E+04   0.114210E+00   0.935436E-03   0.568487E+00
    51   0.298195E+04   0.121426E+00   0.973493E-03   0.383939E+00
    52   0.296339E+04   0.128931E+00   0.101230E-02   0.184513E+00
    53   0.294584E+04   0.136867E+00   0.105184E-02  -0.334469E-01
    54   0.292925E+04   0.145221E+00   0.109212E-02  -0.265629E+00
    55   0.291387E+04   0.153966E+00   0.113314E-02  -0.507605E+00
    56   0.289991E+04   0.162955E+00   0.117490E-02  -0.761107E+00
    57   0.288723E+04   0.172082E+00   0.121739E-02  -0.102620E+01
    58   0.287574E+04   0.181358E+00   0.126061E-02  -0.130377E+01
    59   0.286521E+04   0.190825E+00   0.130456E-02  -0.159473E+01
    60   0.285556E+04   0.200540E+00   0.134923E-02  -0.189854E+01
    61   0.284700E+04   0.210597E+00   0.139463E-02  -0.221449E+01
    62   0.283897E+04   0.220983E+00   0.144076E-02  -0.254353E+01
    63   0.283173E+04   0.231655E+00   0.148762E-02  -0.288663E+01
    64   0.282559E+04   0.242622E+00   0.153520E-02  -0.324500E+01
    65   0.282024E+04   0.253858E+00   0.158350E-02  -0.361924E+01
    66   0.281599E+04   0.265292E+00   0.163253E-02  -0.400745E+01
    67   0.281263E+04   0.276927E+00   0.168228E-02  -0.440665E+01
    68   0.281041E+04   0.288804E+00   0.173277E-02  -0.481494E+01
    69   0.280902E+04   0.300883E+00   0.178398E-02  -0.523033E+01
    70   0.280856E+04   0.313205E+00   0.183591E-02  -0.565423E+01
    71   0.280883E+04   0.325760E+00   0.188858E-02  -0.608888E+01
    72   0.280985E+04   0.338521E+00   0.194199E-02  -0.653571E+01
    73   0.281158E+04   0.351455E+00   0.199613E-02  -0.699549E+01
    74   0.281406E+04   0.364550E+00   0.205101E-02  -0.746748E+01
    75   0.281740E+04   0.377815E+00   0.210663E-02  -0.795038E+01
    76   0.282156E+04   0.391253E+00   0.216299E-02  -0.844368E+01
    77   0.282657E+04   0.404854E+00   0.222011E-02  -0.894729E+01
    78   0.283246E+04   0.418644E+00   0.227797E-02  -0.946268E+01
    79   0.283905E+04   0.432569E+00   0.233660E-02  -0.998614E+01
    80   0.284643E+04   0.446632E+00   0.239598E-02  -0.105191E+02
    81   0.285449E+04   0.460783E+00   0.245613E-02  -0.110622E+02
    82   0.286330E+04   0.475044E+00   0.251705E-02  -0.116142E+02
    83   0.287276E+04   0.489388E+00   0.257874E-02  -0.121746E+02
    84   0.288295E+04   0.503814E+00   0.264121E-02  -0.127413E+02
    85   0.289371E+04   0.518297E+00   0.270447E-02  -0.133154E+02
    86   0.290511E+04   0.532847E+00   0.276851E-02  -0.138955E+02
    87   0.291736E+04   0.547437E+00   0.283335E-02  -0.144810E+02
    88   0.292999E+04   0.562080E+00   0.289899E-02  -0.150721E+02
    89   0.294337E+04   0.576761E+00   0.296543E-02  -0.156703E+02
    90   0.295734E+04   0.591444E+00   0.303268E-02  -0.162728E+02
    91   0.297181E+04   0.606122E+00   0.310075E-02  -0.168807E+02
    92   0.298692E+04   0.620780E+00   0.316963E-02  -0.174930E+02
    93   0.300267E+04   0.635411E+00   0.323934E-02  -0.181099E+02
    94   0.301882E+04   0.649979E+00   0.330988E-02  -0.187300E+02
    95   0.303560E+04   0.664485E+00   0.338125E-02  -0.193539E+02
    96   0.305269E+04   0.678915E+00   0.345346E-02  -0.199811E+02
    97   0.307054E+04   0.693255E+00   0.352652E-02  -0.206107E+02
    98   0.308892E+04   0.707498E+00   0.360042E-02  -0.212407E+02
    99   0.310767E+04   0.721607E+00   0.367517E-02  -0.218739E+02
   100   0.312700E+04   0.735584E+00   0.375079E-02  -0.225060E+02
   101   0.314677E+04   0.749489E+00   0.382726E-02  -0.231400E+02
   102   0.316733E+04   0.763173E+00   0.390461E-02  -0.237737E+02
   103   0.318809E+04   0.776713E+00   0.398282E-02  -0.244079E+02
   104   0.320934E+04   0.790108E+00   0.406191E-02  -0.250396E+02
   105   0.323099E+04   0.803286E+00   0.414189E-02  -0.256703E+02
   106   0.325311E+04   0.816321E+00   0.422274E-02  -0.262994E+02
   107   0.327540E+04   0.829066E+00   0.430449E-02  -0.269254E+02
   108   0.329830E+04   0.841596E+00   0.438714E-02  -0.275490E+02
   109   0.332157E+04   0.853837E+00   0.447068E-02  -0.281689E+02
   110   0.334514E+04   0.865790E+00   0.455513E-02  -0.287836E+02
   111   0.336908E+04   0.877530E+00   0.464049E-02  -0.293945E+02
   112   0.339337E+04   0.888984E+00   0.472676E-02  -0.300010E+02
   113   0.341809E+04   0.900152E+00   0.481395E-02  -0.306015E+02
   114   0.344308E+04   0.910959E+00   0.490207E-02  -0.311952E+02
   115   0.346849E+04   0.921556E+00   0.499113E-02  -0.317823E+02
   116   0.349409E+04   0.931719E+00   0.508112E-02  -0.323618E+02
   117   0.352017E+04   0.941524E+00   0.517205E-02  -0.329331E+02
   118   0.354658E+04   0.951119E+00   0.526394E-02  -0.334968E+02
   119   0.357316E+04   0.960356E+00   0.535678E-02  -0.340507E+02
   120   0.360005E+04   0.969087E+00   0.545059E-02  -0.345948E+02
   121   0.362711E+04   0.977610E+00   0.554538E-02  -0.351291E+02
   122   0.365439E+04   0.985628E+00   0.564114E-02  -0.356529E+02
   123   0.368191E+04   0.993215E+00   0.573789E-02  -0.361660E+02
   124   0.370964E+04   0.100045E+01   0.583565E-02  -0.366655E+02
   125   0.373751E+04   0.100725E+01   0.593440E-02  -0.371537E+02
   126   0.376559E+04   0.101370E+01   0.603418E-02  -0.376298E+02
   127   0.379381E+04   0.101964E+01   0.613498E-02  -0.380930E+02
   128   0.382214E+04   0.102524E+01   0.623682E-02  -0.385425E+02
   129   0.385067E+04   0.103033E+01   0.633970E-02  -0.389776E+02
   130   0.387931E+04   0.103492E+01   0.644364E-02  -0.393976E+02
   131   0.390806E+04   0.103915E+01   0.654865E-02  -0.398038E+02
   132   0.393700E+04   0.104289E+01   0.665474E-02  -0.401935E+02
   133   0.396596E+04   0.104620E+01   0.676193E-02  -0.405688E+02
   134   0.399503E+04   0.104909E+01   0.687021E-02  -0.409253E+02
   135   0.402419E+04   0.105148E+01   0.697961E-02  -0.412661E+02
   136   0.405331E+04   0.105337E+01   0.709015E-02  -0.415875E+02
   137   0.408253E+04   0.105484E+01   0.720182E-02  -0.418917E+02
   138   0.411177E+04   0.105581E+01   0.731465E-02  -0.421773E+02
   139   0.414088E+04   0.105643E+01   0.742864E-02  -0.424436E+02
   140   0.417016E+04   0.105648E+01   0.754382E-02  -0.426914E+02
   141   0.419931E+04   0.105604E+01   0.766019E-02  -0.429185E+02
   142   0.422855E+04   0.105517E+01   0.777776E-02  -0.431257E+02
   143   0.425780E+04   0.105389E+01   0.789655E-02  -0.433130E+02
   144   0.428692E+04   0.105211E+01   0.801658E-02  -0.434797E+02
   145   0.431597E+04   0.104998E+01   0.813785E-02  -0.436252E+02
   146   0.434518E+04   0.104729E+01   0.826038E-02  -0.437494E+02
   147   0.437411E+04   0.104426E+01   0.838417E-02  -0.438509E+02
   148   0.440296E+04   0.104073E+01   0.850925E-02  -0.439314E+02
   149   0.443182E+04   0.103678E+01   0.863563E-02  -0.439892E+02
   150   0.446045E+04   0.103250E+01   0.876330E-02  -0.440222E+02
   151   0.448902E+04   0.102780E+01   0.889229E-02  -0.440335E+02
   152   0.451736E+04   0.102260E+01   0.902261E-02  -0.440216E+02
   153   0.454562E+04   0.101707E+01   0.915426E-02  -0.439842E+02
   154   0.457373E+04   0.101119E+01   0.928725E-02  -0.439235E+02
   155   0.460168E+04   0.100497E+01   0.942160E-02  -0.438389E+02
   156   0.462932E+04   0.998405E+00   0.955731E-02  -0.437302E+02
   157   0.465695E+04   0.991499E+00   0.969439E-02  -0.435961E+02
   158   0.468434E+04   0.984325E+00   0.983284E-02  -0.434373E+02
   159   0.471148E+04   0.976734E+00   0.997267E-02  -0.432537E+02
   160   0.473846E+04   0.968873E+00   0.101139E-01  -0.430438E+02
   161   0.476527E+04   0.960818E+00   0.102565E-01  -0.428093E+02
   162   0.479183E+04   0.952420E+00   0.104005E-01  -0.425500E+02
   163   0.481828E+04   0.943751E+00   0.105459E-01  -0.422645E+02
   164   0.484433E+04   0.934888E+00   0.106927E-01  -0.419542E+02
   165   0.487028E+04   0.925755E+00   0.108409E-01  -0.416170E+02
   166   0.489597E+04   0.916500E+00   0.109905E-01  -0.412543E+02
   167   0.492147E+04   0.906901E+00   0.111415E-01  -0.408668E+02
   168   0.494656E+04   0.897329E+00   0.112939E-01  -0.404524E+02
   169   0.497138E+04   0.887486E+00   0.114477E-01  -0.400110E+02
   170   0.499594E+04   0.877596E+00   0.116028E-01  -0.395441E+02
   171   0.502008E+04   0.867657E+00   0.117594E-01  -0.390495E+02
   172   0.504387E+04   0.857595E+00   0.119174E-01  -0.385287E+02
   173   0.506724E+04   0.847410E+00   0.120767E-01  -0.379816E+02
   174   0.509034E+04   0.837400E+00   0.122374E-01  -0.374083E+02
   175   0.511308E+04   0.827265E+00   0.123995E-01  -0.368080E+02
   176   0.513531E+04   0.817230E+00   0.125629E-01  -0.361808E+02
   177   0.515720E+04   0.807219E+00   0.127277E-01  -0.355281E+02
   178   0.517865E+04   0.797454E+00   0.128939E-01  -0.348484E+02
   179   0.519967E+04   0.787637E+00   0.130614E-01  -0.341418E+02
   180   0.522042E+04   0.777990E+00   0.132302E-01  -0.334097E+02
   181   0.524066E+04   0.768513E+00   0.134003E-01  -0.326522E+02
   182   0.526048E+04   0.759279E+00   0.135717E-01  -0.318678E+02
   183   0.527979E+04   0.750212E+00   0.137445E-01  -0.310580E+02
   184   0.529875E+04   0.741387E+00   0.139185E-01  -0.302220E+02
   185   0.531729E+04   0.732951E+00   0.140938E-01  -0.293622E+02
   186   0.533503E+04   0.724762E+00   0.142704E-01  -0.284754E+02
   187   0.535264E+04   0.716960E+00   0.144482E-01  -0.275633E+02
   188   0.536975E+04   0.709530E+00   0.146272E-01  -0.266274E+02
   189   0.538629E+04   0.702507E+00   0.148075E-01  -0.256661E+02
   190   0.540270E+04   0.695944E+00   0.149890E-01  -0.246817E+02
   191   0.541824E+04   0.689860E+00   0.151717E-01  -0.236712E+02
   192   0.543344E+04   0.684278E+00   0.153556E-01  -0.226369E+02
   193   0.544806E+04   0.679241E+00   0.155407E-01  -0.215802E+02
   194   0.546233E+04   0.674778E+00   0.157270E-01  -0.204990E+02
   195   0.547603E+04   0.670925E+00   0.159144E-01  -0.193956E+02
   196   0.548916E+04   0.667719E+00   0.161029E-01  -0.182690E+02
   197   0.550187E+04   0.665201E+00   0.162926E-01  -0.171209E+02
   198   0.551409E+04   0.663395E+00   0.164834E-01  -0.159506E+02
   199   0.552580E+04   0.662337E+00   0.166752E-01  -0.147587E+02
   200   0.553703E+04   0.662053E+00   0.168682E-01  -0.135460E+02
   201   0.554768E+04   0.662604E+00   0.170623E-01  -0.123119E+02
   202   0.555784E+04   0.663995E+00   0.172574E-01  -0.110577E+02
   203   0.556743E+04   0.666285E+00   0.174535E-01  -0.978274E+01
   204   0.557638E+04   0.669494E+00   0.176507E-01  -0.848997E+01
   205   0.558483E+04   0.673666E+00   0.178489E-01  -0.717716E+01
   206   0.559263E+04   0.678837E+00   0.180481E-01  -0.584555E+01
   207   0.559994E+04   0.685028E+00   0.182484E-01  -0.449559E+01
   208   0.560653E+04   0.692289E+00   0.184496E-01  -0.312779E+01
   209   0.561254E+04   0.700641E+00   0.186517E-01  -0.174252E+01
   210   0.561799E+04   0.710136E+00   0.188548E-01  -0.340659E+00
   211   0.562286E+04   0.720801E+00   0.190588E-01   0.107774E+01
   212   0.562701E+04   0.732665E+00   0.192638E-01   0.251176E+01
   213   0.563066E+04   0.745770E+00   0.194696E-01   0.396144E+01
   214   0.563366E+04   0.760109E+00   0.196764E-01   0.542559E+01
   215   0.563609E+04   0.775873E+00   0.198840E-01   0.690347E+01
   216   0.563787E+04   0.792874E+00   0.200924E-01   0.839562E+01
   217   0.563915E+04   0.811268E+00   0.203017E-01   0.990004E+01
   218   0.563978E+04   0.831053E+00   0.205118E-01   0.114170E+02
   219   0.563984E+04   0.852226E+00   0.207227E-01   0.129474E+02
   220   0.563932E+04   0.874937E+00   0.209343E-01   0.144868E+02
   221   0.563823E+04   0.899108E+00   0.211467E-01   0.160375E+02
   222   0.563656E+04   0.924886E+00   0.213599E-01   0.175980E+02
   223   0.563416E+04   0.952197E+00   0.215737E-01   0.191690E+02
   224   0.563133E+04   0.981038E+00   0.217883E-01   0.207469E+02
   225   0.562786E+04   0.101156E+01   0.220035E-01   0.223346E+02
   226   0.562381E+04   0.104375E+01   0.222193E-01   0.239284E+02
   227   0.561910E+04   0.107762E+01   0.224358E-01   0.255298E+02
   228   0.561389E+04   0.111316E+01   0.226528E-01   0.271374E+02
   229   0.560810E+04   0.115044E+01   0.228704E-01   0.287497E+02
   230   0.560166E+04   0.118947E+01   0.230885E-01   0.303674E+02
   231   0.559457E+04   0.123032E+01   0.233072E-01   0.319897E+02
   232   0.558697E+04   0.127290E+01   0.235263E-01   0.336154E+02
