#    L    TT             EE             BB             TE          
     2   0.327239E+04   0.559243E-01   0.271091E-05   0.455569E+01
     3   0.551576E+04   0.910223E-01   0.542315E-05   0.738820E+01
     4   0.760467E+04   0.101008E+00   0.904153E-05   0.830096E+01
     5   0.930064E+04   0.885016E-01   0.135678E-04   0.785062E+01
     6   0.105785E+05   0.648875E-01   0.190041E-04   0.683494E+01
     7   0.114883E+05   0.414440E-01   0.253530E-04   0.578021E+01
     8   0.121048E+05   0.245409E-01   0.326174E-04   0.491560E+01
     9   0.125041E+05   0.152557E-01   0.408005E-04   0.425870E+01
    10   0.127339E+05   0.114347E-01   0.499059E-04   0.380557E+01
    11   0.128444E+05   0.101823E-01   0.599374E-04   0.349717E+01
    12   0.128664E+05   0.952657E-02   0.708992E-04   0.329726E+01
    13   0.128206E+05   0.860347E-02   0.827955E-04   0.317591E+01
    14   0.127266E+05   0.759777E-02   0.956308E-04   0.310564E+01
    15   0.125966E+05   0.681524E-02   0.109410E-03   0.308050E+01
    16   0.124405E+05   0.647576E-02   0.124137E-03   0.309369E+01
    17   0.122658E+05   0.655492E-02   0.139818E-03   0.311043E+01
    18   0.120776E+05   0.679323E-02   0.156456E-03   0.310243E+01
    19   0.118805E+05   0.708357E-02   0.174057E-03   0.308865E+01
    20   0.116761E+05   0.742646E-02   0.192626E-03   0.308638E+01
    21   0.114672E+05   0.783352E-02   0.212167E-03   0.307318E+01
    22   0.112563E+05   0.840496E-02   0.232684E-03   0.302841E+01
    23   0.110447E+05   0.922523E-02   0.254182E-03   0.298310E+01
    24   0.108337E+05   0.103263E-01   0.276665E-03   0.297339E+01
    25   0.106243E+05   0.117177E-01   0.300136E-03   0.300400E+01
    26   0.104173E+05   0.133556E-01   0.324600E-03   0.306363E+01
    27   0.102137E+05   0.151713E-01   0.350059E-03   0.310094E+01
    28   0.100138E+05   0.171309E-01   0.376517E-03   0.307281E+01
    29   0.981758E+04   0.192510E-01   0.403975E-03   0.300395E+01
    30   0.962478E+04   0.215611E-01   0.432437E-03   0.293008E+01
    31   0.943557E+04   0.240554E-01   0.461903E-03   0.286933E+01
    32   0.925058E+04   0.267142E-01   0.492376E-03   0.283072E+01
    33   0.907001E+04   0.295471E-01   0.523855E-03   0.280455E+01
    34   0.889380E+04   0.325812E-01   0.556343E-03   0.277912E+01
    35   0.872191E+04   0.358347E-01   0.589839E-03   0.275023E+01
    36   0.855422E+04   0.393254E-01   0.624342E-03   0.271380E+01
    37   0.839072E+04   0.430451E-01   0.659852E-03   0.266246E+01
    38   0.823170E+04   0.469901E-01   0.696368E-03   0.259224E+01
    39   0.807712E+04   0.511726E-01   0.733889E-03   0.250717E+01
    40   0.792666E+04   0.556139E-01   0.772412E-03   0.241308E+01
    41   0.778042E+04   0.603357E-01   0.811936E-03   0.231416E+01
    42   0.763810E+04   0.653387E-01   0.852457E-03   0.220890E+01
    43   0.749982E+04   0.706184E-01   0.893974E-03   0.209436E+01
    44   0.736535E+04   0.761553E-01   0.936484E-03   0.196850E+01
    45   0.723504E+04   0.819406E-01   0.979982E-03   0.182935E+01
    46   0.710873E+04   0.879702E-01   0.102447E-02   0.167372E+01
    47   0.698619E+04   0.942471E-01   0.106993E-02   0.150335E+01
    48   0.686721E+04   0.100783E+00   0.111638E-02   0.132389E+01
    49   0.675176E+04   0.107567E+00   0.116380E-02   0.114039E+01
    50   0.663996E+04   0.114582E+00   0.121218E-02   0.951140E+00
    51   0.653149E+04   0.121803E+00   0.126154E-02   0.752616E+00
    52   0.642657E+04   0.129313E+00   0.131186E-02   0.539817E+00
    53   0.632485E+04   0.137255E+00   0.136314E-02   0.309218E+00
    54   0.622628E+04   0.145616E+00   0.141538E-02   0.652621E-01
    55   0.613110E+04   0.154369E+00   0.146856E-02  -0.187494E+00
    56   0.603951E+04   0.163365E+00   0.152270E-02  -0.450721E+00
    57   0.595125E+04   0.172500E+00   0.157778E-02  -0.724695E+00
    58   0.586611E+04   0.181784E+00   0.163381E-02  -0.101058E+01
    59   0.578369E+04   0.191259E+00   0.169078E-02  -0.130955E+01
    60   0.570379E+04   0.200982E+00   0.174868E-02  -0.162137E+01
    61   0.562650E+04   0.211048E+00   0.180753E-02  -0.194554E+01
    62   0.555127E+04   0.221442E+00   0.186731E-02  -0.228299E+01
    63   0.547837E+04   0.232122E+00   0.192802E-02  -0.263464E+01
    64   0.540815E+04   0.243097E+00   0.198967E-02  -0.300162E+01
    65   0.534032E+04   0.254341E+00   0.205225E-02  -0.338448E+01
    66   0.527520E+04   0.265784E+00   0.211577E-02  -0.378121E+01
    67   0.521255E+04   0.277428E+00   0.218022E-02  -0.418879E+01
    68   0.515254E+04   0.289313E+00   0.224561E-02  -0.460519E+01
    69   0.509483E+04   0.301401E+00   0.231194E-02  -0.502832E+01
    70   0.503944E+04   0.313733E+00   0.237920E-02  -0.545952E+01
    71   0.498613E+04   0.326297E+00   0.244741E-02  -0.590093E+01
    72   0.493487E+04   0.339068E+00   0.251657E-02  -0.635403E+01
    73   0.488560E+04   0.352011E+00   0.258667E-02  -0.681963E+01
    74   0.483832E+04   0.365115E+00   0.265773E-02  -0.729707E+01
    75   0.479313E+04   0.378390E+00   0.272974E-02  -0.778508E+01
    76   0.474992E+04   0.391837E+00   0.280271E-02  -0.828322E+01
    77   0.470875E+04   0.405447E+00   0.287665E-02  -0.879147E+01
    78   0.466962E+04   0.419247E+00   0.295156E-02  -0.931136E+01
    79   0.463232E+04   0.433181E+00   0.302745E-02  -0.983925E+01
    80   0.459697E+04   0.447253E+00   0.310432E-02  -0.103767E+02
    81   0.456341E+04   0.461413E+00   0.318217E-02  -0.109242E+02
    82   0.453170E+04   0.475682E+00   0.326103E-02  -0.114807E+02
    83   0.450173E+04   0.490035E+00   0.334088E-02  -0.120455E+02
    84   0.447352E+04   0.504470E+00   0.342174E-02  -0.126165E+02
    85   0.444689E+04   0.518960E+00   0.350361E-02  -0.131945E+02
    86   0.442189E+04   0.533520E+00   0.358651E-02  -0.137783E+02
    87   0.439869E+04   0.548117E+00   0.367043E-02  -0.143671E+02
    88   0.437680E+04   0.562769E+00   0.375538E-02  -0.149612E+02
    89   0.435655E+04   0.577458E+00   0.384138E-02  -0.155623E+02
    90   0.433773E+04   0.592149E+00   0.392843E-02  -0.161676E+02
    91   0.432025E+04   0.606835E+00   0.401653E-02  -0.167780E+02
    92   0.430420E+04   0.621500E+00   0.410569E-02  -0.173928E+02
    93   0.428959E+04   0.636139E+00   0.419592E-02  -0.180120E+02
    94   0.427614E+04   0.650715E+00   0.428722E-02  -0.186343E+02
    95   0.426408E+04   0.665229E+00   0.437961E-02  -0.192604E+02
    96   0.425306E+04   0.679667E+00   0.447308E-02  -0.198895E+02
    97   0.424353E+04   0.694014E+00   0.456765E-02  -0.205210E+02
    98   0.423523E+04   0.708264E+00   0.466332E-02  -0.211527E+02
    99   0.422798E+04   0.722381E+00   0.476009E-02  -0.217876E+02
   100   0.422199E+04   0.736366E+00   0.485798E-02  -0.224213E+02
   101   0.421709E+04   0.750278E+00   0.495699E-02  -0.230567E+02
   102   0.421362E+04   0.763970E+00   0.505712E-02  -0.236918E+02
   103   0.421097E+04   0.777517E+00   0.515839E-02  -0.243272E+02
   104   0.420941E+04   0.790920E+00   0.526079E-02  -0.249601E+02
