#    L    TT             EE             BB             TE          
     2   0.281123E+04   0.557646E-01   0.252823E-05   0.443358E+01
     3   0.463962E+04   0.906569E-01   0.505767E-05   0.705323E+01
     4   0.631374E+04   0.100524E+00   0.843213E-05   0.781508E+01
     5   0.765235E+04   0.879745E-01   0.126532E-04   0.729716E+01
     6   0.864757E+04   0.643613E-01   0.177228E-04   0.626965E+01
     7   0.934762E+04   0.409373E-01   0.236433E-04   0.522621E+01
     8   0.981652E+04   0.240603E-01   0.304173E-04   0.437581E+01
     9   0.101163E+05   0.148019E-01   0.380478E-04   0.373205E+01
    10   0.102847E+05   0.110077E-01   0.465380E-04   0.328914E+01
    11   0.103614E+05   0.978218E-02   0.558914E-04   0.299196E+01
    12   0.103705E+05   0.915114E-02   0.661117E-04   0.280564E+01
    13   0.103280E+05   0.825159E-02   0.772028E-04   0.269982E+01
    14   0.102489E+05   0.726957E-02   0.891689E-04   0.264620E+01
    15   0.101427E+05   0.650910E-02   0.102014E-03   0.263713E+01
    16   0.100171E+05   0.618849E-02   0.115743E-03   0.266471E+01
    17   0.987785E+04   0.628552E-02   0.130359E-03   0.269618E+01
    18   0.972864E+04   0.654264E-02   0.145868E-03   0.270499E+01
    19   0.957330E+04   0.684997E-02   0.162273E-03   0.270742E+01
    20   0.941252E+04   0.720559E-02   0.179578E-03   0.271832E+01
    21   0.924855E+04   0.762479E-02   0.197789E-03   0.271832E+01
    22   0.908334E+04   0.821130E-02   0.216909E-03   0.268964E+01
    23   0.891785E+04   0.904635E-02   0.236942E-03   0.266013E+01
    24   0.875313E+04   0.101580E-01   0.257891E-03   0.266209E+01
    25   0.858992E+04   0.115557E-01   0.279761E-03   0.269993E+01
    26   0.842880E+04   0.131972E-01   0.302554E-03   0.276388E+01
    27   0.827056E+04   0.150165E-01   0.326273E-03   0.280793E+01
    28   0.811548E+04   0.169819E-01   0.350921E-03   0.279339E+01
    29   0.796346E+04   0.191093E-01   0.376501E-03   0.274209E+01
    30   0.781422E+04   0.214269E-01   0.403014E-03   0.268548E+01
    31   0.766787E+04   0.239279E-01   0.430462E-03   0.263945E+01
    32   0.752496E+04   0.265918E-01   0.458847E-03   0.261178E+01
