#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.919883E+08   0.919883E+08   0.122597E+09   0.122596E+09   0.919931E+08   0.919883E+08   0.919883E+08   0.920210E+08  -0.207868E+00   0.183211E+08   0.183211E+08   0.121321E+02   0.124736E+03  -0.115745E+01  -0.184200E+15
   0.109829E-04   0.920644E+08   0.920644E+08   0.122687E+09   0.122686E+09   0.920692E+08   0.920644E+08   0.920644E+08   0.920972E+08  -0.208040E+00   0.183169E+08   0.183169E+08   0.133904E+02   0.102255E+03  -0.115487E+01  -0.166782E+15
   0.121272E-04   0.921566E+08   0.921566E+08   0.122795E+09   0.122794E+09   0.921615E+08   0.921567E+08   0.921566E+08   0.921895E+08  -0.208249E+00   0.183117E+08   0.183117E+08   0.147777E+02   0.838159E+02  -0.115161E+01  -0.151003E+15
   0.133906E-04   0.922685E+08   0.922685E+08   0.122927E+09   0.122926E+09   0.922733E+08   0.922685E+08   0.922685E+08   0.923013E+08  -0.208501E+00   0.183054E+08   0.183054E+08   0.163068E+02   0.686923E+02  -0.114752E+01  -0.136708E+15
   0.147857E-04   0.924038E+08   0.924038E+08   0.123086E+09   0.123085E+09   0.924086E+08   0.924038E+08   0.924038E+08   0.924367E+08  -0.208806E+00   0.182976E+08   0.182976E+08   0.179916E+02   0.562877E+02  -0.114247E+01  -0.123757E+15
   0.163261E-04   0.925672E+08   0.925672E+08   0.123278E+09   0.123276E+09   0.925720E+08   0.925672E+08   0.925672E+08   0.926002E+08  -0.209175E+00   0.182881E+08   0.182881E+08   0.198468E+02   0.461133E+02  -0.113626E+01  -0.112022E+15
   0.180270E-04   0.927641E+08   0.927641E+08   0.123509E+09   0.123507E+09   0.927689E+08   0.927642E+08   0.927641E+08   0.927972E+08  -0.209620E+00   0.182765E+08   0.182765E+08   0.218885E+02   0.377681E+02  -0.112866E+01  -0.101388E+15
   0.199051E-04   0.930008E+08   0.930008E+08   0.123786E+09   0.123784E+09   0.930055E+08   0.930008E+08   0.930008E+08   0.930339E+08  -0.210154E+00   0.182622E+08   0.182622E+08   0.241336E+02   0.309231E+02  -0.111941E+01  -0.917496E+14
   0.219788E-04   0.932843E+08   0.932843E+08   0.124117E+09   0.124115E+09   0.932890E+08   0.932843E+08   0.932843E+08   0.933175E+08  -0.210794E+00   0.182446E+08   0.182446E+08   0.266000E+02   0.253085E+02  -0.110816E+01  -0.830128E+14
   0.242687E-04   0.936223E+08   0.936223E+08   0.124512E+09   0.124509E+09   0.936269E+08   0.936223E+08   0.936223E+08   0.936556E+08  -0.211557E+00   0.182229E+08   0.182229E+08   0.293060E+02   0.207031E+02  -0.109456E+01  -0.750911E+14
   0.267970E-04   0.940231E+08   0.940231E+08   0.124978E+09   0.124974E+09   0.940277E+08   0.940232E+08   0.940231E+08   0.940565E+08  -0.212462E+00   0.181962E+08   0.181962E+08   0.322704E+02   0.169255E+02  -0.107814E+01  -0.679063E+14
   0.295888E-04   0.944950E+08   0.944950E+08   0.125524E+09   0.125520E+09   0.944995E+08   0.944951E+08   0.944950E+08   0.945286E+08  -0.213527E+00   0.181632E+08   0.181632E+08   0.355117E+02   0.138268E+02  -0.105841E+01  -0.613877E+14
   0.326714E-04   0.950457E+08   0.950457E+08   0.126158E+09   0.126153E+09   0.950501E+08   0.950457E+08   0.950457E+08   0.950794E+08  -0.214769E+00   0.181224E+08   0.181224E+08   0.390473E+02   0.112851E+02  -0.103481E+01  -0.554706E+14
   0.360752E-04   0.956806E+08   0.956806E+08   0.126884E+09   0.126878E+09   0.956849E+08   0.956806E+08   0.956806E+08   0.957145E+08  -0.216202E+00   0.180717E+08   0.180717E+08   0.428928E+02   0.920033E+01  -0.100676E+01  -0.500963E+14
   0.398336E-04   0.964019E+08   0.964019E+08   0.127702E+09   0.127694E+09   0.964061E+08   0.964019E+08   0.964019E+08   0.964360E+08  -0.217830E+00   0.180088E+08   0.180088E+08   0.470605E+02   0.749054E+01  -0.973708E+00  -0.452117E+14
   0.439836E-04   0.972075E+08   0.972075E+08   0.128603E+09   0.128594E+09   0.972115E+08   0.972075E+08   0.972075E+08   0.972419E+08  -0.219648E+00   0.179305E+08   0.179305E+08   0.515581E+02   0.608855E+01  -0.935435E+00  -0.407679E+14
   0.485659E-04   0.980989E+08   0.980989E+08   0.129586E+09   0.129574E+09   0.981028E+08   0.980989E+08   0.980989E+08   0.981336E+08  -0.221660E+00   0.178330E+08   0.178330E+08   0.563869E+02   0.493938E+01  -0.893122E+00  -0.367206E+14
   0.536256E-04   0.991110E+08   0.991110E+08   0.130692E+09   0.130678E+09   0.991146E+08   0.991110E+08   0.991110E+08   0.991459E+08  -0.223944E+00   0.177111E+08   0.177111E+08   0.615403E+02   0.399804E+01  -0.851216E+00  -0.330285E+14
   0.592125E-04   0.100360E+09   0.100360E+09   0.132072E+09   0.132055E+09   0.100364E+09   0.100360E+09   0.100360E+09   0.100396E+09  -0.226763E+00   0.175570E+08   0.175570E+08   0.670026E+02   0.322785E+01  -0.817918E+00  -0.296520E+14
   0.653814E-04   0.102059E+09   0.102059E+09   0.134003E+09   0.133983E+09   0.102062E+09   0.102059E+09   0.102059E+09   0.102094E+09  -0.230595E+00   0.173592E+08   0.173592E+08   0.727496E+02   0.259894E+01  -0.800955E+00  -0.265516E+14
   0.721930E-04   0.104418E+09   0.104418E+09   0.136767E+09   0.136742E+09   0.104421E+09   0.104418E+09   0.104418E+09   0.104455E+09  -0.235921E+00   0.171010E+08   0.171010E+08   0.787513E+02   0.208697E+01  -0.800093E+00  -0.236888E+14
   0.797142E-04   0.107467E+09   0.107467E+09   0.140395E+09   0.140366E+09   0.107470E+09   0.107467E+09   0.107467E+09   0.107505E+09  -0.242802E+00   0.167625E+08   0.167625E+08   0.849783E+02   0.167190E+01  -0.804062E+00  -0.210291E+14
   0.880190E-04   0.110899E+09   0.110899E+09   0.144478E+09   0.144442E+09   0.110900E+09   0.110899E+09   0.110899E+09   0.110937E+09  -0.250545E+00   0.163250E+08   0.163250E+08   0.914090E+02   0.133692E+01  -0.796613E+00  -0.185478E+14
   0.971891E-04   0.114088E+09   0.114088E+09   0.148180E+09   0.148138E+09   0.114089E+09   0.114088E+09   0.114088E+09   0.114127E+09  -0.257739E+00   0.157770E+08   0.157770E+08   0.980378E+02   0.106767E+01  -0.766252E+00  -0.162339E+14
   0.107314E-03   0.116275E+09   0.116275E+09   0.150488E+09   0.150436E+09   0.116275E+09   0.116275E+09   0.116275E+09   0.116316E+09  -0.262672E+00   0.151189E+08   0.151189E+08   0.104880E+03   0.851900E+00  -0.710966E+00  -0.140889E+14
   0.118495E-03   0.116810E+09   0.116810E+09   0.150527E+09   0.150465E+09   0.116809E+09   0.116810E+09   0.116810E+09   0.116850E+09  -0.263871E+00   0.143642E+08   0.143642E+08   0.111971E+03   0.679174E+00  -0.636216E+00  -0.121227E+14
   0.130840E-03   0.115324E+09   0.115323E+09   0.147802E+09   0.147728E+09   0.115321E+09   0.115323E+09   0.115324E+09   0.115363E+09  -0.260506E+00   0.135371E+08   0.135371E+08   0.119365E+03   0.540818E+00  -0.550376E+00  -0.103467E+14
   0.144471E-03   0.111786E+09   0.111786E+09   0.142263E+09   0.142175E+09   0.111781E+09   0.111786E+09   0.111786E+09   0.111824E+09  -0.252509E+00   0.126676E+08   0.126675E+08   0.127127E+03   0.429766E+00  -0.461262E+00  -0.876855E+13
   0.159522E-03   0.106452E+09   0.106452E+09   0.134241E+09   0.134136E+09   0.106445E+09   0.106452E+09   0.106452E+09   0.106488E+09  -0.240456E+00   0.117865E+08   0.117864E+08   0.135323E+03   0.340376E+00  -0.374645E+00  -0.738889E+13
   0.176142E-03   0.997541E+08   0.997539E+08   0.124298E+09   0.124174E+09   0.997447E+08   0.997540E+08   0.997540E+08   0.997872E+08  -0.225323E+00   0.109218E+08   0.109217E+08   0.144011E+03   0.268215E+00  -0.294095E+00  -0.620079E+13
   0.194493E-03   0.921901E+08   0.921899E+08   0.113085E+09   0.112938E+09   0.921776E+08   0.921900E+08   0.921901E+08   0.922202E+08  -0.208235E+00   0.100957E+08   0.100956E+08   0.153231E+03   0.209821E+00  -0.221417E+00  -0.519096E+13
   0.214755E-03   0.842343E+08   0.842340E+08   0.101220E+09   0.101048E+09   0.842179E+08   0.842342E+08   0.842342E+08   0.842612E+08  -0.190263E+00   0.932399E+07   0.932388E+07   0.163000E+03   0.162501E+00  -0.157185E+00  -0.434183E+13
   0.237129E-03   0.762850E+08   0.762846E+08   0.892215E+08   0.890207E+08   0.762639E+08   0.762848E+08   0.762849E+08   0.763087E+08  -0.172305E+00   0.861632E+07   0.861619E+07   0.173299E+03   0.124149E+00  -0.101206E+00  -0.363372E+13
   0.261834E-03   0.686433E+08   0.686428E+08   0.774829E+08   0.772510E+08   0.686167E+08   0.686431E+08   0.686432E+08   0.686637E+08  -0.155043E+00   0.797705E+07   0.797690E+07   0.184066E+03   0.931134E-01  -0.528580E-01  -0.304671E+13
   0.289112E-03   0.615128E+08   0.615123E+08   0.662749E+08   0.660099E+08   0.614796E+08   0.615126E+08   0.615128E+08   0.615303E+08  -0.138935E+00   0.740653E+07   0.740636E+07   0.195190E+03   0.680867E-01  -0.113189E-01  -0.256190E+13
   0.319233E-03   0.550131E+08   0.550125E+08   0.557664E+08   0.554678E+08   0.549720E+08   0.550128E+08   0.550130E+08   0.550277E+08  -0.124252E+00   0.690230E+07   0.690210E+07   0.206500E+03   0.480303E-01   0.242940E-01  -0.216222E+13
   0.352491E-03   0.491970E+08   0.491962E+08   0.460532E+08   0.457222E+08   0.491463E+08   0.491966E+08   0.491969E+08   0.492089E+08  -0.111113E+00   0.646011E+07   0.645988E+07   0.217760E+03   0.321151E-01   0.548365E-01  -0.183276E+13
   0.389215E-03   0.440690E+08   0.440681E+08   0.371863E+08   0.368268E+08   0.440068E+08   0.440686E+08   0.440689E+08   0.440785E+08  -0.995273E-01   0.607477E+07   0.607450E+07   0.228660E+03   0.196774E-01   0.810905E-01  -0.156082E+13
   0.429764E-03   0.396012E+08   0.396001E+08   0.291970E+08   0.288163E+08   0.395252E+08   0.396007E+08   0.396011E+08   0.396085E+08  -0.894330E-01   0.574070E+07   0.574039E+07   0.238820E+03   0.101840E-01   0.103741E+00  -0.133582E+13
