#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.789088E+08   0.789088E+08   0.105182E+09   0.105182E+09   0.789132E+08   0.789088E+08   0.789088E+08   0.789369E+08  -0.356489E+00   0.851634E+07   0.851634E+07   0.919713E+01  -0.620692E+05   0.102463E+01  -0.856231E+14
   0.109829E-04   0.788909E+08   0.788909E+08   0.105152E+09   0.105152E+09   0.788953E+08   0.788910E+08   0.788909E+08   0.789191E+08  -0.356408E+00   0.851488E+07   0.851488E+07   0.101540E+02  -0.499299E+05   0.102417E+01  -0.775311E+14
   0.121272E-04   0.788692E+08   0.788692E+08   0.105115E+09   0.105115E+09   0.788736E+08   0.788692E+08   0.788692E+08   0.788973E+08  -0.356310E+00   0.851310E+07   0.851310E+07   0.112102E+02  -0.399749E+05   0.102361E+01  -0.702011E+14
   0.133906E-04   0.788427E+08   0.788427E+08   0.105071E+09   0.105070E+09   0.788471E+08   0.788427E+08   0.788427E+08   0.788708E+08  -0.356190E+00   0.851094E+07   0.851094E+07   0.123757E+02  -0.318117E+05   0.102293E+01  -0.635613E+14
   0.147857E-04   0.788104E+08   0.788104E+08   0.105016E+09   0.105015E+09   0.788148E+08   0.788105E+08   0.788104E+08   0.788385E+08  -0.356045E+00   0.850830E+07   0.850830E+07   0.136619E+02  -0.251188E+05   0.102210E+01  -0.575463E+14
   0.163261E-04   0.787712E+08   0.787712E+08   0.104949E+09   0.104948E+09   0.787755E+08   0.787712E+08   0.787712E+08   0.787992E+08  -0.355867E+00   0.850509E+07   0.850509E+07   0.150810E+02  -0.196322E+05   0.102110E+01  -0.520970E+14
   0.180270E-04   0.787233E+08   0.787233E+08   0.104868E+09   0.104867E+09   0.787276E+08   0.787233E+08   0.787233E+08   0.787514E+08  -0.355651E+00   0.850118E+07   0.850118E+07   0.166465E+02  -0.151356E+05   0.101987E+01  -0.471598E+14
   0.199051E-04   0.786651E+08   0.786651E+08   0.104770E+09   0.104768E+09   0.786693E+08   0.786651E+08   0.786651E+08   0.786931E+08  -0.355388E+00   0.849642E+07   0.849642E+07   0.183731E+02  -0.114518E+05   0.101839E+01  -0.426862E+14
   0.219788E-04   0.785942E+08   0.785942E+08   0.104650E+09   0.104647E+09   0.785984E+08   0.785942E+08   0.785942E+08   0.786222E+08  -0.355068E+00   0.849062E+07   0.849062E+07   0.202770E+02  -0.843559E+04   0.101658E+01  -0.386323E+14
   0.242687E-04   0.785080E+08   0.785080E+08   0.104504E+09   0.104501E+09   0.785122E+08   0.785080E+08   0.785080E+08   0.785359E+08  -0.354678E+00   0.848358E+07   0.848358E+07   0.223757E+02  -0.596800E+04   0.101439E+01  -0.349582E+14
   0.267970E-04   0.784032E+08   0.784032E+08   0.104326E+09   0.104323E+09   0.784073E+08   0.784032E+08   0.784032E+08   0.784311E+08  -0.354205E+00   0.847502E+07   0.847501E+07   0.246884E+02  -0.395172E+04   0.101173E+01  -0.316279E+14
   0.295888E-04   0.782759E+08   0.782759E+08   0.104110E+09   0.104106E+09   0.782799E+08   0.782759E+08   0.782759E+08   0.783038E+08  -0.353630E+00   0.846461E+07   0.846461E+07   0.272357E+02  -0.230716E+04   0.100851E+01  -0.286085E+14
   0.326714E-04   0.781214E+08   0.781214E+08   0.103849E+09   0.103843E+09   0.781253E+08   0.781214E+08   0.781214E+08   0.781491E+08  -0.352931E+00   0.845198E+07   0.845198E+07   0.300399E+02  -0.969365E+03   0.100462E+01  -0.258706E+14
   0.360752E-04   0.779340E+08   0.779339E+08   0.103531E+09   0.103524E+09   0.779377E+08   0.779340E+08   0.779340E+08   0.779616E+08  -0.352085E+00   0.843667E+07   0.843667E+07   0.331249E+02   0.114617E+03   0.999927E+00  -0.233872E+14
   0.398336E-04   0.777069E+08   0.777069E+08   0.103145E+09   0.103138E+09   0.777105E+08   0.777069E+08   0.777069E+08   0.777345E+08  -0.351059E+00   0.841813E+07   0.841812E+07   0.365164E+02   0.987819E+03   0.994272E+00  -0.211340E+14
   0.439836E-04   0.774322E+08   0.774322E+08   0.102679E+09   0.102670E+09   0.774356E+08   0.774322E+08   0.774322E+08   0.774596E+08  -0.349818E+00   0.839570E+07   0.839570E+07   0.402411E+02   0.168511E+04   0.987479E+00  -0.190890E+14
