#           k/h    P           
 0.99999997E-04 0.81568335E+03
 0.10202013E-03 0.83080811E+03
 0.10408108E-03 0.84618719E+03
 0.10618366E-03 0.86182361E+03
 0.10832871E-03 0.87772009E+03
 0.11051710E-03 0.89387958E+03
 0.11274968E-03 0.91030463E+03
 0.11502737E-03 0.92699799E+03
 0.11735109E-03 0.94396228E+03
 0.11972173E-03 0.96120007E+03
 0.12214028E-03 0.97871387E+03
 0.12460767E-03 0.99650598E+03
 0.12712492E-03 0.10145789E+04
 0.12969300E-03 0.10329346E+04
 0.13231297E-03 0.10515756E+04
 0.13498588E-03 0.10705037E+04
 0.13771278E-03 0.10897209E+04
 0.14049475E-03 0.11092292E+04
 0.14333293E-03 0.11290304E+04
 0.14622846E-03 0.11491260E+04
 0.14918247E-03 0.11695177E+04
 0.15219615E-03 0.11902069E+04
 0.15527071E-03 0.12111948E+04
 0.15840739E-03 0.12324827E+04
 0.16160744E-03 0.12540715E+04
 0.16487212E-03 0.12759624E+04
 0.16820275E-03 0.12981561E+04
 0.17160067E-03 0.13206532E+04
 0.17506724E-03 0.13434542E+04
 0.17860383E-03 0.13665598E+04
 0.18221186E-03 0.13899701E+04
 0.18589280E-03 0.14136852E+04
 0.18964807E-03 0.14377053E+04
 0.19347922E-03 0.14620304E+04
 0.19738778E-03 0.14866599E+04
 0.20137527E-03 0.15115938E+04
 0.20544330E-03 0.15368315E+04
 0.20959355E-03 0.15623729E+04
 0.21382760E-03 0.15882170E+04
 0.21814722E-03 0.16143632E+04
 0.22255408E-03 0.16408107E+04
 0.22704997E-03 0.16675588E+04
 0.23163669E-03 0.16946069E+04
 0.23631606E-03 0.17219539E+04
 0.24108996E-03 0.17495985E+04
 0.24596031E-03 0.17775403E+04
 0.25092901E-03 0.18057783E+04
 0.25599814E-03 0.18343119E+04
 0.26116965E-03 0.18631399E+04
 0.26644560E-03 0.18922615E+04
 0.27182818E-03 0.19216763E+04
 0.27731949E-03 0.19513839E+04
 0.28292168E-03 0.19813843E+04
 0.28863709E-03 0.20116769E+04
 0.29446793E-03 0.20422615E+04
 0.30041661E-03 0.20731387E+04
 0.30648540E-03 0.21043093E+04
 0.31267683E-03 0.21357739E+04
 0.31899329E-03 0.21675339E+04
 0.32543740E-03 0.21995901E+04
 0.33201167E-03 0.22319443E+04
 0.33871876E-03 0.22645999E+04
 0.34556136E-03 0.22975588E+04
 0.35254212E-03 0.23308245E+04
 0.35966394E-03 0.23643997E+04
 0.36692963E-03 0.23982891E+04
 0.37434211E-03 0.24324978E+04
 0.38190430E-03 0.24670308E+04
 0.38961932E-03 0.25018938E+04
