#           k/h    P           
 0.99999997E-04 0.58091016E+03
 0.10202013E-03 0.59159363E+03
 0.10408108E-03 0.60245129E+03
 0.10618366E-03 0.61348480E+03
 0.10832871E-03 0.62469574E+03
 0.11051710E-03 0.63608551E+03
 0.11274968E-03 0.64765564E+03
 0.11502737E-03 0.65940735E+03
 0.11735109E-03 0.67134204E+03
 0.11972173E-03 0.68346088E+03
 0.12214028E-03 0.69576508E+03
 0.12460767E-03 0.70825555E+03
 0.12712492E-03 0.72093335E+03
 0.12969300E-03 0.73379919E+03
 0.13231297E-03 0.74685388E+03
 0.13498588E-03 0.76009814E+03
 0.13771278E-03 0.77353241E+03
 0.14049475E-03 0.78715717E+03
 0.14333293E-03 0.80097260E+03
 0.14622846E-03 0.81497900E+03
 0.14918247E-03 0.82917639E+03
 0.15219615E-03 0.84356470E+03
 0.15527071E-03 0.85814362E+03
 0.15840739E-03 0.87291272E+03
 0.16160744E-03 0.88787164E+03
 0.16487212E-03 0.90301965E+03
 0.16820275E-03 0.91835596E+03
 0.17160067E-03 0.93387958E+03
 0.17506724E-03 0.94958948E+03
 0.17860383E-03 0.96548431E+03
 0.18221186E-03 0.98156268E+03
 0.18589280E-03 0.99782312E+03
 0.18964807E-03 0.10142639E+04
 0.19347922E-03 0.10308832E+04
 0.19738778E-03 0.10476788E+04
 0.20137527E-03 0.10646489E+04
 0.20544330E-03 0.10817911E+04
 0.20959355E-03 0.10991030E+04
 0.21382760E-03 0.11165823E+04
 0.21814722E-03 0.11342261E+04
 0.22255408E-03 0.11520317E+04
 0.22704997E-03 0.11699966E+04
 0.23163669E-03 0.11881180E+04
 0.23631606E-03 0.12063928E+04
 0.24108996E-03 0.12248181E+04
 0.24596031E-03 0.12433910E+04
 0.25092901E-03 0.12621086E+04
 0.25599814E-03 0.12809681E+04
 0.26116965E-03 0.12999664E+04
 0.26644560E-03 0.13191006E+04
 0.27182818E-03 0.13383679E+04
 0.27731949E-03 0.13577662E+04
 0.28292168E-03 0.13772928E+04
 0.28863709E-03 0.13969454E+04
 0.29446793E-03 0.14167214E+04
 0.30041661E-03 0.14366193E+04
 0.30648540E-03 0.14566377E+04
 0.31267683E-03 0.14767754E+04
 0.31899329E-03 0.14970309E+04
 0.32543740E-03 0.15174033E+04
 0.33201167E-03 0.15378926E+04
 0.33871876E-03 0.15584991E+04
 0.34556136E-03 0.15792236E+04
 0.35254212E-03 0.16000665E+04
 0.35966394E-03 0.16210291E+04
 0.36692963E-03 0.16421134E+04
 0.37434211E-03 0.16633226E+04
 0.38190430E-03 0.16846599E+04
 0.38961932E-03 0.17061283E+04
 0.39749016E-03 0.17277319E+04
 0.40552000E-03 0.17494760E+04
 0.41371203E-03 0.17713661E+04
 0.42206954E-03 0.17934088E+04
 0.43059592E-03 0.18156102E+04
 0.43929456E-03 0.18379778E+04
 0.44816890E-03 0.18605197E+04
 0.45722249E-03 0.18832451E+04
 0.46645897E-03 0.19061633E+04
 0.47588209E-03 0.19292844E+04
 0.48549555E-03 0.19526188E+04
 0.49530319E-03 0.19761781E+04
 0.50530903E-03 0.19999742E+04
 0.51551696E-03 0.20240200E+04
 0.52593107E-03 0.20483284E+04
 0.53655554E-03 0.20729133E+04
 0.54739468E-03 0.20977888E+04
 0.55845280E-03 0.21229695E+04
 0.56973431E-03 0.21484709E+04
 0.58124372E-03 0.21743088E+04
 0.59298560E-03 0.22004995E+04
 0.60496473E-03 0.22270596E+04
 0.61718578E-03 0.22540051E+04
 0.62965375E-03 0.22813540E+04
 0.64237369E-03 0.23091243E+04
 0.65535045E-03 0.23373337E+04
 0.66858943E-03 0.23660000E+04
 0.68209582E-03 0.23951411E+04
 0.69587503E-03 0.24247759E+04
 0.70993265E-03 0.24549231E+04
 0.72427420E-03 0.24856023E+04
 0.73890563E-03 0.25168313E+04
 0.75383246E-03 0.25486287E+04
 0.76906086E-03 0.25810134E+04
 0.78459689E-03 0.26140056E+04
 0.80044678E-03 0.26476243E+04
 0.81661687E-03 0.26818872E+04
 0.83311368E-03 0.27168127E+04
 0.84994361E-03 0.27524204E+04
 0.86711359E-03 0.27887290E+04
 0.88463066E-03 0.28257578E+04
 0.90250134E-03 0.28635239E+04
 0.92073303E-03 0.29020449E+04
 0.93933311E-03 0.29413396E+04
 0.95830887E-03 0.29814263E+04
 0.97766798E-03 0.30223230E+04
 0.99741819E-03 0.30640459E+04
 0.10175674E-02 0.31066123E+04
 0.10381236E-02 0.31500391E+04
 0.10590950E-02 0.31943438E+04
 0.10804901E-02 0.32395432E+04
 0.11023175E-02 0.32856523E+04
 0.11245857E-02 0.33326875E+04
 0.11473041E-02 0.33806641E+04
 0.11704812E-02 0.34295981E+04
 0.11941264E-02 0.34795051E+04
 0.12182494E-02 0.35303994E+04
 0.12428596E-02 0.35822952E+04
 0.12679670E-02 0.36352070E+04
 0.12935817E-02 0.36891497E+04
 0.13197137E-02 0.37441367E+04
 0.13463736E-02 0.38001814E+04
 0.13735722E-02 0.38572969E+04
 0.14013201E-02 0.39154958E+04
 0.14296286E-02 0.39747913E+04
 0.14585090E-02 0.40351953E+04
 0.14879731E-02 0.40967192E+04
 0.15180323E-02 0.41593740E+04
 0.15486985E-02 0.42231709E+04
 0.15799842E-02 0.42881201E+04
 0.16119020E-02 0.43542329E+04
 0.16444647E-02 0.44215186E+04
 0.16776850E-02 0.44899863E+04
 0.17115764E-02 0.45596465E+04
 0.17461524E-02 0.46305073E+04
 0.17814270E-02 0.47025771E+04
 0.18174142E-02 0.47758647E+04
 0.18541284E-02 0.48503765E+04
 0.18915841E-02 0.49261206E+04
 0.19297971E-02 0.50031030E+04
 0.19687817E-02 0.50813306E+04
 0.20085536E-02 0.51608081E+04
 0.20491290E-02 0.52415410E+04
 0.20905242E-02 0.53235337E+04
 0.21327557E-02 0.54067905E+04
 0.21758399E-02 0.54913149E+04
 0.22197948E-02 0.55771113E+04
 0.22646377E-02 0.56641826E+04
 0.23103864E-02 0.57525317E+04
 0.23570592E-02 0.58421592E+04
 0.24046749E-02 0.59330645E+04
 0.24532524E-02 0.60252446E+04
 0.25028118E-02 0.61186963E+04
 0.25533722E-02 0.62134150E+04
 0.26049537E-02 0.63093945E+04
 0.26575772E-02 0.64066318E+04
 0.27112637E-02 0.65051226E+04
 0.27660348E-02 0.66048623E+04
 0.28219123E-02 0.67058442E+04
 0.28789188E-02 0.68080615E+04
 0.29370766E-02 0.69115063E+04
 0.29964095E-02 0.70161680E+04
 0.30569409E-02 0.71220352E+04
 0.31186952E-02 0.72290962E+04
 0.31816978E-02 0.73373369E+04
 0.32459723E-02 0.74467437E+04
 0.33115451E-02 0.75573008E+04
 0.33784427E-02 0.76689922E+04
 0.34466919E-02 0.77817983E+04
 0.35163197E-02 0.78957012E+04
 0.35873537E-02 0.80106797E+04
 0.36598232E-02 0.81267104E+04
 0.37337563E-02 0.82437705E+04
 0.38091831E-02 0.83618350E+04
 0.38861334E-02 0.84808760E+04
 0.39646388E-02 0.86008662E+04
 0.40447293E-02 0.87217764E+04
 0.41264393E-02 0.88435752E+04
 0.42097992E-02 0.89662295E+04
 0.42948425E-02 0.90897051E+04
 0.43816040E-02 0.92139619E+04
 0.44701183E-02 0.93389580E+04
 0.45604203E-02 0.94646514E+04
 0.46525472E-02 0.95909941E+04
 0.47465344E-02 0.97179443E+04
 0.48424210E-02 0.98454629E+04
 0.49402444E-02 0.99735127E+04
 0.50400435E-02 0.10102054E+05
 0.51418589E-02 0.10231047E+05
 0.52457317E-02 0.10360439E+05
 0.53517036E-02 0.10490158E+05
 0.54598148E-02 0.10620125E+05
 0.55701104E-02 0.10750256E+05
 0.56826337E-02 0.10880467E+05
 0.57974309E-02 0.11010680E+05
 0.59145465E-02 0.11140831E+05
 0.60340283E-02 0.11270859E+05
 0.61559235E-02 0.11400701E+05
 0.62802811E-02 0.11530290E+05
 0.64071510E-02 0.11659554E+05
 0.65365843E-02 0.11788406E+05
 0.66686315E-02 0.11916759E+05
 0.68033468E-02 0.12044521E+05
 0.69407835E-02 0.12171598E+05
 0.70809964E-02 0.12297895E+05
 0.72240415E-02 0.12423312E+05
 0.73699774E-02 0.12547749E+05
 0.75188605E-02 0.12671102E+05
 0.76707508E-02 0.12793266E+05
 0.78257136E-02 0.12914131E+05
 0.79838037E-02 0.13033587E+05
 0.81450874E-02 0.13151517E+05
 0.83096288E-02 0.13267805E+05
 0.84774951E-02 0.13382332E+05
 0.86487513E-02 0.13494977E+05
 0.88234674E-02 0.13605608E+05
 0.90017123E-02 0.13714098E+05
 0.91835596E-02 0.13820312E+05
 0.93690790E-02 0.13924120E+05
 0.95583471E-02 0.14025382E+05
 0.97514391E-02 0.14123957E+05
 0.99484306E-02 0.14219703E+05
 0.10149402E-01 0.14312477E+05
 0.10354433E-01 0.14402134E+05
 0.10563606E-01 0.14488515E+05
 0.10777006E-01 0.14571448E+05
 0.10994715E-01 0.14650761E+05
 0.11216822E-01 0.14726280E+05
 0.11443418E-01 0.14797834E+05
 0.11674589E-01 0.14865285E+05
 0.11910431E-01 0.14928521E+05
 0.12151038E-01 0.14987430E+05
 0.12396505E-01 0.15041909E+05
 0.12646930E-01 0.15091843E+05
 0.12902415E-01 0.15136968E+05
 0.13163067E-01 0.15176909E+05
 0.13428980E-01 0.15211291E+05
 0.13700262E-01 0.15239742E+05
 0.13977026E-01 0.15261939E+05
 0.14259379E-01 0.15278124E+05
 0.14547437E-01 0.15288908E+05
 0.14841316E-01 0.15294920E+05
 0.15141129E-01 0.15296790E+05
 0.15447001E-01 0.15295042E+05
 0.15759049E-01 0.15289045E+05
 0.16077405E-01 0.15277502E+05
 0.16402189E-01 0.15259120E+05
 0.16733535E-01 0.15232621E+05
 0.17071573E-01 0.15196885E+05
 0.17416442E-01 0.15152033E+05
 0.17768279E-01 0.15098818E+05
 0.18127220E-01 0.15038006E+05
 0.18493414E-01 0.14970361E+05
 0.18867005E-01 0.14896511E+05
 0.19248145E-01 0.14816074E+05
 0.19636983E-01 0.14728236E+05
 0.20033674E-01 0.14632212E+05
 0.20438381E-01 0.14527252E+05
 0.20851264E-01 0.14412816E+05
