#           k/h    P           
 0.99999997E-04 0.73062042E+03
 0.10202013E-03 0.74376837E+03
 0.10408108E-03 0.75711395E+03
 0.10618366E-03 0.77065814E+03
 0.10832871E-03 0.78440161E+03
 0.11051710E-03 0.79834491E+03
 0.11274968E-03 0.81248846E+03
 0.11502737E-03 0.82683240E+03
 0.11735109E-03 0.84137695E+03
 0.11972173E-03 0.85612207E+03
 0.12214028E-03 0.87106757E+03
 0.12460767E-03 0.88621301E+03
 0.12712492E-03 0.90155780E+03
 0.12969300E-03 0.91710126E+03
 0.13231297E-03 0.93284241E+03
 0.13498588E-03 0.94878015E+03
 0.13771278E-03 0.96491309E+03
 0.14049475E-03 0.98123950E+03
 0.14333293E-03 0.99775769E+03
 0.14622846E-03 0.10144656E+04
 0.14918247E-03 0.10313610E+04
 0.15219615E-03 0.10484413E+04
 0.15527071E-03 0.10657037E+04
 0.15840739E-03 0.10831453E+04
 0.16160744E-03 0.11007627E+04
 0.16487212E-03 0.11185526E+04
 0.16820275E-03 0.11365112E+04
 0.17160067E-03 0.11546345E+04
 0.17506724E-03 0.11729183E+04
 0.17860383E-03 0.11913582E+04
 0.18221186E-03 0.12099493E+04
 0.18589280E-03 0.12286869E+04
 0.18964807E-03 0.12475658E+04
 0.19347922E-03 0.12665806E+04
 0.19738778E-03 0.12857255E+04
 0.20137527E-03 0.13049949E+04
 0.20544330E-03 0.13243828E+04
 0.20959355E-03 0.13438835E+04
 0.21382760E-03 0.13634904E+04
 0.21814722E-03 0.13831970E+04
 0.22255408E-03 0.14029971E+04
 0.22704997E-03 0.14228843E+04
 0.23163669E-03 0.14428519E+04
 0.23631606E-03 0.14628934E+04
 0.24108996E-03 0.14830020E+04
 0.24596031E-03 0.15031710E+04
 0.25092901E-03 0.15233945E+04
 0.25599814E-03 0.15436663E+04
 0.26116965E-03 0.15639799E+04
 0.26644560E-03 0.15843287E+04
 0.27182818E-03 0.16047078E+04
 0.27731949E-03 0.16251115E+04
 0.28292168E-03 0.16455350E+04
 0.28863709E-03 0.16659733E+04
 0.29446793E-03 0.16864210E+04
 0.30041661E-03 0.17068750E+04
 0.30648540E-03 0.17273320E+04
 0.31267683E-03 0.17477894E+04
 0.31899329E-03 0.17682441E+04
 0.32543740E-03 0.17886940E+04
 0.33201167E-03 0.18091382E+04
 0.33871876E-03 0.18295771E+04
 0.34556136E-03 0.18500109E+04
 0.35254212E-03 0.18704401E+04
 0.35966394E-03 0.18908658E+04
 0.36692963E-03 0.19112915E+04
 0.37434211E-03 0.19317208E+04
 0.38190430E-03 0.19521583E+04
 0.38961932E-03 0.19726086E+04
 0.39749016E-03 0.19930770E+04
 0.40552000E-03 0.20135712E+04
 0.41371203E-03 0.20340994E+04
 0.42206954E-03 0.20546704E+04
 0.43059592E-03 0.20752932E+04
 0.43929456E-03 0.20959783E+04
 0.44816890E-03 0.21167371E+04
 0.45722249E-03 0.21375820E+04
 0.46645897E-03 0.21585266E+04
 0.47588209E-03 0.21795842E+04
 0.48549555E-03 0.22007693E+04
 0.49530319E-03 0.22220974E+04
 0.50530903E-03 0.22435847E+04
 0.51551696E-03 0.22652483E+04
 0.52593107E-03 0.22871057E+04
 0.53655554E-03 0.23091746E+04
 0.54739468E-03 0.23314739E+04
 0.55845280E-03 0.23540225E+04
 0.56973431E-03 0.23768403E+04
 0.58124372E-03 0.23999475E+04
 0.59298560E-03 0.24233647E+04
 0.60496473E-03 0.24471125E+04
 0.61718578E-03 0.24712114E+04
 0.62965375E-03 0.24956833E+04
 0.64237369E-03 0.25205505E+04
 0.65535045E-03 0.25458347E+04
 0.66858943E-03 0.25715571E+04
 0.68209582E-03 0.25977393E+04
 0.69587503E-03 0.26244033E+04
 0.70993265E-03 0.26515720E+04
 0.72427420E-03 0.26792681E+04
 0.73890563E-03 0.27075122E+04
 0.75383246E-03 0.27363257E+04
 0.76906086E-03 0.27657310E+04
 0.78459689E-03 0.27957505E+04
 0.80044678E-03 0.28264060E+04
 0.81661687E-03 0.28577180E+04
 0.83311368E-03 0.28897063E+04
 0.84994361E-03 0.29223923E+04
 0.86711359E-03 0.29557976E+04
 0.88463066E-03 0.29899426E+04
 0.90250134E-03 0.30248464E+04
 0.92073303E-03 0.30605281E+04
 0.93933311E-03 0.30970073E+04
 0.95830887E-03 0.31343042E+04
 0.97766798E-03 0.31724382E+04
 0.99741819E-03 0.32114265E+04
 0.10175674E-02 0.32512866E+04
 0.10381236E-02 0.32920369E+04
 0.10590950E-02 0.33336960E+04
 0.10804901E-02 0.33762808E+04
 0.11023175E-02 0.34198076E+04
 0.11245857E-02 0.34642922E+04
 0.11473041E-02 0.35097510E+04
 0.11704812E-02 0.35562007E+04
 0.11941264E-02 0.36036565E+04
 0.12182494E-02 0.36521333E+04
 0.12428596E-02 0.37016455E+04
 0.12679670E-02 0.37522075E+04
 0.12935817E-02 0.38038347E+04
 0.13197137E-02 0.38565405E+04
 0.13463736E-02 0.39103381E+04
 0.13735722E-02 0.39652405E+04
 0.14013201E-02 0.40212605E+04
 0.14296286E-02 0.40784109E+04
 0.14585090E-02 0.41367036E+04
 0.14879731E-02 0.41961504E+04
 0.15180323E-02 0.42567612E+04
 0.15486985E-02 0.43185474E+04
 0.15799842E-02 0.43815195E+04
 0.16119020E-02 0.44456870E+04
 0.16444647E-02 0.45110605E+04
 0.16776850E-02 0.45776489E+04
 0.17115764E-02 0.46454619E+04
 0.17461524E-02 0.47145078E+04
 0.17814270E-02 0.47847944E+04
 0.18174142E-02 0.48563306E+04
 0.18541284E-02 0.49291226E+04
 0.18915841E-02 0.50031768E+04
 0.19297971E-02 0.50785005E+04
 0.19687817E-02 0.51550986E+04
 0.20085536E-02 0.52329766E+04
 0.20491290E-02 0.53121396E+04
 0.20905242E-02 0.53925908E+04
 0.21327557E-02 0.54743345E+04
 0.21758399E-02 0.55573735E+04
 0.22197948E-02 0.56417109E+04
 0.22646377E-02 0.57273496E+04
