#           k/h    P           
 0.99999997E-04 0.12745535E+04
 0.10202013E-03 0.12959904E+04
 0.10408108E-03 0.13176647E+04
 0.10618366E-03 0.13395726E+04
 0.10832871E-03 0.13617096E+04
 0.11051710E-03 0.13840704E+04
 0.11274968E-03 0.14066495E+04
 0.11502737E-03 0.14294409E+04
 0.11735109E-03 0.14524379E+04
 0.11972173E-03 0.14756335E+04
 0.12214028E-03 0.14990205E+04
 0.12460767E-03 0.15225906E+04
 0.12712492E-03 0.15463350E+04
 0.12969300E-03 0.15702448E+04
 0.13231297E-03 0.15943101E+04
 0.13498588E-03 0.16185210E+04
 0.13771278E-03 0.16428663E+04
 0.14049475E-03 0.16673350E+04
 0.14333293E-03 0.16919148E+04
 0.14622846E-03 0.17165935E+04
 0.14918247E-03 0.17413582E+04
 0.15219615E-03 0.17661949E+04
 0.15527071E-03 0.17910900E+04
 0.15840739E-03 0.18160284E+04
 0.16160744E-03 0.18409952E+04
 0.16487212E-03 0.18659750E+04
 0.16820275E-03 0.18909517E+04
 0.17160067E-03 0.19159088E+04
 0.17506724E-03 0.19408296E+04
 0.17860383E-03 0.19656967E+04
 0.18221186E-03 0.19904927E+04
 0.18589280E-03 0.20152002E+04
 0.18964807E-03 0.20398015E+04
 0.19347922E-03 0.20642783E+04
 0.19738778E-03 0.20886118E+04
 0.20137527E-03 0.21127844E+04
 0.20544330E-03 0.21367783E+04
 0.20959355E-03 0.21605757E+04
 0.21382760E-03 0.21841577E+04
 0.21814722E-03 0.22075068E+04
 0.22255408E-03 0.22306060E+04
 0.22704997E-03 0.22534387E+04
 0.23163669E-03 0.22759890E+04
 0.23631606E-03 0.22982405E+04
 0.24108996E-03 0.23201770E+04
 0.24596031E-03 0.23417852E+04
 0.25092901E-03 0.23630522E+04
 0.25599814E-03 0.23839658E+04
 0.26116965E-03 0.24045134E+04
 0.26644560E-03 0.24246836E+04
 0.27182818E-03 0.24444678E+04
 0.27731949E-03 0.24638594E+04
 0.28292168E-03 0.24828513E+04
 0.28863709E-03 0.25014377E+04
 0.29446793E-03 0.25196135E+04
 0.30041661E-03 0.25373772E+04
 0.30648540E-03 0.25547292E+04
 0.31267683E-03 0.25716711E+04
 0.31899329E-03 0.25882039E+04
 0.32543740E-03 0.26043303E+04
 0.33201167E-03 0.26200581E+04
 0.33871876E-03 0.26353953E+04
 0.34556136E-03 0.26503518E+04
 0.35254212E-03 0.26649377E+04
 0.35966394E-03 0.26791641E+04
 0.36692963E-03 0.26930464E+04
 0.37434211E-03 0.27066023E+04
 0.38190430E-03 0.27198494E+04
 0.38961932E-03 0.27328057E+04
 0.39749016E-03 0.27454907E+04
 0.40552000E-03 0.27579282E+04
 0.41371203E-03 0.27701421E+04
 0.42206954E-03 0.27821570E+04
 0.43059592E-03 0.27939988E+04
 0.43929456E-03 0.28056934E+04
 0.44816890E-03 0.28172700E+04
 0.45722249E-03 0.28287576E+04
 0.46645897E-03 0.28401860E+04
 0.47588209E-03 0.28515862E+04
 0.48549555E-03 0.28629890E+04
 0.49530319E-03 0.28744263E+04
 0.50530903E-03 0.28859302E+04
 0.51551696E-03 0.28975337E+04
 0.52593107E-03 0.29092700E+04
 0.53655554E-03 0.29211726E+04
 0.54739468E-03 0.29332739E+04
 0.55845280E-03 0.29456067E+04
 0.56973431E-03 0.29582046E+04
 0.58124372E-03 0.29711013E+04
 0.59298560E-03 0.29843301E+04
 0.60496473E-03 0.29979224E+04
 0.61718578E-03 0.30119094E+04
 0.62965375E-03 0.30263235E+04
 0.64237369E-03 0.30411973E+04
 0.65535045E-03 0.30565623E+04
 0.66858943E-03 0.30724473E+04
 0.68209582E-03 0.30888806E+04
 0.69587503E-03 0.31058923E+04
 0.70993265E-03 0.31235129E+04
 0.72427420E-03 0.31417708E+04
 0.73890563E-03 0.31606909E+04
 0.75383246E-03 0.31802996E+04
 0.76906086E-03 0.32006226E+04
 0.78459689E-03 0.32216877E+04
 0.80044678E-03 0.32435200E+04
 0.81661687E-03 0.32661414E+04
 0.83311368E-03 0.32895742E+04
 0.84994361E-03 0.33138416E+04
 0.86711359E-03 0.33389675E+04
 0.88463066E-03 0.33649741E+04
