#           k/h    P           
 0.99999997E-04 0.14012950E+04
 0.10202013E-03 0.14254017E+04
 0.10408108E-03 0.14498101E+04
 0.10618366E-03 0.14745179E+04
 0.10832871E-03 0.14995226E+04
 0.11051710E-03 0.15248209E+04
 0.11274968E-03 0.15504097E+04
 0.11502737E-03 0.15762847E+04
 0.11735109E-03 0.16024418E+04
 0.11972173E-03 0.16288762E+04
 0.12214028E-03 0.16555831E+04
 0.12460767E-03 0.16825564E+04
 0.12712492E-03 0.17097903E+04
 0.12969300E-03 0.17372780E+04
 0.13231297E-03 0.17650125E+04
 0.13498588E-03 0.17929865E+04
 0.13771278E-03 0.18211918E+04
 0.14049475E-03 0.18496199E+04
 0.14333293E-03 0.18782618E+04
 0.14622846E-03 0.19071083E+04
 0.14918247E-03 0.19361492E+04
 0.15219615E-03 0.19653740E+04
 0.15527071E-03 0.19947721E+04
 0.15840739E-03 0.20243318E+04
 0.16160744E-03 0.20540413E+04
 0.16487212E-03 0.20838882E+04
 0.16820275E-03 0.21138601E+04
 0.17160067E-03 0.21439438E+04
 0.17506724E-03 0.21741257E+04
 0.17860383E-03 0.22043921E+04
 0.18221186E-03 0.22347288E+04
 0.18589280E-03 0.22651213E+04
 0.18964807E-03 0.22955557E+04
 0.19347922E-03 0.23260161E+04
 0.19738778E-03 0.23564878E+04
 0.20137527E-03 0.23869556E+04
 0.20544330E-03 0.24174045E+04
 0.20959355E-03 0.24478196E+04
 0.21382760E-03 0.24781853E+04
 0.21814722E-03 0.25084858E+04
 0.22255408E-03 0.25387068E+04
 0.22704997E-03 0.25688337E+04
 0.23163669E-03 0.25988528E+04
 0.23631606E-03 0.26287490E+04
 0.24108996E-03 0.26585081E+04
 0.24596031E-03 0.26881174E+04
 0.25092901E-03 0.27175649E+04
 0.25599814E-03 0.27468391E+04
 0.26116965E-03 0.27759275E+04
 0.26644560E-03 0.28048191E+04
 0.27182818E-03 0.28335049E+04
 0.27731949E-03 0.28619766E+04
 0.28292168E-03 0.28902268E+04
 0.28863709E-03 0.29182483E+04
 0.29446793E-03 0.29460337E+04
 0.30041661E-03 0.29735798E+04
 0.30648540E-03 0.30008845E+04
 0.31267683E-03 0.30279456E+04
 0.31899329E-03 0.30547617E+04
 0.32543740E-03 0.30813325E+04
 0.33201167E-03 0.31076609E+04
 0.33871876E-03 0.31337515E+04
 0.34556136E-03 0.31596094E+04
 0.35254212E-03 0.31852405E+04
 0.35966394E-03 0.32106516E+04
 0.36692963E-03 0.32358530E+04
 0.37434211E-03 0.32608572E+04
 0.38190430E-03 0.32856768E+04
 0.38961932E-03 0.33103250E+04
 0.39749016E-03 0.33348162E+04
 0.40552000E-03 0.33591689E+04
 0.41371203E-03 0.33834023E+04
 0.42206954E-03 0.34075366E+04
 0.43059592E-03 0.34315920E+04
 0.43929456E-03 0.34555908E+04
 0.44816890E-03 0.34795579E+04
 0.45722249E-03 0.35035186E+04
 0.46645897E-03 0.35274998E+04
 0.47588209E-03 0.35515288E+04
 0.48549555E-03 0.35756335E+04
 0.49530319E-03 0.35998440E+04
 0.50530903E-03 0.36241909E+04
 0.51551696E-03 0.36487053E+04
 0.52593107E-03 0.36734199E+04
 0.53655554E-03 0.36983672E+04
 0.54739468E-03 0.37235803E+04
 0.55845280E-03 0.37490933E+04
 0.56973431E-03 0.37749407E+04
 0.58124372E-03 0.38011580E+04
 0.59298560E-03 0.38277808E+04
 0.60496473E-03 0.38548438E+04
 0.61718578E-03 0.38823813E+04
 0.62965375E-03 0.39104302E+04
 0.64237369E-03 0.39390266E+04
 0.65535045E-03 0.39682073E+04
 0.66858943E-03 0.39980061E+04
 0.68209582E-03 0.40284583E+04
 0.69587503E-03 0.40595991E+04
 0.70993265E-03 0.40914661E+04
 0.72427420E-03 0.41240938E+04
 0.73890563E-03 0.41575161E+04
 0.75383246E-03 0.41917651E+04
 0.76906086E-03 0.42268755E+04
 0.78459689E-03 0.42628828E+04
 0.80044678E-03 0.42998198E+04
 0.81661687E-03 0.43377178E+04
 0.83311368E-03 0.43766074E+04
 0.84994361E-03 0.44165210E+04
 0.86711359E-03 0.44574907E+04
 0.88463066E-03 0.44995479E+04
 0.90250134E-03 0.45427207E+04
 0.92073303E-03 0.45870366E+04
 0.93933311E-03 0.46325254E+04
 0.95830887E-03 0.46792173E+04
 0.97766798E-03 0.47271396E+04
 0.99741819E-03 0.47763179E+04
 0.10175674E-02 0.48267773E+04
 0.10381236E-02 0.48785444E+04
 0.10590950E-02 0.49316465E+04
 0.10804901E-02 0.49861084E+04
 0.11023175E-02 0.50419521E+04
 0.11245857E-02 0.50992012E+04
 0.11473041E-02 0.51578784E+04
 0.11704812E-02 0.52180083E+04
 0.11941264E-02 0.52796123E+04
 0.12182494E-02 0.53427104E+04
 0.12428596E-02 0.54073237E+04
 0.12679670E-02 0.54734722E+04
 0.12935817E-02 0.55411772E+04
