#           k/h    P           
 0.99999997E-04 0.19642670E+04
 0.10202013E-03 0.19960323E+04
 0.10408108E-03 0.20280824E+04
 0.10618366E-03 0.20604075E+04
 0.10832871E-03 0.20929971E+04
 0.11051710E-03 0.21258401E+04
 0.11274968E-03 0.21589243E+04
 0.11502737E-03 0.21922371E+04
 0.11735109E-03 0.22257649E+04
 0.11972173E-03 0.22594937E+04
 0.12214028E-03 0.22934082E+04
 0.12460767E-03 0.23274929E+04
 0.12712492E-03 0.23617310E+04
 0.12969300E-03 0.23961047E+04
 0.13231297E-03 0.24305967E+04
 0.13498588E-03 0.24651877E+04
 0.13771278E-03 0.24998582E+04
 0.14049475E-03 0.25345876E+04
 0.14333293E-03 0.25693552E+04
 0.14622846E-03 0.26041389E+04
 0.14918247E-03 0.26389167E+04
 0.15219615E-03 0.26736653E+04
 0.15527071E-03 0.27083613E+04
 0.15840739E-03 0.27429805E+04
 0.16160744E-03 0.27774978E+04
 0.16487212E-03 0.28118887E+04
 0.16820275E-03 0.28461277E+04
 0.17160067E-03 0.28801895E+04
 0.17506724E-03 0.29140479E+04
 0.17860383E-03 0.29476758E+04
 0.18221186E-03 0.29810479E+04
 0.18589280E-03 0.30141382E+04
 0.18964807E-03 0.30469207E+04
 0.19347922E-03 0.30793691E+04
 0.19738778E-03 0.31114568E+04
 0.20137527E-03 0.31431589E+04
 0.20544330E-03 0.31744517E+04
 0.20959355E-03 0.32053105E+04
 0.21382760E-03 0.32357119E+04
 0.21814722E-03 0.32656313E+04
 0.22255408E-03 0.32950481E+04
 0.22704997E-03 0.33239419E+04
 0.23163669E-03 0.33522937E+04
 0.23631606E-03 0.33800837E+04
 0.24108996E-03 0.34072935E+04
 0.24596031E-03 0.34339082E+04
 0.25092901E-03 0.34599148E+04
 0.25599814E-03 0.34853013E+04
 0.26116965E-03 0.35100552E+04
 0.26644560E-03 0.35341663E+04
 0.27182818E-03 0.35576282E+04
 0.27731949E-03 0.35804375E+04
 0.28292168E-03 0.36025913E+04
 0.28863709E-03 0.36240869E+04
 0.29446793E-03 0.36449236E+04
 0.30041661E-03 0.36651062E+04
 0.30648540E-03 0.36846418E+04
 0.31267683E-03 0.37035381E+04
 0.31899329E-03 0.37218040E+04
 0.32543740E-03 0.37394497E+04
 0.33201167E-03 0.37564912E+04
 0.33871876E-03 0.37729468E+04
 0.34556136E-03 0.37888354E+04
 0.35254212E-03 0.38041768E+04
 0.35966394E-03 0.38189924E+04
 0.36692963E-03 0.38333088E+04
 0.37434211E-03 0.38471548E+04
 0.38190430E-03 0.38605593E+04
 0.38961932E-03 0.38735522E+04
 0.39749016E-03 0.38861650E+04
 0.40552000E-03 0.38984331E+04
 0.41371203E-03 0.39103933E+04
 0.42206954E-03 0.39220833E+04
 0.43059592E-03 0.39335408E+04
 0.43929456E-03 0.39448049E+04
 0.44816890E-03 0.39559175E+04
 0.45722249E-03 0.39669204E+04
 0.46645897E-03 0.39778569E+04
 0.47588209E-03 0.39887705E+04
 0.48549555E-03 0.39997046E+04
 0.49530319E-03 0.40107041E+04
 0.50530903E-03 0.40218137E+04
 0.51551696E-03 0.40330791E+04
 0.52593107E-03 0.40445464E+04
 0.53655554E-03 0.40562607E+04
 0.54739468E-03 0.40682671E+04
 0.55845280E-03 0.40806101E+04
 0.56973431E-03 0.40933347E+04
 0.58124372E-03 0.41064868E+04
 0.59298560E-03 0.41201118E+04
 0.60496473E-03 0.41342505E+04
 0.61718578E-03 0.41489463E+04
 0.62965375E-03 0.41642417E+04
 0.64237369E-03 0.41801802E+04
 0.65535045E-03 0.41968042E+04
 0.66858943E-03 0.42141509E+04
 0.68209582E-03 0.42322598E+04
 0.69587503E-03 0.42511689E+04
 0.70993265E-03 0.42709199E+04
 0.72427420E-03 0.42915493E+04
 0.73890563E-03 0.43130908E+04
 0.75383246E-03 0.43355781E+04
 0.76906086E-03 0.43590464E+04
 0.78459689E-03 0.43835312E+04
 0.80044678E-03 0.44090654E+04
 0.81661687E-03 0.44356782E+04
 0.83311368E-03 0.44633984E+04
 0.84994361E-03 0.44922563E+04
 0.86711359E-03 0.45222837E+04
 0.88463066E-03 0.45535083E+04
 0.90250134E-03 0.45859551E+04
 0.92073303E-03 0.46196489E+04
 0.93933311E-03 0.46546162E+04
 0.95830887E-03 0.46908833E+04
 0.97766798E-03 0.47284751E+04
 0.99741819E-03 0.47674121E+04
 0.10175674E-02 0.48077158E+04
 0.10381236E-02 0.48494087E+04
 0.10590950E-02 0.48925132E+04
 0.10804901E-02 0.49370508E+04
 0.11023175E-02 0.49830386E+04
 0.11245857E-02 0.50304951E+04
 0.11473041E-02 0.50794404E+04
 0.11704812E-02 0.51298931E+04
 0.11941264E-02 0.51818711E+04
 0.12182494E-02 0.52353901E+04
 0.12428596E-02 0.52904653E+04
 0.12679670E-02 0.53471138E+04
 0.12935817E-02 0.54053516E+04
 0.13197137E-02 0.54651938E+04
 0.13463736E-02 0.55266543E+04
 0.13735722E-02 0.55897461E+04
 0.14013201E-02 0.56544834E+04
 0.14296286E-02 0.57208794E+04
 0.14585090E-02 0.57889473E+04
 0.14879731E-02 0.58586982E+04
 0.15180323E-02 0.59301440E+04
 0.15486985E-02 0.60032959E+04
 0.15799842E-02 0.60781641E+04
 0.16119020E-02 0.61547598E+04
 0.16444647E-02 0.62330923E+04
 0.16776850E-02 0.63131704E+04
 0.17115764E-02 0.63950039E+04
 0.17461524E-02 0.64786001E+04
 0.17814270E-02 0.65639673E+04
 0.18174142E-02 0.66511128E+04
 0.18541284E-02 0.67400435E+04
 0.18915841E-02 0.68307651E+04
 0.19297971E-02 0.69232827E+04
 0.19687817E-02 0.70176011E+04
 0.20085536E-02 0.71137246E+04
 0.20491290E-02 0.72116567E+04
 0.20905242E-02 0.73113989E+04
 0.21327557E-02 0.74129531E+04
 0.21758399E-02 0.75163203E+04
 0.22197948E-02 0.76215020E+04
 0.22646377E-02 0.77284971E+04
 0.23103864E-02 0.78373052E+04
 0.23570592E-02 0.79479233E+04
 0.24046749E-02 0.80603481E+04
 0.24532524E-02 0.81745771E+04
 0.25028118E-02 0.82906045E+04
 0.25533722E-02 0.84084229E+04
 0.26049537E-02 0.85280264E+04
 0.26575772E-02 0.86494062E+04
 0.27112637E-02 0.87725547E+04
 0.27660348E-02 0.88974619E+04
 0.28219123E-02 0.90241172E+04
 0.28789188E-02 0.91525068E+04
