#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.324003E+08   0.324003E+08   0.431858E+08   0.431854E+08   0.324031E+08   0.324003E+08   0.324003E+08   0.324118E+08  -0.439139E+00   0.356962E+07   0.356962E+07   0.641464E+01  -0.334451E+05   0.100910E+01  -0.358888E+14
   0.109829E-04   0.323979E+08   0.323979E+08   0.431794E+08   0.431789E+08   0.324007E+08   0.323979E+08   0.323979E+08   0.324094E+08  -0.439106E+00   0.356958E+07   0.356958E+07   0.708271E+01  -0.270427E+05   0.100898E+01  -0.325023E+14
   0.121272E-04   0.323950E+08   0.323950E+08   0.431717E+08   0.431710E+08   0.323978E+08   0.323950E+08   0.323950E+08   0.324065E+08  -0.439067E+00   0.356954E+07   0.356954E+07   0.782030E+01  -0.217917E+05   0.100883E+01  -0.294353E+14
   0.133906E-04   0.323915E+08   0.323915E+08   0.431622E+08   0.431614E+08   0.323942E+08   0.323915E+08   0.323915E+08   0.324030E+08  -0.439019E+00   0.356949E+07   0.356949E+07   0.863463E+01  -0.174850E+05   0.100865E+01  -0.266576E+14
   0.147857E-04   0.323871E+08   0.323871E+08   0.431507E+08   0.431497E+08   0.323899E+08   0.323872E+08   0.323871E+08   0.323987E+08  -0.438961E+00   0.356943E+07   0.356943E+07   0.953366E+01  -0.139530E+05   0.100843E+01  -0.241420E+14
   0.163261E-04   0.323819E+08   0.323819E+08   0.431366E+08   0.431355E+08   0.323846E+08   0.323819E+08   0.323819E+08   0.323934E+08  -0.438890E+00   0.356936E+07   0.356936E+07   0.105262E+02  -0.110564E+05   0.100816E+01  -0.218637E+14
   0.180270E-04   0.323755E+08   0.323755E+08   0.431195E+08   0.431181E+08   0.323782E+08   0.323755E+08   0.323755E+08   0.323870E+08  -0.438803E+00   0.356927E+07   0.356927E+07   0.116218E+02  -0.868100E+04   0.100783E+01  -0.198003E+14
   0.199051E-04   0.323677E+08   0.323677E+08   0.430987E+08   0.430970E+08   0.323704E+08   0.323677E+08   0.323677E+08   0.323792E+08  -0.438697E+00   0.356916E+07   0.356916E+07   0.128313E+02  -0.673323E+04   0.100744E+01  -0.179315E+14
   0.219788E-04   0.323582E+08   0.323582E+08   0.430733E+08   0.430712E+08   0.323608E+08   0.323582E+08   0.323582E+08   0.323697E+08  -0.438569E+00   0.356902E+07   0.356902E+07   0.141663E+02  -0.513630E+04   0.100695E+01  -0.162390E+14
   0.242687E-04   0.323467E+08   0.323467E+08   0.430423E+08   0.430398E+08   0.323492E+08   0.323467E+08   0.323467E+08   0.323582E+08  -0.438412E+00   0.356886E+07   0.356886E+07   0.156397E+02  -0.382725E+04   0.100636E+01  -0.147062E+14
   0.267970E-04   0.323326E+08   0.323326E+08   0.430046E+08   0.430015E+08   0.323351E+08   0.323326E+08   0.323326E+08   0.323441E+08  -0.438221E+00   0.356866E+07   0.356866E+07   0.172658E+02  -0.275449E+04   0.100564E+01  -0.133179E+14
   0.295888E-04   0.323155E+08   0.323155E+08   0.429587E+08   0.429549E+08   0.323179E+08   0.323155E+08   0.323155E+08   0.323270E+08  -0.437989E+00   0.356842E+07   0.356842E+07   0.190602E+02  -0.187572E+04   0.100477E+01  -0.120605E+14
   0.326714E-04   0.322947E+08   0.322946E+08   0.429028E+08   0.428982E+08   0.322970E+08   0.322947E+08   0.322947E+08   0.323061E+08  -0.437707E+00   0.356812E+07   0.356812E+07   0.210401E+02  -0.115631E+04   0.100370E+01  -0.109216E+14
   0.360752E-04   0.322693E+08   0.322693E+08   0.428348E+08   0.428292E+08   0.322716E+08   0.322693E+08   0.322693E+08   0.322808E+08  -0.437363E+00   0.356777E+07   0.356776E+07   0.232241E+02  -0.567893E+03   0.100241E+01  -0.989016E+13
