#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.276864E+08   0.276864E+08   0.369013E+08   0.369008E+08   0.276890E+08   0.276864E+08   0.276864E+08   0.276962E+08  -0.437804E+00   0.342468E+07   0.342468E+07   0.631003E+01  -0.693009E+05   0.101819E+01  -0.344317E+14
   0.109829E-04   0.276849E+08   0.276849E+08   0.368962E+08   0.368957E+08   0.276875E+08   0.276849E+08   0.276849E+08   0.276948E+08  -0.437780E+00   0.342466E+07   0.342466E+07   0.696721E+01  -0.565059E+05   0.101809E+01  -0.311828E+14
   0.121272E-04   0.276831E+08   0.276831E+08   0.368901E+08   0.368895E+08   0.276857E+08   0.276831E+08   0.276831E+08   0.276929E+08  -0.437752E+00   0.342464E+07   0.342464E+07   0.769279E+01  -0.460116E+05   0.101796E+01  -0.282404E+14
   0.133906E-04   0.276809E+08   0.276809E+08   0.368826E+08   0.368818E+08   0.276835E+08   0.276809E+08   0.276809E+08   0.276907E+08  -0.437717E+00   0.342461E+07   0.342461E+07   0.849385E+01  -0.374043E+05   0.101781E+01  -0.255757E+14
   0.147857E-04   0.276782E+08   0.276782E+08   0.368735E+08   0.368726E+08   0.276807E+08   0.276782E+08   0.276782E+08   0.276880E+08  -0.437674E+00   0.342458E+07   0.342458E+07   0.937823E+01  -0.303449E+05   0.101762E+01  -0.231623E+14
   0.163261E-04   0.276749E+08   0.276749E+08   0.368624E+08   0.368613E+08   0.276774E+08   0.276749E+08   0.276749E+08   0.276847E+08  -0.437622E+00   0.342454E+07   0.342454E+07   0.103546E+02  -0.245550E+05   0.101740E+01  -0.209767E+14
   0.180270E-04   0.276709E+08   0.276709E+08   0.368489E+08   0.368475E+08   0.276734E+08   0.276709E+08   0.276709E+08   0.276807E+08  -0.437559E+00   0.342450E+07   0.342450E+07   0.114324E+02  -0.198064E+05   0.101712E+01  -0.189972E+14
   0.199051E-04   0.276660E+08   0.276660E+08   0.368324E+08   0.368307E+08   0.276685E+08   0.276660E+08   0.276660E+08   0.276759E+08  -0.437482E+00   0.342444E+07   0.342444E+07   0.126222E+02  -0.159120E+05   0.101678E+01  -0.172045E+14
   0.219788E-04   0.276601E+08   0.276601E+08   0.368123E+08   0.368102E+08   0.276625E+08   0.276601E+08   0.276601E+08   0.276699E+08  -0.437388E+00   0.342437E+07   0.342437E+07   0.139354E+02  -0.127183E+05   0.101637E+01  -0.155809E+14
   0.242687E-04   0.276528E+08   0.276528E+08   0.367878E+08   0.367853E+08   0.276553E+08   0.276529E+08   0.276528E+08   0.276627E+08  -0.437273E+00   0.342428E+07   0.342428E+07   0.153850E+02  -0.100993E+05   0.101587E+01  -0.141104E+14
   0.267970E-04   0.276440E+08   0.276440E+08   0.367580E+08   0.367549E+08   0.276464E+08   0.276440E+08   0.276440E+08   0.276539E+08  -0.437134E+00   0.342418E+07   0.342418E+07   0.169847E+02  -0.795183E+04   0.101526E+01  -0.127787E+14
   0.295888E-04   0.276333E+08   0.276333E+08   0.367216E+08   0.367179E+08   0.276356E+08   0.276333E+08   0.276333E+08   0.276431E+08  -0.436964E+00   0.342405E+07   0.342405E+07   0.187500E+02  -0.619128E+04   0.101451E+01  -0.115726E+14
   0.326714E-04   0.276203E+08   0.276203E+08   0.366774E+08   0.366728E+08   0.276225E+08   0.276203E+08   0.276203E+08   0.276301E+08  -0.436758E+00   0.342390E+07   0.342390E+07   0.206977E+02  -0.474822E+04   0.101361E+01  -0.104802E+14
   0.360752E-04   0.276044E+08   0.276044E+08   0.366235E+08   0.366180E+08   0.276065E+08   0.276044E+08   0.276044E+08   0.276142E+08  -0.436507E+00   0.342371E+07   0.342371E+07   0.228465E+02  -0.356577E+04   0.101251E+01  -0.949083E+13
   0.398336E-04   0.275851E+08   0.275851E+08   0.365580E+08   0.365512E+08   0.275871E+08   0.275851E+08   0.275851E+08   0.275949E+08  -0.436202E+00   0.342348E+07   0.342348E+07   0.252164E+02  -0.259732E+04   0.101117E+01  -0.859477E+13
   0.439836E-04   0.275617E+08   0.275617E+08   0.364783E+08   0.364701E+08   0.275635E+08   0.275617E+08   0.275617E+08   0.275714E+08  -0.435831E+00   0.342321E+07   0.342320E+07   0.278298E+02  -0.180468E+04   0.100955E+01  -0.778320E+13
   0.485659E-04   0.275332E+08   0.275332E+08   0.363814E+08   0.363714E+08   0.275349E+08   0.275332E+08   0.275332E+08   0.275430E+08  -0.435381E+00   0.342287E+07   0.342286E+07   0.307106E+02  -0.115659E+04   0.100757E+01  -0.704814E+13
   0.536256E-04   0.274987E+08   0.274987E+08   0.362636E+08   0.362514E+08   0.275002E+08   0.274987E+08   0.274987E+08   0.275084E+08  -0.434834E+00   0.342246E+07   0.342246E+07   0.338852E+02  -0.627484E+03   0.100518E+01  -0.638237E+13
   0.592125E-04   0.274569E+08   0.274568E+08   0.361207E+08   0.361058E+08   0.274581E+08   0.274569E+08   0.274569E+08   0.274665E+08  -0.434172E+00   0.342196E+07   0.342196E+07   0.373820E+02  -0.196474E+03   0.100228E+01  -0.577934E+13
   0.653814E-04   0.274063E+08   0.274062E+08   0.359472E+08   0.359292E+08   0.274071E+08   0.274063E+08   0.274062E+08   0.274159E+08  -0.433371E+00   0.342136E+07   0.342135E+07   0.412315E+02   0.153477E+03   0.998780E+00  -0.523312E+13
   0.721930E-04   0.273451E+08   0.273451E+08   0.357371E+08   0.357152E+08   0.273456E+08   0.273451E+08   0.273451E+08   0.273546E+08  -0.432403E+00   0.342063E+07   0.342062E+07   0.454665E+02   0.436237E+03   0.994548E+00  -0.473836E+13
   0.797142E-04   0.272713E+08   0.272713E+08   0.354828E+08   0.354563E+08   0.272713E+08   0.272713E+08   0.272713E+08   0.272808E+08  -0.431236E+00   0.341975E+07   0.341974E+07   0.501221E+02   0.663055E+03   0.989447E+00  -0.429017E+13
   0.880190E-04   0.271826E+08   0.271825E+08   0.351756E+08   0.351435E+08   0.271820E+08   0.271826E+08   0.271826E+08   0.271920E+08  -0.429832E+00   0.341869E+07   0.341868E+07   0.552347E+02   0.843022E+03   0.983315E+00  -0.388418E+13
   0.971891E-04   0.270761E+08   0.270761E+08   0.348052E+08   0.347663E+08   0.270748E+08   0.270761E+08   0.270761E+08   0.270854E+08  -0.428147E+00   0.341742E+07   0.341740E+07   0.608428E+02   0.983449E+03   0.975966E+00  -0.351638E+13
   0.107314E-03   0.269489E+08   0.269488E+08   0.343597E+08   0.343126E+08   0.269467E+08   0.269488E+08   0.269488E+08   0.269580E+08  -0.426133E+00   0.341588E+07   0.341586E+07   0.669851E+02   0.109018E+04   0.967188E+00  -0.318317E+13
   0.118495E-03   0.267973E+08   0.267972E+08   0.338252E+08   0.337683E+08   0.267940E+08   0.267972E+08   0.267972E+08   0.268063E+08  -0.423734E+00   0.341405E+07   0.341403E+07   0.737006E+02   0.116786E+04   0.956748E+00  -0.288129E+13
   0.130840E-03   0.266176E+08   0.266175E+08   0.331862E+08   0.331178E+08   0.266131E+08   0.266175E+08   0.266176E+08   0.266264E+08  -0.420890E+00   0.341187E+07   0.341184E+07   0.810267E+02   0.122016E+04   0.944394E+00  -0.260776E+13
   0.144471E-03   0.264058E+08   0.264057E+08   0.324253E+08   0.323432E+08   0.263997E+08   0.264058E+08   0.264058E+08   0.264144E+08  -0.417539E+00   0.340928E+07   0.340924E+07   0.889975E+02   0.125000E+04   0.929862E+00  -0.235992E+13
   0.159522E-03   0.261579E+08   0.261577E+08   0.315238E+08   0.314256E+08   0.261499E+08   0.261578E+08   0.261579E+08   0.261663E+08  -0.413615E+00   0.340622E+07   0.340618E+07   0.976412E+02   0.125969E+04   0.912888E+00  -0.213534E+13
   0.176142E-03   0.258699E+08   0.258697E+08   0.304618E+08   0.303448E+08   0.258595E+08   0.258698E+08   0.258699E+08   0.258780E+08  -0.409056E+00   0.340264E+07   0.340259E+07   0.106977E+03   0.125117E+04   0.893224E+00  -0.193183E+13
   0.194493E-03   0.255383E+08   0.255381E+08   0.292194E+08   0.290805E+08   0.255251E+08   0.255382E+08   0.255383E+08   0.255460E+08  -0.403808E+00   0.339848E+07   0.339841E+07   0.117009E+03   0.122614E+04   0.870660E+00  -0.174741E+13
   0.214755E-03   0.251606E+08   0.251603E+08   0.277776E+08   0.276140E+08   0.251439E+08   0.251604E+08   0.251605E+08   0.251678E+08  -0.397828E+00   0.339368E+07   0.339359E+07   0.127725E+03   0.118621E+04   0.845052E+00  -0.158030E+13
   0.237129E-03   0.247352E+08   0.247348E+08   0.261207E+08   0.259294E+08   0.247143E+08   0.247350E+08   0.247351E+08   0.247420E+08  -0.391094E+00   0.338819E+07   0.338809E+07   0.139084E+03   0.113308E+04   0.816350E+00  -0.142888E+13
   0.261834E-03   0.242625E+08   0.242620E+08   0.242385E+08   0.240170E+08   0.242364E+08   0.242623E+08   0.242624E+08   0.242687E+08  -0.383611E+00   0.338199E+07   0.338187E+07   0.151011E+03   0.106861E+04   0.784628E+00  -0.129170E+13
   0.289112E-03   0.237449E+08   0.237444E+08   0.221296E+08   0.218759E+08   0.237126E+08   0.237446E+08   0.237448E+08   0.237505E+08  -0.375416E+00   0.337508E+07   0.337493E+07   0.163387E+03   0.994913E+03   0.750111E+00  -0.116743E+13
   0.319233E-03   0.231871E+08   0.231865E+08   0.198052E+08   0.195189E+08   0.231473E+08   0.231868E+08   0.231870E+08   0.231921E+08  -0.366584E+00   0.336746E+07   0.336729E+07   0.176039E+03   0.914351E+03   0.713185E+00  -0.105489E+13
   0.352491E-03   0.225964E+08   0.225956E+08   0.172938E+08   0.169762E+08   0.225473E+08   0.225960E+08   0.225963E+08   0.226006E+08  -0.357229E+00   0.335918E+07   0.335898E+07   0.188729E+03   0.829476E+03   0.674398E+00  -0.953009E+12
   0.389215E-03   0.219820E+08   0.219810E+08   0.146453E+08   0.143006E+08   0.219217E+08   0.219815E+08   0.219818E+08   0.219854E+08  -0.347497E+00   0.335033E+07   0.335009E+07   0.201148E+03   0.742907E+03   0.634435E+00  -0.860814E+12
   0.429764E-03   0.213548E+08   0.213537E+08   0.119343E+08   0.115701E+08   0.212809E+08   0.213542E+08   0.213546E+08   0.213574E+08  -0.337562E+00   0.334099E+07   0.334072E+07   0.212909E+03   0.657171E+03   0.594075E+00  -0.777419E+12
   0.474538E-03   0.207267E+08   0.207254E+08   0.926124E+07   0.888894E+07   0.206364E+08   0.207260E+08   0.207264E+08   0.207285E+08  -0.327612E+00   0.333128E+07   0.333096E+07   0.223557E+03   0.574528E+03   0.554133E+00  -0.702020E+12
   0.523976E-03   0.201094E+08   0.201079E+08   0.674776E+07   0.638263E+07   0.199992E+08   0.201086E+08   0.201091E+08   0.201104E+08  -0.317832E+00   0.332132E+07   0.332095E+07   0.232584E+03   0.496827E+03   0.515395E+00  -0.633879E+12
   0.578566E-03   0.195138E+08   0.195121E+08   0.452513E+07   0.418469E+07   0.193796E+08   0.195129E+08   0.195135E+08   0.195141E+08  -0.308396E+00   0.331120E+07   0.331079E+07   0.239462E+03   0.425411E+03   0.478558E+00  -0.572322E+12
   0.638842E-03   0.189491E+08   0.189470E+08   0.271236E+07   0.241345E+07   0.187857E+08   0.189479E+08   0.189487E+08   0.189486E+08  -0.299447E+00   0.330103E+07   0.330056E+07   0.243697E+03   0.361098E+03   0.444179E+00  -0.516727E+12
   0.705398E-03   0.184220E+08   0.184196E+08   0.138567E+07   0.113980E+07   0.182237E+08   0.184206E+08   0.184216E+08   0.184210E+08  -0.291097E+00   0.329083E+07   0.329031E+07   0.244891E+03   0.304212E+03   0.412655E+00  -0.466526E+12
   0.778888E-03   0.179370E+08   0.179343E+08   0.546807E+06   0.354624E+06   0.176968E+08   0.179354E+08   0.179365E+08   0.179355E+08  -0.283415E+00   0.328063E+07   0.328006E+07   0.242810E+03   0.254669E+03   0.384210E+00  -0.421197E+12
   0.860035E-03   0.174961E+08   0.174932E+08   0.106622E+06  -0.465011E+05   0.172057E+08   0.174943E+08   0.174956E+08   0.174943E+08  -0.276434E+00   0.327038E+07   0.326977E+07   0.237425E+03   0.212085E+03   0.358915E+00  -0.380264E+12
   0.949635E-03   0.170992E+08   0.170960E+08  -0.943018E+05  -0.238134E+06   0.167490E+08   0.170970E+08   0.170987E+08   0.170970E+08  -0.270150E+00   0.326002E+07   0.325937E+07   0.228919E+03   0.175874E+03   0.336706E+00  -0.343293E+12
   0.104857E-02   0.167444E+08   0.167409E+08  -0.217007E+06  -0.389152E+06   0.163232E+08   0.167418E+08   0.167438E+08   0.167418E+08  -0.264533E+00   0.324942E+07   0.324874E+07   0.217633E+03   0.145352E+03   0.317423E+00  -0.309891E+12
   0.115781E-02   0.164285E+08   0.164247E+08  -0.334334E+06  -0.566765E+06   0.159234E+08   0.164255E+08   0.164278E+08   0.164254E+08  -0.259530E+00   0.323845E+07   0.323774E+07   0.203999E+03   0.119801E+03   0.300838E+00  -0.279704E+12
   0.127844E-02   0.161473E+08   0.161434E+08  -0.396157E+06  -0.702824E+06   0.155443E+08   0.161438E+08   0.161466E+08   0.161436E+08  -0.255076E+00   0.322692E+07   0.322620E+07   0.188505E+03   0.985256E+02   0.286689E+00  -0.252411E+12
   0.141163E-02   0.158963E+08   0.158922E+08  -0.320375E+06  -0.695553E+06   0.151803E+08   0.158922E+08   0.158956E+08   0.158921E+08  -0.251099E+00   0.321466E+07   0.321393E+07   0.171738E+03   0.808851E+02   0.274700E+00  -0.227727E+12
   0.155869E-02   0.156707E+08   0.156665E+08  -0.147366E+06   0.394261E+06   0.148256E+08   0.156660E+08   0.156700E+08   0.156660E+08  -0.247526E+00   0.320134E+07   0.320061E+07   0.154466E+03   0.663099E+02   0.264595E+00  -0.205385E+12
   0.172108E-02   0.154657E+08   0.154615E+08  -0.357014E+05   0.319141E+06   0.144746E+08   0.154603E+08   0.154650E+08   0.154603E+08  -0.244275E+00   0.318690E+07   0.318619E+07   0.137585E+03   0.542908E+02   0.256121E+00  -0.185168E+12
   0.190039E-02   0.152767E+08   0.152725E+08  -0.346657E+05   0.258560E+06   0.141228E+08   0.152705E+08   0.152760E+08   0.152705E+08  -0.241276E+00   0.317109E+07   0.317039E+07   0.121916E+03   0.444009E+02   0.249043E+00  -0.166865E+12
   0.209838E-02   0.150994E+08   0.150953E+08  -0.289238E+05   0.209609E+06   0.137663E+08   0.150924E+08   0.150987E+08   0.150924E+08  -0.238461E+00   0.315367E+07   0.315299E+07   0.108035E+03   0.362749E+02   0.243151E+00  -0.150291E+12
   0.231699E-02   0.149298E+08   0.149256E+08  -0.253014E+05   0.169990E+06   0.134019E+08   0.149219E+08   0.149291E+08   0.149219E+08  -0.235767E+00   0.313441E+07   0.313374E+07   0.962575E+02   0.296065E+02   0.238258E+00  -0.135279E+12
   0.255838E-02   0.147643E+08   0.147600E+08  -0.870550E+05   0.137879E+06   0.130273E+08   0.147553E+08   0.147635E+08   0.147553E+08  -0.233135E+00   0.311304E+07   0.311237E+07   0.865349E+02   0.241400E+02   0.234203E+00  -0.121680E+12
   0.282492E-02   0.145993E+08   0.145949E+08  -0.953856E+05   0.111824E+06   0.126407E+08   0.145893E+08   0.145986E+08   0.145893E+08  -0.230511E+00   0.308930E+07   0.308863E+07   0.783816E+02   0.196625E+02   0.230848E+00  -0.109359E+12
   0.311923E-02   0.144320E+08   0.144273E+08  -0.823592E+05   0.906664E+05   0.122398E+08   0.144208E+08   0.144312E+08   0.144208E+08  -0.227849E+00   0.306295E+07   0.306228E+07   0.711498E+02   0.159983E+02   0.228076E+00  -0.981959E+11
   0.344419E-02   0.142595E+08   0.142546E+08  -0.525287E+05   0.734754E+05   0.118227E+08   0.142472E+08   0.142587E+08   0.142472E+08  -0.225105E+00   0.303376E+07   0.303309E+07   0.643133E+02   0.130022E+02   0.225789E+00  -0.880832E+11
   0.380302E-02   0.140795E+08   0.140742E+08  -0.407076E+05   0.595031E+05   0.113872E+08   0.140658E+08   0.140786E+08   0.140658E+08  -0.222240E+00   0.300148E+07   0.300082E+07   0.577505E+02   0.105543E+02   0.223902E+00  -0.789236E+11
   0.419923E-02   0.138896E+08   0.138840E+08  -0.348718E+05   0.481458E+05   0.109318E+08   0.138746E+08   0.138886E+08   0.138746E+08  -0.219218E+00   0.296589E+07   0.296524E+07   0.517094E+02   0.855610E+01   0.222346E+00  -0.706294E+11
   0.463671E-02   0.136878E+08   0.136818E+08  -0.384975E+05   0.389151E+05   0.104556E+08   0.136715E+08   0.136868E+08   0.136715E+08  -0.216009E+00   0.292675E+07   0.292611E+07   0.464473E+02   0.692640E+01   0.221065E+00  -0.631212E+11
   0.511978E-02   0.134723E+08   0.134658E+08  -0.276433E+05   0.314153E+05   0.995951E+07   0.134546E+08   0.134712E+08   0.134546E+08  -0.212581E+00   0.288384E+07   0.288320E+07   0.418817E+02   0.559850E+01   0.220009E+00  -0.563274E+11
   0.565317E-02   0.132417E+08   0.132346E+08  -0.154465E+05   0.253256E+05   0.941972E+07   0.132225E+08   0.132405E+08   0.132225E+08  -0.208914E+00   0.283701E+07   0.283637E+07   0.377198E+02   0.451775E+01   0.219137E+00  -0.501843E+11
   0.624213E-02   0.129937E+08   0.129859E+08  -0.112543E+05   0.203827E+05   0.886933E+07   0.129729E+08   0.129924E+08   0.129729E+08  -0.204971E+00   0.278586E+07   0.278523E+07   0.338708E+02   0.363889E+01   0.218419E+00  -0.446300E+11
   0.689245E-02   0.127271E+08   0.127184E+08   0.341454E+04   0.163746E+05   0.829611E+07   0.127047E+08   0.127256E+08   0.127047E+08  -0.200733E+00   0.273026E+07   0.272963E+07   0.304669E+02   0.292517E+01   0.217827E+00  -0.396123E+11
   0.761052E-02   0.124405E+08   0.124307E+08   0.241570E+04   0.131277E+05   0.770918E+07   0.124165E+08   0.124389E+08   0.124165E+08  -0.196180E+00   0.266998E+07   0.266935E+07   0.274627E+02   0.234630E+01   0.217337E+00  -0.350827E+11
   0.840340E-02   0.121326E+08   0.121216E+08  -0.600807E+04   0.105006E+05   0.711748E+07   0.121070E+08   0.121307E+08   0.121070E+08  -0.191290E+00   0.260481E+07   0.260418E+07   0.247389E+02   0.187746E+01   0.216933E+00  -0.309969E+11
   0.927889E-02   0.118022E+08   0.117896E+08   0.121753E+04   0.837779E+04   0.652111E+07   0.117751E+08   0.118001E+08   0.117751E+08  -0.186045E+00   0.253454E+07   0.253392E+07   0.223212E+02   0.149833E+01   0.216598E+00  -0.273151E+11
   0.102456E-01   0.114481E+08   0.114338E+08  -0.263558E+04   0.666510E+04   0.592018E+07   0.114196E+08   0.114457E+08   0.114196E+08  -0.180428E+00   0.245900E+07   0.245838E+07   0.201698E+02   0.119227E+01   0.216321E+00  -0.240004E+11
   0.113130E-01   0.110693E+08   0.110530E+08  -0.884139E+03   0.528561E+04   0.532173E+07   0.110394E+08   0.110666E+08   0.110394E+08  -0.174421E+00   0.237796E+07   0.237734E+07   0.182538E+02   0.945631E+00   0.216091E+00  -0.210196E+11
   0.124916E-01   0.106648E+08   0.106461E+08  -0.161403E+04   0.417661E+04   0.473387E+07   0.106336E+08   0.106616E+08   0.106336E+08  -0.168009E+00   0.229126E+07   0.229064E+07   0.165526E+02   0.747290E+00   0.215899E+00  -0.183422E+11
   0.137930E-01   0.102337E+08   0.102123E+08  -0.180294E+03   0.328701E+04   0.416264E+07   0.102014E+08   0.102301E+08   0.102014E+08  -0.161181E+00   0.219875E+07   0.219812E+07   0.150395E+02   0.588144E+00   0.215740E+00  -0.159408E+11
   0.152300E-01   0.977574E+07   0.975127E+07  -0.311104E+04   0.257516E+04   0.361125E+07   0.974248E+07   0.977163E+07   0.974248E+07  -0.153930E+00   0.210035E+07   0.209972E+07   0.136895E+02   0.460778E+00   0.215607E+00  -0.137907E+11
   0.168167E-01   0.930159E+07   0.927373E+07  -0.836361E+03   0.200953E+04   0.309324E+07   0.926755E+07   0.929691E+07   0.926755E+07  -0.146426E+00   0.199841E+07   0.199778E+07   0.124886E+02   0.359563E+00   0.215496E+00  -0.118833E+11
   0.185687E-01   0.879287E+07   0.876134E+07  -0.388016E+03   0.155791E+04   0.260599E+07   0.875832E+07   0.878758E+07   0.875832E+07  -0.138380E+00   0.188899E+07   0.188835E+07   0.113928E+02   0.278744E+00   0.215403E+00  -0.101728E+11
   0.205033E-01   0.826047E+07   0.822511E+07  -0.190855E+04   0.120029E+04   0.215887E+07   0.822569E+07   0.825453E+07   0.822569E+07  -0.129965E+00   0.177444E+07   0.177380E+07   0.103858E+02   0.214745E+00   0.215324E+00  -0.865422E+10
   0.226393E-01   0.770010E+07   0.766090E+07  -0.928228E+03   0.917562E+03   0.175403E+07   0.766541E+07   0.769352E+07   0.766541E+07  -0.121112E+00   0.165386E+07   0.165321E+07   0.943702E+01   0.164152E+00   0.215259E+00  -0.730502E+10
   0.249980E-01   0.713175E+07   0.708896E+07  -0.665294E+03   0.696926E+03   0.139866E+07   0.709746E+07   0.712456E+07   0.709746E+07  -0.112139E+00   0.153155E+07   0.153091E+07   0.853039E+01   0.124671E+00   0.215203E+00  -0.612650E+10
   0.276023E-01   0.656210E+07   0.651628E+07  -0.589422E+03   0.525872E+03   0.109317E+07   0.652856E+07   0.655440E+07   0.652856E+07  -0.103150E+00   0.140898E+07   0.140835E+07   0.764243E+01   0.940636E-01   0.215156E+00  -0.510438E+10
