#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.100728E+04   0.554681E-01   0.000000E+00   0.405584E+01   0.591590E-07   0.279718E-02  -0.175994E-04
     3   0.980888E+03   0.888412E-01   0.000000E+00   0.502897E+01   0.722154E-07   0.248978E-02  -0.212282E-04
     4   0.951886E+03   0.981147E-01   0.000000E+00   0.497081E+01   0.832020E-07   0.220924E-02  -0.211533E-04
     5   0.930618E+03   0.855411E-01   0.000000E+00   0.440048E+01   0.926119E-07   0.196968E-02  -0.185164E-04
     6   0.916231E+03   0.621238E-01   0.000000E+00   0.366844E+01   0.100725E-06   0.176614E-02  -0.143137E-04
     7   0.907361E+03   0.389157E-01   0.000000E+00   0.295393E+01   0.107786E-06   0.159341E-02  -0.947193E-05
     8   0.903135E+03   0.222204E-01   0.000000E+00   0.233596E+01   0.113965E-06   0.144321E-02  -0.481862E-05
     9   0.902396E+03   0.130988E-01   0.000000E+00   0.183629E+01   0.119406E-06   0.130797E-02  -0.995841E-06
    10   0.903952E+03   0.941469E-02   0.000000E+00   0.146434E+01   0.124197E-06   0.118655E-02   0.166581E-05
    11   0.907104E+03   0.828890E-02   0.000000E+00   0.121393E+01   0.128455E-06   0.108013E-02   0.313854E-05
    12   0.912463E+03   0.773905E-02   0.000000E+00   0.107528E+01   0.132213E-06   0.988959E-03   0.352578E-05
    13   0.918642E+03   0.691303E-02   0.000000E+00   0.102270E+01   0.135529E-06   0.910476E-03   0.298794E-05
    14   0.925064E+03   0.600865E-02   0.000000E+00   0.102722E+01   0.138468E-06   0.841589E-03   0.174193E-05
    15   0.932198E+03   0.531844E-02   0.000000E+00   0.107083E+01   0.141068E-06   0.778768E-03   0.218530E-06
    16   0.940572E+03   0.505000E-02   0.000000E+00   0.113855E+01   0.143361E-06   0.719373E-03  -0.116145E-05
    17   0.950216E+03   0.519689E-02   0.000000E+00   0.121319E+01   0.145383E-06   0.664283E-03  -0.219738E-05
    18   0.960289E+03   0.551549E-02   0.000000E+00   0.128141E+01   0.147165E-06   0.614729E-03  -0.278995E-05
    19   0.971697E+03   0.587591E-02   0.000000E+00   0.134076E+01   0.148720E-06   0.569855E-03  -0.302413E-05
    20   0.982831E+03   0.625864E-02   0.000000E+00   0.138907E+01   0.150062E-06   0.528432E-03  -0.299970E-05
    21   0.994070E+03   0.670469E-02   0.000000E+00   0.142880E+01   0.151215E-06   0.489670E-03  -0.270089E-05
    22   0.100571E+04   0.734246E-02   0.000000E+00   0.146286E+01   0.152206E-06   0.453105E-03  -0.212766E-05
    23   0.101760E+04   0.823003E-02   0.000000E+00   0.149639E+01   0.153044E-06   0.419089E-03  -0.145599E-05
    24   0.102982E+04   0.936740E-02   0.000000E+00   0.153437E+01   0.153739E-06   0.388031E-03  -0.885736E-06
    25   0.104236E+04   0.107639E-01   0.000000E+00   0.157905E+01   0.154304E-06   0.359769E-03  -0.543004E-06
    26   0.105506E+04   0.123868E-01   0.000000E+00   0.163141E+01   0.154753E-06   0.333961E-03  -0.489641E-06
    27   0.106819E+04   0.141892E-01   0.000000E+00   0.168302E+01   0.155095E-06   0.310118E-03  -0.605995E-06
    28   0.108162E+04   0.161560E-01   0.000000E+00   0.172649E+01   0.155341E-06   0.287873E-03  -0.754869E-06
    29   0.109537E+04   0.182972E-01   0.000000E+00   0.176293E+01   0.155489E-06   0.267488E-03  -0.905977E-06
    30   0.110933E+04   0.206311E-01   0.000000E+00   0.179365E+01   0.155542E-06   0.249204E-03  -0.106098E-05
    31   0.112338E+04   0.231439E-01   0.000000E+00   0.181864E+01   0.155512E-06   0.232561E-03  -0.124278E-05
    32   0.113778E+04   0.258102E-01   0.000000E+00   0.183690E+01   0.155414E-06   0.216994E-03  -0.145776E-05
    33   0.115256E+04   0.286408E-01   0.000000E+00   0.184495E+01   0.155251E-06   0.202200E-03  -0.162579E-05
