#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.133285E+04   0.567284E-01   0.000000E+00   0.545671E+01   0.840181E-07   0.124043E-02  -0.202666E-04
     3   0.164822E+04   0.900604E-01   0.000000E+00   0.673795E+01   0.103221E-06   0.201019E-03  -0.242740E-04
     4   0.185768E+04   0.990616E-01   0.000000E+00   0.643659E+01   0.119090E-06  -0.574238E-03  -0.242465E-04
     5   0.199220E+04   0.862059E-01   0.000000E+00   0.544920E+01   0.132465E-06  -0.113597E-02  -0.215069E-04
     6   0.207625E+04   0.625758E-01   0.000000E+00   0.435004E+01   0.143824E-06  -0.154535E-02  -0.171510E-04
     7   0.212623E+04   0.392379E-01   0.000000E+00   0.338944E+01   0.153567E-06  -0.184521E-02  -0.121474E-04
     8   0.215471E+04   0.224692E-01   0.000000E+00   0.263556E+01   0.161972E-06  -0.206825E-02  -0.734272E-05
     9   0.216938E+04   0.133093E-01   0.000000E+00   0.206960E+01   0.169266E-06  -0.224043E-02  -0.339214E-05
    10   0.217318E+04   0.960354E-02   0.000000E+00   0.167396E+01   0.175596E-06  -0.237197E-02  -0.618234E-06
    11   0.217024E+04   0.846184E-02   0.000000E+00   0.141561E+01   0.181140E-06  -0.247189E-02   0.972447E-06
    12   0.216349E+04   0.790148E-02   0.000000E+00   0.127134E+01   0.185954E-06  -0.254367E-02   0.148682E-05
    13   0.215325E+04   0.706671E-02   0.000000E+00   0.121310E+01   0.190127E-06  -0.259311E-02   0.106282E-05
    14   0.214048E+04   0.615177E-02   0.000000E+00   0.121189E+01   0.193760E-06  -0.262662E-02  -0.100538E-06
    15   0.212644E+04   0.545202E-02   0.000000E+00   0.125156E+01   0.196910E-06  -0.264952E-02  -0.155223E-05
    16   0.211228E+04   0.517773E-02   0.000000E+00   0.131809E+01   0.199627E-06  -0.266580E-02  -0.284845E-05
    17   0.209847E+04   0.531799E-02   0.000000E+00   0.138986E+01   0.201962E-06  -0.267545E-02  -0.378973E-05
    18   0.208456E+04   0.562539E-02   0.000000E+00   0.145016E+01   0.203961E-06  -0.267792E-02  -0.428649E-05
    19   0.207170E+04   0.597613E-02   0.000000E+00   0.150267E+01   0.205646E-06  -0.267434E-02  -0.444394E-05
    20   0.205844E+04   0.635600E-02   0.000000E+00   0.155056E+01   0.207037E-06  -0.266622E-02  -0.437459E-05
    21   0.204532E+04   0.679825E-02   0.000000E+00   0.158889E+01   0.208170E-06  -0.265492E-02  -0.403577E-05
