#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.125034E+04   0.580815E-01   0.000000E+00   0.665826E+01   0.678872E-07   0.494180E-03  -0.198956E-04
     3   0.112675E+04   0.903230E-01   0.000000E+00   0.706089E+01   0.817168E-07   0.285989E-03  -0.228998E-04
     4   0.102682E+04   0.988315E-01   0.000000E+00   0.615768E+01   0.931901E-07   0.196715E-03  -0.222971E-04
     5   0.970062E+03   0.858517E-01   0.000000E+00   0.498190E+01   0.102944E-06   0.136177E-03  -0.193096E-04
     6   0.939116E+03   0.622430E-01   0.000000E+00   0.391495E+01   0.111302E-06   0.825050E-04  -0.148937E-04
     7   0.922021E+03   0.389573E-01   0.000000E+00   0.304333E+01   0.118534E-06   0.332463E-04  -0.992378E-05
     8   0.913359E+03   0.222336E-01   0.000000E+00   0.236194E+01   0.124826E-06  -0.138084E-04  -0.519060E-05
     9   0.909920E+03   0.131034E-01   0.000000E+00   0.184170E+01   0.130330E-06  -0.615165E-04  -0.131652E-05
    10   0.909555E+03   0.941744E-02   0.000000E+00   0.146598E+01   0.135145E-06  -0.106912E-03   0.138138E-05
    11   0.911280E+03   0.829147E-02   0.000000E+00   0.121609E+01   0.139396E-06  -0.146668E-03   0.288496E-05
    12   0.915538E+03   0.774133E-02   0.000000E+00   0.107754E+01   0.143118E-06  -0.178160E-03   0.330040E-05
    13   0.920845E+03   0.691507E-02   0.000000E+00   0.102511E+01   0.146374E-06  -0.202579E-03   0.278568E-05
    14   0.926559E+03   0.601085E-02   0.000000E+00   0.103074E+01   0.149235E-06  -0.222148E-03   0.155583E-05
    15   0.933134E+03   0.532080E-02   0.000000E+00   0.107536E+01   0.151741E-06  -0.239639E-03   0.453907E-07
    16   0.941092E+03   0.505209E-02   0.000000E+00   0.114282E+01   0.153929E-06  -0.257068E-03  -0.132088E-05
    17   0.950420E+03   0.519840E-02   0.000000E+00   0.121624E+01   0.155834E-06  -0.273112E-03  -0.234290E-05
    18   0.960231E+03   0.551639E-02   0.000000E+00   0.128308E+01   0.157490E-06  -0.286172E-03  -0.292287E-05
