#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.216006E+04   0.617541E-01   0.000000E+00   0.102983E+02   0.780534E-07  -0.262737E-02  -0.228983E-04
     3   0.168542E+04   0.922894E-01   0.000000E+00   0.976824E+01   0.925203E-07  -0.251561E-02  -0.249785E-04
     4   0.134094E+04   0.997423E-01   0.000000E+00   0.768445E+01   0.104384E-06  -0.224269E-02  -0.236578E-04
     5   0.115955E+04   0.862361E-01   0.000000E+00   0.571654E+01   0.114425E-06  -0.202101E-02  -0.202214E-04
     6   0.106582E+04   0.623899E-01   0.000000E+00   0.422961E+01   0.122992E-06  -0.186214E-02  -0.155449E-04
     7   0.101437E+04   0.390102E-01   0.000000E+00   0.316569E+01   0.130370E-06  -0.174753E-02  -0.104235E-04
     8   0.984999E+03   0.222525E-01   0.000000E+00   0.240667E+01   0.136752E-06  -0.166349E-02  -0.559819E-05
     9   0.967881E+03   0.131115E-01   0.000000E+00   0.185987E+01   0.142300E-06  -0.160311E-02  -0.166559E-05
    10   0.957691E+03   0.942271E-02   0.000000E+00   0.147745E+01   0.147119E-06  -0.155653E-02   0.107330E-05
    11   0.952041E+03   0.829599E-02   0.000000E+00   0.122626E+01   0.151343E-06  -0.151676E-02   0.261124E-05
    12   0.950544E+03   0.774515E-02   0.000000E+00   0.108648E+01   0.155009E-06  -0.147783E-02   0.305764E-05
    13   0.951255E+03   0.691835E-02   0.000000E+00   0.103315E+01   0.158185E-06  -0.143899E-02   0.256824E-05
    14   0.953195E+03   0.601407E-02   0.000000E+00   0.103909E+01   0.160947E-06  -0.140123E-02   0.135624E-05
    15   0.956652E+03   0.532402E-02   0.000000E+00   0.108409E+01   0.163339E-06  -0.136631E-02  -0.139850E-06
    16   0.962023E+03   0.505489E-02   0.000000E+00   0.115072E+01   0.165399E-06  -0.133542E-02  -0.149120E-05
    17   0.969174E+03   0.520049E-02   0.000000E+00   0.122245E+01   0.167167E-06  -0.130669E-02  -0.249823E-05
    18   0.977111E+03   0.551780E-02   0.000000E+00   0.128750E+01   0.168678E-06  -0.127804E-02  -0.306468E-05
    19   0.986678E+03   0.587764E-02   0.000000E+00   0.134543E+01   0.169949E-06  -0.124956E-02  -0.327776E-05
    20   0.996227E+03   0.626089E-02   0.000000E+00   0.139527E+01   0.170994E-06  -0.122183E-02  -0.323816E-05
    21   0.100611E+04   0.670754E-02   0.000000E+00   0.143671E+01   0.171842E-06  -0.119531E-02  -0.292653E-05
    22   0.101659E+04   0.734494E-02   0.000000E+00   0.146999E+01   0.172522E-06  -0.117019E-02  -0.233924E-05
    23   0.102747E+04   0.823166E-02   0.000000E+00   0.150142E+01   0.173046E-06  -0.114577E-02  -0.165312E-05
    24   0.103881E+04   0.936843E-02   0.000000E+00   0.153785E+01   0.173423E-06  -0.112130E-02  -0.106961E-05
    25   0.105056E+04   0.107647E-01   0.000000E+00   0.158193E+01   0.173668E-06  -0.109672E-02  -0.715213E-06
    26   0.106256E+04   0.123876E-01   0.000000E+00   0.163457E+01   0.173797E-06  -0.107221E-02  -0.651727E-06
    27   0.107506E+04   0.141902E-01   0.000000E+00   0.168657E+01   0.173821E-06  -0.104810E-02  -0.758893E-06
    28   0.108794E+04   0.161569E-01   0.000000E+00   0.172984E+01   0.173749E-06  -0.102457E-02  -0.898952E-06
    29   0.110120E+04   0.182980E-01   0.000000E+00   0.176569E+01   0.173582E-06  -0.100117E-02  -0.104175E-05
    30   0.111472E+04   0.206317E-01   0.000000E+00   0.179581E+01   0.173321E-06  -0.977469E-03  -0.118921E-05
    31   0.112837E+04   0.231444E-01   0.000000E+00   0.182035E+01   0.172981E-06  -0.953876E-03  -0.136423E-05
    32   0.114241E+04   0.258107E-01   0.000000E+00   0.183838E+01   0.172575E-06  -0.930921E-03  -0.157312E-05
    33   0.115687E+04   0.286411E-01   0.000000E+00   0.184632E+01   0.172110E-06  -0.908797E-03  -0.173560E-05
    34   0.117157E+04   0.316652E-01   0.000000E+00   0.184206E+01   0.171587E-06  -0.887576E-03  -0.176544E-05
    35   0.118647E+04   0.349041E-01   0.000000E+00   0.182893E+01   0.171013E-06  -0.867169E-03  -0.163789E-05
    36   0.120149E+04   0.383784E-01   0.000000E+00   0.180905E+01   0.170391E-06  -0.847355E-03  -0.136970E-05
    37   0.121666E+04   0.420806E-01   0.000000E+00   0.177818E+01   0.169727E-06  -0.827549E-03  -0.108207E-05
    38   0.123227E+04   0.460073E-01   0.000000E+00   0.173388E+01   0.169024E-06  -0.807269E-03  -0.889263E-06
    39   0.124831E+04   0.501698E-01   0.000000E+00   0.167844E+01   0.168284E-06  -0.786824E-03  -0.775070E-06
    40   0.126451E+04   0.545892E-01   0.000000E+00   0.161512E+01   0.167511E-06  -0.766719E-03  -0.690902E-06
    41   0.128097E+04   0.592863E-01   0.000000E+00   0.154601E+01   0.166706E-06  -0.747350E-03  -0.599020E-06
    42   0.129748E+04   0.642622E-01   0.000000E+00   0.146925E+01   0.165872E-06  -0.728679E-03  -0.504394E-06
    43   0.131417E+04   0.695131E-01   0.000000E+00   0.138204E+01   0.165012E-06  -0.710563E-03  -0.422610E-06
    44   0.133090E+04   0.750202E-01   0.000000E+00   0.128247E+01   0.164129E-06  -0.692858E-03  -0.369205E-06
    45   0.134804E+04   0.807748E-01   0.000000E+00   0.116868E+01   0.163225E-06  -0.675423E-03  -0.359677E-06
    46   0.136551E+04   0.867737E-01   0.000000E+00   0.103760E+01   0.162303E-06  -0.658162E-03  -0.403815E-06
    47   0.138316E+04   0.930193E-01   0.000000E+00   0.891000E+00   0.161365E-06  -0.641155E-03  -0.488726E-06
    48   0.140093E+04   0.995229E-01   0.000000E+00   0.734555E+00   0.160413E-06  -0.624530E-03  -0.595899E-06
    49   0.141889E+04   0.106274E+00   0.000000E+00   0.573331E+00   0.159449E-06  -0.608413E-03  -0.706878E-06
    50   0.143726E+04   0.113253E+00   0.000000E+00   0.405616E+00   0.158474E-06  -0.592930E-03  -0.803248E-06
    51   0.145582E+04   0.120437E+00   0.000000E+00   0.227871E+00   0.157489E-06  -0.578155E-03  -0.870466E-06
    52   0.147480E+04   0.127908E+00   0.000000E+00   0.348892E-01   0.156497E-06  -0.563957E-03  -0.909298E-06
    53   0.149382E+04   0.135809E+00   0.000000E+00  -0.177107E+00   0.155498E-06  -0.550149E-03  -0.924322E-06
    54   0.151280E+04   0.144128E+00   0.000000E+00  -0.403927E+00   0.154492E-06  -0.536549E-03  -0.920107E-06
    55   0.153197E+04   0.152837E+00   0.000000E+00  -0.641262E+00   0.153482E-06  -0.522972E-03  -0.901208E-06
    56   0.155155E+04   0.161790E+00   0.000000E+00  -0.890904E+00   0.152467E-06  -0.509286E-03  -0.871807E-06
    57   0.157146E+04   0.170880E+00   0.000000E+00  -0.115273E+01   0.151449E-06  -0.495550E-03  -0.834641E-06
    58   0.159170E+04   0.180120E+00   0.000000E+00  -0.142737E+01   0.150427E-06  -0.481874E-03  -0.792076E-06
    59   0.161212E+04   0.189550E+00   0.000000E+00  -0.171547E+01   0.149403E-06  -0.468368E-03  -0.746477E-06
    60   0.163271E+04   0.199227E+00   0.000000E+00  -0.201625E+01   0.148376E-06  -0.455142E-03  -0.700203E-06
    61   0.165378E+04   0.209247E+00   0.000000E+00  -0.232882E+01   0.147348E-06  -0.442290E-03  -0.655501E-06
    62   0.167474E+04   0.219595E+00   0.000000E+00  -0.265411E+01   0.146320E-06  -0.429857E-03  -0.614176E-06
    63   0.169581E+04   0.230229E+00   0.000000E+00  -0.299320E+01   0.145292E-06  -0.417870E-03  -0.577924E-06
    64   0.171732E+04   0.241159E+00   0.000000E+00  -0.334735E+01   0.144265E-06  -0.406358E-03  -0.548437E-06
    65   0.173888E+04   0.252356E+00   0.000000E+00  -0.371724E+01   0.143240E-06  -0.395352E-03  -0.527405E-06
    66   0.176081E+04   0.263752E+00   0.000000E+00  -0.410105E+01   0.142218E-06  -0.384854E-03  -0.516489E-06
    67   0.178293E+04   0.275349E+00   0.000000E+00  -0.449591E+01   0.141201E-06  -0.374764E-03  -0.517242E-06
    68   0.180551E+04   0.287188E+00   0.000000E+00  -0.490000E+01   0.140187E-06  -0.364954E-03  -0.531184E-06
    69   0.182829E+04   0.299228E+00   0.000000E+00  -0.531143E+01   0.139178E-06  -0.355299E-03  -0.559836E-06
    70   0.185140E+04   0.311512E+00   0.000000E+00  -0.573173E+01   0.138173E-06  -0.345671E-03  -0.604720E-06
    71   0.187466E+04   0.324028E+00   0.000000E+00  -0.616320E+01   0.137174E-06  -0.335977E-03  -0.665188E-06
    72   0.189812E+04   0.336750E+00   0.000000E+00  -0.660725E+01   0.136179E-06  -0.326245E-03  -0.731944E-06
    73   0.192174E+04   0.349645E+00   0.000000E+00  -0.706461E+01   0.135190E-06  -0.316539E-03  -0.793537E-06
    74   0.194557E+04   0.362700E+00   0.000000E+00  -0.753449E+01   0.134205E-06  -0.306919E-03  -0.838530E-06
    75   0.196974E+04   0.375927E+00   0.000000E+00  -0.801553E+01   0.133225E-06  -0.297446E-03  -0.855498E-06
    76   0.199421E+04   0.389326E+00   0.000000E+00  -0.850717E+01   0.132249E-06  -0.288177E-03  -0.837013E-06
    77   0.201902E+04   0.402889E+00   0.000000E+00  -0.900926E+01   0.131279E-06  -0.279150E-03  -0.791594E-06
    78   0.204421E+04   0.416641E+00   0.000000E+00  -0.952321E+01   0.130313E-06  -0.270397E-03  -0.731735E-06
    79   0.206959E+04   0.430528E+00   0.000000E+00  -0.100452E+02   0.129354E-06  -0.261952E-03  -0.669920E-06
    80   0.209528E+04   0.444553E+00   0.000000E+00  -0.105767E+02   0.128400E-06  -0.253847E-03  -0.618615E-06
    81   0.212116E+04   0.458667E+00   0.000000E+00  -0.111182E+02   0.127452E-06  -0.246102E-03  -0.587875E-06
    82   0.214731E+04   0.472890E+00   0.000000E+00  -0.116685E+02   0.126511E-06  -0.238680E-03  -0.578131E-06
    83   0.217365E+04   0.487197E+00   0.000000E+00  -0.122273E+02   0.125577E-06  -0.231529E-03  -0.587410E-06
    84   0.220027E+04   0.501586E+00   0.000000E+00  -0.127926E+02   0.124649E-06  -0.224601E-03  -0.613742E-06
