#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.296568E+04   0.588315E-01   0.000000E+00   0.778112E+01   0.133681E-06  -0.193671E-02  -0.248912E-04
     3   0.439317E+04   0.922804E-01   0.000000E+00   0.969198E+01   0.165422E-06  -0.451229E-02  -0.297808E-04
     4   0.538962E+04   0.101027E+00   0.000000E+00   0.923657E+01   0.191232E-06  -0.636441E-02  -0.300624E-04
     5   0.603150E+04   0.878258E-01   0.000000E+00   0.777270E+01   0.212639E-06  -0.764226E-02  -0.273097E-04
     6   0.642579E+04   0.638937E-01   0.000000E+00   0.619156E+01   0.230524E-06  -0.851135E-02  -0.227830E-04
     7   0.664992E+04   0.403401E-01   0.000000E+00   0.487035E+01   0.245612E-06  -0.909201E-02  -0.175388E-04
     8   0.676057E+04   0.234228E-01   0.000000E+00   0.388794E+01   0.258409E-06  -0.947166E-02  -0.124762E-04
     9   0.679842E+04   0.141606E-01   0.000000E+00   0.318379E+01   0.269325E-06  -0.971785E-02  -0.828682E-05
    10   0.678298E+04   0.103775E-01   0.000000E+00   0.270876E+01   0.278627E-06  -0.986282E-02  -0.529006E-05
    11   0.673491E+04   0.916942E-02   0.000000E+00   0.239384E+01   0.286624E-06  -0.993808E-02  -0.346371E-05
    12   0.666507E+04   0.855398E-02   0.000000E+00   0.219815E+01   0.293422E-06  -0.995643E-02  -0.269864E-05
    13   0.657925E+04   0.767028E-02   0.000000E+00   0.209161E+01   0.299179E-06  -0.993128E-02  -0.289470E-05
    14   0.648336E+04   0.670737E-02   0.000000E+00   0.204610E+01   0.304066E-06  -0.987653E-02  -0.388280E-05
    15   0.638127E+04   0.596434E-02   0.000000E+00   0.204727E+01   0.308181E-06  -0.980155E-02  -0.517908E-05
    16   0.627595E+04   0.565491E-02   0.000000E+00   0.208136E+01   0.311611E-06  -0.971341E-02  -0.630237E-05
    17   0.616932E+04   0.576129E-02   0.000000E+00   0.212013E+01   0.314442E-06  -0.961414E-02  -0.705544E-05
    18   0.606207E+04   0.603036E-02   0.000000E+00   0.214205E+01   0.316749E-06  -0.950484E-02  -0.736458E-05
    19   0.595596E+04   0.634729E-02   0.000000E+00   0.216018E+01   0.318571E-06  -0.938730E-02  -0.736681E-05
    20   0.585000E+04   0.670556E-02   0.000000E+00   0.218569E+01   0.319941E-06  -0.926362E-02  -0.719452E-05
    21   0.574512E+04   0.712647E-02   0.000000E+00   0.220186E+01   0.320920E-06  -0.913636E-02  -0.676269E-05
    22   0.564208E+04   0.771950E-02   0.000000E+00   0.219332E+01   0.321565E-06  -0.900760E-02  -0.600212E-05
    23   0.554100E+04   0.855986E-02   0.000000E+00   0.218278E+01   0.321904E-06  -0.887710E-02  -0.511758E-05
    24   0.544218E+04   0.966854E-02   0.000000E+00   0.219691E+01   0.321957E-06  -0.874438E-02  -0.435451E-05
    25   0.534581E+04   0.110551E-01   0.000000E+00   0.223996E+01   0.321756E-06  -0.861008E-02  -0.385598E-05
    26   0.525195E+04   0.126798E-01   0.000000E+00   0.230504E+01   0.321333E-06  -0.847512E-02  -0.368624E-05
