#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.268691E+04   0.633225E-01   0.000000E+00   0.118343E+02   0.818159E-07  -0.390828E-02  -0.241100E-04
     3   0.200150E+04   0.930937E-01   0.000000E+00   0.108733E+02   0.964459E-07  -0.361483E-02  -0.257873E-04
     4   0.151460E+04   0.100102E+00   0.000000E+00   0.829050E+01   0.108407E-06  -0.316700E-02  -0.241699E-04
     5   0.126316E+04   0.863844E-01   0.000000E+00   0.600315E+01   0.118526E-06  -0.282115E-02  -0.205557E-04
     6   0.113488E+04   0.624461E-01   0.000000E+00   0.435229E+01   0.127153E-06  -0.257430E-02  -0.157794E-04
     7   0.106471E+04   0.390307E-01   0.000000E+00   0.321478E+01   0.134572E-06  -0.239450E-02  -0.106016E-04
     8   0.102409E+04   0.222601E-01   0.000000E+00   0.242618E+01   0.140978E-06  -0.225966E-02  -0.574250E-05
     9   0.999565E+03   0.131150E-01   0.000000E+00   0.186901E+01   0.146536E-06  -0.215813E-02  -0.178864E-05
    10   0.984088E+03   0.942505E-02   0.000000E+00   0.148362E+01   0.151351E-06  -0.207696E-02   0.965061E-06
    11   0.974485E+03   0.829795E-02   0.000000E+00   0.123155E+01   0.155562E-06  -0.200755E-02   0.251530E-05
    12   0.969911E+03   0.774678E-02   0.000000E+00   0.109103E+01   0.159204E-06  -0.194253E-02   0.297267E-05
    13   0.968169E+03   0.691974E-02   0.000000E+00   0.103716E+01   0.162348E-06  -0.188039E-02   0.249221E-05
    14   0.968098E+03   0.601539E-02   0.000000E+00   0.104301E+01   0.165072E-06  -0.182159E-02   0.128657E-05
    15   0.969891E+03   0.532529E-02   0.000000E+00   0.108798E+01   0.167421E-06  -0.176749E-02  -0.204408E-06
    16   0.973871E+03   0.505598E-02   0.000000E+00   0.115421E+01   0.169434E-06  -0.171899E-02  -0.155050E-05
    17   0.979845E+03   0.520133E-02   0.000000E+00   0.122526E+01   0.171151E-06  -0.167396E-02  -0.255229E-05
    18   0.986765E+03   0.551838E-02   0.000000E+00   0.128961E+01   0.172609E-06  -0.163017E-02  -0.311402E-05
    19   0.995449E+03   0.587809E-02   0.000000E+00   0.134718E+01   0.173825E-06  -0.158752E-02  -0.332326E-05
    20   0.100423E+04   0.626142E-02   0.000000E+00   0.139716E+01   0.174812E-06  -0.154648E-02  -0.328087E-05
    21   0.101343E+04   0.670814E-02   0.000000E+00   0.143881E+01   0.175602E-06  -0.150743E-02  -0.296688E-05
    22   0.102332E+04   0.734546E-02   0.000000E+00   0.147187E+01   0.176222E-06  -0.147050E-02  -0.237703E-05
    23   0.103367E+04   0.823203E-02   0.000000E+00   0.150288E+01   0.176686E-06  -0.143492E-02  -0.168830E-05
    24   0.104454E+04   0.936869E-02   0.000000E+00   0.153899E+01   0.177002E-06  -0.139988E-02  -0.110241E-05
    25   0.105586E+04   0.107649E-01   0.000000E+00   0.158292E+01   0.177187E-06  -0.136526E-02  -0.745917E-06
    26   0.106748E+04   0.123878E-01   0.000000E+00   0.163556E+01   0.177256E-06  -0.133120E-02  -0.680604E-06
    27   0.107964E+04   0.141904E-01   0.000000E+00   0.168759E+01   0.177220E-06  -0.129800E-02  -0.786112E-06
    28   0.109220E+04   0.161571E-01   0.000000E+00   0.173079E+01   0.177089E-06  -0.126583E-02  -0.924585E-06
    29   0.110518E+04   0.182981E-01   0.000000E+00   0.176650E+01   0.176862E-06  -0.123417E-02  -0.106590E-05
    30   0.111844E+04   0.206319E-01   0.000000E+00   0.179649E+01   0.176543E-06  -0.120256E-02  -0.121200E-05
    31   0.113185E+04   0.231445E-01   0.000000E+00   0.182093E+01   0.176144E-06  -0.117140E-02  -0.138580E-05
    32   0.114568E+04   0.258108E-01   0.000000E+00   0.183889E+01   0.175682E-06  -0.114121E-02  -0.159360E-05
    33   0.115994E+04   0.286412E-01   0.000000E+00   0.184680E+01   0.175160E-06  -0.111217E-02  -0.175507E-05
    34   0.117445E+04   0.316652E-01   0.000000E+00   0.184251E+01   0.174583E-06  -0.108432E-02  -0.178398E-05
    35   0.118918E+04   0.349041E-01   0.000000E+00   0.182935E+01   0.173954E-06  -0.105756E-02  -0.165554E-05
    36   0.120405E+04   0.383784E-01   0.000000E+00   0.180944E+01   0.173279E-06  -0.103165E-02  -0.138650E-05
    37   0.121907E+04   0.420807E-01   0.000000E+00   0.177855E+01   0.172562E-06  -0.100599E-02  -0.109807E-05
    38   0.123455E+04   0.460073E-01   0.000000E+00   0.173423E+01   0.171807E-06  -0.980094E-03  -0.904500E-06
    39   0.125046E+04   0.501699E-01   0.000000E+00   0.167877E+01   0.171017E-06  -0.954253E-03  -0.789574E-06
    40   0.126654E+04   0.545892E-01   0.000000E+00   0.161543E+01   0.170195E-06  -0.928960E-03  -0.704696E-06
    41   0.128290E+04   0.592863E-01   0.000000E+00   0.154629E+01   0.169341E-06  -0.904601E-03  -0.612121E-06
    42   0.129931E+04   0.642623E-01   0.000000E+00   0.146949E+01   0.168460E-06  -0.881129E-03  -0.516824E-06
    43   0.131590E+04   0.695132E-01   0.000000E+00   0.138225E+01   0.167554E-06  -0.858391E-03  -0.434398E-06
    44   0.133254E+04   0.750202E-01   0.000000E+00   0.128263E+01   0.166625E-06  -0.836238E-03  -0.380390E-06
    45   0.134960E+04   0.807749E-01   0.000000E+00   0.116881E+01   0.165677E-06  -0.814520E-03  -0.370304E-06
    46   0.136699E+04   0.867737E-01   0.000000E+00   0.103770E+01   0.164712E-06  -0.793133E-03  -0.413934E-06
    47   0.138457E+04   0.930193E-01   0.000000E+00   0.891078E+00   0.163732E-06  -0.772151E-03  -0.498388E-06
    48   0.140227E+04   0.995229E-01   0.000000E+00   0.734618E+00   0.162738E-06  -0.751696E-03  -0.605150E-06
    49   0.142016E+04   0.106274E+00   0.000000E+00   0.573387E+00   0.161733E-06  -0.731887E-03  -0.715758E-06
    50   0.143847E+04   0.113253E+00   0.000000E+00   0.405673E+00   0.160718E-06  -0.712846E-03  -0.811795E-06
    51   0.145698E+04   0.120437E+00   0.000000E+00   0.227938E+00   0.159695E-06  -0.694640E-03  -0.878713E-06
    52   0.147590E+04   0.127908E+00   0.000000E+00   0.349706E-01   0.158665E-06  -0.677131E-03  -0.917269E-06
    53   0.149487E+04   0.135809E+00   0.000000E+00  -0.177009E+00   0.157629E-06  -0.660130E-03  -0.932034E-06
    54   0.151381E+04   0.144128E+00   0.000000E+00  -0.403811E+00   0.156588E-06  -0.643448E-03  -0.927567E-06
    55   0.153293E+04   0.152837E+00   0.000000E+00  -0.641134E+00   0.155542E-06  -0.626897E-03  -0.908415E-06
    56   0.155247E+04   0.161790E+00   0.000000E+00  -0.890770E+00   0.154493E-06  -0.610339E-03  -0.878754E-06
    57   0.157234E+04   0.170880E+00   0.000000E+00  -0.115259E+01   0.153441E-06  -0.593829E-03  -0.841320E-06
    58   0.159254E+04   0.180120E+00   0.000000E+00  -0.142724E+01   0.152387E-06  -0.577474E-03  -0.798485E-06
    59   0.161292E+04   0.189550E+00   0.000000E+00  -0.171535E+01   0.151331E-06  -0.561380E-03  -0.752614E-06
    60   0.163348E+04   0.199227E+00   0.000000E+00  -0.201615E+01   0.150273E-06  -0.545652E-03  -0.706071E-06
    61   0.165452E+04   0.209247E+00   0.000000E+00  -0.232872E+01   0.149215E-06  -0.530384E-03  -0.661104E-06
