#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.146110E+04   0.591621E-01   0.000000E+00   0.773358E+01   0.711019E-07  -0.440641E-03  -0.208046E-04
     3   0.125768E+04   0.909146E-01   0.000000E+00   0.787526E+01   0.851639E-07  -0.573132E-03  -0.235411E-04
     4   0.110089E+04   0.991103E-01   0.000000E+00   0.662337E+01   0.967807E-07  -0.564686E-03  -0.227239E-04
     5   0.101467E+04   0.859707E-01   0.000000E+00   0.520776E+01   0.106638E-06  -0.544458E-03  -0.195993E-04
     6   0.968800E+03   0.622887E-01   0.000000E+00   0.401157E+01   0.115070E-06  -0.535096E-03  -0.151024E-04
     7   0.943542E+03   0.389735E-01   0.000000E+00   0.308019E+01   0.122354E-06  -0.534654E-03  -0.100848E-04
     8   0.929980E+03   0.222392E-01   0.000000E+00   0.237464E+01   0.128679E-06  -0.541364E-03  -0.532236E-05
     9   0.923314E+03   0.131057E-01   0.000000E+00   0.184627E+01   0.134200E-06  -0.555486E-03  -0.142961E-05
    10   0.920623E+03   0.941891E-02   0.000000E+00   0.146867E+01   0.139019E-06  -0.572107E-03   0.128140E-05
    11   0.920598E+03   0.829276E-02   0.000000E+00   0.121855E+01   0.143263E-06  -0.586869E-03   0.279603E-05
    12   0.923490E+03   0.774243E-02   0.000000E+00   0.107975E+01   0.146969E-06  -0.596146E-03   0.322147E-05
    13   0.927704E+03   0.691602E-02   0.000000E+00   0.102715E+01   0.150200E-06  -0.600557E-03   0.271494E-05
    14   0.932520E+03   0.601181E-02   0.000000E+00   0.103297E+01   0.153031E-06  -0.601953E-03   0.149084E-05
    15   0.938356E+03   0.532178E-02   0.000000E+00   0.107779E+01   0.155502E-06  -0.602801E-03  -0.149771E-07
    16   0.945706E+03   0.505294E-02   0.000000E+00   0.114503E+01   0.157649E-06  -0.604869E-03  -0.137642E-05
    17   0.954526E+03   0.519903E-02   0.000000E+00   0.121795E+01   0.159510E-06  -0.606657E-03  -0.239356E-05
