#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.164754E+08   0.164754E+08   0.219525E+08   0.219521E+08   0.164777E+08   0.164754E+08   0.164754E+08   0.164813E+08  -0.409512E+00   0.135612E+08   0.135612E+08   0.647131E+01   0.121330E+07   0.339731E-01  -0.136344E+15
   0.109829E-04   0.164764E+08   0.164764E+08   0.219506E+08   0.219501E+08   0.164786E+08   0.164764E+08   0.164764E+08   0.164823E+08  -0.409536E+00   0.135614E+08   0.135614E+08   0.714529E+01   0.995078E+06   0.340951E-01  -0.123481E+15
   0.121272E-04   0.164776E+08   0.164776E+08   0.219484E+08   0.219477E+08   0.164799E+08   0.164776E+08   0.164776E+08   0.164835E+08  -0.409567E+00   0.135616E+08   0.135616E+08   0.788942E+01   0.816095E+06   0.342438E-01  -0.111832E+15
   0.133906E-04   0.164791E+08   0.164791E+08   0.219456E+08   0.219448E+08   0.164813E+08   0.164791E+08   0.164791E+08   0.164850E+08  -0.409604E+00   0.135619E+08   0.135619E+08   0.871097E+01   0.669294E+06   0.344250E-01  -0.101283E+15
   0.147857E-04   0.164809E+08   0.164809E+08   0.219422E+08   0.219412E+08   0.164831E+08   0.164810E+08   0.164809E+08   0.164868E+08  -0.409649E+00   0.135623E+08   0.135623E+08   0.961797E+01   0.548888E+06   0.346457E-01  -0.917290E+14
   0.163261E-04   0.164832E+08   0.164832E+08   0.219380E+08   0.219368E+08   0.164853E+08   0.164832E+08   0.164832E+08   0.164890E+08  -0.409704E+00   0.135627E+08   0.135627E+08   0.106193E+02   0.450132E+06   0.349146E-01  -0.830767E+14
   0.180270E-04   0.164859E+08   0.164859E+08   0.219329E+08   0.219315E+08   0.164880E+08   0.164859E+08   0.164859E+08   0.164917E+08  -0.409771E+00   0.135632E+08   0.135632E+08   0.117247E+02   0.369132E+06   0.352421E-01  -0.752411E+14
   0.199051E-04   0.164891E+08   0.164891E+08   0.219268E+08   0.219250E+08   0.164913E+08   0.164892E+08   0.164891E+08   0.164950E+08  -0.409852E+00   0.135638E+08   0.135638E+08   0.129449E+02   0.302696E+06   0.356410E-01  -0.681451E+14
   0.219788E-04   0.164931E+08   0.164931E+08   0.219192E+08   0.219171E+08   0.164952E+08   0.164932E+08   0.164931E+08   0.164990E+08  -0.409951E+00   0.135646E+08   0.135646E+08   0.142918E+02   0.248206E+06   0.361265E-01  -0.617190E+14
   0.242687E-04   0.164980E+08   0.164980E+08   0.219100E+08   0.219075E+08   0.165001E+08   0.164980E+08   0.164980E+08   0.165039E+08  -0.410072E+00   0.135656E+08   0.135656E+08   0.157784E+02   0.203513E+06   0.367173E-01  -0.558996E+14
   0.267970E-04   0.165040E+08   0.165040E+08   0.218989E+08   0.218958E+08   0.165059E+08   0.165040E+08   0.165040E+08   0.165098E+08  -0.410220E+00   0.135667E+08   0.135667E+08   0.174192E+02   0.166856E+06   0.374360E-01  -0.506296E+14
   0.295888E-04   0.165112E+08   0.165112E+08   0.218852E+08   0.218814E+08   0.165131E+08   0.165112E+08   0.165112E+08   0.165170E+08  -0.410399E+00   0.135681E+08   0.135681E+08   0.192297E+02   0.136791E+06   0.383099E-01  -0.458573E+14
   0.326714E-04   0.165200E+08   0.165200E+08   0.218686E+08   0.218640E+08   0.165218E+08   0.165200E+08   0.165200E+08   0.165258E+08  -0.410617E+00   0.135698E+08   0.135698E+08   0.212275E+02   0.112131E+06   0.393717E-01  -0.415358E+14
   0.360752E-04   0.165307E+08   0.165307E+08   0.218483E+08   0.218427E+08   0.165324E+08   0.165307E+08   0.165307E+08   0.165365E+08  -0.410882E+00   0.135719E+08   0.135719E+08   0.234314E+02   0.919058E+05   0.406611E-01  -0.376225E+14
   0.398336E-04   0.165437E+08   0.165437E+08   0.218235E+08   0.218167E+08   0.165453E+08   0.165437E+08   0.165437E+08   0.165495E+08  -0.411204E+00   0.135744E+08   0.135744E+08   0.258622E+02   0.753172E+05   0.422252E-01  -0.340791E+14
   0.439836E-04   0.165595E+08   0.165594E+08   0.217934E+08   0.217851E+08   0.165609E+08   0.165595E+08   0.165595E+08   0.165653E+08  -0.411596E+00   0.135775E+08   0.135775E+08   0.285428E+02   0.617115E+05   0.441207E-01  -0.308706E+14
   0.485659E-04   0.165786E+08   0.165786E+08   0.217566E+08   0.217465E+08   0.165799E+08   0.165786E+08   0.165786E+08   0.165844E+08  -0.412071E+00   0.135812E+08   0.135812E+08   0.314980E+02   0.505526E+05   0.464148E-01  -0.279655E+14
   0.536256E-04   0.166019E+08   0.166018E+08   0.217117E+08   0.216995E+08   0.166029E+08   0.166019E+08   0.166018E+08   0.166077E+08  -0.412647E+00   0.135857E+08   0.135857E+08   0.347545E+02   0.414005E+05   0.491869E-01  -0.253353E+14
   0.592125E-04   0.166300E+08   0.166300E+08   0.216570E+08   0.216421E+08   0.166308E+08   0.166300E+08   0.166300E+08   0.166358E+08  -0.413345E+00   0.135912E+08   0.135912E+08   0.383418E+02   0.338946E+05   0.525302E-01  -0.229541E+14
