#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.144971E+08   0.144971E+08   0.193164E+08   0.193160E+08   0.144993E+08   0.144971E+08   0.144971E+08   0.145023E+08  -0.458604E+00   0.992957E+07   0.992957E+07   0.618922E+01   0.112837E+07   0.489723E+00  -0.998316E+14
   0.109829E-04   0.144975E+08   0.144975E+08   0.193141E+08   0.193135E+08   0.144997E+08   0.144975E+08   0.144975E+08   0.145027E+08  -0.458616E+00   0.992971E+07   0.992971E+07   0.683383E+01   0.925478E+06   0.489739E+00  -0.904136E+14
   0.121272E-04   0.144980E+08   0.144980E+08   0.193112E+08   0.193106E+08   0.145001E+08   0.144980E+08   0.144980E+08   0.145031E+08  -0.458631E+00   0.992989E+07   0.992989E+07   0.754552E+01   0.759070E+06   0.489758E+00  -0.818843E+14
   0.133906E-04   0.144986E+08   0.144986E+08   0.193077E+08   0.193069E+08   0.145007E+08   0.144986E+08   0.144986E+08   0.145037E+08  -0.458649E+00   0.993011E+07   0.993011E+07   0.833127E+01   0.622583E+06   0.489782E+00  -0.741599E+14
   0.147857E-04   0.144993E+08   0.144993E+08   0.193034E+08   0.193025E+08   0.145014E+08   0.144993E+08   0.144993E+08   0.145044E+08  -0.458671E+00   0.993037E+07   0.993037E+07   0.919874E+01   0.510637E+06   0.489811E+00  -0.671645E+14
   0.163261E-04   0.145001E+08   0.145001E+08   0.192983E+08   0.192971E+08   0.145022E+08   0.145001E+08   0.145001E+08   0.145053E+08  -0.458698E+00   0.993070E+07   0.993069E+07   0.101564E+02   0.418819E+06   0.489846E+00  -0.608294E+14
   0.180270E-04   0.145012E+08   0.145012E+08   0.192919E+08   0.192905E+08   0.145032E+08   0.145012E+08   0.145012E+08   0.145063E+08  -0.458731E+00   0.993109E+07   0.993109E+07   0.112137E+02   0.343510E+06   0.489889E+00  -0.550921E+14
   0.199051E-04   0.145024E+08   0.145024E+08   0.192842E+08   0.192825E+08   0.145045E+08   0.145024E+08   0.145024E+08   0.145076E+08  -0.458771E+00   0.993157E+07   0.993157E+07   0.123807E+02   0.281742E+06   0.489941E+00  -0.498965E+14
   0.219788E-04   0.145040E+08   0.145040E+08   0.192748E+08   0.192728E+08   0.145060E+08   0.145040E+08   0.145040E+08   0.145092E+08  -0.458820E+00   0.993215E+07   0.993215E+07   0.136689E+02   0.231080E+06   0.490005E+00  -0.451913E+14
   0.242687E-04   0.145059E+08   0.145059E+08   0.192634E+08   0.192609E+08   0.145079E+08   0.145059E+08   0.145059E+08   0.145110E+08  -0.458880E+00   0.993286E+07   0.993286E+07   0.150908E+02   0.189527E+06   0.490083E+00  -0.409303E+14
