#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.155534E+08   0.155534E+08   0.207229E+08   0.207224E+08   0.155556E+08   0.155534E+08   0.155534E+08   0.155589E+08  -0.386613E+00   0.144734E+08   0.144734E+08   0.652371E+01   0.113266E+07  -0.114413E+00  -0.145515E+15
   0.109829E-04   0.155547E+08   0.155547E+08   0.207214E+08   0.207208E+08   0.155569E+08   0.155547E+08   0.155547E+08   0.155602E+08  -0.386646E+00   0.144737E+08   0.144737E+08   0.720315E+01   0.928940E+06  -0.114242E+00  -0.131788E+15
   0.121272E-04   0.155563E+08   0.155563E+08   0.207195E+08   0.207189E+08   0.155585E+08   0.155563E+08   0.155563E+08   0.155619E+08  -0.386687E+00   0.144741E+08   0.144741E+08   0.795330E+01   0.761851E+06  -0.114034E+00  -0.119357E+15
   0.133906E-04   0.155583E+08   0.155583E+08   0.207173E+08   0.207165E+08   0.155605E+08   0.155583E+08   0.155583E+08   0.155638E+08  -0.386736E+00   0.144745E+08   0.144745E+08   0.878150E+01   0.624806E+06  -0.113780E+00  -0.108098E+15
   0.147857E-04   0.155607E+08   0.155607E+08   0.207146E+08   0.207137E+08   0.155629E+08   0.155607E+08   0.155607E+08   0.155663E+08  -0.386796E+00   0.144750E+08   0.144750E+08   0.969585E+01   0.512402E+06  -0.113471E+00  -0.979024E+14
   0.163261E-04   0.155637E+08   0.155637E+08   0.207113E+08   0.207102E+08   0.155658E+08   0.155637E+08   0.155637E+08   0.155692E+08  -0.386869E+00   0.144756E+08   0.144756E+08   0.107053E+02   0.420208E+06  -0.113095E+00  -0.886690E+14
   0.180270E-04   0.155673E+08   0.155673E+08   0.207073E+08   0.207059E+08   0.155694E+08   0.155673E+08   0.155673E+08   0.155728E+08  -0.386958E+00   0.144764E+08   0.144764E+08   0.118196E+02   0.344591E+06  -0.112637E+00  -0.803071E+14
   0.199051E-04   0.155716E+08   0.155716E+08   0.207024E+08   0.207006E+08   0.155737E+08   0.155716E+08   0.155716E+08   0.155772E+08  -0.387067E+00   0.144774E+08   0.144774E+08   0.130497E+02   0.282570E+06  -0.112079E+00  -0.727347E+14
   0.219788E-04   0.155770E+08   0.155770E+08   0.206964E+08   0.206943E+08   0.155790E+08   0.155770E+08   0.155770E+08   0.155825E+08  -0.387199E+00   0.144785E+08   0.144785E+08   0.144075E+02   0.231701E+06  -0.111399E+00  -0.658773E+14
   0.242687E-04   0.155835E+08   0.155835E+08   0.206891E+08   0.206865E+08   0.155855E+08   0.155835E+08   0.155835E+08   0.155890E+08  -0.387360E+00   0.144799E+08   0.144799E+08   0.159062E+02   0.189978E+06  -0.110573E+00  -0.596674E+14
