#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.184504E+08   0.184504E+08   0.245868E+08   0.245863E+08   0.184527E+08   0.184504E+08   0.184504E+08   0.184570E+08  -0.458551E+00   0.992972E+07   0.992972E+07   0.630862E+01   0.112834E+07   0.489619E+00  -0.998331E+14
   0.109829E-04   0.184506E+08   0.184506E+08   0.245839E+08   0.245834E+08   0.184529E+08   0.184506E+08   0.184506E+08   0.184572E+08  -0.458555E+00   0.992976E+07   0.992976E+07   0.696566E+01   0.925459E+06   0.489625E+00  -0.904140E+14
   0.121272E-04   0.184508E+08   0.184508E+08   0.245805E+08   0.245799E+08   0.184531E+08   0.184508E+08   0.184508E+08   0.184573E+08  -0.458559E+00   0.992981E+07   0.992981E+07   0.769108E+01   0.759057E+06   0.489631E+00  -0.818837E+14
   0.133906E-04   0.184510E+08   0.184510E+08   0.245763E+08   0.245755E+08   0.184533E+08   0.184510E+08   0.184510E+08   0.184576E+08  -0.458565E+00   0.992988E+07   0.992988E+07   0.849197E+01   0.622575E+06   0.489638E+00  -0.741582E+14
   0.147857E-04   0.184513E+08   0.184513E+08   0.245712E+08   0.245703E+08   0.184535E+08   0.184513E+08   0.184513E+08   0.184578E+08  -0.458572E+00   0.992996E+07   0.992996E+07   0.937618E+01   0.510633E+06   0.489647E+00  -0.671618E+14
   0.163261E-04   0.184516E+08   0.184516E+08   0.245650E+08   0.245638E+08   0.184538E+08   0.184516E+08   0.184516E+08   0.184582E+08  -0.458580E+00   0.993006E+07   0.993006E+07   0.103523E+02   0.418818E+06   0.489658E+00  -0.608255E+14
   0.180270E-04   0.184520E+08   0.184520E+08   0.245574E+08   0.245560E+08   0.184542E+08   0.184520E+08   0.184520E+08   0.184586E+08  -0.458590E+00   0.993018E+07   0.993018E+07   0.114299E+02   0.343512E+06   0.489672E+00  -0.550871E+14
   0.199051E-04   0.184525E+08   0.184525E+08   0.245481E+08   0.245464E+08   0.184547E+08   0.184525E+08   0.184525E+08   0.184591E+08  -0.458603E+00   0.993032E+07   0.993032E+07   0.126195E+02   0.281746E+06   0.489689E+00  -0.498902E+14
   0.219788E-04   0.184531E+08   0.184531E+08   0.245368E+08   0.245348E+08   0.184553E+08   0.184531E+08   0.184531E+08   0.184597E+08  -0.458618E+00   0.993050E+07   0.993050E+07   0.139325E+02   0.231086E+06   0.489709E+00  -0.451838E+14
   0.242687E-04   0.184539E+08   0.184539E+08   0.245231E+08   0.245206E+08   0.184560E+08   0.184539E+08   0.184539E+08   0.184604E+08  -0.458636E+00   0.993072E+07   0.993072E+07   0.153818E+02   0.189535E+06   0.489733E+00  -0.409214E+14
   0.267970E-04   0.184548E+08   0.184548E+08   0.245063E+08   0.245033E+08   0.184568E+08   0.184548E+08   0.184548E+08   0.184614E+08  -0.458659E+00   0.993098E+07   0.993098E+07   0.169813E+02   0.155454E+06   0.489763E+00  -0.370614E+14
   0.295888E-04   0.184559E+08   0.184559E+08   0.244859E+08   0.244822E+08   0.184579E+08   0.184559E+08   0.184559E+08   0.184625E+08  -0.458686E+00   0.993130E+07   0.993130E+07   0.187464E+02   0.127502E+06   0.489799E+00  -0.335656E+14
   0.326714E-04   0.184573E+08   0.184572E+08   0.244610E+08   0.244565E+08   0.184592E+08   0.184573E+08   0.184573E+08   0.184638E+08  -0.458719E+00   0.993169E+07   0.993169E+07   0.206939E+02   0.104575E+06   0.489844E+00  -0.303998E+14
   0.360752E-04   0.184589E+08   0.184589E+08   0.244308E+08   0.244252E+08   0.184607E+08   0.184589E+08   0.184589E+08   0.184654E+08  -0.458759E+00   0.993217E+07   0.993216E+07   0.228425E+02   0.857707E+05   0.489897E+00  -0.275328E+14
   0.398336E-04   0.184609E+08   0.184609E+08   0.243939E+08   0.243871E+08   0.184626E+08   0.184609E+08   0.184609E+08   0.184674E+08  -0.458809E+00   0.993274E+07   0.993274E+07   0.252123E+02   0.703475E+05   0.489963E+00  -0.249365E+14
   0.439836E-04   0.184633E+08   0.184633E+08   0.243490E+08   0.243407E+08   0.184649E+08   0.184633E+08   0.184633E+08   0.184698E+08  -0.458868E+00   0.993345E+07   0.993344E+07   0.278256E+02   0.576974E+05   0.490042E+00  -0.225853E+14
