#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.172134E+08   0.172134E+08   0.229368E+08   0.229364E+08   0.172157E+08   0.172134E+08   0.172134E+08   0.172196E+08  -0.427839E+00   0.126336E+08   0.126336E+08   0.642420E+01   0.124752E+07   0.168135E+00  -0.127018E+15
   0.109829E-04   0.172142E+08   0.172141E+08   0.229346E+08   0.229341E+08   0.172164E+08   0.172142E+08   0.172142E+08   0.172203E+08  -0.427856E+00   0.126338E+08   0.126338E+08   0.709327E+01   0.102316E+07   0.168217E+00  -0.115035E+15
   0.121272E-04   0.172150E+08   0.172150E+08   0.229319E+08   0.229313E+08   0.172173E+08   0.172150E+08   0.172150E+08   0.172212E+08  -0.427878E+00   0.126339E+08   0.126339E+08   0.783198E+01   0.839132E+06   0.168318E+00  -0.104182E+15
   0.133906E-04   0.172161E+08   0.172161E+08   0.229286E+08   0.229278E+08   0.172183E+08   0.172161E+08   0.172161E+08   0.172222E+08  -0.427905E+00   0.126341E+08   0.126341E+08   0.864754E+01   0.688195E+06   0.168440E+00  -0.943539E+14
   0.147857E-04   0.172174E+08   0.172174E+08   0.229246E+08   0.229237E+08   0.172196E+08   0.172174E+08   0.172174E+08   0.172235E+08  -0.427937E+00   0.126343E+08   0.126343E+08   0.954795E+01   0.564398E+06   0.168588E+00  -0.854530E+14
   0.163261E-04   0.172190E+08   0.172190E+08   0.229197E+08   0.229186E+08   0.172212E+08   0.172190E+08   0.172190E+08   0.172251E+08  -0.427976E+00   0.126346E+08   0.126346E+08   0.105420E+02   0.462859E+06   0.168769E+00  -0.773921E+14
   0.180270E-04   0.172209E+08   0.172209E+08   0.229138E+08   0.229124E+08   0.172231E+08   0.172209E+08   0.172209E+08   0.172270E+08  -0.428024E+00   0.126350E+08   0.126350E+08   0.116393E+02   0.379578E+06   0.168990E+00  -0.700919E+14
   0.199051E-04   0.172233E+08   0.172233E+08   0.229066E+08   0.229048E+08   0.172254E+08   0.172233E+08   0.172233E+08   0.172294E+08  -0.428082E+00   0.126354E+08   0.126354E+08   0.128507E+02   0.311270E+06   0.169258E+00  -0.634807E+14
   0.219788E-04   0.172261E+08   0.172261E+08   0.228977E+08   0.228956E+08   0.172282E+08   0.172261E+08   0.172261E+08   0.172322E+08  -0.428153E+00   0.126359E+08   0.126359E+08   0.141878E+02   0.255245E+06   0.169586E+00  -0.574935E+14
   0.242687E-04   0.172296E+08   0.172296E+08   0.228870E+08   0.228844E+08   0.172317E+08   0.172296E+08   0.172296E+08   0.172357E+08  -0.428240E+00   0.126366E+08   0.126366E+08   0.156636E+02   0.209293E+06   0.169984E+00  -0.520715E+14
   0.267970E-04   0.172339E+08   0.172339E+08   0.228738E+08   0.228707E+08   0.172359E+08   0.172339E+08   0.172339E+08   0.172400E+08  -0.428345E+00   0.126373E+08   0.126373E+08   0.172923E+02   0.171604E+06   0.170468E+00  -0.471613E+14
   0.295888E-04   0.172390E+08   0.172390E+08   0.228578E+08   0.228541E+08   0.172410E+08   0.172390E+08   0.172390E+08   0.172451E+08  -0.428473E+00   0.126383E+08   0.126383E+08   0.190897E+02   0.140691E+06   0.171057E+00  -0.427147E+14
